Fecha,Precipitation,Dia
2022-02-01,0.0,0
2022-02-02,0.04,1
2022-02-03,0.1,2
2022-02-04,0.06,3
2022-02-05,0.0,4
2022-02-06,0.0,5
2022-02-07,3.92,6
2022-02-08,1.25,7
2022-02-09,0.03,8
2022-02-10,0.57,9
2022-02-11,0.16,10
2022-02-12,0.14,11
2022-02-13,0.0,12
2022-02-14,0.97,13
2022-02-15,0.0,14
2022-02-16,0.0,15
2022-02-17,0.0,16
2022-02-18,0.0,17
2022-02-19,0.0,18
2022-02-20,0.0,19
2022-02-21,-0.0,20
2022-02-22,0.0,21
2022-02-23,0.11,22
2022-02-24,0.37,23
2022-02-25,2.72,24
2022-02-26,0.01,25
2022-02-27,0.59,26
2022-02-28,0.01,27
2022-03-01,0.0,28
2022-03-02,0.21,29
2022-03-03,1.22,30
2022-03-04,0.78,31
2022-03-05,0.0,32
2022-03-06,0.12,33
2022-03-07,0.08,34
2022-03-08,0.03,35
2022-03-09,0.89,36
2022-03-10,0.01,37
2022-03-11,0.04,38
2022-03-12,0.02,39
2022-03-13,0.0,40
2022-03-14,0.0,41
2022-03-15,0.0,42
2022-03-16,-0.0,43
2022-03-17,0.03,44
2022-03-18,0.0,45
2022-03-19,0.0,46
2022-03-20,0.03,47
2022-03-21,0.0,48
2022-03-22,0.0,49
2022-03-23,-0.0,50
2022-03-24,-0.0,51
2022-03-25,0.0,52
2022-03-26,0.0,53
2022-03-27,0.0,54
2022-03-28,0.0,55
2022-03-29,0.0,56
2022-03-30,0.0,57
2022-03-31,0.0,58
2022-04-01,0.0,59
2022-04-02,0.08,60
2022-04-03,0.01,61
2022-04-04,0.0,62
2022-04-05,0.12,63
2022-04-06,0.0,64
2022-04-07,0.0,65
2022-04-08,0.26,66
2022-04-09,0.11,67
2022-04-10,0.0,68
2022-04-11,0.04,69
2022-04-12,0.13,70
2022-04-13,0.0,71
2022-04-14,0.01,72
2022-04-15,0.08,73
2022-04-16,0.01,74
2022-04-17,0.01,75
2022-04-18,0.6,76
2022-04-19,0.5,77
2022-04-20,0.16,78
2022-04-21,6.55,79
2022-04-22,3.64,80
2022-04-23,0.3,81
2022-04-24,0.43,82
2022-04-25,3.98,83
2022-04-26,28.98,84
2022-04-27,0.71,85
2022-04-28,0.13,86
2022-04-29,0.13,87
2022-04-30,0.23,88
2022-05-01,3.1,89
2022-05-02,1.89,90
2022-05-03,0.41,91
2022-05-04,1.39,92
2022-05-05,0.31,93
2022-05-06,0.37,94
2022-05-07,0.04,95
2022-05-08,0.02,96
2022-05-09,0.04,97
2022-05-10,2.04,98
2022-05-11,1.51,99
2022-05-12,0.55,100
2022-05-13,0.3,101
2022-05-14,0.14,102
2022-05-15,0.0,103
2022-05-16,0.01,104
2022-05-17,-0.0,105
2022-05-18,0.01,106
2022-05-19,0.33,107
2022-05-20,0.14,108
2022-05-21,0.02,109
2022-05-22,0.2,110
2022-05-23,4.7,111
2022-05-24,1.29,112
2022-05-25,1.59,113
2022-05-26,0.99,114
2022-05-27,0.64,115
2022-05-28,0.59,116
2022-05-29,0.82,117
2022-05-30,0.42,118
2022-05-31,2.97,119
2022-06-01,4.49,120
2022-06-02,1.72,121
2022-06-03,0.38,122
2022-06-04,0.01,123
2022-06-05,-0.0,124
2022-06-06,0.0,125
2022-06-07,0.22,126
2022-06-08,1.4,127
2022-06-09,6.73,128
2022-06-10,0.23,129
2022-06-11,0.38,130
2022-06-12,3.58,131
2022-06-13,6.41,132
2022-06-14,6.55,133
2022-06-15,9.24,134
2022-06-16,4.5,135
2022-06-17,1.26,136
2022-06-18,9.33,137
2022-06-19,0.64,138
2022-06-20,1.9,139
2022-06-21,17.8,140
2022-06-22,21.0,141
2022-06-23,0.55,142
2022-06-24,1.1,143
2022-06-25,1.56,144
2022-06-26,0.78,145
2022-06-27,9.05,146
2022-06-28,4.13,147
2022-06-29,6.25,148
2022-06-30,0.32,149
2022-07-01,0.22,150
2022-07-02,1.96,151
2022-07-03,1.51,152
2022-07-04,2.48,153
2022-07-05,1.5,154
2022-07-06,0.51,155
2022-07-07,1.42,156
2022-07-08,1.0,157
2022-07-09,0.4,158
2022-07-10,0.06,159
2022-07-11,0.68,160
2022-07-12,2.3,161
2022-07-13,7.62,162
2022-07-14,4.98,163
2022-07-15,4.15,164
2022-07-16,1.63,165
2022-07-17,1.83,166
2022-07-18,0.95,167
2022-07-19,0.0,168
2022-07-20,0.12,169
2022-07-21,0.1,170
2022-07-22,3.07,171
2022-07-23,4.21,172
