Fecha,Precipitation,Dia
2022-11-14,-0.0,202
2022-11-15,0.03,203
2022-11-16,0.36,204
2022-11-17,3.11,205
2022-11-18,0.37,206
2022-11-19,0.07,207
2022-11-20,2.21,208
2022-11-21,6.36,209
2022-11-22,1.82,210
2022-11-23,0.0,211
2022-11-24,0.0,212
2022-11-25,0.65,213
2022-11-26,1.53,214
2022-11-27,0.05,215
2022-11-28,0.07,216
2022-11-29,0.0,217
2022-11-30,5.58,218
2022-12-01,10.52,219
2022-12-02,0.0,220
2022-12-03,1.0,221
2022-12-04,0.85,222
2022-12-05,0.02,223
2022-12-06,0.12,224
2022-12-07,0.74,225
2022-12-08,0.1,226
2022-12-09,0.11,227
2022-12-10,0.03,228
2022-12-11,0.01,229
2022-12-12,0.02,230
2022-12-13,0.23,231
2022-12-14,0.08,232
2022-12-15,0.0,233
2022-12-16,0.27,234
2022-12-17,0.17,235
2022-12-18,0.15,236
2022-12-19,0.02,237
2022-12-20,0.28,238
2022-12-21,-0.0,239
2022-12-22,0.0,240
2022-12-23,0.39,241
2022-12-24,0.19,242
2022-12-25,0.09,243
2022-12-26,-0.0,244
2022-12-27,0.0,245
2022-12-28,0.0,246
2022-12-29,0.02,247
2022-12-30,0.0,248
2022-12-31,0.11,249
2023-01-01,-0.0,250
2023-01-02,0.08,251
2023-01-03,0.0,252
2023-01-04,0.0,253
2023-01-05,0.0,254
2023-01-06,0.0,255
2023-01-07,0.0,256
2023-01-08,0.41,257
2023-01-09,0.13,258
2023-01-10,0.01,259
2023-01-11,0.0,260
2023-01-12,0.05,261
2023-01-13,-0.0,262
2023-01-14,-0.0,263
2023-01-15,0.0,264
2023-01-16,0.05,265
2023-01-17,0.0,266
2023-01-18,0.42,267
2023-01-19,0.0,268
2023-01-20,0.0,269
2023-01-21,0.0,270
2023-01-22,1.37,271
2023-01-23,1.71,272
2023-01-24,0.05,273
2023-01-25,0.02,274
2023-01-26,0.01,275
2023-01-27,0.07,276
2023-01-28,0.0,277
2023-01-29,0.0,278
2023-01-30,1.33,279
2023-01-31,1.23,280
2023-02-01,4.2,281
2023-02-02,2.01,282
2023-02-03,0.0,283
2023-02-04,0.0,284
2023-02-05,0.0,285
2023-02-06,0.28,286
2023-02-07,0.36,287
2023-02-08,1.26,288
2023-02-09,0.04,289
2023-02-10,0.85,290
2023-02-11,0.0,291
2023-02-12,0.0,292
2023-02-13,0.0,293
2023-02-14,0.04,294
2023-02-15,0.02,295
2023-02-16,0.0,296
2023-02-17,0.0,297
2023-02-18,0.0,298
2023-02-19,-0.0,299
2023-02-20,-0.0,300
2023-02-21,0.04,301
2023-02-22,0.19,302
2023-02-23,-0.0,303
2023-02-24,0.4,304
2023-02-25,1.34,305
2023-02-26,0.75,306
2023-02-27,0.08,307
2023-02-28,0.0,308
2023-03-01,0.0,309
2023-03-02,0.0,310
2023-03-03,-0.0,311
2023-03-04,0.0,312
2023-03-05,0.0,313
2023-03-06,0.01,314
2023-03-07,0.1,315
2023-03-08,0.17,316
2023-03-09,0.12,317
2023-03-10,0.05,318
