Fecha,Precipitation,Dia
2022-03-22,0.0,0
2022-03-23,-0.0,1
2022-03-24,-0.0,2
2022-03-25,0.0,3
2022-03-26,0.0,4
2022-03-27,0.0,5
2022-03-28,0.0,6
2022-03-29,0.0,7
2022-03-30,0.0,8
2022-03-31,0.0,9
2022-04-01,0.0,10
2022-04-02,0.08,11
2022-04-03,0.01,12
2022-04-04,0.0,13
2022-04-05,0.12,14
2022-04-06,0.0,15
2022-04-07,0.0,16
2022-04-08,0.26,17
2022-04-09,0.11,18
2022-04-10,0.0,19
2022-04-11,0.04,20
2022-04-12,0.13,21
2022-04-13,0.0,22
2022-04-14,0.01,23
2022-04-15,0.08,24
2022-04-16,0.01,25
2022-04-17,0.01,26
2022-04-18,0.6,27
2022-04-19,0.5,28
2022-04-20,0.16,29
2022-04-21,6.55,30
2022-04-22,3.64,31
2022-04-23,0.3,32
2022-04-24,0.43,33
2022-04-25,3.98,34
2022-04-26,28.98,35
2022-04-27,0.71,36
2022-04-28,0.13,37
2022-04-29,0.13,38
2022-04-30,0.23,39
2022-05-01,3.1,40
2022-05-02,1.89,41
2022-05-03,0.41,42
2022-05-04,1.39,43
2022-05-05,0.31,44
2022-05-06,0.37,45
2022-05-07,0.04,46
2022-05-08,0.02,47
2022-05-09,0.04,48
2022-05-10,2.04,49
2022-05-11,1.51,50
2022-05-12,0.55,51
2022-05-13,0.3,52
2022-05-14,0.14,53
2022-05-15,0.0,54
2022-05-16,0.01,55
2022-05-17,-0.0,56
2022-05-18,0.01,57
2022-05-19,0.33,58
2022-05-20,0.14,59
2022-05-21,0.02,60
2022-05-22,0.2,61
2022-05-23,4.7,62
2022-05-24,1.29,63
2022-05-25,1.59,64
2022-05-26,0.99,65
2022-05-27,0.64,66
2022-05-28,0.59,67
2022-05-29,0.82,68
2022-05-30,0.42,69
2022-05-31,2.97,70
2022-06-01,4.49,71
2022-06-02,1.72,72
2022-06-03,0.38,73
2022-06-04,0.01,74
2022-06-05,-0.0,75
2022-06-06,0.0,76
2022-06-07,0.22,77
2022-06-08,1.4,78
2022-06-09,6.73,79
2022-06-10,0.23,80
2022-06-11,0.38,81
2022-06-12,3.58,82
2022-06-13,6.41,83
2022-06-14,6.55,84
2022-06-15,9.24,85
2022-06-16,4.5,86
2022-06-17,1.26,87
2022-06-18,9.33,88
2022-06-19,0.64,89
2022-06-20,1.9,90
2022-06-21,17.8,91
2022-06-22,21.0,92
2022-06-23,0.55,93
2022-06-24,1.1,94
2022-06-25,1.56,95
2022-06-26,0.78,96
2022-06-27,9.05,97
2022-06-28,4.13,98
2022-06-29,6.25,99
2022-06-30,0.32,100
2022-07-01,0.22,101
2022-07-02,1.96,102
2022-07-03,1.51,103
2022-07-04,2.48,104
2022-07-05,1.5,105
2022-07-06,0.51,106
2022-07-07,1.42,107
2022-07-08,1.0,108
2022-07-09,0.4,109
2022-07-10,0.06,110
2022-07-11,0.68,111
2022-07-12,2.3,112
2022-07-13,7.62,113
2022-07-14,4.98,114
2022-07-15,4.15,115
2022-07-16,1.63,116
2022-07-17,1.83,117
2022-07-18,0.95,118
2022-07-19,0.0,119
2022-07-20,0.12,120
2022-07-21,0.1,121
2022-07-22,3.07,122
2022-07-23,4.21,123
2022-07-24,3.06,124
2022-07-25,3.12,125
2022-07-26,0.93,126
2022-07-27,6.55,127
2022-07-28,15.65,128
2022-07-29,5.98,129
2022-07-30,2.67,130
2022-07-31,4.96,131
2022-08-01,8.42,132
2022-08-02,1.79,133
2022-08-03,0.4,134
2022-08-04,0.64,135
2022-08-05,2.19,136
2022-08-06,1.97,137
2022-08-07,1.19,138
2022-08-08,1.45,139
2022-08-09,0.6,140
2022-08-10,0.73,141
2022-08-11,0.91,142
2022-08-12,2.07,143
2022-08-13,14.59,144
2022-08-14,3.72,145
2022-08-15,18.87,146
2022-08-16,5.28,147
2022-08-17,4.58,148
2022-08-18,2.82,149
2022-08-19,1.59,150
2022-08-20,0.6,151
2022-08-21,1.38,152
2022-08-22,0.83,153
2022-08-23,0.26,154
2022-08-24,0.43,155
2022-08-25,0.69,156
2022-08-26,2.46,157
2022-08-27,1.4,158
2022-08-28,0.65,159
2022-08-29,3.05,160
2022-08-30,1.85,161
2022-08-31,11.2,162
2022-09-01,10.76,163
2022-09-02,9.63,164
2022-09-03,13.14,165
2022-09-04,13.13,166
2022-09-05,16.44,167
2022-09-06,11.15,168
2022-09-07,8.72,169
2022-09-08,0.23,170
2022-09-09,0.07,171
2022-09-10,9.36,172
2022-09-11,3.58,173
2022-09-12,0.27,174
2022-09-13,0.33,175
2022-09-14,1.33,176
2022-09-15,12.24,177
2022-09-16,4.56,178
2022-09-17,5.05,179
2022-09-18,5.37,180
2022-09-19,4.02,181
2022-09-20,5.93,182
2022-09-21,0.88,183
2022-09-22,2.1,184
2022-09-23,0.04,185
2022-09-24,0.21,186
2022-09-25,5.89,187
2022-09-26,8.1,188
2022-09-27,0.28,189
2022-09-28,0.24,190
2022-09-29,0.0,191
2022-09-30,0.0,192
2022-10-01,0.0,193
2022-10-02,0.04,194
2022-10-03,0.14,195
2022-10-04,0.2,196
2022-10-05,0.12,197
2022-10-06,6.75,198
2022-10-07,0.2,199
2022-10-08,0.31,200
2022-10-09,0.86,201
2022-10-10,2.65,202
2022-10-11,0.0,203
2022-10-12,0.0,204
2022-10-13,0.0,205
2022-10-14,1.4,206
2022-10-15,0.93,207
2022-10-16,0.47,208
2022-10-17,3.23,209
2022-10-18,30.66,210
2022-10-19,0.14,211
2022-10-20,0.0,212
2022-10-21,0.06,213
2022-10-22,0.49,214
2022-10-23,0.03,215
2022-10-24,0.19,216
2022-10-25,0.48,217
