Fecha,temp,temp_holtwin_predicts
2020-01-01,292.9391,292.94690228864835
2020-01-02,294.51678,293.45222510613615
2020-01-03,294.41913,292.90681133298807
2020-01-04,291.25348,293.5502355582946
2020-01-05,289.93765,291.42863061517
2020-01-06,290.4856,290.6937911564461
2020-01-07,290.56183,291.6998096592656
2020-01-08,292.05844,289.64940581953505
2020-01-09,294.97662,293.84195733837026
2020-01-10,296.0236,293.74757766286274
2020-01-11,294.3958,295.0428569213329
2020-01-12,293.1584,292.8498664488763
2020-01-13,296.75858,294.1047203313
2020-01-14,296.60938,296.1901476194626
2020-01-15,297.37244,297.5059526991686
2020-01-16,296.00244,297.15968556058726
2020-01-17,296.57098,293.6116874608182
2020-01-18,296.2734,297.94818087506053
2020-01-19,290.8495,297.85664967960145
2020-01-20,288.5102,291.0646348463166
2020-01-21,290.24396,286.7103469886133
2020-01-22,293.56573,290.2200518466772
2020-01-23,294.60864,294.5165410479562
2020-01-24,294.3729,295.56993658865343
2020-01-25,294.46713,296.4469463612791
2020-01-26,294.9079,294.26621566612357
2020-01-27,296.23953,294.0836752133857
2020-01-28,296.6328,295.6116654337536
2020-01-29,292.68488,295.06951899933586
2020-01-30,291.93982,292.8000829520406
2020-01-31,292.03406,293.21135746350416
2020-02-01,290.68466,292.31048873802143
2020-02-02,290.83673,288.87979637079525
2020-02-03,293.16998,292.15044434962766
2020-02-04,297.16205,293.4819916714987
2020-02-05,296.5407,295.5405141614755
2020-02-06,289.3137,295.65380245288077
2020-02-07,291.24075,290.4212214817076
2020-02-08,295.34622,292.3154874266128
2020-02-09,297.7256,296.23656982313565
2020-02-10,298.33136,298.6396654078955
2020-02-11,297.4165,298.0857500028476
2020-02-12,296.42392,297.2100966373546
2020-02-13,293.34988,292.9752794153639
2020-02-14,291.96954,292.3998977383884
2020-02-15,294.90573,293.92981102926166
2020-02-16,296.21414,294.7651276529505
2020-02-17,297.65512,297.6898372253846
2020-02-18,298.2973,297.2887776894268
2020-02-19,297.7791,295.8361726264018
2020-02-20,294.36475,297.654398488861
2020-02-21,288.2164,295.8749792267612
2020-02-22,291.8655,290.4312559252953
2020-02-23,295.57507,294.5509428518933
2020-02-24,298.2446,296.6587253402761
2020-02-25,298.4482,297.2907268677108
2020-02-26,290.50705,296.3830556128021
2020-02-27,289.20517,290.8207067743032
2020-02-28,291.04974,289.61090346184494
2020-02-29,293.13153,291.8795984110322
2020-03-01,296.5936,292.51712745941336
2020-03-02,299.15997,295.96773559840125
2020-03-03,301.28302,300.7174273336359
2020-03-04,302.1528,302.077427939639
2020-03-05,295.90277,302.04199326664667
2020-03-06,293.91,295.804149856044
2020-03-07,294.15628,292.9230112339331
2020-03-08,294.85223,294.09890745240494
2020-03-09,297.6028,295.7496670168741
2020-03-10,297.82846,297.7467572565463
2020-03-11,298.71408,297.8603886921564
2020-03-12,298.36853,297.4336592487342
2020-03-13,299.6755,298.90232874046285
2020-03-14,300.0518,301.0189464082736
2020-03-15,299.21536,300.62466683259936
2020-03-16,297.9753,299.8145636890708
2020-03-17,299.57867,297.98289301615506
2020-03-18,300.0106,297.7941066066393
2020-03-19,301.35617,296.889867581797
2020-03-20,300.9617,301.13970389576525
2020-03-21,298.73944,303.7064191150284
2020-03-22,299.60443,300.67898901545254
2020-03-23,300.22675,299.69049286910916
2020-03-24,301.89603,301.03469108382643
2020-03-25,303.08694,302.10840013252414
2020-03-26,303.03418,303.4999533804654
2020-03-27,303.0069,302.4584628093558
2020-03-28,303.93375,301.9341215283328
2020-03-29,301.34027,302.30916026566257
2020-03-30,302.34415,303.4835600002512
2020-03-31,300.84775,303.184714151155
2020-04-01,301.3787,299.57216957798283
2020-04-02,302.7449,302.0725562888279
2020-04-03,301.77298,303.39538702776514
2020-04-04,303.0567,301.38380857017444
2020-04-05,298.59058,302.89461492888626
2020-04-06,301.0999,298.5749362700242
2020-04-07,302.02274,300.4153747323721
2020-04-08,303.2472,302.43854953068575
2020-04-09,304.89178,304.30061684367666
2020-04-10,303.7523,306.154910085948
2020-04-11,303.77652,303.2303586470323
2020-04-12,307.7556,304.0688701066771
2020-04-13,305.1209,307.5576886349116
2020-04-14,301.30923,304.6385088748672
2020-04-15,292.5844,299.94981192696065
2020-04-16,294.97,293.1513837790299
2020-04-17,302.05917,294.97299465368644
2020-04-18,302.47525,301.5198039333529
2020-04-19,305.8563,303.430360346176
2020-04-20,305.79807,307.04214035536074
2020-04-21,304.6276,304.9875194789109
2020-04-22,306.01703,303.56073283564837
2020-04-23,305.70242,306.5281459597999
2020-04-24,305.8092,306.39935923611955
2020-04-25,303.90662,306.0803336184737
2020-04-26,301.66635,302.91619842442685
2020-04-27,302.02057,302.33233593283467
2020-04-28,302.74744,303.0884072137477
2020-04-29,302.39423,302.5359798807225
2020-04-30,300.16165,301.7291429616893
2020-05-01,301.68112,299.7231729740699
2020-05-02,302.16937,303.1586354767533
2020-05-03,302.96075,301.5817058266291
2020-05-04,303.30612,304.9301896001663
2020-05-05,303.71188,302.6574796321051
2020-05-06,301.0489,303.3044250413193
2020-05-07,301.36185,301.02899422144594
2020-05-08,301.88654,301.75286783557
2020-05-09,300.9312,302.42987730178703
2020-05-10,301.58444,301.5030222617026
2020-05-11,301.11783,300.4139367318983
2020-05-12,302.36917,299.8311788573775
2020-05-13,302.80588,301.8690790745318
2020-05-14,303.66943,303.47421244546945
2020-05-15,304.333,304.02297759635593
2020-05-16,304.74283,304.7998959983224
2020-05-17,304.31342,305.5432298360699
2020-05-18,304.57886,304.25874406777035
2020-05-19,304.69592,304.76656605756176
2020-05-20,304.55927,304.3599889221037
2020-05-21,303.9854,304.6831088122601
2020-05-22,303.0857,303.4638673514829
2020-05-23,303.32504,302.8974807875335
2020-05-24,303.78647,303.5578249020781
2020-05-25,303.58386,304.191221392865
2020-05-26,302.97287,303.7002273096801
2020-05-27,302.876,303.26922480583363
2020-05-28,303.3127,302.617388157083
2020-05-29,298.78326,302.0289107651574
2020-05-30,299.99194,298.6003583969476
2020-05-31,300.65958,300.4426362503948
2020-06-01,300.956,300.2657509193552
2020-06-02,302.17905,300.8809859957803
2020-06-03,303.0282,301.99743722964394
2020-06-04,302.75604,303.7294922784271
2020-06-05,303.09372,303.8356204598505
2020-06-06,304.0177,303.8458666651318
2020-06-07,304.93762,303.9241791903164
2020-06-08,305.0278,304.7909378025569
2020-06-09,306.5705,304.8288276174293
2020-06-10,303.94733,305.9244091295681
2020-06-11,299.87158,303.4548757068743
2020-06-12,302.2289,300.2651434109681
2020-06-13,301.79175,301.6107502591191
2020-06-14,301.8702,302.0559300034341
2020-06-15,303.36273,302.3762887772583
2020-06-16,302.17285,303.0631685131948
2020-06-17,303.1381,302.4432951812578
2020-06-18,303.23715,302.96360348722027
2020-06-19,302.6969,303.57921165595394
2020-06-20,303.15686,302.1002658168373
2020-06-21,303.47247,302.7761466139408
2020-06-22,303.80246,302.10127023401463
2020-06-23,302.98376,304.3502633265551
2020-06-24,300.33994,302.52266519435966
2020-06-25,299.2119,300.1185518851012
2020-06-26,299.66565,300.0311337011313
2020-06-27,301.28937,299.8670265094849
2020-06-28,302.41962,301.1591334003862
2020-06-29,302.93518,302.1383929837369
2020-06-30,303.44672,303.02048682346503
2020-07-01,303.46185,303.1038226820821
2020-07-02,303.14218,303.6109992590675
2020-07-03,303.34436,303.73775015107685
2020-07-04,303.43576,303.73679903107256
2020-07-05,303.5451,303.4990870308525
2020-07-06,303.719,302.6578021864007
2020-07-07,303.2034,303.375523053618
2020-07-08,302.88858,304.21965957069006
2020-07-09,303.23917,302.62412878288023
2020-07-10,303.80487,303.69599818540723
2020-07-11,304.1411,303.67388603656633
2020-07-12,304.8512,304.14648602281846
2020-07-13,304.20013,304.11626887298735
2020-07-14,304.05576,304.2755101994171
2020-07-15,303.8028,304.28614231573835
2020-07-16,303.26514,303.89656784090846
2020-07-17,303.02798,303.41341998932
2020-07-18,302.46973,303.00871577134825
2020-07-19,302.9942,302.85822278726187
2020-07-20,303.49802,303.27075140621156
2020-07-21,303.70285,303.43395298011944
2020-07-22,304.6913,303.2426859686911
2020-07-23,304.8357,304.51605615099
2020-07-24,305.5767,305.0408821551829
2020-07-25,304.44098,305.0092976928156
2020-07-26,301.36667,303.9646318348416
2020-07-27,297.9665,300.38052916644875
2020-07-28,298.84152,297.8108410236414
2020-07-29,297.54083,298.9631458112452
2020-07-30,301.14706,298.6508495204124
2020-07-31,302.1602,301.87819392769524
2020-08-01,301.96283,302.1822768172458
2020-08-02,301.1571,301.54959286157344
2020-08-03,302.46933,301.5097038739366
2020-08-04,303.30313,302.73853192556464
2020-08-05,303.03766,303.52887492627207
2020-08-06,302.69452,302.899945149265
2020-08-07,302.27435,302.7808669169734
2020-08-08,300.45807,301.7894115445908
2020-08-09,298.9346,300.06518436975074
2020-08-10,300.21036,299.52223594164104
2020-08-11,301.51227,300.723911512447
2020-08-12,301.92737,301.4290780980708
2020-08-13,302.16165,301.2908742026902
2020-08-14,302.3602,302.3992519891929
2020-08-15,301.77365,301.71493261023653
2020-08-16,301.10193,301.9058994644577
2020-08-17,301.30048,301.61001003240756
2020-08-18,301.79663,301.3629696073304
2020-08-19,302.23233,301.7597777806903
2020-08-20,303.16162,301.702812841615
2020-08-21,303.37045,302.8369843407419
2020-08-22,302.86234,304.0103070864918
2020-08-23,301.12228,302.0894708082153
2020-08-24,301.90717,301.8634509421115
2020-08-25,300.9405,301.3692472513505
2020-08-26,302.79776,300.95062431036513
2020-08-27,302.52057,303.235295954595
2020-08-28,303.20377,303.638329075894
2020-08-29,303.15744,302.8220661990921
2020-08-30,303.73752,303.39155586272665
2020-08-31,304.35742,303.98157510045894
2020-09-01,304.8845,304.14226598298796
2020-09-02,303.9075,304.42135511694397
2020-09-03,303.34158,303.375456102636
2020-09-04,301.2495,302.8264669624405
2020-09-05,297.96677,300.516201818319
2020-09-06,299.26724,298.45656012381517
2020-09-07,301.13486,299.9467945746523
2020-09-08,301.0756,301.3941570148271
2020-09-09,301.66858,301.4500449947381
2020-09-10,298.92688,300.9607872069129
2020-09-11,298.91922,298.31808910901407
2020-09-12,301.83237,299.8902941862562
2020-09-13,302.69974,302.1091272369296
2020-09-14,301.74597,302.74461622225385
2020-09-15,301.27426,300.89569244709367
2020-09-16,301.67764,300.8403406185818
2020-09-17,300.9301,300.96372178942283
2020-09-18,301.28333,301.2554681587264
2020-09-19,301.07205,301.9039664312659
2020-09-20,300.92886,301.12943299553973
2020-09-21,301.32596,301.0859532222828
2020-09-22,301.8545,300.51225910283233
2020-09-23,302.4681,302.5219293029452
2020-09-24,302.7168,302.6256867675484
2020-09-25,301.7851,302.73452637717867
2020-09-26,302.02753,301.4532153641041
2020-09-27,302.74023,302.3752171314536
2020-09-28,301.80713,302.32340890509744
2020-09-29,298.72656,300.88876481893095
2020-09-30,296.88602,297.9406403265692
2020-10-01,297.54092,297.1335906374051
2020-10-02,298.06946,297.38382032478034
2020-10-03,299.76578,298.66409902839877
2020-10-04,300.30722,299.9985734824489
2020-10-05,299.49527,299.9692073198182
2020-10-06,299.60364,298.5513372914571
2020-10-07,300.7947,299.9759769512536
2020-10-08,302.1997,300.57653213460344
2020-10-09,302.65866,303.32632264125937
2020-10-10,303.0867,302.20871770327176
2020-10-11,302.2541,303.58528887791556
2020-10-12,301.64062,303.91635224817014
2020-10-13,300.32742,301.96475136961755
2020-10-14,301.54944,299.4294489787752
2020-10-15,302.07654,300.7900721784735
2020-10-16,298.50507,299.52112194568997
2020-10-17,299.14963,298.2013720502031
2020-10-18,300.4,297.97599255882113
2020-10-19,300.83832,301.1824322546102
2020-10-20,300.83466,302.317394770825
2020-10-21,301.54114,301.3809548862178
2020-10-22,301.8325,301.6178718717712
2020-10-23,301.88928,302.5404017617147
2020-10-24,301.73096,302.3715856303273
2020-10-25,301.49643,300.42193577607173
2020-10-26,299.99615,301.6336909468274
2020-10-27,298.48703,300.4424458725551
2020-10-28,295.50192,296.98509771889
2020-10-29,295.2055,294.1804201163432
2020-10-30,294.30478,293.01789868018966
2020-10-31,295.31024,293.7484795334116
2020-11-01,296.509,296.6483538108959
2020-11-02,295.95886,297.0131423150166
2020-11-03,294.74875,296.5186361713373
2020-11-04,295.88425,294.5050939887587
2020-11-05,297.0149,295.88413468359266
2020-11-06,297.2278,297.3181892406817
2020-11-07,296.9623,297.42497924169214
2020-11-08,298.36108,297.95911289383207
2020-11-09,298.55334,298.4131537442282
2020-11-10,299.50467,298.3609513862598
2020-11-11,300.2936,298.9695980353581
2020-11-12,300.2653,299.2162805592375
2020-11-13,299.7976,299.14473298928544
2020-11-14,299.86615,301.3309790300856
2020-11-15,299.7657,299.33830946331466
2020-11-16,296.83356,298.1334414361515
2020-11-17,297.39297,296.1822496518137
2020-11-18,296.00903,298.0994862167238
2020-11-19,296.71286,295.5959318652606
2020-11-20,297.81256,297.4812961149186
2020-11-21,296.20657,296.8994597278305
2020-11-22,297.91467,295.16316110138007
2020-11-23,297.06143,298.9445278813744
2020-11-24,297.28204,298.87673082467006
2020-11-25,298.20642,297.6465909633261
2020-11-26,299.41553,296.46809795775005
2020-11-27,299.23804,299.6742664419599
2020-11-28,299.33347,298.89314776190264
2020-11-29,295.38672,299.9043620739465
2020-11-30,290.24933,294.494867844184
2020-12-01,290.58194,290.39216667444714
2020-12-02,294.28787,292.424679664026
2020-12-03,291.0836,292.7157462477834
2020-12-04,287.86414,290.0186260279514
2020-12-05,289.9703,288.68625629945393
2020-12-06,288.24203,289.27754415104886
2020-12-07,290.55444,288.3861261501401
2020-12-08,291.53812,291.81559366800303
2020-12-09,292.21243,292.6393706877608
2020-12-10,293.44214,290.76417524743016
2020-12-11,295.6879,292.78834517572113
2020-12-12,296.40344,295.72440607934846
2020-12-13,298.41824,298.4485636090328
2020-12-14,291.708,296.401618897821
2020-12-15,293.03195,292.27891378253025
2020-12-16,292.44824,292.626634700399
2020-12-17,290.4003,290.899776954837
2020-12-18,294.00937,290.94349228664163
2020-12-19,296.36447,293.6612965758552
2020-12-20,294.9352,296.29202487937124
2020-12-21,294.44427,294.4391786922833
2020-12-22,296.14978,295.81837036133965
2020-12-23,297.42215,294.04808730506096
2020-12-24,290.17307,295.7187456038798
2020-12-25,288.31073,290.77185922716006
2020-12-26,289.50204,289.56654390092206
2020-12-27,292.8224,290.30116359442013
2020-12-28,294.05353,294.02061484247804
2020-12-29,294.0473,294.2236698576441
2020-12-30,295.33768,294.70994671798155
2020-12-31,294.1765,295.2755391372523
2021-01-01,290.46432,294.68962525412576
2021-01-02,288.47418,288.8543520320795
2021-01-03,291.67624,287.60528579728
2021-01-04,294.60477,291.8513897660174
2021-01-05,294.21698,295.36091059814714
2021-01-06,296.82724,295.4311897889952
2021-01-07,292.58292,295.91481549403863
2021-01-08,291.8316,294.366438103853
2021-01-09,290.83136,290.60255814775803
2021-01-10,292.53827,289.8506171829505
2021-01-11,284.01196,290.99233600088314
2021-01-12,284.94,284.958281290311
2021-01-13,288.99393,284.3715679540491
2021-01-14,291.83508,289.89050212445784
2021-01-15,291.36078,291.6223252725766
2021-01-16,289.4752,288.97002733634463
2021-01-17,292.931,290.8524011864174
2021-01-18,294.71634,294.5142491680838
2021-01-19,295.99496,294.9314738935658
2021-01-20,294.0166,294.19510652256395
2021-01-21,296.10095,293.9926923476585
2021-01-22,296.42206,297.051761214052
2021-01-23,297.39276,297.3833566863459
2021-01-24,296.80643,299.4668062040243
2021-01-25,299.87042,296.60551576240454
2021-01-26,298.23856,299.04619487214677
2021-01-27,295.0434,297.6106958310871
2021-01-28,293.2712,293.4801194722514
2021-01-29,294.70596,293.3864026632696
2021-01-30,297.11627,295.97749717629114
2021-01-31,297.60236,297.3926984363619
2021-02-01,293.52036,295.7974961396482
2021-02-02,292.13596,294.8340749178492
2021-02-03,293.41748,292.4479721675783
2021-02-04,295.84213,291.7959445142349
2021-02-05,297.09753,294.9552320385184
2021-02-06,298.22296,298.20505036775967
2021-02-07,296.046,299.2976975464272
2021-02-08,296.87234,296.93635066096545
2021-02-09,298.31335,297.7864056116881
2021-02-10,298.84692,298.06773989043745
2021-02-11,297.29272,298.64051644570833
2021-02-12,288.15402,293.84407949212425
2021-02-13,287.6991,287.2040385379642
2021-02-14,288.4739,289.6593708992069
2021-02-15,281.93372,288.33329793054327
2021-02-16,285.50034,283.409418247417
2021-02-17,290.43698,285.13399738577834
2021-02-18,286.83078,287.9758520403183
2021-02-19,284.25024,286.70607887793125
2021-02-20,287.48688,285.76046909447115
2021-02-21,292.2998,289.7017346783247
2021-02-22,295.18585,294.98524269633856
2021-02-23,296.3691,296.26950544941013
2021-02-24,297.23407,295.4152270620215
2021-02-25,298.61322,295.16892551612005
2021-02-26,299.50912,298.92687554666674
2021-02-27,299.91895,299.91485318753206
2021-02-28,300.7427,300.7488086165116
2021-03-01,298.92667,300.1282976416975
2021-03-02,291.4584,298.3008063054343
2021-03-03,294.59195,293.0158586574356
2021-03-04,296.50873,295.3863577926458
2021-03-05,298.3478,296.3979231118083
2021-03-06,295.96463,298.2491787833227
2021-03-07,294.29153,294.9776412914291
2021-03-08,294.34192,294.23415770782066
2021-03-09,296.83206,295.2393571024971
2021-03-10,297.90186,296.9760172879683
2021-03-11,298.7668,297.9337885796441
2021-03-12,299.74524,297.4863792510491
2021-03-13,299.26566,300.2790385652999
