Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,dia,ndvi_mean_pred,ndmi_mean_pred,msi_mean_pred,gndvi_mean_pred,cire_mean_pred
133,2022-09-23,7,0.7890609654403764,0.687799043062201,0.8277904328018223,0.3277061016333661,0.1927303465765004,0.3940050559768869,0.5073640964715009,0.4347150259067358,0.6768249468462083,0.6692197720151569,0.5898591549295774,0.7165847116674117,2.9050103184312337,2.317600786627336,3.383018092105264,-0.6692197720151569,-0.7165847116674117,-0.5898591549295774,3.013856629138073,2.150470219435737,3.700721153846154,0.511382673819453,0.4365616720635855,0.5525620707871104,236,0.7932530518229335,0.3584065867752422,0.4541733035646871,0.6800447691378082,3.114628292126099
135,2022-10-13,7,0.811294551840716,0.6869462492616657,0.8485833720390153,0.3485017703589678,0.1929824561403508,0.4196475309719071,0.4842268864585083,0.4088003933136676,0.6764705882352942,0.7007843783361264,0.6134831460674157,0.7435227520139343,2.6816452937103628,1.978227589726144,3.01025641025641,-0.7007843783361264,-0.7435227520139343,-0.6134831460674157,3.293242187057001,2.12882787750792,4.135376756066411,0.5309834072592234,0.4333420297417166,0.5767567567567567,256,0.7833018407806414,0.36956299127648506,0.37122439327089296,0.6626762215251247,3.0436468295458923
136,2022-11-27,7,0.7818177101167771,0.661633281972265,0.8406264394288346,0.3280727162294131,0.1979422947886379,0.4010291595197255,0.5067932939949144,0.4275220372184133,0.669529499626587,0.6669201693481615,0.5952662721893491,0.7188959660297239,2.0603982045553413,1.452245670995671,2.365576871115915,-0.6669201693481615,-0.7188959660297239,-0.5952662721893491,2.2880324272079067,1.6016559337626497,3.042060988433228,0.4624381834005739,0.3729449091433516,0.5246188452886779,301,0.7620556275955863,0.34443177651718315,0.3812000653549603,0.6368908678823999,2.471012937927874
138,2022-12-22,7,0.754453755307725,0.6555965559655597,0.7990867579908676,0.3107382011768793,0.1882586625468991,0.3867403314917127,0.5266688777330537,0.4422310756972111,0.6831352154531947,0.6340537896265976,0.580952380952381,0.6830414352840667,2.384802203613531,1.8747801618009143,2.7668952007835457,-0.6340537896265976,-0.6830414352840667,-0.580952380952381,2.130520509412112,1.6271844660194177,2.854969574036512,0.44436652147387,0.374382956612107,0.5067533766883442,326,0.7539324496482323,0.29833017486819813,0.5620913026667154,0.6421684190212034,2.0120543290671122
139,2022-12-27,7,0.7455194415725861,0.6481368356750152,0.8021565869667135,0.2997097885737023,0.1775240653682561,0.3797513321492007,0.5397357087936493,0.4495365602471678,0.6984790874524714,0.6376121647240257,0.5842630651790958,0.69752103707073,1.831853215192852,1.3667591491610518,2.1886385103224937,-0.6376121647240257,-0.69752103707073,-0.5842630651790958,1.801476521538788,1.2768817204301075,2.408662900188324,0.4095775864971921,0.338091461802802,0.4712471994025392,331,0.7506254092354325,0.28772523102540504,0.6038927924856807,0.6426569721812854,1.9201845849264316
141,2023-01-06,7,0.6873059422410015,0.5918869084204057,0.7311089303238469,0.2401748481950684,0.1255975662755323,0.3386138613861386,0.6136739270700217,0.4940828402366864,0.7768339768339768,0.5895576238299526,0.5443679826149945,0.6245799327892463,2.00872431509861,1.4437781109445278,2.6664978475563434,-0.5895576238299526,-0.6245799327892463,-0.5443679826149945,1.5616875305934093,1.238175675675676,1.895787139689579,0.3744892457629734,0.3238149628783552,0.4187437686939183,341,0.7395849482919985,0.2671427437731211,0.6766830477168924,0.6393636474580262,1.7448582351548225
142,2023-01-16,7,0.6915617039573981,0.5891789871028625,0.739732805541811,0.2607469475857457,0.1398916967509025,0.3338278931750741,0.587271189691018,0.4994438264738598,0.7545526524148852,0.5997626440293227,0.5525507068223725,0.6443418013856813,1.816112988621755,1.401946107784431,2.3443741677762984,-0.5997626440293227,-0.6443418013856813,-0.5525507068223725,1.5049861233927748,1.18490245971162,1.8608470181503889,0.3679398946224486,0.3107278573516515,0.4111959287531807,351,0.7192114352809753,0.24999938631619045,0.7131298383533249,0.6255185660520794,1.5888168029493954
143,2023-01-31,7,0.6427651053709894,0.5431931252826775,0.7007055328629781,0.2377352564407511,0.129053606882859,0.3171007927519819,0.6165047365854874,0.5184866723989682,0.7713950762016413,0.5415655787591165,0.4925634295713036,0.5891741845940319,2.8317295359284,2.181256810751907,3.5422114307060144,-0.5415655787591165,-0.5891741845940319,-0.4925634295713036,1.496877821786072,1.2247332077840554,1.849271690943635,0.3555803917260324,0.3084436726720208,0.4073518379594898,366,0.6592162715454108,0.24000717755895096,0.6204414960321856,0.5675969331403508,1.4140776669937338
144,2023-02-05,7,0.657918083092424,0.5701050030883261,0.7134615384615385,0.2346256250696365,0.1235359116022099,0.3098125689084895,0.6207522547247006,0.5269360269360269,0.7800944138473643,0.5736187577856594,0.5387907972177635,0.6219483840967217,1.7543032439893995,1.326530612244898,2.1291901512904183,-0.5736187577856594,-0.6219483840967217,-0.5387907972177635,1.3406107163070684,1.105785123966942,1.697211155378486,0.3404793589603819,0.2962529274004684,0.392398934882595,371,0.6278817544828499,0.24363330847427278,0.5264413708235907,0.5332027088196867,1.3773799779392135
145,2023-02-15,7,0.6061053121890793,0.5288126507638703,0.6676272814601345,0.2217808769659001,0.1355100659786838,0.2899046247975526,0.6375566603009808,0.5505022321428571,0.7613230035756854,0.5274454288001077,0.4939759036144578,0.5804878048780487,1.8390164937750808,1.406472768748218,2.182982917214192,-0.5274454288001077,-0.5804878048780487,-0.4939759036144578,1.1323906428312056,0.9471249173826836,1.4512893982808022,0.3030606716743093,0.2669619958032175,0.3537037037037037,381,0.5416830222681597,0.26658585940987223,0.19818777423768097,0.43192975895595964,1.3455150929431312
