Fecha,Temperature,Dia
2022-05-02,302.37198,0
2022-05-03,302.90152,1
2022-05-04,303.1051,2
2022-05-05,303.54324,3
2022-05-06,303.95935,4
2022-05-07,304.58575,5
2022-05-08,304.90906,6
2022-05-09,305.08316,7
2022-05-10,304.16904,8
2022-05-11,303.0281,9
2022-05-12,303.1389,10
2022-05-13,303.2972,11
2022-05-14,302.60995,12
2022-05-15,302.98886,13
2022-05-16,303.20905,14
2022-05-17,303.40234,15
2022-05-18,302.3645,16
2022-05-19,303.69208,17
2022-05-20,305.624,18
2022-05-21,304.92014,19
2022-05-22,303.99576,20
2022-05-23,302.24014,21
2022-05-24,302.4692,22
2022-05-25,303.94113,23
2022-05-26,304.26443,24
2022-05-27,304.64334,25
2022-05-28,304.3093,26
2022-05-29,303.9933,27
2022-05-30,304.45468,28
2022-05-31,303.17825,29
2022-06-01,302.8869,30
2022-06-02,302.78116,31
2022-06-03,302.97302,32
2022-06-04,303.6366,33
2022-06-05,304.50903,34
2022-06-06,304.5889,35
2022-06-07,304.51266,36
2022-06-08,304.7005,37
2022-06-09,302.14056,38
2022-06-10,303.86887,39
2022-06-11,304.3804,40
2022-06-12,303.625,41
2022-06-13,301.2699,42
2022-06-14,300.1625,43
2022-06-15,300.1894,44
2022-06-16,300.1455,45
2022-06-17,302.1213,46
2022-06-18,300.024,47
2022-06-19,301.59763,48
2022-06-20,301.58325,49
2022-06-21,299.4034,50
2022-06-22,298.07947,51
2022-06-23,300.77084,52
2022-06-24,301.5814,53
2022-06-25,301.78357,54
2022-06-26,302.33633,55
2022-06-27,301.93417,56
2022-06-28,302.70206,57
2022-06-29,301.88342,58
2022-06-30,302.99704,59
2022-07-01,302.83832,60
2022-07-02,302.23474,61
2022-07-03,302.45132,62
2022-07-04,302.4988,63
2022-07-05,302.52832,64
2022-07-06,302.62738,65
2022-07-07,302.81155,66
2022-07-08,303.32715,67
2022-07-09,303.84756,68
2022-07-10,304.72406,69
2022-07-11,304.38232,70
2022-07-12,303.95547,71
2022-07-13,302.19077,72
2022-07-14,300.8076,73
2022-07-15,300.9932,74
2022-07-16,301.73013,75
2022-07-17,302.2546,76
2022-07-18,303.06924,77
2022-07-19,304.20206,78
2022-07-20,304.21097,79
2022-07-21,304.0652,80
2022-07-22,302.63043,81
2022-07-23,301.77313,82
2022-07-24,302.1959,83
2022-07-25,301.88513,84
2022-07-26,302.54364,85
2022-07-27,301.2739,86
2022-07-28,300.97745,87
2022-07-29,301.08948,88
2022-07-30,301.27365,89
2022-07-31,301.7245,90
2022-08-01,301.15997,91
2022-08-02,301.70505,92
2022-08-03,302.97195,93
2022-08-04,302.91272,94
2022-08-05,302.63287,95
2022-08-06,302.02713,96
2022-08-07,302.35422,97
2022-08-08,302.44965,98
2022-08-09,302.52042,99
2022-08-10,303.43045,100
2022-08-11,303.84006,101
2022-08-12,304.018,102
2022-08-13,301.65924,103
2022-08-14,301.4914,104
2022-08-15,301.1125,105
2022-08-16,300.96933,106
2022-08-17,302.19498,107
2022-08-18,302.70288,108
2022-08-19,302.49783,109
2022-08-20,302.63452,110
2022-08-21,302.8935,111
2022-08-22,303.74167,112
2022-08-23,303.42944,113
2022-08-24,304.19516,114
2022-08-25,304.3304,115
2022-08-26,302.7141,116
2022-08-27,303.24118,117
2022-08-28,304.26324,118
2022-08-29,302.92532,119
2022-08-30,303.47708,120
2022-08-31,302.9435,121
2022-09-01,301.5217,122
2022-09-02,301.47134,123
2022-09-03,299.67975,124
2022-09-04,299.83563,125
2022-09-05,299.32123,126
2022-09-06,299.56506,127
2022-09-07,300.1231,128
2022-09-08,301.537,129
2022-09-09,302.39548,130
2022-09-10,302.0295,131
2022-09-11,301.72137,132
2022-09-12,301.8168,133
2022-09-13,301.34772,134
2022-09-14,300.8952,135
2022-09-15,298.67313,136
2022-09-16,299.10883,137
2022-09-17,299.3678,138
2022-09-18,299.6721,139
2022-09-19,299.6644,140
2022-09-20,299.44278,141
2022-09-21,299.9905,142
2022-09-22,299.51114,143
2022-09-23,300.49335,144
2022-09-24,301.14822,145
2022-09-25,300.6957,146
2022-09-26,298.70193,147
2022-09-27,298.51126,148
2022-09-28,298.85275,149
2022-09-29,298.0021,150
2022-09-30,297.62323,151
2022-10-01,298.3606,152
2022-10-02,298.11838,153
2022-10-03,298.3891,154
2022-10-04,298.70367,155
2022-10-05,298.40988,156
2022-10-06,297.18542,157
2022-10-07,297.58252,158
2022-10-08,297.7837,159
2022-10-09,298.58035,160
2022-10-10,297.9669,161
2022-10-11,299.5601,162
2022-10-12,301.54257,163
2022-10-13,302.45526,164
2022-10-14,301.41016,165
2022-10-15,301.37415,166
2022-10-16,301.37534,167
2022-10-17,301.21704,168
2022-10-18,293.12766,169
2022-10-19,291.37732,170
2022-10-20,293.88828,171
2022-10-21,295.37982,172
2022-10-22,297.0349,173
2022-10-23,298.5637,174
2022-10-24,300.45596,175
2022-10-25,298.34875,176
2022-10-26,297.88736,177
2022-10-27,299.65588,178
2022-10-28,300.4978,179
2022-10-29,296.59494,180
2022-10-30,296.54602,181
2022-10-31,297.73853,182
2022-11-01,298.4347,183
2022-11-02,298.13824,184
2022-11-03,299.19672,185
2022-11-04,299.95615,186
2022-11-05,298.63745,187
2022-11-06,298.5616,188
2022-11-07,298.2177,189
2022-11-08,299.14838,190
2022-11-09,297.98987,191
2022-11-10,297.9759,192
2022-11-11,298.70035,193
2022-11-12,294.23035,194
2022-11-13,292.5006,195
2022-11-14,296.7763,196
2022-11-15,294.3804,197
2022-11-16,290.87704,198
2022-11-17,287.41904,199
2022-11-18,291.42258,200
2022-11-19,290.54385,201
2022-11-20,287.67984,202
2022-11-21,288.02682,203
2022-11-22,290.07114,204
2022-11-23,294.71805,205
2022-11-24,296.5252,206
2022-11-25,294.7866,207
2022-11-26,292.25662,208
2022-11-27,295.33212,209
2022-11-28,296.23734,210
2022-11-29,298.37448,211
2022-11-30,295.9539,212
2022-12-01,292.50757,213
2022-12-02,295.75836,214
2022-12-03,296.8761,215
2022-12-04,296.8684,216
2022-12-05,296.5259,217
2022-12-06,296.6935,218
2022-12-07,296.41916,219
2022-12-08,296.7621,220
2022-12-09,296.86926,221
2022-12-10,295.9968,222
2022-12-11,295.8035,223
2022-12-12,296.2344,224
2022-12-13,297.1871,225
2022-12-14,295.0051,226
2022-12-15,293.35785,227
2022-12-16,293.83627,228
2022-12-17,290.91183,229
2022-12-18,290.06,230
2022-12-19,292.79257,231
2022-12-20,293.01318,232
2022-12-21,289.70718,233
2022-12-22,292.2376,234
2022-12-23,282.09503,235
2022-12-24,279.95422,236
2022-12-25,283.93454,237
2022-12-26,291.03302,238
2022-12-27,290.327,239
2022-12-28,292.76053,240
2022-12-29,295.20844,241
2022-12-30,295.5012,242
2022-12-31,295.25516,243
2023-01-01,296.06354,244
2023-01-02,297.0019,245
2023-01-03,298.3376,246
2023-01-04,295.6978,247
2023-01-05,294.8563,248
2023-01-06,295.7136,249
2023-01-07,296.75912,250
2023-01-08,296.21402,251
2023-01-09,296.00778,252
2023-01-10,296.53918,253
2023-01-11,296.1694,254
2023-01-12,295.4991,255
2023-01-13,290.53036,256
2023-01-14,288.84473,257
2023-01-15,291.89697,258
2023-01-16,295.04346,259
2023-01-17,295.17896,260
2023-01-18,297.39737,261
2023-01-19,295.4175,262
2023-01-20,295.6974,263
2023-01-21,296.41034,264
2023-01-22,293.98853,265
2023-01-23,291.65952,266
2023-01-24,296.9405,267
2023-01-25,292.29138,268
2023-01-26,289.0509,269
2023-01-27,289.76382,270
2023-01-28,294.76642,271
2023-01-29,297.0467,272
2023-01-30,296.89975,273
2023-01-31,294.76666,274
2023-02-01,288.64297,275
2023-02-02,289.5684,276
2023-02-03,288.77725,277
2023-02-04,289.65515,278
2023-02-05,292.50888,279
2023-02-06,294.11893,280
2023-02-07,296.42752,281
2023-02-08,295.90308,282
2023-02-09,294.9621,283
2023-02-10,291.2782,284
2023-02-11,289.05374,285
2023-02-12,289.41202,286
2023-02-13,292.86523,287
2023-02-14,297.6925,288
2023-02-15,298.95822,289
2023-02-16,297.28653,290
2023-02-17,290.76697,291
2023-02-18,290.5739,292
2023-02-19,295.23212,293
2023-02-20,297.71603,294
2023-02-21,297.55875,295
2023-02-22,301.36255,296
