Fecha,Temperature,Dia
2022-05-18,302.36728,0
2022-05-19,303.66855,1
2022-05-20,305.5642,2
2022-05-21,304.87766,3
2022-05-22,303.9783,4
2022-05-23,302.26254,5
2022-05-24,302.49277,6
2022-05-25,303.9353,7
2022-05-26,304.25687,8
2022-05-27,304.62982,9
2022-05-28,304.306,10
2022-05-29,304.00195,11
2022-05-30,304.45563,12
2022-05-31,303.21268,13
2022-06-01,302.92975,14
2022-06-02,302.82846,15
2022-06-03,303.01926,16
2022-06-04,303.6738,17
2022-06-05,304.53055,18
2022-06-06,304.61087,19
2022-06-07,304.53934,20
2022-06-08,304.7292,21
2022-06-09,302.22638,22
2022-06-10,303.92062,23
2022-06-11,304.42422,24
2022-06-12,303.68723,25
2022-06-13,301.3857,26
2022-06-14,300.30515,27
2022-06-15,300.33447,28
2022-06-16,300.29373,29
2022-06-17,302.23016,30
2022-06-18,300.18088,31
2022-06-19,301.7238,32
2022-06-20,301.71277,33
2022-06-21,299.58276,34
2022-06-22,298.29028,35
2022-06-23,300.92386,36
2022-06-24,301.7201,37
2022-06-25,301.92096,38
2022-06-26,302.4649,39
2022-06-27,302.07138,40
2022-06-28,302.8267,41
2022-06-29,302.02866,42
2022-06-30,303.1184,43
2022-07-01,302.96613,44
2022-07-02,302.37943,45
2022-07-03,302.59134,46
2022-07-04,302.64084,47
2022-07-05,302.6706,48
2022-07-06,302.77057,49
2022-07-07,302.95166,50
2022-07-08,303.45618,51
2022-07-09,303.96933,52
2022-07-10,304.82703,53
2022-07-11,304.4935,54
2022-07-12,304.07886,55
2022-07-13,302.3529,56
2022-07-14,301.00027,57
2022-07-15,301.1819,58
2022-07-16,301.90692,59
2022-07-17,302.42102,60
2022-07-18,303.21817,61
2022-07-19,304.32755,62
2022-07-20,304.33713,63
2022-07-21,304.19534,64
2022-07-22,302.79224,65
2022-07-23,301.95422,66
2022-07-24,302.3679,67
2022-07-25,302.06467,68
2022-07-26,302.70993,69
2022-07-27,301.4683,70
2022-07-28,301.17606,71
