Fecha,Temperature,Dia
2022-01-26,292.48468,0
2022-01-27,292.6063,1
2022-01-28,289.28708,2
2022-01-29,287.70346,3
2022-01-30,291.32547,4
2022-01-31,294.12103,5
2022-02-01,294.87833,6
2022-02-02,297.27945,7
2022-02-03,292.11426,8
2022-02-04,283.93152,9
2022-02-05,284.7081,10
2022-02-06,287.97787,11
2022-02-07,288.12936,12
2022-02-08,287.53455,13
2022-02-09,289.52197,14
2022-02-10,291.63043,15
2022-02-11,293.04413,16
2022-02-12,294.57748,17
2022-02-13,288.68488,18
2022-02-14,287.88828,19
2022-02-15,291.43967,20
2022-02-16,294.67877,21
2022-02-17,298.7448,22
2022-02-18,294.2153,23
2022-02-19,291.097,24
2022-02-20,295.3048,25
2022-02-21,296.75742,26
2022-02-22,298.32156,27
2022-02-23,298.95685,28
2022-02-24,296.7573,29
2022-02-25,293.7197,30
2022-02-26,293.2557,31
2022-02-27,291.22714,32
2022-02-28,291.39877,33
2022-03-01,292.10526,34
2022-03-02,294.73846,35
2022-03-03,296.4035,36
2022-03-04,296.69623,37
2022-03-05,298.0672,38
2022-03-06,299.16718,39
2022-03-07,297.512,40
2022-03-08,295.64542,41
2022-03-09,294.5044,42
2022-03-10,297.36966,43
2022-03-11,298.96405,44
2022-03-12,289.2573,45
2022-03-13,290.2151,46
2022-03-14,295.7341,47
2022-03-15,297.79175,48
2022-03-16,296.96448,49
2022-03-17,301.07086,50
2022-03-18,299.63724,51
2022-03-19,296.8928,52
2022-03-20,296.91217,53
2022-03-21,299.8077,54
2022-03-22,300.18027,55
2022-03-23,294.61053,56
2022-03-24,294.87155,57
2022-03-25,297.1824,58
2022-03-26,296.99997,59
2022-03-27,296.13232,60
2022-03-28,297.25107,61
2022-03-29,299.57196,62
2022-03-30,302.27536,63
2022-03-31,300.6495,64
2022-04-01,300.03412,65
2022-04-02,300.9112,66
2022-04-03,301.1122,67
2022-04-04,301.79797,68
2022-04-05,304.27942,69
2022-04-06,305.94446,70
2022-04-07,299.56604,71
2022-04-08,296.95184,72
2022-04-09,297.3349,73
2022-04-10,300.0484,74
2022-04-11,304.06354,75
2022-04-12,303.73932,76
2022-04-13,305.43466,77
2022-04-14,304.02124,78
2022-04-15,303.69702,79
2022-04-16,303.29355,80
2022-04-17,303.7261,81
2022-04-18,302.8575,82
2022-04-19,300.9794,83
2022-04-20,302.09955,84
2022-04-21,300.46362,85
2022-04-22,300.22067,86
2022-04-23,301.16876,87
2022-04-24,301.89447,88
2022-04-25,301.6409,89
2022-04-26,297.12973,90
2022-04-27,299.0364,91
2022-04-28,300.14502,92
2022-04-29,301.49634,93
2022-04-30,302.51508,94
2022-05-01,301.80795,95
2022-05-02,302.31113,96
2022-05-03,302.83453,97
2022-05-04,303.03592,98
2022-05-05,303.46902,99
2022-05-06,303.8814,100
2022-05-07,304.49652,101
2022-05-08,304.8181,102
2022-05-09,304.98978,103
2022-05-10,304.1005,104
2022-05-11,302.98926,105
2022-05-12,303.09985,106
2022-05-13,303.25998,107
2022-05-14,302.59268,108
2022-05-15,302.96564,109
2022-05-16,303.1863,110
2022-05-17,303.37762,111
2022-05-18,302.36728,112
2022-05-19,303.66855,113
2022-05-20,305.5642,114
2022-05-21,304.87766,115
2022-05-22,303.9783,116
2022-05-23,302.26254,117
2022-05-24,302.49277,118
2022-05-25,303.9353,119
2022-05-26,304.25687,120
2022-05-27,304.62982,121
2022-05-28,304.306,122
2022-05-29,304.00195,123
2022-05-30,304.45563,124
2022-05-31,303.21268,125
2022-06-01,302.92975,126
2022-06-02,302.82846,127
2022-06-03,303.01926,128
2022-06-04,303.6738,129
2022-06-05,304.53055,130
2022-06-06,304.61087,131
2022-06-07,304.53934,132
2022-06-08,304.7292,133
2022-06-09,302.22638,134
2022-06-10,303.92062,135
2022-06-11,304.42422,136
2022-06-12,303.68723,137
2022-06-13,301.3857,138
2022-06-14,300.30515,139
2022-06-15,300.33447,140
2022-06-16,300.29373,141
2022-06-17,302.23016,142
2022-06-18,300.18088,143
2022-06-19,301.7238,144
2022-06-20,301.71277,145
2022-06-21,299.58276,146
2022-06-22,298.29028,147
2022-06-23,300.92386,148
2022-06-24,301.7201,149
2022-06-25,301.92096,150
2022-06-26,302.4649,151
2022-06-27,302.07138,152
2022-06-28,302.8267,153
2022-06-29,302.02866,154
2022-06-30,303.1184,155
2022-07-01,302.96613,156
2022-07-02,302.37943,157
2022-07-03,302.59134,158
2022-07-04,302.64084,159
2022-07-05,302.6706,160
2022-07-06,302.77057,161
2022-07-07,302.95166,162
2022-07-08,303.45618,163
2022-07-09,303.96933,164
2022-07-10,304.82703,165
2022-07-11,304.4935,166
2022-07-12,304.07886,167
2022-07-13,302.3529,168
2022-07-14,301.00027,169
2022-07-15,301.1819,170
2022-07-16,301.90692,171
2022-07-17,302.42102,172
2022-07-18,303.21817,173
2022-07-19,304.32755,174
2022-07-20,304.33713,175
2022-07-21,304.19534,176
2022-07-22,302.79224,177
2022-07-23,301.95422,178
2022-07-24,302.3679,179
2022-07-25,302.06467,180
2022-07-26,302.70993,181
2022-07-27,301.4683,182
2022-07-28,301.17606,183
2022-07-29,301.28653,184
2022-07-30,301.46762,185
2022-07-31,301.91055,186
2022-08-01,301.35596,187
2022-08-02,301.8902,188
2022-08-03,303.1308,189
2022-08-04,303.07065,190
2022-08-05,302.7977,191
2022-08-06,302.20276,192
2022-08-07,302.52457,193
2022-08-08,302.61578,194
2022-08-09,302.68588,195
2022-08-10,303.57425,196
2022-08-11,303.97678,197
2022-08-12,304.14874,198
2022-08-13,301.83844,199
2022-08-14,301.67593,200
2022-08-15,301.30298,201
2022-08-16,301.1616,202
2022-08-17,302.3618,203
2022-08-18,302.85663,204
2022-08-19,302.65466,205
2022-08-20,302.78625,206
2022-08-21,303.03836,207
2022-08-22,303.86618,208
2022-08-23,303.5624,209
2022-08-24,304.3095,210
2022-08-25,304.44055,211
2022-08-26,302.85675,212
2022-08-27,303.3712,213
2022-08-28,304.37003,214
2022-08-29,303.05865,215
2022-08-30,303.59424,216
2022-08-31,303.06995,217
2022-09-01,301.67734,218
2022-09-02,301.62677,219
2022-09-03,299.87143,220
2022-09-04,300.02267,221
2022-09-05,299.518,222
2022-09-06,299.7514,223
