Fecha,Temperature,Dia
2022-02-19,291.1384,0
2022-02-20,295.43716,1
2022-02-21,296.91943,2
2022-02-22,298.51654,3
2022-02-23,299.16354,4
2022-02-24,296.91443,5
2022-02-25,293.80798,6
2022-02-26,293.33246,7
2022-02-27,291.2572,8
2022-02-28,291.43127,9
2022-03-01,292.15192,10
2022-03-02,294.84064,11
2022-03-03,296.54086,12
2022-03-04,296.83868,13
2022-03-05,298.2344,14
2022-03-06,299.35718,15
2022-03-07,297.66345,16
2022-03-08,295.7546,17
2022-03-09,294.58414,18
2022-03-10,297.51,19
2022-03-11,299.13803,20
2022-03-12,289.21704,21
2022-03-13,290.1914,22
2022-03-14,295.82925,23
2022-03-15,297.92758,24
2022-03-16,297.08084,25
2022-03-17,301.27505,26
2022-03-18,299.80554,27
2022-03-19,296.99957,28
2022-03-20,297.01495,29
2022-03-21,299.97177,30
2022-03-22,300.34805,31
2022-03-23,294.65482,32
2022-03-24,294.91626,33
2022-03-25,297.27643,34
2022-03-26,297.08557,35
2022-03-27,296.19757,36
2022-03-28,297.3355,37
2022-03-29,299.70596,38
2022-03-30,302.46423,39
2022-03-31,300.7974,40
2022-04-01,300.16718,41
2022-04-02,301.05902,42
2022-04-03,301.26004,43
2022-04-04,301.9586,44
2022-04-05,304.49002,45
2022-04-06,306.19025,46
2022-04-07,299.6666,47
2022-04-08,296.99063,48
2022-04-09,297.37985,49
2022-04-10,300.14844,50
2022-04-11,304.24722,51
2022-04-12,303.91055,52
2022-04-13,305.64172,53
2022-04-14,304.19287,54
2022-04-15,303.8562,55
2022-04-16,303.44257,56
2022-04-17,303.87927,57
2022-04-18,302.9872,58
2022-04-19,301.06256,59
2022-04-20,302.20596,60
2022-04-21,300.5288,61
2022-04-22,300.2761,62
2022-04-23,301.24274,63
2022-04-24,301.97995,64
2022-04-25,301.71545,65
2022-04-26,297.10092,66
2022-04-27,299.04718,67
2022-04-28,300.17477,68
2022-04-29,301.5513,69
2022-04-30,302.59015,70
2022-05-01,301.86307,71
2022-05-02,302.37198,72
2022-05-03,302.90152,73
2022-05-04,303.1051,74
2022-05-05,303.54324,75
2022-05-06,303.95935,76
2022-05-07,304.58575,77
2022-05-08,304.90906,78
2022-05-09,305.08316,79
2022-05-10,304.16904,80
2022-05-11,303.0281,81
2022-05-12,303.1389,82
2022-05-13,303.2972,83
2022-05-14,302.60995,84
2022-05-15,302.98886,85
2022-05-16,303.20905,86
2022-05-17,303.40234,87
2022-05-18,302.3645,88
2022-05-19,303.69208,89
2022-05-20,305.624,90
2022-05-21,304.92014,91
2022-05-22,303.99576,92
2022-05-23,302.24014,93
2022-05-24,302.4692,94
2022-05-25,303.94113,95
2022-05-26,304.26443,96
2022-05-27,304.64334,97
2022-05-28,304.3093,98
2022-05-29,303.9933,99
2022-05-30,304.45468,100
2022-05-31,303.17825,101
2022-06-01,302.8869,102
2022-06-02,302.78116,103
2022-06-03,302.97302,104
2022-06-04,303.6366,105
2022-06-05,304.50903,106
2022-06-06,304.5889,107
2022-06-07,304.51266,108
2022-06-08,304.7005,109
2022-06-09,302.14056,110
2022-06-10,303.86887,111
2022-06-11,304.3804,112
2022-06-12,303.625,113
2022-06-13,301.2699,114
2022-06-14,300.1625,115
2022-06-15,300.1894,116
2022-06-16,300.1455,117
2022-06-17,302.1213,118
2022-06-18,300.024,119
2022-06-19,301.59763,120
2022-06-20,301.58325,121
2022-06-21,299.4034,122
2022-06-22,298.07947,123
2022-06-23,300.77084,124
2022-06-24,301.5814,125
2022-06-25,301.78357,126
2022-06-26,302.33633,127
2022-06-27,301.93417,128
2022-06-28,302.70206,129
2022-06-29,301.88342,130
2022-06-30,302.99704,131
2022-07-01,302.83832,132
2022-07-02,302.23474,133
2022-07-03,302.45132,134
2022-07-04,302.4988,135
2022-07-05,302.52832,136
2022-07-06,302.62738,137
2022-07-07,302.81155,138
2022-07-08,303.32715,139
2022-07-09,303.84756,140
2022-07-10,304.72406,141
2022-07-11,304.38232,142
2022-07-12,303.95547,143
2022-07-13,302.19077,144
2022-07-14,300.8076,145
2022-07-15,300.9932,146
2022-07-16,301.73013,147
2022-07-17,302.2546,148
2022-07-18,303.06924,149
2022-07-19,304.20206,150
2022-07-20,304.21097,151
2022-07-21,304.0652,152
2022-07-22,302.63043,153
2022-07-23,301.77313,154
2022-07-24,302.1959,155
2022-07-25,301.88513,156
2022-07-26,302.54364,157
2022-07-27,301.2739,158
2022-07-28,300.97745,159
2022-07-29,301.08948,160
2022-07-30,301.27365,161
2022-07-31,301.7245,162
2022-08-01,301.15997,163
2022-08-02,301.70505,164
2022-08-03,302.97195,165
2022-08-04,302.91272,166
2022-08-05,302.63287,167
2022-08-06,302.02713,168
2022-08-07,302.35422,169
2022-08-08,302.44965,170
2022-08-09,302.52042,171
2022-08-10,303.43045,172
2022-08-11,303.84006,173
2022-08-12,304.018,174
2022-08-13,301.65924,175
2022-08-14,301.4914,176
2022-08-15,301.1125,177
2022-08-16,300.96933,178
2022-08-17,302.19498,179
2022-08-18,302.70288,180
2022-08-19,302.49783,181
2022-08-20,302.63452,182
2022-08-21,302.8935,183
2022-08-22,303.74167,184
2022-08-23,303.42944,185
2022-08-24,304.19516,186
2022-08-25,304.3304,187
2022-08-26,302.7141,188
2022-08-27,303.24118,189
2022-08-28,304.26324,190
2022-08-29,302.92532,191
2022-08-30,303.47708,192
2022-08-31,302.9435,193
2022-09-01,301.5217,194
2022-09-02,301.47134,195
2022-09-03,299.67975,196
2022-09-04,299.83563,197
2022-09-05,299.32123,198
2022-09-06,299.56506,199
2022-09-07,300.1231,200
2022-09-08,301.537,201
2022-09-09,302.39548,202
2022-09-10,302.0295,203
2022-09-11,301.72137,204
2022-09-12,301.8168,205
2022-09-13,301.34772,206
2022-09-14,300.8952,207
2022-09-15,298.67313,208
2022-09-16,299.10883,209
2022-09-17,299.3678,210
2022-09-18,299.6721,211
2022-09-19,299.6644,212
2022-09-20,299.44278,213
2022-09-21,299.9905,214
2022-09-22,299.51114,215
2022-09-23,300.49335,216
