Fecha,Temperature,Dia
2022-02-14,287.88828,0
2022-02-15,291.43967,1
2022-02-16,294.67877,2
2022-02-17,298.7448,3
2022-02-18,294.2153,4
2022-02-19,291.097,5
2022-02-20,295.3048,6
2022-02-21,296.75742,7
2022-02-22,298.32156,8
2022-02-23,298.95685,9
2022-02-24,296.7573,10
2022-02-25,293.7197,11
2022-02-26,293.2557,12
2022-02-27,291.22714,13
2022-02-28,291.39877,14
2022-03-01,292.10526,15
2022-03-02,294.73846,16
2022-03-03,296.4035,17
2022-03-04,296.69623,18
2022-03-05,298.0672,19
2022-03-06,299.16718,20
2022-03-07,297.512,21
2022-03-08,295.64542,22
2022-03-09,294.5044,23
2022-03-10,297.36966,24
2022-03-11,298.96405,25
2022-03-12,289.2573,26
2022-03-13,290.2151,27
2022-03-14,295.7341,28
2022-03-15,297.79175,29
2022-03-16,296.96448,30
2022-03-17,301.07086,31
2022-03-18,299.63724,32
2022-03-19,296.8928,33
2022-03-20,296.91217,34
2022-03-21,299.8077,35
2022-03-22,300.18027,36
2022-03-23,294.61053,37
2022-03-24,294.87155,38
2022-03-25,297.1824,39
2022-03-26,296.99997,40
2022-03-27,296.13232,41
2022-03-28,297.25107,42
2022-03-29,299.57196,43
2022-03-30,302.27536,44
2022-03-31,300.6495,45
2022-04-01,300.03412,46
2022-04-02,300.9112,47
2022-04-03,301.1122,48
2022-04-04,301.79797,49
2022-04-05,304.27942,50
2022-04-06,305.94446,51
2022-04-07,299.56604,52
2022-04-08,296.95184,53
2022-04-09,297.3349,54
2022-04-10,300.0484,55
2022-04-11,304.06354,56
2022-04-12,303.73932,57
2022-04-13,305.43466,58
2022-04-14,304.02124,59
2022-04-15,303.69702,60
2022-04-16,303.29355,61
2022-04-17,303.7261,62
2022-04-18,302.8575,63
2022-04-19,300.9794,64
2022-04-20,302.09955,65
2022-04-21,300.46362,66
2022-04-22,300.22067,67
2022-04-23,301.16876,68
2022-04-24,301.89447,69
2022-04-25,301.6409,70
2022-04-26,297.12973,71
2022-04-27,299.0364,72
2022-04-28,300.14502,73
2022-04-29,301.49634,74
2022-04-30,302.51508,75
2022-05-01,301.80795,76
2022-05-02,302.31113,77
2022-05-03,302.83453,78
2022-05-04,303.03592,79
2022-05-05,303.46902,80
2022-05-06,303.8814,81
2022-05-07,304.49652,82
2022-05-08,304.8181,83
2022-05-09,304.98978,84
2022-05-10,304.1005,85
2022-05-11,302.98926,86
2022-05-12,303.09985,87
2022-05-13,303.25998,88
2022-05-14,302.59268,89
2022-05-15,302.96564,90
2022-05-16,303.1863,91
2022-05-17,303.37762,92
2022-05-18,302.36728,93
2022-05-19,303.66855,94
2022-05-20,305.5642,95
2022-05-21,304.87766,96
2022-05-22,303.9783,97
2022-05-23,302.26254,98
2022-05-24,302.49277,99
2022-05-25,303.9353,100
2022-05-26,304.25687,101
2022-05-27,304.62982,102
2022-05-28,304.306,103
2022-05-29,304.00195,104
2022-05-30,304.45563,105
2022-05-31,303.21268,106
2022-06-01,302.92975,107
2022-06-02,302.82846,108
2022-06-03,303.01926,109
2022-06-04,303.6738,110
2022-06-05,304.53055,111
2022-06-06,304.61087,112
2022-06-07,304.53934,113
2022-06-08,304.7292,114
2022-06-09,302.22638,115
2022-06-10,303.92062,116
2022-06-11,304.42422,117
2022-06-12,303.68723,118
2022-06-13,301.3857,119
2022-06-14,300.30515,120
2022-06-15,300.33447,121
2022-06-16,300.29373,122
2022-06-17,302.23016,123
2022-06-18,300.18088,124
2022-06-19,301.7238,125
2022-06-20,301.71277,126
2022-06-21,299.58276,127
2022-06-22,298.29028,128
2022-06-23,300.92386,129
2022-06-24,301.7201,130
2022-06-25,301.92096,131
2022-06-26,302.4649,132
2022-06-27,302.07138,133
2022-06-28,302.8267,134
2022-06-29,302.02866,135
2022-06-30,303.1184,136
2022-07-01,302.96613,137
2022-07-02,302.37943,138
2022-07-03,302.59134,139
2022-07-04,302.64084,140
2022-07-05,302.6706,141
2022-07-06,302.77057,142
2022-07-07,302.95166,143
2022-07-08,303.45618,144
2022-07-09,303.96933,145
2022-07-10,304.82703,146
2022-07-11,304.4935,147
2022-07-12,304.07886,148
2022-07-13,302.3529,149
2022-07-14,301.00027,150
2022-07-15,301.1819,151
2022-07-16,301.90692,152
2022-07-17,302.42102,153
2022-07-18,303.21817,154
2022-07-19,304.32755,155
2022-07-20,304.33713,156
2022-07-21,304.19534,157
2022-07-22,302.79224,158
2022-07-23,301.95422,159
2022-07-24,302.3679,160
2022-07-25,302.06467,161
2022-07-26,302.70993,162
2022-07-27,301.4683,163
2022-07-28,301.17606,164
2022-07-29,301.28653,165
2022-07-30,301.46762,166
2022-07-31,301.91055,167
2022-08-01,301.35596,168
2022-08-02,301.8902,169
2022-08-03,303.1308,170
2022-08-04,303.07065,171
2022-08-05,302.7977,172
2022-08-06,302.20276,173
2022-08-07,302.52457,174
2022-08-08,302.61578,175
2022-08-09,302.68588,176
2022-08-10,303.57425,177
2022-08-11,303.97678,178
2022-08-12,304.14874,179
2022-08-13,301.83844,180
2022-08-14,301.67593,181
2022-08-15,301.30298,182
2022-08-16,301.1616,183
2022-08-17,302.3618,184
2022-08-18,302.85663,185
2022-08-19,302.65466,186
2022-08-20,302.78625,187
2022-08-21,303.03836,188
2022-08-22,303.86618,189
2022-08-23,303.5624,190
2022-08-24,304.3095,191
2022-08-25,304.44055,192
2022-08-26,302.85675,193
2022-08-27,303.3712,194
2022-08-28,304.37003,195
2022-08-29,303.05865,196
2022-08-30,303.59424,197
2022-08-31,303.06995,198
2022-09-01,301.67734,199
2022-09-02,301.62677,200
2022-09-03,299.87143,201
2022-09-04,300.02267,202
2022-09-05,299.518,203
2022-09-06,299.7514,204
2022-09-07,300.29614,205
2022-09-08,301.67838,206
2022-09-09,302.5163,207
2022-09-10,302.1538,208
2022-09-11,301.85098,209
2022-09-12,301.9422,210
2022-09-13,301.47882,211
2022-09-14,301.03473,212
2022-09-15,298.856,213
2022-09-16,299.28015,214
2022-09-17,299.5323,215
2022-09-18,299.8257,216
2022-09-19,299.816,217
2022-09-20,299.5948,218
2022-09-21,300.12946,219
2022-09-22,299.65604,220
2022-09-23,300.615,221
2022-09-24,301.25146,222
2022-09-25,300.80737,223
2022-09-26,298.85117,224
2022-09-27,298.66022,225
2022-09-28,298.99307,226
2022-09-29,298.15637,227
2022-09-30,297.78342,228
2022-10-01,298.5006,229
2022-10-02,298.25925,230
2022-10-03,298.522,231
2022-10-04,298.8255,232
2022-10-05,298.53366,233
2022-10-06,297.33328,234
2022-10-07,297.71753,235
2022-10-08,297.91003,236
2022-10-09,298.6874,237
2022-10-10,298.08276,238
2022-10-11,299.63745,239
2022-10-12,301.5752,240
2022-10-13,302.46393,241
2022-10-14,301.43607,242
2022-10-15,301.39648,243
2022-10-16,301.39633,244
2022-10-17,301.2362,245
2022-10-18,293.31607,246
2022-10-19,291.60114,247
2022-10-20,294.05386,248
2022-10-21,295.5082,249
2022-10-22,297.1234,250
2022-10-23,298.6172,251
2022-10-24,300.46454,252
2022-10-25,298.3973,253
2022-10-26,297.94366,254
2022-10-27,299.6699,255
2022-10-28,300.48853,256
2022-10-29,296.66507,257
2022-10-30,296.61502,258
