Fecha,Temperature,Dia
2022-04-26,297.10092,0
2022-04-27,299.04718,1
2022-04-28,300.17477,2
2022-04-29,301.5513,3
2022-04-30,302.59015,4
2022-05-01,301.86307,5
2022-05-02,302.37198,6
2022-05-03,302.90152,7
2022-05-04,303.1051,8
2022-05-05,303.54324,9
2022-05-06,303.95935,10
2022-05-07,304.58575,11
2022-05-08,304.90906,12
2022-05-09,305.08316,13
2022-05-10,304.16904,14
2022-05-11,303.0281,15
2022-05-12,303.1389,16
2022-05-13,303.2972,17
2022-05-14,302.60995,18
2022-05-15,302.98886,19
2022-05-16,303.20905,20
2022-05-17,303.40234,21
2022-05-18,302.3645,22
2022-05-19,303.69208,23
2022-05-20,305.624,24
2022-05-21,304.92014,25
2022-05-22,303.99576,26
2022-05-23,302.24014,27
2022-05-24,302.4692,28
2022-05-25,303.94113,29
2022-05-26,304.26443,30
2022-05-27,304.64334,31
2022-05-28,304.3093,32
2022-05-29,303.9933,33
2022-05-30,304.45468,34
2022-05-31,303.17825,35
2022-06-01,302.8869,36
2022-06-02,302.78116,37
2022-06-03,302.97302,38
2022-06-04,303.6366,39
2022-06-05,304.50903,40
2022-06-06,304.5889,41
2022-06-07,304.51266,42
2022-06-08,304.7005,43
2022-06-09,302.14056,44
2022-06-10,303.86887,45
2022-06-11,304.3804,46
2022-06-12,303.625,47
2022-06-13,301.2699,48
2022-06-14,300.1625,49
2022-06-15,300.1894,50
2022-06-16,300.1455,51
2022-06-17,302.1213,52
2022-06-18,300.024,53
2022-06-19,301.59763,54
2022-06-20,301.58325,55
2022-06-21,299.4034,56
2022-06-22,298.07947,57
2022-06-23,300.77084,58
2022-06-24,301.5814,59
2022-06-25,301.78357,60
2022-06-26,302.33633,61
2022-06-27,301.93417,62
2022-06-28,302.70206,63
2022-06-29,301.88342,64
2022-06-30,302.99704,65
2022-07-01,302.83832,66
2022-07-02,302.23474,67
2022-07-03,302.45132,68
2022-07-04,302.4988,69
2022-07-05,302.52832,70
2022-07-06,302.62738,71
2022-07-07,302.81155,72
