parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,ndre_max,ndre_mean,ndmi_mean,msi_mean,lluvia_acum,etc_acum,rendimiento,ndvi_max_pred,ndvi_mean_pred,gndvi_max_pred,gndvi_mean_pred,cire_max_pred,cire_mean_pred,ndre1_max_pred,ndre1_mean_pred,ndre_max_pred,ndre_mean_pred,ndmi_mean_pred,msi_mean_pred,lluvia_acum_pred,etc_acum_pred
1,0.6512525625,0.497295015833333,0.5667661228,0.474493820266667,1.5270857154,1.0396701337,0.368123682,0.257175124266667,0.4275598631,0.3210277644,-0.0046570701333332,1.06770365116667,653.77,1155.53779247926,60,44.86656007477964,39.86894081300861,45.627467611669715,44.16880809713672,48.43277790306831,45.52932915184407,47.74605063103924,42.05139408278103,46.752792265852825,43.45951826925456,37.17058368107754,30.015380079910248,64.75436936031073,56.28248965901531
10,0.7965685909,0.629578321533333,0.6600610961,0.5682260822,2.5858456834,1.78172892095,0.4991195364,0.36583675325,0.5789106444,0.4441754819,0.17911959395,0.739835725166667,658.18,1416.69398940101,75,75.03485724891124,75.9322207152052,73.74788632391775,79.07044972535215,76.73143036234131,76.39168738076509,75.95685346300236,75.3770779063533,75.90514111639385,76.64046315511479,75.09053923868069,72.26815047881938,66.07322636745977,74.59999786793531
11,0.8109556015,0.6410295244,0.6749039001,0.571797406683333,2.7319613357,1.88613820345,0.5113111201,0.376820118783333,0.5956966976,0.45562673275,0.199270314216667,0.710449983266667,658.18,1440.54271596961,75,78.02166893105726,79.05406539554605,78.22171646267219,80.40024892878984,80.63682553052891,80.73408819092357,78.58238971027826,78.74559143322783,79.13837767128265,79.72589040493783,79.24838169804332,73.85615185655638,66.07322636745977,76.27274869614374
13,0.6673009887,0.5330805696,0.5558404663,0.47366437205,1.3487218845,1.02690625375,0.3558612818,0.2734028801,0.4119276417,0.32673406575,0.06872670675,0.89737732925,650.7,1062.85012345549,50,48.19828952066035,49.62485396556613,42.33432088983881,43.85995921405032,43.66544988302776,44.99847709244364,45.105263593363134,47.02832168020126,43.74180039883105,44.99702521165045,52.312384039382266,57.58618077277883,63.836253484585654,49.781372097109326
14,0.702393661,0.53956151625,0.6035515392,0.49983567775,1.895898854,1.3308196804,0.4132874718,0.29926022555,0.4848140103,0.36535006905,0.0854472288499999,0.8963524354,657.65,1309.51407507601,65,55.48369484199665,51.39169968984979,56.715110118904306,53.60496604140653,58.290455891565024,57.63829108697998,57.47236429972604,54.95857016852234,57.78076885096363,55.40172862979945,55.76244913929295,57.71529557795152,65.91472427816521,67.08239352378956
15,0.7526896384,0.5938866281,0.6183222841,0.52181216755,2.0395822439,1.49268546983333,0.4497215014,0.339724348933333,0.5197748704,0.403409662733333,0.149974955816667,0.780777043,599.52,1139.88011961922,50,65.92537845785998,66.20189591224951,61.167220630198074,61.788013750116164,62.130841283762166,64.37031833917601,65.31866775816212,67.36860483013976,64.51473600327037,65.65651293292636,69.07691727927198,69.45258401183385,48.530334748556555,55.18425973176491
16,0.6080801851,0.493257906,0.5470376403,0.466808726966667,1.164440696,0.891223027466667,0.3176156079,0.245579343033333,0.3799245903,0.304587600433333,-0.0211438472,1.06824786703333,610.53,996.351545628944,30,35.903769627934736,38.76833767079822,39.681025173947745,41.307228031707666,38.73996208054289,39.355387343812716,36.86881084063802,38.49505738246637,37.5775499689286,39.02987730175157,33.768748868292874,29.907809537500366,51.82299135824158,45.11715865099211
2,0.7814160199,0.614988901416667,0.6464411501,0.5393527472,2.2300227027,1.61553031696667,0.4731859887,0.355094550283333,0.5450876632,0.4201102133,0.14820976605,0.789692480966667,606.51,1174.83998308477,65,71.88911159433121,71.95483038243498,69.64264280638511,68.3193297801389,67.22095473784933,69.4794575932994,70.37189656303798,72.08252707930198,69.3903458927521,70.15631251643143,68.71269303003652,68.74635711285816,50.620767963969655,57.636346236167526
3,0.6760044499,0.563202465966667,0.5737940207,0.505541435366667,1.6482823351,1.2442699943,0.3879977081,0.3046661365,0.4506676276,0.367181348933333,0.0974600730333333,0.8473571705,654.37,1293.89852976897,50,50.00516937291155,57.83673205636342,47.745775004067326,55.72953130257571,51.67213443692715,54.038674098523025,52.026050439830044,56.616521377092226,51.20368182237835,55.89514903671407,58.24114533189473,63.374314009576864,64.93380568781399,65.98711842513215
4,0.7428678641,0.5756661116,0.6309486826,0.5122323565,2.2829568271,1.52477644485,0.4569679957,0.3322555961,0.5329992777,0.39567894575,0.1080566787,0.87313835125,648.12,1184.09670007223,65,63.886331498469985,61.23459045352229,64.97299494030983,58.22092675960988,68.63578381611642,65.70498775337452,66.87924708226817,65.07799592054718,67.06194806018786,63.573547049680045,60.427618886334926,60.52191407944314,63.06467727632159,58.28561281074647
5,0.7758504254,0.60003814515,0.6563320036,0.540478332016667,2.2607091228,1.5451610533,0.4713631518,0.33852426425,0.5460087351,0.410854742516667,0.128622683583333,0.831373026216667,712.72,1445.50880411428,75,70.7336677614972,67.87893202820803,72.62388533214403,68.73844649708542,68.04114473735368,66.55278727970537,69.97933687008995,67.00054811046365,69.56775765841724,67.66251667360987,64.67114999548494,65.00294720238121,82.38398853750721,76.62107035738876
6,0.7595438129,0.59846779815,0.6498465371,0.5418927561,2.1959588177,1.53629281435,0.4537377939,0.3376667491,0.5317152713,0.40853258365,0.1368180234,0.81590174685,657.21,1197.99497836839,75,67.34833761436931,67.45082159428065,70.66907440210801,69.265113852045,66.31049148634524,66.1839556291176,66.18360227347144,66.73755482543564,66.81462986217386,67.0368337382271,66.36215316597753,66.47738791760025,65.78313763799616,59.26043871869169
7,0.7961441643,0.613678494433333,0.6673902325,0.555524835166667,2.6522001386,1.79256931386667,0.4999610426,0.3588689926,0.5816532423,0.435801620233333,0.1609980866,0.7854714486,665.44,1432.11933865557,75,74.946744272398,71.5975851988822,75.95699124219075,74.34108159696837,78.50495951302904,76.84254126900807,76.13807725515066,73.24011943671869,76.43340512699768,74.38420824366266,71.35139881638429,69.0848722455244,68.24440593024937,75.68193260632684
8,0.7497140971,0.58688256435,0.6442860628,0.5317693952,2.2020109543,1.5071299676,0.4464650022,0.3286497826,0.5279887833,0.4008198607,0.13626322845,0.82218212,657.21,1179.0527954228,75,65.30764196188852,64.29243719308263,68.99306914669202,65.49563355873693,66.47225365667265,64.97106759539582,64.61735963452394,63.97212072106716,66.09685439230017,64.95871617081168,66.24767834975144,65.89094776986775,65.78313763799616,57.93183309611604
9,0.7653320659,0.59118879985,0.6581450295,0.53673637525,2.2551884611,1.49886251435,0.4601426509,0.33237605545,0.5412418211,0.40279760405,0.13271968775,0.8088699112,657.21,1181.50411417322,75,68.55000640855349,65.46640979181302,73.17035686904248,67.34511157307199,67.89358788640035,64.62722272996686,67.5629295721979,65.11493987444565,68.6495810974844,65.49159972258947,65.51651421348424,67.11438942435981,65.78313763799616,58.10376871113401
