parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,msi_mean,rendimiento,ndvi_max_pred,ndvi_mean_pred,gndvi_max_pred,gndvi_mean_pred,cire_max_pred,cire_mean_pred,ndre1_max_pred,ndre1_mean_pred,msi_mean_pred
1,0.72202550874654,0.659826649499575,0.61119542403149,0.495579910233964,2.13760717522992,1.08927858013321,0.437886057656015,0.271793028032956,0.973474991825385,70,61.125071472288795,69.36824573169329,59.373022355903544,65.18792578602081,63.58814582927769,56.929053445042555,62.910314927416024,54.68363657435695,24.885226487174922
10,0.789002183802315,0.67310888870374,0.674873831020351,0.551287260629017,2.7121668199982,1.65268455882076,0.495965222431714,0.342262837366163,0.836552283306341,80,75.74387952961021,73.04939104952882,76.61068794460311,85.06694923899478,73.20228354608051,83.19784223129246,74.16458945689867,81.67666273845705,77.96762306604562
11,0.784049706086602,0.668129280146651,0.669850753726836,0.516114964355885,2.93479698829211,1.60079325883406,0.501269355315775,0.334254842301152,0.831292505472829,80,74.66291632751216,71.66930276450276,75.25094716737311,72.51580657020558,76.92756623410476,80.7784117481976,75.19239637954671,78.6092495815725,78.1742388141032
13,0.768197495774002,0.638861335840935,0.643851282031004,0.493181417815823,2.45382530781309,1.35806936808102,0.46935840688606,0.312645449994119,0.870845428440091,65,71.20289954329277,63.55775210745139,68.21292250928127,64.33202998961546,68.87944100269856,69.46141679116609,69.00886093252109,70.33190503568366,73.29684903229156
14,0.770015526757869,0.723099639547313,0.663563877105775,0.54109952754874,3.02705716545772,1.57567504320151,0.50209366378773,0.333061910202563,0.822498598228368,75,71.5997159868275,86.90422498033143,73.54909748369275,81.43148312187982,78.47136078550338,79.60727561173701,75.35212653193763,78.15230429317316,78.21685000752917
15,0.808480059888382,0.676692680906423,0.689769498989699,0.521296127902112,2.87058179331657,1.50635122344764,0.518705658973922,0.333292153597607,0.784162017767104,75,79.99526005319373,74.042631698505,80.64292674135626,74.3646913388893,75.85304989167146,76.37505435769103,78.57111143004818,78.24049760666927,73.97523524591631
16,0.711976168125636,0.611481752313604,0.595419214020344,0.481766290386121,2.02000608803381,1.05837794314818,0.432154247144713,0.268725594138405,0.946937670161107,40,58.93163052411842,55.96955676202225,55.10242192337705,60.25857138344411,61.62032045510767,55.4883120666652,61.79963488760667,53.50867492545058,42.35119352157291
2,0.81248294995565,0.658498597301916,0.693114995727112,0.488313722605004,3.09181024560322,1.3539825493955,0.524393143421283,0.304080545807122,0.871916662980898,75,80.86895946450699,69.00017879251928,81.54854854809679,62.595005583112865,79.55487758967622,69.27086897854309,79.67320219874232,67.05117127181812,73.0581168168427
3,0.709676515831531,0.654787625367927,0.595402061905184,0.484712740100228,2.01621705358453,1.22993485808976,0.433159372276856,0.304235786982776,0.916677976920116,60,58.429691969269214,67.97169054219935,55.09777886713164,61.310004319212354,61.55691833603997,63.48714866743945,61.994402739680766,67.11063544741081,58.05575149560951
5,0.786532505239751,0.704063221614392,0.677971907809783,0.535718624189144,2.76141671254214,1.50362109471495,0.497870261048504,0.328689119541559,0.845075874570971,80,75.20482982552534,81.62832084511916,77.44933347908832,79.51132171903028,74.02638467077077,76.24776217807063,74.5337378023582,76.47733377970829,77.34491906486197
6,0.760923515699404,0.695853180240741,0.654772026489509,0.529126740864423,2.31446931577587,1.41094600496894,0.45930811082805,0.330115105695376,0.818588265260163,80,69.61522863495375,79.35292473928979,71.16915445440961,77.15902525757387,66.54758962520084,71.9267885810993,67.06136751769245,77.02354898766528,78.11406881034792
7,0.819192943504581,0.624348527033299,0.70156195496978,0.528422106515938,3.21544727429286,1.5414431957043,0.534599627064379,0.315121638504698,0.915878529608673,80,82.33353064060674,59.53555695122208,83.83512991141444,76.90757831852598,81.62370270042324,78.01121663174166,81.65096082085216,71.28039378406754,58.40981579642787
8,0.735129742489667,0.646665783800824,0.637814940487267,0.50812484754491,2.14216186145573,1.18802153391478,0.439030804498073,0.288202794311089,0.883663096333291,80,63.98529523928707,65.72073883161968,66.57889235949574,69.66455411696599,63.66435964107337,61.53294104144483,63.13213793876672,60.96929641484246,70.07140898924857
9,0.785431528309231,0.672070514357727,0.673491977818532,0.512713153185173,2.74324000833536,1.34546932086959,0.495374745697392,0.304798172352291,0.850867360048337,70,74.96452272742874,72.76160773203009,76.23662200118531,71.30187908010585,73.72223289284344,68.87393992472448,74.05016998656028,67.32605369725802,76.71866420049193
