parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,msi_mean,lluvia_acum,etc_acum,rendimiento,ndvi_max_pred,ndvi_mean_pred,gndvi_max_pred,gndvi_mean_pred,cire_max_pred,cire_mean_pred,ndre1_max_pred,ndre1_mean_pred,msi_mean_pred,lluvia_acum_pred,etc_acum_pred
1,0.648370093,0.488699802,0.5688259895,0.4692344735,1.5047217559,1.0111742287,0.3641819782,0.2524662344,1.0786853842,712.78,1303.35784575207,60,44.12361278653131,37.338826395269166,46.3321917174016,42.345335050378196,47.52259937183125,44.010025999433715,46.588636480062725,40.1437956087137,24.069289676566125,82.40193217025751,66.79747751991164
10,0.7965685909,0.629578321533333,0.6600610961,0.5682260822,2.5858456834,1.78172892095,0.4991195364,0.36583675325,0.739835725166667,658.18,1416.69398940101,75,74.81953336450144,75.80024968236265,73.19935206643353,78.89410096896569,76.54724242186899,76.27449446322254,75.78122123988936,75.23471791198129,72.36336730535926,66.07322636745977,74.91000976501869
11,0.8109556015,0.6410295244,0.6749039001,0.571797406683333,2.7319613357,1.88613820345,0.5113111201,0.376820118783333,0.710449983266667,658.18,1440.54271596961,75,77.79947270929839,78.92655709998886,77.57030103507597,80.21267235370021,80.46997000578043,80.6462931641188,78.41876593290405,78.634335647422,73.84426632451647,66.07322636745977,76.61708711089872
13,0.6673009887,0.5330805696,0.5558404663,0.47366437205,1.3487218845,1.02690625375,0.3558612818,0.2734028801,0.89737732925,650.7,1062.85012345549,50,48.0447137363476,49.45527604369019,42.50817980979153,43.9809012086948,43.33451281850983,44.668753317821874,44.78852509404103,46.62419470190126,57.05625854001135,63.836253484585654,49.58208100552256
14,0.702577271,0.53973553405,0.6028711328,0.49945605375,1.9100636777,1.33957426315,0.4154640141,0.3005286843,0.89796400365,657.65,1310.37229718271,65,55.35138671286805,51.272156328348785,56.357897372102656,53.50346730777483,58.40470483097743,57.760708023158934,57.68306563408918,55.0202883005842,56.976045900919274,65.91472427816521,67.29956768797902
15,0.7569035675,0.596896533866667,0.6229690473,0.524896034383333,2.0715378081,1.50738007793333,0.4542182452,0.342416532066667,0.781567304766667,599.52,1143.93737775749,50,66.60383330503595,66.87775338278206,62.276385459369635,62.89618159287045,62.7397573420368,64.78703006567082,66.06721154038925,67.98559203511158,69.51777732940465,48.530334748556555,55.386257361035284
16,0.6113561883,0.497741127866667,0.5461310732,0.467460405533333,1.1949556293,0.9159517664,0.3225853254,0.2508440854,1.05152856096667,610.53,1004.05270881967,30,36.45703117435862,39.80721023679689,39.64893153321327,41.69033008895889,39.20639155803481,40.02289547797569,37.58955698887123,39.64170119209878,30.0575251117819,51.82299135824158,45.373397819340404
2,0.7814160199,0.614988901416667,0.6464411501,0.5393527472,2.2300227027,1.61553031696667,0.4731859887,0.355094550283333,0.789692480966667,606.51,1174.83998308477,65,71.68102573750846,71.81717359326757,69.18851362097098,68.2337553491459,66.99455864425647,69.31546913915622,70.17072035745039,71.90974583376413,68.86238808710881,50.620767963969655,57.59824705914888
3,0.6760044499,0.563202465966667,0.5737940207,0.505541435366667,1.6482823351,1.2442699943,0.3879977081,0.3046661365,0.8473571705,654.37,1293.89852976897,50,49.8474361494244,57.67889317287376,47.79519094920602,55.75025560785056,51.37673159603611,53.770152118818736,51.74096562397995,56.300929997882776,63.26191012429996,64.93380568781399,66.12038543384901
4,0.7428678641,0.5756661116,0.6309486826,0.5122323565,2.2829568271,1.52477644485,0.4569679957,0.3322555961,0.87313835125,648.12,1184.09670007223,65,63.69665919107791,61.08160887425882,64.62624999201978,58.22061560596947,68.41566683250005,65.5154462798768,66.66209650503825,64.84053617621984,60.21976466756874,63.06467727632159,58.26083723229973
5,0.7790919171,0.598963316,0.6658653721,0.5385354718,2.2929807504,1.5559051939,0.472664607,0.339129566,0.8237343928,712.72,1419.68019795752,75,71.19964113527064,67.44200819420143,74.90861092317758,67.93200848718567,68.68477640295995,66.81886127707607,70.05792389312643,66.96819640149454,65.75738156557185,82.38398853750721,75.12376075764416
6,0.7702665737,0.6019090905,0.6558254893,0.544256733166667,2.2651133684,1.57735116696667,0.4653690237,0.342655402866667,0.816011279166667,657.7,1226.33272649384,75,69.37167361928061,68.24623782642738,71.95203914806345,70.04435967730598,67.9366283001246,67.71684156146625,68.47958694455085,68.05952833502754,66.51267087427591,65.92967730545718,61.28406632073456
7,0.7961441643,0.613678494433333,0.6673902325,0.555524835166667,2.6522001386,1.79256931386667,0.4999610426,0.3588689926,0.7854714486,665.44,1432.11933865557,75,74.73162312661518,71.45941772082284,75.35765592792893,74.20466404808207,78.32864261843409,76.72840061539156,75.96327389740824,73.07802717723729,69.20698606164353,68.24440593024937,76.01414688483524
8,0.7497140971,0.58688256435,0.6442860628,0.5317693952,2.2020109543,1.5071299676,0.4464650022,0.3286497826,0.82218212,657.21,1179.0527954228,75,65.11469936965034,64.14382686481173,68.55387769831987,65.43390028298359,66.24253477554282,64.77655750993486,64.3898638363085,63.724449537011765,65.91158409135743,65.78313763799616,57.899797604584016
9,0.7653320659,0.59118879985,0.6581450295,0.53673637525,2.2551884611,1.49886251435,0.4601426509,0.33237605545,0.8088699112,657.21,1181.50411417322,75,68.34960347912047,65.31947768005344,72.63510360440975,67.26776270378633,67.67017698556222,64.43038482765375,67.34890596154153,64.87782126351088,67.1845095580233,65.78313763799616,58.07526151014459
