parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,ndre_max,ndre_mean,ndmi_mean,msi_mean,lluvia_acum,etc_acum,rendimiento,ndvi_max_pred,ndvi_mean_pred,gndvi_max_pred,gndvi_mean_pred,cire_max_pred,cire_mean_pred,ndre1_max_pred,ndre1_mean_pred,ndre_max_pred,ndre_mean_pred,ndmi_mean_pred,msi_mean_pred,lluvia_acum_pred,etc_acum_pred
1,0.6378224222,0.5179130052,0.5544349993,0.4935038748,1.4902545751,1.0782637733,0.3587782727,0.2690238837,0.4242634502,0.33688363115,0.0285787482,0.9865721411,886.59,1545.57778332833,70,35.33973583699924,53.72230417391148,43.5113148731117,61.74924964727862,40.874169837064215,47.245888209847124,36.37165153422791,48.10082477372268,39.761095148543745,50.9788769979188,52.55733585007483,57.18004537410717,72.47828218625494,72.09410794741164
10,0.7788958653,0.60387054645,0.6510877399,0.5577149021,2.4287459043,1.71199275565,0.4835769841,0.35197696165,0.5599002465,0.4286215275,0.13953316675,0.81273304455,865.29,1437.08130740952,80,81.41299773129111,80.67903833888315,79.86716855739061,84.88084935753926,83.43859939168999,85.56567733209674,84.51143382138682,83.74785749175658,83.37179996677426,84.94647741932096,76.61495939023497,75.49611911740479,71.81126126258367,72.73368881387213
11,0.7746283089,0.6004874001,0.6444371539,0.5299912002,2.3374092942,1.6649143522,0.4738256397,0.3507093391,0.5478875121,0.418468747,0.15033858875,0.791750665,870.38,1523.60008100006,80,80.01925388166742,79.61806596261542,77.36555577300658,74.89356832804867,79.29610964735345,82.71898017501478,80.74995590901867,83.20312806602988,79.50939810924672,81.18722846211284,78.95783836761811,77.79478381812304,71.97065734246567,72.22366531578594
13,0.7486486013,0.56969316605,0.6083588145,0.498478614766667,2.0654180693,1.38436800221667,0.4485452206,0.315832300183333,0.5113268225,0.377473330183333,0.112173958183333,0.864073597183333,882.55,1656.79697239928,65,71.53452531837962,69.96083322854426,63.79471628872861,63.54136695812525,66.96019244543199,65.75514031635308,70.99830176171363,68.21558356382408,67.7541997737597,66.0079405893604,70.68281582483931,69.951507074642,72.35176741951166,71.4384768339526
14,0.7377554503,0.593794221083333,0.6303196604,0.548742125733333,2.2294457635,1.62975333121667,0.4474177766,0.339798783866667,0.5284582816,0.417033962266667,0.135535094683333,0.819228336866667,883.66,1670.73313980404,75,67.97692448403049,77.51905004327793,72.05527150285977,81.64846576346108,74.39952088412417,80.59289324048972,70.5634021694654,78.51458691739444,73.26240275625443,80.65597369770617,75.7480798740942,74.78838428559408,72.38652766482974,71.35632387968941
15,0.7694509746,0.590529120516667,0.6399362893,0.51959815565,2.2913330235,1.53171987266667,0.4710462087,0.335894105533333,0.5421011744,0.403192344916667,0.161291595666667,0.781332406483333,874.21,1839.70304452364,75,78.32838511234766,76.49509744159138,75.67255903194624,71.14954247438496,77.20636186031548,74.66508882695247,79.67781981305109,76.83664801818139,77.64894230155306,75.53086677856601,81.33271735375962,78.94316201837053,72.09059584658122,70.36025541616459
16,0.6871565432,0.5308464242,0.5831013226,0.4865866447,1.5496618777,1.0802109733,0.3833980383,0.2759930833,0.4409766138,0.3381186459,0.049027739,0.935926446,855.78,1523.01957845496,40,51.45179652829802,57.77829196459521,54.29413022931732,59.25736305855608,43.56853457744336,47.36362985565627,45.86846558502495,51.0956658609871,45.134805411695936,51.43616334534593,56.99117569955236,62.38200492280978,71.51345051215579,72.2270873469407
2,0.7252521985,0.5544883855,0.6093613653,0.496693731083333,2.0679748231,1.39237085496667,0.4349721411,0.310608170283333,0.505090742,0.375497868283333,0.11708546075,0.852682223266667,891.78,1954.29468400378,75,63.893479846592015,65.19253458525239,64.17182499738593,62.8983743659127,67.0761517128462,66.23905006057723,65.76262997659376,65.9706430013918,65.7491401341417,65.27649041296988,71.7477493471772,71.17195118266235,72.64080981976922,69.68474388966412
5,0.7420037237,0.5897144842,0.6286882971,0.53647624315,2.2397447323,1.5499279837,0.4517456006,0.33365344735,0.5257211614,0.40451049615,0.118724219,0.8410201585,833.55,1246.91437117898,80,69.36437068691367,76.23962323525441,71.44163545826837,77.22976234223862,74.8666213445478,75.76608151395942,72.23281447989686,75.87378060511995,72.38234849111095,76.01893589907439,72.10307209652825,72.42717847958893,70.81730613970448,73.85471263346128
6,0.7350553907,0.6043608627,0.6247160315,0.5345926727,1.9515563916,1.4530087606,0.4268777501,0.3366388896,0.5030182782,0.4061683882,0.1305244982,0.8049999049,879.25,1354.86315382728,80,67.09511037113035,80.83280407736063,69.94747082256126,76.55121849225608,61.796098533595384,69.90565174899545,62.6403043041899,77.15670054243313,65.08278992908106,76.6328001464228,74.66166037424026,76.3410976440878,72.2484261496471,73.21836038925363
