parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,ndre_max,ndre_mean,ndmi_mean,msi_mean,lluvia_acum,etc_acum,rendimiento,ndvi_max_pred,ndvi_mean_pred,gndvi_max_pred,gndvi_mean_pred,cire_max_pred,cire_mean_pred,ndre1_max_pred,ndre1_mean_pred,ndre_max_pred,ndre_mean_pred,ndmi_mean_pred,msi_mean_pred,lluvia_acum_pred,etc_acum_pred
10,0.7940925934,0.641291275733333,0.659580619,0.561637318333333,2.3084224136,1.70972003953333,0.4799057273,0.370132330966667,0.5525277216,0.438628730866667,0.1769495787,0.736183948966667,455.78,1487.0008257624,65,70.07222127929408,69.3618385332843,69.67576145199047,70.45924364015116,67.88409577008784,69.27964787357894,69.16865543050119,69.73827744065751,68.82891892120729,69.89172757111842,68.65489678491151,62.97516272913246,57.46641051492497,67.66124960768568
11,0.8083343841,0.6443836641,0.6727001753,0.566477998833333,2.677409407,1.89038162183333,0.5066676148,0.3802186399,0.5867404922,0.454184984333333,0.202777122066667,0.7061839732,455.78,1493.21687553583,40,71.31492269434801,69.55290925876402,71.2804943429308,71.10063368205805,72.47100101552755,72.18827936614431,71.90578275168079,70.69742792759624,72.07620755228847,71.44979414024553,70.01196420188973,58.150521607269354,57.46641051492497,67.77205911889644
13,0.7056171003,0.561275850766667,0.5924352803,0.4959814345,1.6991796571,1.22408924596667,0.4006274098,0.301403097266667,0.4649570863,0.364954556833333,0.103942089033333,0.847179704,465.05,1555.5425343356,40,62.35208110949338,64.41789117442579,61.462805844244926,61.75984071874487,60.31055294738301,61.4610458113988,61.06030175752497,63.20251907691916,60.517194280401796,62.51274857624919,64.81883371009833,70.52872947412844,57.834706874866306,68.88309845082259
15,0.7686351407,0.61718374595,0.6356424074,0.539752436566667,2.0731595781,1.51661206218333,0.45513274,0.347441748066667,0.52851118,0.417470287683333,0.171917533483333,0.739609619233333,464.33,1686.1511488691,45,67.85087052640327,67.8722962575223,66.7477328947435,67.55949736822743,64.95952565375816,66.17063079736896,66.63494698538253,67.58053234467556,66.54940045111974,67.77256288603738,68.39049592775864,63.45074494601146,57.806101332346586,71.21137400585985
2,0.7270021028,0.5829627439,0.6037011328,0.5190651404,1.7844776034,1.3332280334,0.4183915729,0.3199137085,0.4886905679,0.3866022689,0.1213005859,0.8214270829,453.04,1442.35329835972,50,64.21808050714509,65.75786853595396,62.840800925620684,64.81843115754103,61.37089817446956,63.21816821754404,62.877168230747415,64.96277269351324,62.76984624702312,64.68091692998789,65.73090847350284,70.22055643439016,57.3575505336694,66.86534692534114
3,0.7178747975,0.559710545516667,0.6148128932,0.5117861337,2.0640527948,1.39828032565,0.4325055784,0.310255696533333,0.500702217,0.375132818266667,0.0993028893166666,0.867251601916667,464.37,1492.40110708219,65,63.42165571402276,64.32117498801837,64.19994806309882,63.85396295676773,64.84631854121757,64.26550292751972,64.32070729596951,64.04435080678371,63.90992613178306,63.53217198080446,64.57507429841276,70.1637466518554,57.80769052915324,67.75751694067975
4,0.6893198536,0.5502408098,0.5949437046,0.5072959416,1.7453034192,1.2471197818,0.4000325442,0.2987613228,0.467383352,0.366448275,0.0833445041999999,0.886897718,467.61,1563.30180273969,65,60.93002597877356,63.73606436834712,61.769626508495904,63.25901261885781,60.88392092538801,61.83183489097324,60.99946064958033,62.95130138342654,60.74748211986699,62.662354800149345,63.73656619247464,69.2931013085105,57.93641547049196,69.0214179254969
5,0.808524343,0.6351411468,0.6864122278,0.5724940354,2.8600038245,1.89199106445,0.5155700677,0.37332821675,0.5969254993,0.4485996105,0.17131751505,0.7430689941,401.49,1305.38113266836,65,71.33149801123088,68.98183788079439,72.95769905518547,71.89775837260677,74.74084604096134,72.21419121425683,72.81629951019062,70.04218796189429,73.04291259205252,70.89038025151963,68.35896890817716,63.91533521324939,55.309473149098146,64.42363244702155
7,0.7913550018,0.63614387415,0.6590419346,0.5630539007,2.385317732,1.7141387905,0.4810641305,0.3656028515,0.5555991587,0.4380605096,0.17740022905,0.7417321514,464.79,1587.65503681523,65,69.83334619491583,69.04379382536074,69.60987167990142,70.64694076734662,68.83998729371226,69.35078927539682,69.28713351048198,69.30754976170698,69.12044289313346,69.83481627423335,68.67857549479703,63.73766563818113,57.82437709562308,69.45554732643039
8,0.8351579488,0.64600757225,0.7085613884,0.575700765766667,2.968222996,1.98337338531667,0.5335234122,0.3842226152,0.6172672755,0.460378579483333,0.191666778983333,0.7166787808,396.2,1264.65266851767,65,73.65547680805793,69.65324636767228,75.66689788087591,72.3226500638185,76.0861267535321,73.68543647267119,74.65251490185534,71.07818315570489,74.9736424754212,72.07012560801192,69.42818879685834,59.97299752481947,55.099301871418575,63.69759237826375
9,0.7057903226,0.546431584433333,0.6061596667,0.4954140303,2.1370339551,1.47261856408333,0.4373430085,0.31345315015,0.5206296218,0.38400045,0.0948474860166667,0.92211364315,257.67,1033.74075296241,65,62.36719603442546,63.50070212789566,63.14151919098015,61.68465967681985,65.75355286921854,65.46234034395486,64.81546545123815,64.3484104200338,65.8013261534461,64.4203267399592,64.3409721787458,66.46127867158177,49.595516030785106,59.58127455133935
