parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,ndre_max,ndre_mean,ndmi_mean,msi_mean,rendimiento,ndvi_max_pred,ndvi_mean_pred,gndvi_max_pred,gndvi_mean_pred,cire_max_pred,cire_mean_pred,ndre1_max_pred,ndre1_mean_pred,ndre_max_pred,ndre_mean_pred,ndmi_mean_pred,msi_mean_pred
10,0.787244155581115,0.626589823922068,0.680776520355313,0.553228990565275,2.63963866306602,1.69318787373252,0.489180830905107,0.36142176234548,0.57902005841994,0.429141021777481,0.164576577718281,0.76633408210914,65,55.81636579265059,48.665923523251905,56.42093721476549,52.53616928515365,54.663468420676466,53.43835522434099,55.569160155711465,50.4411888861763,55.462132021986505,51.761328316756604,48.97032329957825,48.45256722597551
11,0.801863587481576,0.633393448164245,0.692490102023754,0.55887655714744,3.11890662238984,1.87161343165624,0.516821860261635,0.374580529276025,0.608580675003139,0.445967128767163,0.188034850693736,0.734391684062046,40,56.968203735629324,47.952225258986886,58.18274804146564,52.24167228441067,58.626371072074726,52.77423332594726,58.6471350574061,49.19907363364844,58.783799166146494,50.67341875158561,46.1607741810988,46.12900137030345
13,0.722282728379346,0.550560708591582,0.622915767504597,0.489513878994165,2.01988683670945,1.17883872472642,0.42672360617355,0.293286724615115,0.510942023410322,0.355527541249389,0.0944416648700836,0.863536360334166,40,50.69817534650277,56.641356279898275,47.71824458847331,55.85864614075232,49.53895277531086,55.3528260952751,48.61421764349159,56.87276184762117,47.81233989082557,56.52088497719795,57.37023759733842,55.775771046871924
15,0.771430223981967,0.59359001306433,0.660662190046359,0.52444682894862,2.30513718175188,1.4239043287564,0.458972623102582,0.329909675542331,0.548176836123903,0.398629104046308,0.149474386992117,0.779084499092872,45,54.57041543236371,52.12759437571289,53.395590577569536,54.03703875657739,51.89759020702188,54.4406617390399,52.20531634794137,53.415756629778116,51.99634104863457,53.73410830512875,50.779081629153424,49.3915241539293
2,0.74495766590935,0.565799003704824,0.635269172020955,0.509663679068351,2.18131713244051,1.29641593707206,0.447810059093962,0.309752696447505,0.532161437052205,0.374137338204912,0.107879983421487,0.854987167331032,50,52.484691647516314,55.04286341998119,49.576289586116005,54.807918256258134,50.87376461600056,54.91518923215142,50.96230577066061,55.31846463507385,50.19672280497097,55.317649069675284,55.76075781681724,55.11643248361098
3,0.761786824668946,0.546875796658076,0.659093598088465,0.504053421877381,2.67960618239105,1.31080499249077,0.485679817049917,0.298150120783635,0.55871142929033,0.36473977858404,0.087252008723695,0.884698990909342,65,53.81062987409708,57.02790250251435,53.15966254357308,55.10046972813542,54.99394615285459,54.86163139597611,55.179303734745176,56.41368398782704,53.18009213513596,55.925258126665156,58.231327930347675,57.42054104929233
4,0.747664802699206,0.526161248316405,0.652928540214334,0.493976877599267,2.3825107366127,1.17370505834906,0.462233876452017,0.281808957962261,0.549697051519818,0.349965282608761,0.0632347911408064,0.928516146529966,65,52.69798193763295,59.200852781695794,52.232391447735594,55.62591941068183,52.53736563899245,55.371934233705076,52.568474167722705,57.95619991592315,52.16716460092565,56.88051863356331,61.10782069513633,60.8832976328333
5,0.821659938180422,0.578178487219103,0.719512212126287,0.53473456899168,3.44228009130369,1.58610064945753,0.542076783976398,0.32874030179303,0.639174312658148,0.401286925124168,0.118301554536793,0.836792029320817,65,58.52792151554698,53.74425909056115,62.24707674010716,53.50057609730173,61.300235561490126,53.83694706010044,61.4594044680565,53.52613908260057,62.221544814413406,53.562264100471666,54.51258767356692,53.722957896815835
7,0.79557420160825,0.617933211737733,0.691095092181727,0.552410038382882,2.87339391228452,1.68719820902188,0.505503856732369,0.356343103441835,0.600029049615598,0.428267242984049,0.156636854042516,0.78253093800754,65,56.47267467976342,49.57399970007472,57.972928063887124,52.57887421974056,56.596310537251924,53.460649493977364,57.386815466878815,50.92058636467109,57.822870188260964,51.81782339953487,49.9212476782636,49.646447027446335
8,0.828513435878699,0.602840939293264,0.725044910630077,0.545237087258358,3.59002957338592,1.81261426923616,0.549828891532011,0.353771474092851,0.649031948312824,0.427532752858144,0.157416816764286,0.778641226345706,65,59.06789589654491,51.15717482321844,63.079236228191576,52.952913651045236,62.521925438511055,52.99383547378986,62.32264267035517,51.16333403662861,63.329227544273905,51.86531262767218,49.82783314686614,49.35877126098013
9,0.746166528685083,0.511709385713281,0.662518083740672,0.480103562379264,2.51458102014512,1.31458578523549,0.467512987110492,0.283558869467514,0.566001097211386,0.355953676400134,0.0775986343568926,0.97124674495774,65,52.57993570504362,60.71684909308904,53.674730954646066,56.349354834277406,53.62940959185749,54.84755881980331,53.15633107784234,57.791017890683136,53.99921748582201,56.493332762842286,59.38749272862502,64.33456838817777
