parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,msi_mean,rendimiento,ndvi_max_pred,ndvi_mean_pred,gndvi_max_pred,gndvi_mean_pred,cire_max_pred,cire_mean_pred,ndre1_max_pred,ndre1_mean_pred,msi_mean_pred
10,0.787244155581115,0.725732112785586,0.680776520355313,0.553228990565275,2.63963866306602,1.69318787373252,0.489180830905107,0.36142176234548,0.76633408210914,65,55.81636579265059,50.33957533897359,56.42093721476549,51.82601839164527,54.663468420676466,53.15795898606062,55.569160155711465,50.03219456439662,48.1796690858036
11,0.801863587481576,0.709866696745277,0.692490102023754,0.55887655714744,3.11890662238984,1.87161343165624,0.516821860261635,0.374580529276025,0.734391684062046,40,56.968203735629324,51.419063128875855,58.18274804146564,51.41941263622553,58.626371072074726,52.270873536548336,58.6471350574061,48.611019081551966,44.99303960508955
13,0.722282728379346,0.646857923462399,0.622915767504597,0.492273336436264,2.01988683670945,1.20238835489419,0.42672360617355,0.29768423173903,0.855234630071915,40,50.69817534650277,55.70619945374605,47.71824458847331,56.214620001496414,49.53895277531086,55.59808649276707,48.61421764349159,56.915986663843455,56.05501359396545
15,0.771430223981967,0.678900183130691,0.660662190046359,0.527053308216248,2.30513718175188,1.44385065574818,0.458972623102582,0.333616902336083,0.776596837989976,45,54.57041543236371,53.52603424503556,53.395590577569536,53.71057928000459,51.89759020702188,54.39759875891391,52.20531634794137,53.035179992883606,49.1634419911357
2,0.74495766590935,0.642537613388576,0.635269172020955,0.508956784477241,2.18131713244051,1.29371313000446,0.447810059093962,0.310025209032875,0.846408527426692,50,52.484691647516314,56.000154680727476,49.576289586116005,55.01346798407178,50.87376461600056,55.14404347268058,50.96230577066061,55.583134242569606,55.33850530239813
3,0.761786824668946,0.638139687089199,0.659093598088465,0.498485329879583,2.67960618239105,1.28381894596702,0.485679817049917,0.293947696148953,0.898571205242869,65,53.81062987409708,56.29939093958168,53.15966254357308,55.76737741481142,54.99394615285459,55.1932347813504,55.179303734745176,57.31954064419912,59.364043365813934
4,0.747664802699206,0.639469241562031,0.652928540214334,0.497926907520803,2.3825107366127,1.24210535249914,0.462233876452017,0.292958413499177,0.903740419252133,65,52.69798193763295,56.20892764408501,52.232391447735594,55.80758194214751,52.53736563899245,55.40062391462718,52.568474167722705,57.42638532462291,59.735557996607646
5,0.821659938180422,0.693006007726878,0.719512212126287,0.529527752991808,3.44228009130369,1.56240223488438,0.542076783976398,0.325580969808353,0.844590317630957,65,58.52792151554698,52.56626959849873,62.24707674010716,53.53242759775823,61.300235561490126,53.80819115334326,61.4594044680565,53.9030782048121,55.189112093560425
7,0.79557420160825,0.696931300820959,0.691095092181727,0.552941196106565,2.87339391228452,1.69075339504041,0.505503856732369,0.357166620903284,0.781256752633205,65,56.47267467976342,52.29919144838389,57.972928063887124,51.84673862248928,56.596310537251924,53.17006258069162,57.386815466878815,50.49175910608995,49.603703639551334
8,0.828513435878699,0.667490868442569,0.725044910630077,0.525662622175285,3.59002957338592,1.6844849417716,0.549828891532011,0.334999719739247,0.820614881493174,65,59.06789589654491,54.30232752758729,63.079236228191576,53.81070398681604,62.521925438511055,53.201227699357446,62.32264267035517,52.88583270213816,53.161978497654005
9,0.746166528685083,0.623813342994716,0.662518083740672,0.475042641704906,2.51458102014512,1.2803422336416,0.467512987110492,0.27807841667944,0.98491847583413,65,52.57993570504362,57.27415980064658,53.674730954646066,57.45517193580666,53.62940959185749,55.210520090427806,53.15633107784234,59.03345738362631,64.92162577769945
