parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,ndre_max,ndre_mean,ndmi_mean,msi_mean,rendimiento,ndvi_max_pred,ndvi_mean_pred,gndvi_max_pred,gndvi_mean_pred,cire_max_pred,cire_mean_pred,ndre1_max_pred,ndre1_mean_pred,ndre_max_pred,ndre_mean_pred,ndmi_mean_pred,msi_mean_pred
1,0.72202550874654,0.521283218777837,0.61119542403149,0.49486699115218,2.13760717522992,1.07951138428385,0.437886057656015,0.269966324233449,0.508344673412662,0.337101899839738,0.0324723648151013,0.978848498413347,70,55.550137385964405,63.079821557858594,51.96797647297163,66.48335434698339,57.50222386667281,56.92334495398322,58.39047354395162,59.59593982741035,57.74847254621646,60.53132642460609,58.455214091946125,61.35533262435699
10,0.789002183802315,0.592955350349875,0.674873831020351,0.551287260629017,2.7121668199982,1.65268455882076,0.495965222431714,0.342262837366163,0.580282365245761,0.418252307533005,0.129166963153744,0.836552283306341,80,71.10447871833543,79.75573042814025,69.7793746546715,84.04496006159201,69.65493338199202,82.43788390821942,70.92991036700269,80.7319380766685,72.24840071551827,81.95662860525526,76.42517520407603,74.86883227960203
11,0.784049706086602,0.576940121011365,0.669850753726836,0.516114964355885,2.93479698829211,1.60079325883406,0.501269355315775,0.334254842301152,0.57281645270513,0.401794070831624,0.131011236919758,0.831292505472829,80,69.95433907991634,76.02947729281635,68.37437672832732,73.09708609796749,74.36386097420689,80.12796667253178,72.07508591244337,78.39078824329498,70.74355405170539,77.61133072307351,76.76791956027394,75.37708406770689
13,0.768197495774002,0.561279244628557,0.643851282031004,0.49035524550064,2.45382530781309,1.3383663804269,0.46935840688606,0.308716047256367,0.543742832734437,0.370579915376839,0.103764842950626,0.880519392547207,65,66.27289789357229,72.38567123235393,61.10210085356641,65.0790097922401,64.19066281944647,68.44615546919376,65.18543239653266,70.92448172358972,64.88340771597512,69.37018034635132,71.70438293585627,70.64468090087928
14,0.770015526757869,0.583555716374944,0.663563877105775,0.5422403806836,3.02705716545772,1.56596030291609,0.50209366378773,0.330634903789005,0.591365987516085,0.408295483931093,0.127431326494743,0.832561638800373,75,66.69510867743617,77.56872362170242,66.61588325915926,81.2289909068534,76.3152878506589,78.57739373900554,72.25305617160092,77.33249357955773,74.48244135096479,79.32783152962351,76.10262023406825,75.2543907821043
15,0.808480059888382,0.59257277945402,0.689769498989699,0.522207248887828,2.87058179331657,1.51476438004226,0.518705658973922,0.334710454418922,0.57821852612374,0.403675455675269,0.160873519382239,0.781158600198491,75,75.62792711018258,79.6667179032471,73.94582111478567,74.99339570164844,73.00562320357116,76.29843089410659,75.83962744800536,78.52398715574944,71.83240851087916,78.10805328971236,82.3175993127133,80.25280769252599
16,0.711976168125636,0.516251144091744,0.595419214020344,0.481170747391144,2.02000608803381,1.04553121568843,0.432154247144713,0.266350896561101,0.494076191719903,0.328698569680079,0.0419343015866709,0.951556830455703,40,53.21632678619014,61.909011969066114,47.55523482954777,62.22020504031036,55.01480264871303,55.41073345397743,57.15296132996324,58.538963914716035,54.87248425192968,58.31268214280547,60.213643608712495,63.91178772383233
2,0.81248294995565,0.545351460351128,0.693114995727112,0.49004966488762,3.09181024560322,1.36267432655577,0.524393143421283,0.304899689071988,0.608581484589373,0.368623384579214,0.107619685770587,0.874197430225866,75,76.55753907390567,68.67976388328974,74.88158532942856,64.98389351063338,77.6849026163249,69.52821245642735,77.06756955401184,69.80876346266191,77.9524369068501,68.85361777129552,72.42077637207979,71.2493836225332
5,0.786532505239751,0.586496384965309,0.677971907809783,0.535718624189144,2.76141671254214,1.50362109471495,0.497870261048504,0.328689119541559,0.580433273576122,0.400642508126697,0.114244282517594,0.845075874570971,80,70.53093243059615,78.25292709598222,70.64593338161498,79.19900208928235,70.69663487146676,75.8023926979863,71.34121296532632,76.76364052336734,72.27881814891965,77.30729554155866,73.65190766558125,74.04652222459914
6,0.760923515699404,0.596541925114934,0.654772026489509,0.529126740864423,2.31446931577587,1.41094600496894,0.45930811082805,0.330115105695376,0.5382841451779,0.398991662149808,0.121241841593381,0.818588265260163,80,64.58362369728016,80.59021647769299,64.15672701632596,77.14718530536962,61.2430960944453,71.67700391069295,63.01554836050902,77.18052979706185,63.783141979731,76.87143976567339,74.95235119223346,76.6072648262994
7,0.819192943504581,0.556715706491492,0.70156195496978,0.528422106515938,3.21544727429286,1.5414431957043,0.534599627064379,0.315121638504698,0.616913917411493,0.387618449506219,0.091287852529727,0.915878529608673,80,78.11583574825042,71.32387574182547,77.24427248839075,76.92785791264697,80.29999211779581,77.48602604283623,79.27117487999024,72.7971663046795,79.63194141022761,73.86868815196964,69.38562846029868,67.27914550495926
8,0.735129742489667,0.552516967250159,0.637814940487267,0.510857037486345,2.14216186145573,1.20088191506304,0.439030804498073,0.29074428725322,0.518351479321036,0.36013765447788,0.0817761140503439,0.883227973364119,80,58.593401692083404,70.3469577763235,59.4136842005706,71.46048210058646,57.59856160834977,62.32609803635476,58.63762724803484,65.67040968742785,59.76546757591808,66.61321828579057,67.61794367210967,70.38587772546758
9,0.785431528309231,0.558451324977497,0.673491977818532,0.512713153185173,2.74324000833536,1.34546932086959,0.495374745697392,0.304798172352291,0.583981681235041,0.373710421519608,0.107591748135963,0.850867360048337,70,70.27524683613939,71.72770098144605,69.39285842774137,72.03822432631074,70.31217312205175,68.7623395801495,70.80242496437839,69.77908489149974,72.99404343428326,70.1966954803322,72.41558437359814,73.48872507677281
1,0.751310959321117,0.461243832049615,0.641514063899273,0.453520283476878,2.19981382467421,0.94628119387029,0.458219056704594,0.232682560538763,0.513145837942233,0.298274796048969,-0.0380097443720042,1.15436004183968,60,62.35124977217825,49.11049596718455,60.44836083791196,53.613607631418034,58.817978196969776,50.99266460430788,62.780418853555894,48.695973424742206,58.71620641470497,50.280208097992016,45.356646199275986,45.31592001700944
