parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,msi_mean,rendimiento,ndvi_max_pred,ndvi_mean_pred,gndvi_max_pred,gndvi_mean_pred,cire_max_pred,cire_mean_pred,ndre1_max_pred,ndre1_mean_pred,msi_mean_pred
1,0.751310959321117,0.441414950209594,0.641514063899273,0.438749359721817,2.19981382467421,0.873788615256067,0.458219056704594,0.219355213492401,1.17195494407841,60,59.649334399277535,40.49728789455715,56.37227733888918,46.307259902721455,55.928577540018566,44.85205422507615,60.457539886927975,40.9849538881291,18.970763526457823
10,0.792975790604419,0.581440751743053,0.677980877993046,0.540662608090686,2.90021977031419,1.56263940289124,0.506834761478084,0.330478093182788,0.829839302848412,75,68.96290874964026,76.3032783398121,66.55588680806511,79.37501970771865,70.45424386017204,76.61294844890901,70.45518471866124,76.0182737746429,71.74491879462809
11,0.801741008939484,0.594824639117298,0.689579032395677,0.542718051436831,3.12324463596999,1.68753055170962,0.518910644352002,0.345493453808908,0.793792957182154,75,70.92224736079905,79.72567148589295,69.79475145623206,80.04194876700146,75.07953980430213,82.37131388640975,72.93854659864525,80.7521137677378,72.49814379775832
13,0.66849493041216,0.483523315974606,0.582348911872056,0.44095321560296,1.43243390542904,0.899993900467801,0.358433241267176,0.242947682889963,0.970694906267973,50,41.137001122303985,51.264815919647944,39.85000037550378,47.02234433079008,40.01394300967259,46.0603032488924,39.936945839463064,48.422868830762454,60.014171670269015
14,0.811390077139082,0.471354519056819,0.703278837988274,0.455670070715311,2.94189579815776,1.13625665807173,0.513234803683221,0.253910230230587,1.00840991176169,65,73.07915790911304,48.15313349114625,73.62051670130907,51.79751770352718,71.31855987258392,56.953687691480354,71.77133037926994,51.878992617557685,54.49810300890377
15,0.784649740521895,0.540369501076019,0.676323520964124,0.489254857018037,2.56289239855117,1.28503695557664,0.491877143541198,0.302308801990343,0.876595704507601,50,67.1017398909172,65.80095096261732,66.09305842140827,62.694762804979035,63.45843682371576,63.81351187469155,67.37920438764496,67.137440303886,69.40255642181722
16,0.653471141251014,0.458364232780752,0.596158465782987,0.440667279795709,1.38958994358168,0.808981750459149,0.352036926088979,0.22411744799188,1.11560166963829,30,37.778648932538005,44.83138806145956,43.706413595776525,46.92956682889354,39.12540530164458,41.863999315740294,38.62156662853967,42.486326828244444,33.34281525707274
2,0.796460039871669,0.515383763491586,0.678979421894622,0.473634861054744,2.71766755308098,1.2607466642526,0.492250238686705,0.286786791376677,0.944313604833428,65,69.74176260806775,59.4118493012204,66.83473708287468,57.62654760297025,66.66830713299184,62.69355761571854,67.45593006241614,62.2438705491646,63.27628467137091
3,0.713524499426732,0.514107275811773,0.61050676480978,0.472190505887379,2.03670588319809,1.08193221046472,0.427125792905963,0.271843061462369,0.912312350087823,50,51.20271424449015,59.085438702842595,47.713275107179214,57.157898133819174,52.54589418788855,54.448946366965544,54.063322019132855,57.53261331893185,66.57444068395975
4,0.783366068946176,0.533963422641978,0.677123894207989,0.482381632109307,2.78510446184751,1.32177700685229,0.487030220847367,0.300365223442198,0.955246600311029,65,66.81479355527472,64.16285297861103,66.31656817260674,60.46460966978535,68.06687612073821,65.50748813673528,66.38245216846879,66.52469512313256,61.98395559281281
5,0.779337333705219,0.541131417775853,0.679993041198148,0.501237509252208,2.69809050909894,1.3245491759289,0.481234005367466,0.295752376037258,0.954790048126723,75,65.91422768115783,65.99578064240185,67.11779726770416,66.58277022548842,66.26230028769265,65.63530474142416,65.19048130213582,65.0704189274904,62.03960889082675
6,0.794706853435986,0.536398690292024,0.693483224562296,0.497260746275786,2.621129452968,1.2914800134435,0.490585529247674,0.295045666807292,0.917898195426573,75,69.34986297195124,64.78557514305692,70.88502405902173,65.29243118703718,64.6662107228287,64.11058242038968,67.11358855369978,64.84761719134808,66.05078051477062
7,0.811294551840716,0.576749441229448,0.700784378336126,0.531808153355036,3.293242187057,1.61558100088216,0.530983407259223,0.331037911917569,0.856947217303134,75,73.05780460126874,75.10366357177432,72.92392163082195,76.50201755060033,78.60510625288055,79.05393062387728,75.42126686869955,76.1947658604194,70.57472617210888
8,0.81215192802535,0.545231381840744,0.707018309885947,0.502687735358972,2.9673158650437,1.32175891683094,0.507538350091096,0.297714439285867,0.89863556100486,75,73.2494587276835,67.04418224071941,74.66479003236935,67.05332463650902,71.84574473119297,65.50665405878267,70.59987518634694,65.68899171481924,67.76369988685757
9,0.788007542040299,0.546152992601218,0.694342030419695,0.50318996122997,2.61902269055216,1.31046321127507,0.485979358026859,0.300519468771919,0.892291779930881,75,67.85232817202109,67.27984728046488,71.12485152075453,67.21628170770259,64.6225187352623,64.9858421271085,66.16634600904432,66.57332350634375,68.27053074442473
