parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,ndre_max,ndre_mean,ndmi_mean,msi_mean,rendimiento,ndvi_max_pred,ndvi_mean_pred,gndvi_max_pred,gndvi_mean_pred,cire_max_pred,cire_mean_pred,ndre1_max_pred,ndre1_mean_pred,ndre_max_pred,ndre_mean_pred,ndmi_mean_pred,msi_mean_pred
1,0.72202550874654,0.521283218777837,0.61119542403149,0.49486699115218,2.13760717522992,1.07951138428385,0.437886057656015,0.269966324233449,0.508344673412662,0.337101899839738,0.0324723648151013,0.978848498413347,70,50.75194305410548,53.957407311395656,51.115516939581056,63.85156827015021,52.306329830596624,48.70321955962115,50.55339325278453,49.223385338034916,51.34999191794944,52.11239852606883,48.19410441557255,31.991930680451503
10,0.789002183802315,0.592955350349875,0.674873831020351,0.551287260629017,2.7121668199982,1.65268455882076,0.495965222431714,0.342262837366163,0.580282365245761,0.418252307533005,0.129166963153744,0.836552283306341,80,73.8881870828377,82.20836692754906,74.3850809749483,84.59692195505292,69.83763310109778,85.02635404344085,71.56117032704265,84.2012105395128,73.6227009485533,84.99038681606632,77.32464556115588,78.10764402230365
11,0.784049706086602,0.576940121011365,0.669850753726836,0.516114964355885,2.93479698829211,1.60079325883406,0.501269355315775,0.334254842301152,0.57281645270513,0.401794070831624,0.131011236919758,0.831292505472829,80,72.17741638718616,75.89565391955202,72.54953225029988,71.66430513379035,76.63065630253988,81.73789821247846,73.4797247971513,80.32685699933486,71.31117143699754,78.32235237331506,77.88025770234742,78.18449906348498
13,0.768197495774002,0.561279244628557,0.643851282031004,0.49035524550064,2.45382530781309,1.3383663804269,0.46935840688606,0.308716047256367,0.543742832734437,0.370579915376839,0.103764842950626,0.880519392547207,65,66.70147112890515,69.72261599616354,63.04872341854454,62.19262973360273,61.95496428034619,65.1073802119567,61.93723630874774,67.97091519487944,62.30965551991807,65.67597551956413,69.67191706881091,72.9258614819316
14,0.770015526757869,0.583555716374944,0.663563877105775,0.5422403806836,3.02705716545772,1.56596030291609,0.50209366378773,0.330634903789005,0.591365987516085,0.408295483931093,0.127431326494743,0.832561638800373,75,67.32948690394198,78.50331903783345,70.25216199507628,81.27044503544906,79.44575332581374,79.53046388288054,73.7778848806534,78.57549208515783,77.05431360586215,80.95639192812203,76.80176180159218,78.17657685013005
15,0.808480059888382,0.59257277945402,0.689769498989699,0.522207248887828,2.87058179331657,1.51476438004226,0.518705658973922,0.334710454418922,0.57821852612374,0.403675455675269,0.160873519382239,0.781158600198491,75,80.61657265756764,82.05756919498475,79.82830287782886,73.90439718822668,74.67128434187148,76.28607549524912,79.78659890018054,80.54728700798245,72.98371341532246,79.08459313853885,86.87666973487654,73.09260466222368
16,0.711976168125636,0.516251144091744,0.595419214020344,0.481170747391144,2.02000608803381,1.04553121568843,0.432154247144713,0.266350896561101,0.494076191719903,0.328698569680079,0.0419343015866709,0.951556830455703,40,47.28052562797217,51.973917555696175,45.35052459054228,58.815551540489196,48.71801599173114,46.54982807427902,48.48014378512511,47.474202816329694,46.93231138145637,48.70779960365118,51.044639431766555,47.41943811469973
2,0.81248294995565,0.545351460351128,0.693114995727112,0.49004966488762,3.09181024560322,1.36267432655577,0.524393143421283,0.304899689071988,0.608581484589373,0.368623384579214,0.107619685770587,0.874197430225866,75,81.99932032814667,63.4443711536172,81.05082483216987,62.08026979709172,81.42153755651385,66.64782354651742,81.843815215961,66.12452034545711,82.38442286235812,64.88328946311847,70.8332400310653,74.17008326676645
5,0.786532505239751,0.586496384965309,0.677971907809783,0.535718624189144,2.76141671254214,1.50362109471495,0.497870261048504,0.328689119541559,0.580433273576122,0.400642508126697,0.114244282517594,0.845075874570971,80,73.03506790592382,79.66244055087776,75.51718995265534,78.87243902840848,71.34037491404851,75.57990313841738,72.25024061126484,77.6341008846995,73.66942384508744,77.85579815376147,72.82898841233205,77.73669869781352
6,0.760923515699404,0.596541925114934,0.654772026489509,0.529126740864423,2.31446931577587,1.41094600496894,0.45930811082805,0.330115105695376,0.5382841451779,0.398991662149808,0.121241841593381,0.818588265260163,80,64.18876684900636,83.62208487657023,67.03941625317401,76.4486478574519,57.702851934461975,69.70689669343832,58.30195023098875,78.3240082158647,60.61958517518417,77.18695992805715,74.93709668392307,77.89148499904536
7,0.819192943504581,0.556715706491492,0.70156195496978,0.528422106515938,3.21544727429286,1.5414431957043,0.534599627064379,0.315121638504698,0.616913917411493,0.387618449506219,0.091287852529727,0.915878529608673,80,84.31720260656687,67.92380900118226,84.13753928210554,76.18955854587296,85.19402360762852,77.97676559068887,85.5355958039618,71.07000865440696,84.9642366850577,72.57911675456444,65.91305681111444,62.87581831992527
8,0.735129742489667,0.552516967250159,0.637814940487267,0.510857037486345,2.14216186145573,1.20088191506304,0.439030804498073,0.29074428725322,0.518351479321036,0.36013765447788,0.0817761140503439,0.883227973364119,80,55.27863461408597,66.26879456050759,60.84290448033042,69.73100078112785,52.44530510714752,56.39471369736924,50.96745889159479,59.27598576171235,54.44821026001185,61.44530630524844,63.04751836428928,72.34148713198402
9,0.785431528309231,0.558451324977497,0.673491977818532,0.512713153185173,2.74324000833536,1.34546932086959,0.495374745697392,0.304798172352291,0.583981681235041,0.373710421519608,0.107591748135963,0.850867360048337,70,72.65474937095172,68.60793666254384,73.88011982582861,70.4134820420175,70.78575657840858,65.55750780409122,71.34758936991147,66.07540547223951,74.76805029938669,66.94429624929799,70.82482344493839,77.31077552072253
