parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,msi_mean,lluvia_acum,etc_acum,rendimiento,ndvi_max_pred,ndvi_mean_pred,gndvi_max_pred,gndvi_mean_pred,cire_max_pred,cire_mean_pred,ndre1_max_pred,ndre1_mean_pred,msi_mean_pred,lluvia_acum_pred,etc_acum_pred
10,0.7940925934,0.641291275733333,0.659580619,0.561637318333333,2.3084224136,1.70972003953333,0.4799057273,0.370132330966667,0.736183948966667,455.78,1487.0008257624,65,52.7757415833548,51.58110106736144,54.721575132932045,54.28178328612583,55.151850645644025,55.25942827926558,54.860842910170376,53.65006362606395,51.5483498582562,52.41373261927912,53.846508470963435
11,0.8083343841,0.6443836641,0.6727001753,0.566477998833333,2.677409407,1.89038162183333,0.5066676148,0.3802186399,0.7061839732,455.78,1493.21687553583,40,52.246915994539094,51.37215516489802,54.883320659159224,54.26505313944615,57.170920099715715,56.242446355108,55.33711552073139,53.40535275369423,52.247001957471554,52.41373261927912,53.68514928403264
13,0.7120264081,0.5717516527,0.5973031634,0.504073454033333,1.7170724855,1.25326719263333,0.4055693098,0.308923025866667,0.830733026233333,465.05,1579.6411032771,40,55.82301981383259,56.27974094335035,53.95378241206757,54.48073297784547,51.916027709197394,52.77577130272401,53.53790185743341,55.13510464029109,54.452418556255104,51.74185720836698,51.441707930158515
15,0.7681010677,0.620950845,0.6338648016,0.54216581335,2.0627089725,1.51580481851667,0.4548285853,0.34834587055,0.751700707983333,464.33,1694.8815671232,45,53.74085785082817,52.95545937949404,54.40453556828419,54.34907984379893,53.807324924538065,54.20429433759659,54.414553167499975,54.178639913945815,51.493222341199086,51.794041706301904,48.450240965524955
2,0.7340920888,0.5899440244,0.6093461149,0.5240337321,1.8146160419,1.3581563227,0.4240098859,0.3250410334,0.8143804371,453.04,1457.99427453075,50,55.00367786206547,55.050522270889914,54.10225492768883,54.41174714417548,52.44977881341384,53.34649535762411,53.86608279457381,54.74405458318758,53.3957104393289,52.61232362530925,54.59947437262201
3,0.7229065976,0.567940208833333,0.6175088068,0.516388280466667,2.0168574378,1.37600669718333,0.4326277671,0.31351309905,0.853134152,464.37,1510.15295836948,65,55.41901706305744,56.53727184955659,54.20288934447897,54.43817101727722,53.556428728219515,53.4436230399696,54.019452424299246,55.02374172047984,56.276396559547,51.79114256752774,53.24551436226747
4,0.6981606528,0.558131626,0.5998050619,0.51282756,1.841794375,1.3160240002,0.4112605592,0.30744849,0.856869471,467.61,1583.28544414554,65,56.33788247158088,57.200016288155965,53.984627272990906,54.45047742248052,52.59849663587462,53.11724443406058,53.63918717257016,55.17087936825724,56.622869906554165,51.55631232682059,51.34710639045662
5,0.7983085053,0.631101802,0.6810898194,0.56861326295,2.7152117448,1.82870850255,0.505164185,0.3702328524,0.7417909646,401.49,1300.37559036898,65,52.619196515401185,52.269581469043096,54.98675307476715,54.257673333678824,57.37777168773833,55.90686980210059,55.31035946940126,53.64762480649126,51.50433731525827,56.34858872051108,58.691015407276595
7,0.7903678363,0.6354770224,0.659336067,0.56329223175,2.3993584938,1.72805828175,0.4819129541,0.36654936915,0.74044065285,464.79,1586.16090432519,65,52.91404911139641,51.973957418452166,54.71856015353599,54.27606364728518,55.64944613027889,55.359210553663175,54.896564872906524,53.73699232491892,51.51244442505231,51.76070161039904,51.272463822660036
8,0.8391308115,0.645368196166667,0.71713199,0.578420607883333,3.0196888815,1.985464341,0.5359702106,0.382595355266667,0.723639191416667,396.2,1263.7642396076,65,51.103384313988215,51.305632491552295,55.431101932057906,54.22377762019951,59.04384799170103,56.75981164357246,55.85860429082955,53.34768962889844,51.74555339022157,56.73199982339406,59.64139032488837
9,0.6987930485,0.547793111233333,0.5983076195,0.49584479945,2.1034458323,1.48701960236667,0.4314355624,0.315260302816667,0.916360938883333,257.67,1037.57795622772,65,56.31440038035642,57.89856706571593,53.96616593150615,54.509172491289,54.03023399924308,54.04766785712276,53.998235144883054,54.98135160921369,63.771995058881245,66.77244218301209,65.5128418272684
