Fecha,et,et_holtwin_predicts
2020-01-01,1.714925,1.9053300141855616
2020-01-02,2.3010213,1.7643619055341357
2020-01-03,3.2932794,2.7610664004900087
2020-01-04,2.6037762,2.614884193887745
2020-01-05,2.7475116,2.6757649828909864
2020-01-06,2.7292266,2.6979626868959823
2020-01-07,2.7966998,2.906634405929834
2020-01-08,2.8455884,2.6641590123778904
2020-01-09,3.190141,2.978486966716403
2020-01-10,3.2777088,2.802911219193167
2020-01-11,3.8143733,3.863406025832117
2020-01-12,2.9622676,2.8405201677306477
2020-01-13,2.9481735,3.195863119123536
2020-01-14,2.3691404,2.971037643181652
2020-01-15,2.387571,2.72484253281908
2020-01-16,2.1303637,2.7743489683073164
2020-01-17,2.5380487,2.0723290556808482
2020-01-18,2.5909061,2.4222399854789725
2020-01-19,2.0095162,2.6935989158873452
2020-01-20,1.7589403,1.997842742608936
2020-01-21,2.078023,1.21300170857735
2020-01-22,3.121294,2.3509602777784053
2020-01-23,2.2369056,2.4578077264696745
2020-01-24,2.2678976,1.9859000828039077
2020-01-25,2.0888364,3.146254337910502
2020-01-26,2.0474756,2.342180179079916
2020-01-27,3.2817082,1.9199006864323958
2020-01-28,3.5221832,2.854941394393707
2020-01-29,3.1995597,3.4965008213382545
2020-01-30,2.495477,3.3540228792649156
2020-01-31,2.610882,3.063693923398949
2020-02-01,2.31552,2.6823859311116705
2020-02-02,2.427682,1.8695606538989455
2020-02-03,2.8030984,2.6585975013354286
2020-02-04,3.573075,3.1717840127304435
2020-02-05,3.545997,3.357512095024899
2020-02-06,3.4794462,3.5039403253437897
2020-02-07,3.0432484,3.64538711040935
2020-02-08,2.9406497,3.0374250221254386
2020-02-09,3.8869507,2.840934999819895
2020-02-10,3.625336,3.7316645109591584
2020-02-11,3.4697587,3.538971652686551
2020-02-12,3.6936035,3.5326031391312798
2020-02-13,3.0571144,3.681526961425701
2020-02-14,2.2001653,2.86609070561391
2020-02-15,3.4722605,2.8387750614692373
2020-02-16,3.5680666,3.493656105220916
2020-02-17,4.0784826,3.949416696023662
2020-02-18,3.9912152,4.259072487193782
2020-02-19,3.5299532,3.5590441584662607
2020-02-20,3.6449997,3.044203311744819
2020-02-21,2.3769565,3.7609144740432634
2020-02-22,3.4180982,3.3484735200121243
2020-02-23,4.1369495,3.544158244093312
2020-02-24,4.2507544,4.106208825283559
2020-02-25,3.557608,3.9496517155007917
2020-02-26,4.3754992,3.372104818396633
2020-02-27,3.4576557,4.225448132984056
2020-02-28,3.6599312,3.787291620729693
2020-02-29,3.700996,3.860853611525726
2020-03-01,4.2190576,4.05171738625069
2020-03-02,4.594497,4.0835437101633065
2020-03-03,5.0722446,4.749427508235791
2020-03-04,4.951448,4.767918038024748
2020-03-05,3.9928904,4.901922198190556
2020-03-06,4.239345,4.427349821498088
2020-03-07,3.9354005,3.7904847394002292
2020-03-08,3.2222266,3.2935098161634118
2020-03-09,4.105511,3.7203195561625426
2020-03-10,3.366094,4.369460783623211
2020-03-11,4.3223643,4.289637931933279
2020-03-12,4.5517745,3.743730916479072
2020-03-13,5.0350184,4.2593411741779565
2020-03-14,4.4636,4.486090483286235
2020-03-15,3.5453305,4.550568071154693
2020-03-16,3.5325673,4.616363586004144
2020-03-17,4.5530834,4.244997795677865
2020-03-18,4.395901,4.232481659231913
2020-03-19,5.2849827,3.2036464033313097
2020-03-20,4.120767,4.549684075709013
2020-03-21,3.8505938,5.341623134532657
2020-03-22,4.8980126,4.666755244016276
2020-03-23,5.552261,4.83260300786032
2020-03-24,5.4852414,5.67442913751981
2020-03-25,5.74121,5.533831524168571
2020-03-26,6.0334096,5.668413688605254
2020-03-27,5.7063184,5.827431784034938
2020-03-28,5.9020286,5.430542882756811
2020-03-29,4.1202273,4.793506055379129
2020-03-30,4.7864037,5.3357340769513035
2020-03-31,4.010464,4.7591430342655805
2020-04-01,4.8967047,3.471457150262583
2020-04-02,5.749808,4.87134936613679
2020-04-03,4.023768,5.651878661908379
2020-04-04,4.3100843,4.764588133060894
2020-04-05,2.804006,4.3617954131611985
2020-04-06,4.026324,3.243198984057969
2020-04-07,4.2928805,3.390421370306752
2020-04-08,5.0509167,4.143340649029412
2020-04-09,5.4076743,4.982641590496948
2020-04-10,4.833495,5.513120534211513
2020-04-11,5.4431515,5.1113945577758715
2020-04-12,7.696556,5.895926761379496
2020-04-13,6.239375,7.327774902696134
2020-04-14,6.3272214,6.506624210762851
2020-04-15,2.0971267,5.166567738535423
2020-04-16,2.1652937,3.222280033422161
2020-04-17,5.4777727,2.2464867401575135
2020-04-18,4.408059,4.287846200949735
2020-04-19,6.1334033,4.966044877907665
2020-04-20,5.9400716,6.230985386381213
2020-04-21,6.1383204,5.336573082195872
2020-04-22,6.323226,6.447454783656094
2020-04-23,6.849136,7.384957936655558
2020-04-24,6.0943537,6.076310776058138
2020-04-25,5.5681543,6.167843257709832
2020-04-26,3.8115368,4.919165328136778
2020-04-27,5.466309,4.736661787346686
2020-04-28,6.1220512,5.812521534681581
2020-04-29,6.0814204,6.266056710645148
2020-04-30,4.244653,5.125017251128954
2020-05-01,6.0635777,4.511657034975969
2020-05-02,6.194278,6.306386534707617
2020-05-03,6.113678,6.303359439052397
2020-05-04,6.102254,6.518009346196154
2020-05-05,4.894252,5.495462768159034
2020-05-06,4.8893385,5.011860801574233
2020-05-07,5.213177,4.9949432091303745
2020-05-08,5.769961,5.5906398404146405
2020-05-09,4.933313,5.436267233353915
2020-05-10,5.230305,4.670754544576577
2020-05-11,5.0302234,4.9919330780603275
2020-05-12,5.502606,4.879735616386905
2020-05-13,5.1678395,5.377016935726736
2020-05-14,5.3879023,4.929067383527566
2020-05-15,5.9123235,6.125022382563122
2020-05-16,6.179988,5.947219744215821
2020-05-17,5.7595696,6.363626727109764
2020-05-18,6.2368803,5.696777607836209
2020-05-19,6.815265,6.539564264652373
2020-05-20,6.3676605,6.24831747255814
2020-05-21,4.876782,5.962188533796535
2020-05-22,5.397165,5.269046852800645
2020-05-23,5.5043283,5.397165805443361
2020-05-24,5.8419986,5.700321356662256
2020-05-25,5.7308154,5.917853753797711
2020-05-26,4.7912393,5.2683218288887845
2020-05-27,4.723057,5.323069693219123
2020-05-28,5.0123763,5.103764207897602
2020-05-29,3.6141078,4.20572899485546
2020-05-30,5.10657,4.188347419868892
2020-05-31,4.917715,4.885617607557544
2020-06-01,4.508732,4.347828418863517
2020-06-02,4.863992,4.211225460349079
2020-06-03,5.196612,4.528560030811985
2020-06-04,5.2497897,5.447829911850869
2020-06-05,5.22752,6.099576729581427
2020-06-06,5.44964,5.8456744334239765
2020-06-07,5.9372416,5.731979515582416
2020-06-08,6.455756,5.74921110372672
2020-06-09,6.6562595,6.017305776145501
2020-06-10,5.207119,6.366982041750552
2020-06-11,3.6781626,5.2738539739162285
2020-06-12,6.2602043,4.57906867796604
2020-06-13,5.965226,5.43512788157577
2020-06-14,5.0847545,5.755236210028458
2020-06-15,6.092776,5.414711045353528
2020-06-16,5.1867614,5.91884442998164
2020-06-17,5.813005,5.549702424230004
2020-06-18,5.704411,5.602279968341643
2020-06-19,5.699033,5.414133633988669
2020-06-20,5.8329277,6.211891314256168
2020-06-21,5.852539,5.683212718881112
2020-06-22,5.6317196,4.955649302685361
2020-06-23,5.6801867,6.198225541434672
2020-06-24,4.282377,5.656631075619751
2020-06-25,2.827072,4.259947190748353
2020-06-26,3.5518563,3.425411582099783
2020-06-27,5.3325434,3.8367329738467806
2020-06-28,5.6998377,4.659961212479221
2020-06-29,5.9863987,5.187001082377419
2020-06-30,5.965584,5.2670218493728935
2020-07-01,5.7798104,6.588461955437061
2020-07-02,6.153496,6.19104765632999
2020-07-03,6.118942,6.184199281336704
2020-07-04,6.5610027,6.44156413974417
2020-07-05,6.800129,6.399450366780679
2020-07-06,6.2023883,6.120943561584973
2020-07-07,5.9482255,5.0773609557100645
2020-07-08,5.7217674,6.6844150689574855
2020-07-09,6.05408,6.036925380724324
2020-07-10,6.1956587,6.592096599065269
2020-07-11,6.510619,6.601885531572819
2020-07-12,6.8520994,6.505755014820453
2020-07-13,6.8321323,6.490999103511394
2020-07-14,6.720905,6.824477722484653
2020-07-15,6.544737,6.367492223266469
2020-07-16,5.7671523,6.6847959796180145
2020-07-17,6.191524,6.309093606009263
2020-07-18,5.926074,6.175500344395735
2020-07-19,6.3726573,6.215652118692068
2020-07-20,6.0305624,6.3941077595864115
2020-07-21,6.0387383,5.90654732194024
2020-07-22,6.440288,5.816773898955912
2020-07-23,6.1282077,6.253027266486717
2020-07-24,5.914395,5.951036180532302
2020-07-25,5.1898327,5.585546266140832
2020-07-26,3.0902932,5.317458882286261
2020-07-27,1.8663881,3.0491477501676014
2020-07-28,2.7270086,2.1921142050462237
2020-07-29,2.0135016,2.3547370159062346
2020-07-30,4.774774,2.8070962765716114
2020-07-31,5.176606,4.688059674278877
2020-08-01,5.401667,5.216760758726873
2020-08-02,4.592343,5.102999406893046
2020-08-03,5.1906524,4.909750014875252
2020-08-04,4.9635744,4.923294915708897
2020-08-05,5.095636,5.108797320217301
2020-08-06,5.4188337,5.392310679222538
2020-08-07,4.7981353,5.297108231979471
2020-08-08,4.556373,4.7653724306953755
2020-08-09,3.61814,4.51253457218168
2020-08-10,3.4195905,3.8086954955235957
2020-08-11,5.1400795,3.9242895356697813
2020-08-12,5.408827,4.801913012063768
2020-08-13,5.6051235,4.891023673690766
2020-08-14,5.952754,5.392052449854326
2020-08-15,5.501591,5.676951899366478
2020-08-16,5.2427278,5.543380888467931
2020-08-17,5.188685,5.583310199327442
2020-08-18,4.731264,4.973385245751815
2020-08-19,4.2847676,4.488208824555179
2020-08-20,5.0493574,4.554087448656315
2020-08-21,5.4017963,4.513118337637084
2020-08-22,5.299741,5.629970665675842
2020-08-23,4.974473,5.2396793373229515
2020-08-24,5.43299,5.420435593572268
2020-08-25,4.0828466,4.796093024782137
2020-08-26,5.2069464,4.492275621041205
2020-08-27,5.6260033,5.434431160250238
2020-08-28,5.753295,5.743374118460861
2020-08-29,6.0364575,5.467964837117654
2020-08-30,5.768372,5.855632345549608
2020-08-31,5.6105347,5.950655454686297
2020-09-01,6.076451,5.6895624982568025
2020-09-02,6.1226845,5.812209304458007
2020-09-03,5.7086406,5.542123333739457
2020-09-04,4.797283,5.582465007647066
2020-09-05,1.8951819,4.475276732709905
2020-09-06,3.4133518,2.739670409256625
2020-09-07,4.3124676,3.3562104332943186
2020-09-08,5.02673,4.6947211338431405
2020-09-09,4.7518277,4.718141849320242
2020-09-10,2.9789298,4.382095539328879
2020-09-11,3.8898184,3.452811064402449
2020-09-12,4.748684,4.248970122936744
2020-09-13,4.9166427,4.3855888640927105
2020-09-14,4.301742,4.757500293323009
2020-09-15,4.0216722,3.9668426167270177
2020-09-16,3.9709818,3.637932721174209
2020-09-17,4.4032464,3.829078734846039
2020-09-18,5.314923,4.7796618913476925
2020-09-19,5.168604,5.384952226869785
2020-09-20,4.5252395,5.105171807947187
2020-09-21,4.582644,4.690346081735658
2020-09-22,4.710398,4.301416806718964
2020-09-23,4.831905,5.013161916068771
2020-09-24,4.8765297,4.776295397876763
2020-09-25,5.0456905,4.79424086516936
2020-09-26,5.0907784,4.915020045647109
2020-09-27,5.1160235,5.232950633543227
2020-09-28,5.9420953,5.395215964697364
2020-09-29,6.177038,5.717175023955646
2020-09-30,4.574551,5.463580901449685
2020-10-01,4.5989623,4.986008261907841
2020-10-02,4.210565,3.960637597733225
2020-10-03,4.663183,4.334000071580739
2020-10-04,4.779011,4.478701026423837
2020-10-05,4.632529,4.983471114452806
2020-10-06,4.0965476,4.088086551345042
2020-10-07,5.0884495,4.782995642016193
2020-10-08,5.2857604,4.74182708293237
2020-10-09,4.76682,5.5189808062433965
2020-10-10,5.0918355,4.4224224796326785
2020-10-11,5.10488,5.111424365641432
2020-10-12,4.425075,5.78173302905609
2020-10-13,3.2973588,4.398501803047656
2020-10-14,3.7158604,3.3786819639418777
2020-10-15,4.465915,3.7074168189345107
2020-10-16,3.7239792,4.2340933849882445
2020-10-17,4.052164,3.7100813398261145
2020-10-18,4.4990473,3.8295003203649767
2020-10-19,4.319067,4.415277087634353
2020-10-20,3.818755,4.46847826599851
2020-10-21,3.9952712,4.092084412988969
2020-10-22,4.222983,4.101799193109387
2020-10-23,4.333066,4.097826426517006
2020-10-24,4.001117,4.143986027354304
2020-10-25,4.757488,3.523752059267543
2020-10-26,4.479647,4.6918550509316415
2020-10-27,3.8246887,4.784656378106576
2020-10-28,3.4376745,3.9686455652511547
2020-10-29,3.466666,3.401141241783363
2020-10-30,3.6822596,3.46059299545407
2020-10-31,3.6230059,3.1501465526993186
2020-11-01,4.047064,3.677598041548875
2020-11-02,3.7740169,3.844926747333504
2020-11-03,3.4678304,4.095017214688833
2020-11-04,3.570523,3.6778695806456
2020-11-05,3.2488813,3.3823019464567494
2020-11-06,3.1133516,3.3665315024861657
2020-11-07,3.4696665,3.1196458577851933
2020-11-08,3.7389631,3.5807511267743113
2020-11-09,3.6942763,3.6025763144101353
2020-11-10,3.6749346,3.530297657113718
2020-11-11,3.3632276,3.276883477555188
2020-11-12,3.6315463,3.22916862431868
2020-11-13,3.561984,3.10484211911388
2020-11-14,3.959639,4.306072707718718
2020-11-15,3.415752,3.7525531437006614
2020-11-16,2.7648087,3.319222990322249
2020-11-17,3.1786714,2.756342662728885
2020-11-18,2.901399,3.19350022315669
2020-11-19,2.8776996,3.0545281242787388
2020-11-20,2.870911,2.707862605366161
2020-11-21,1.5097795,2.6847793169410403
2020-11-22,2.6818304,1.6691978001408345
2020-11-23,2.9543557,2.618168866212019
2020-11-24,3.660641,3.47174432798474
2020-11-25,3.239101,3.143344214833058
2020-11-26,3.391577,3.1744114031679325
2020-11-27,3.4935055,3.259917616330772
2020-11-28,3.0235465,3.2202797257572047
2020-11-29,2.3339942,3.183247098955374
2020-11-30,2.8013866,3.149256083342256
2020-12-01,2.8570473,2.329474627519239
2020-12-02,3.035045,2.973138296123592
2020-12-03,3.1695628,2.910938688630658
2020-12-04,2.1427379,2.73995980786086
2020-12-05,1.6662632,2.416871960569057
2020-12-06,1.9348938,1.714420146854994
2020-12-07,2.3296967,1.8951856605336146
2020-12-08,2.5429492,2.667290940744959
2020-12-09,2.8495007,2.7990702992898813
2020-12-10,3.183311,3.1773511460642414
2020-12-11,3.002376,2.754634592939011
2020-12-12,2.7924254,2.5949867330892964
2020-12-13,3.479962,2.965451257369733
2020-12-14,3.5728996,3.256856807765997
2020-12-15,3.412019,3.618543982712236
2020-12-16,3.5114095,3.4560145577585364
2020-12-17,1.9972345,3.175454679514592
2020-12-18,3.1500938,2.2897763339646655
2020-12-19,3.0705433,2.9377357435854345
2020-12-20,3.0296075,3.2373049424248403
2020-12-21,2.4000187,2.78129110693896
2020-12-22,3.176904,2.7357516053276987
2020-12-23,3.173699,3.2087106509494934
2020-12-24,4.0296674,3.287785662636651
2020-12-25,2.6660366,3.2355963577517866
2020-12-26,2.7256522,2.8448139937477928
2020-12-27,2.910434,2.996199330201846
2020-12-28,3.0492783,3.1905794931044196
2020-12-29,3.2572699,3.0014765318562975
2020-12-30,3.2270954,3.3970994816100806
2020-12-31,2.7397149,3.2425720996980014
2021-01-01,1.9726495,2.875821295460322
2021-01-02,2.1675684,2.8320819005187845
2021-01-03,2.7211804,1.8211269458450756
2021-01-04,2.894043,2.5404268383952706
2021-01-05,2.9014256,2.766307757048997
2021-01-06,3.4185712,3.050025903398641
2021-01-07,3.3227746,3.1533073558785976
2021-01-08,2.913644,3.458991283612174
2021-01-09,1.9618825,2.7363948851249056
2021-01-10,3.4790964,2.8941193324512913
2021-01-11,1.6170467,2.3293785821111705
2021-01-12,1.6566004,2.0820031506569965
2021-01-13,2.285648,1.7287594662612908
2021-01-14,2.7291763,2.3199205610893996
2021-01-15,3.2601416,2.908878943393926
2021-01-16,3.0168748,2.926040299883277
2021-01-17,2.8290217,3.005053529697153
2021-01-18,3.426143,3.027328489369058
2021-01-19,2.8763714,3.1140903019716206
2021-01-20,0.9476828,2.3301045124357054
2021-01-21,2.9962535,1.8440266267906378
2021-01-22,2.94989,2.2268358675674214
2021-01-23,3.094478,2.437045355972586
2021-01-24,3.0904105,3.8686947367936737
2021-01-25,3.7856183,3.266326830665271
2021-01-26,3.6449986,3.432253247857443
2021-01-27,3.9512694,3.5369641828739873
2021-01-28,2.6689403,3.9957477886536323
2021-01-29,3.2968965,3.109072765131674
2021-01-30,3.7822804,3.5748663875537376
2021-01-31,4.076692,3.6706476858139627
2021-02-01,3.4095147,3.4163390929530277
2021-02-02,3.3271246,3.7971375674062937
