Fecha,Evapotranspiration,holtwinters_predicts
2020-07-15,6.8191833,6.4464324361020555
2020-07-16,5.7116213,6.783684439382828
2020-07-17,6.3347883,6.410573569565146
2020-07-18,5.9427586,6.384789936024322
2020-07-19,6.6252728,6.398201219060202
2020-07-20,6.3346343,6.665485463966231
2020-07-21,6.611149,6.340823163472368
2020-07-22,6.8449645,6.119642831577952
2020-07-23,6.578366,6.685453527824499
2020-07-24,6.4956694,6.420988122155713
2020-07-25,5.7062826,5.991396137279037
2020-07-26,3.7628987,5.937784505047706
2020-07-27,2.16649,3.7929861830263802
2020-07-28,3.0737572,2.7768454672299265
2020-07-29,2.1908605,2.5605775211848845
2020-07-30,4.9610286,3.1261107474107837
2020-07-31,5.277218,4.811054310575557
2020-08-01,5.779271,5.365462852955816
2020-08-02,5.0742264,5.3019520478044
2020-08-03,5.6325064,5.299012058213116
2020-08-04,5.3859434,5.257190866369167
2020-08-05,5.4666386,5.59032994979604
2020-08-06,5.636218,5.753533545401799
2020-08-07,5.007472,5.555658002825048
2020-08-08,4.6057286,5.071666749935472
2020-08-09,3.5051334,4.507310725035846
2020-08-10,3.9785354,4.004629079222004
2020-08-11,5.1139793,4.273892548917441
2020-08-12,5.3720694,4.910067062855098
2020-08-13,5.6408324,4.884547104804082
2020-08-14,6.1103635,5.371853768578993
2020-08-15,5.7208176,5.775489620541768
2020-08-16,5.37768,5.639674244449631
2020-08-17,5.403713,5.756333694787353
2020-08-18,5.149814,5.238045608190241
2020-08-19,4.564311,4.783439691462508
2020-08-20,5.375374,4.957681541403041
2020-08-21,5.7405615,4.830782479577368
2020-08-22,5.726726,5.970184187300056
2020-08-23,5.4138145,5.5595190018744916
2020-08-24,5.629359,5.841156961642792
2020-08-25,3.991477,4.974814072481964
2020-08-26,5.130392,4.5250525781894675
2020-08-27,5.460133,5.3536399968869
2020-08-28,5.7746487,5.6503519397389566
2020-08-29,6.100449,5.352373917979934
2020-08-30,5.9315286,5.902344423390007
2020-08-31,5.8711414,6.12878236266004
2020-09-01,6.2249513,5.976705074735928
2020-09-02,6.2606134,5.999012409684217
2020-09-03,5.8419814,5.6613968031808035
2020-09-04,4.9508,5.675777467647519
2020-09-05,2.273858,4.675401910066792
2020-09-06,3.7202775,3.223401356676532
2020-09-07,4.565366,3.7022636197159557
2020-09-08,5.117317,4.809543404739805
2020-09-09,4.737092,4.837482562735822
2020-09-10,3.4825323,4.481336017059224
2020-09-11,4.031135,3.7663739807876357
2020-09-12,5.0270596,4.518790452542245
2020-09-13,5.105682,4.686101504728337
2020-09-14,4.126465,4.864234630017877
2020-09-15,3.9154642,3.8971176824133726
2020-09-16,3.9452803,3.5432263069600856
2020-09-17,4.4328003,3.9713404059377115
2020-09-18,5.2363043,4.531839409361079
2020-09-19,5.15919,5.257378335241918
2020-09-20,4.701275,5.200938495008013
2020-09-21,5.2796364,4.966367332225878
2020-09-22,5.2921395,4.770795275672481
2020-09-23,5.4710155,5.539294980849239
2020-09-24,5.402114,5.419762341260584
2020-09-25,5.3970556,5.373179773219222
2020-09-26,5.2121105,5.208152836526662
2020-09-27,5.434929,5.481120065507137
2020-09-28,6.19628,5.620373971064907
2020-09-29,6.5849423,5.977768158248354
2020-09-30,4.8464675,5.8267949341647896
2020-10-01,4.9172425,5.305768073993447
2020-10-02,4.3702354,4.286795741520166
2020-10-03,4.8994064,4.73407893419698
2020-10-04,5.207951,4.561492664913178
2020-10-05,4.9081774,5.274854038276378
2020-10-06,4.445363,4.550346103489577
2020-10-07,5.132061,4.921869434955339
2020-10-08,5.278874,4.771702150679262
2020-10-09,5.211064,5.566201176953328
2020-10-10,5.534358,4.821462053887423
2020-10-11,5.3709674,5.521364859983263
2020-10-12,4.5632024,6.042732271068917
2020-10-13,3.4152837,4.667612223634667
2020-10-14,4.1177382,3.6222193067235526
2020-10-15,4.728206,3.9948694854326487
2020-10-16,3.6745975,4.404526842163077
2020-10-17,4.11639,3.6373738107787137
2020-10-18,4.707819,4.048933029669987
2020-10-19,4.4640694,4.311314922892589
2020-10-20,4.036807,4.72567487407061
2020-10-21,4.4215875,4.422171079077383
2020-10-22,4.5136724,4.462662732204589
2020-10-23,4.676938,4.371096662557371
2020-10-24,4.2953563,4.431497568903548
2020-10-25,4.982541,3.747980638944136
2020-10-26,4.5753155,4.861474073858108
2020-10-27,4.097611,5.0369274471405445
2020-10-28,3.5590227,4.176538025174778
2020-10-29,3.4679177,3.485604971493444
2020-10-30,3.9143343,3.6420605340998367
2020-10-31,3.8390992,3.2168965143447315
2020-11-01,4.1424923,3.754733715730281
2020-11-02,3.9826508,4.006012857070191
2020-11-03,3.7852423,4.3546317431822565
2020-11-04,3.7521842,4.1034895426496885
2020-11-05,3.6301713,3.629780467438769
2020-11-06,3.4265702,3.7463320584515776
2020-11-07,3.618625,3.3889181956035124
2020-11-08,4.041859,3.7725855506826447
2020-11-09,3.9410982,3.824288752282839
2020-11-10,3.9703078,3.8040769587123
2020-11-11,3.5244722,3.530628651357011
2020-11-12,3.8331845,3.3887780209728073
2020-11-13,3.642251,3.2195447340803582
2020-11-14,4.108108,4.4364748098604245
2020-11-15,3.5505826,3.883837647209005
2020-11-16,3.041196,3.5225012245960183
2020-11-17,3.244998,3.0186210662867268
2020-11-18,3.0055945,3.2594274201060807
2020-11-19,3.0396683,3.271703118288176
2020-11-20,2.7645218,2.739593926068695
2020-11-21,1.3832222,2.611374148827166
2020-11-22,2.9078345,1.6706978936511492
2020-11-23,3.1011248,2.6832574842134655
2020-11-24,3.8692665,3.7134787922093486
2020-11-25,3.4631994,3.3209506773169695
2020-11-26,3.501814,3.3614424911292655
2020-11-27,3.6006858,3.4270100149054326
2020-11-28,3.1916966,3.253878145961854
2020-11-29,2.2137122,3.278605626603447
2020-11-30,3.0168364,3.2865418083946616
2020-12-01,2.942539,2.481489862106063
2020-12-02,3.2290587,3.090294696736467
2020-12-03,3.2793071,2.9838396724108067
2020-12-04,2.2381582,2.8308995109829334
2020-12-05,1.8021597,2.5438391096744972
2020-12-06,1.7345167,1.7718259892821044
2020-12-07,2.302875,1.7192556924827356
2020-12-08,2.6968236,2.6888783721134986
2020-12-09,2.9945312,2.9143484725350532
2020-12-10,3.24411,3.360383145733733
2020-12-11,3.1800947,2.9069273543058434
2020-12-12,2.8936172,2.648641112170279
2020-12-13,3.8583198,3.1421060004873445
2020-12-14,3.7171497,3.462483849759815
2020-12-15,3.6865675,3.7848700829388924
2020-12-16,3.774542,3.7166903183159437
2020-12-17,1.9092396,3.3378961233258884
2020-12-18,3.1404564,2.4029292828376296
2020-12-19,3.1408896,3.001785683030841
2020-12-20,3.1657348,3.237800557966196
2020-12-21,2.1872752,2.7942485837790625
2020-12-22,3.2076976,2.637936978994779
2020-12-23,3.4941642,3.298933969760467
2020-12-24,4.107617,3.5092069703831865
2020-12-25,2.7833855,3.3453938393326483
2020-12-26,2.7809968,2.895730562419121
2020-12-27,3.018383,3.07882989817683
2020-12-28,3.0884943,3.342516498027925
2020-12-29,3.278274,3.1285477893464413
2020-12-30,3.2734523,3.3678336208471658
2020-12-31,3.4156601,3.3857609384146703
2021-01-01,1.9286382,3.3190973944563162
2021-01-02,1.985123,2.851190921850174
2021-01-03,2.8336954,1.897428251867191
2021-01-04,2.9275193,2.5649702800879055
2021-01-05,2.7809002,2.6618023880184882
2021-01-06,3.6557338,2.940546576326666
2021-01-07,3.3721945,3.227483536816443
2021-01-08,3.0263886,3.6235385385454237
2021-01-09,1.7516176,2.7839230717167456
2021-01-10,3.8339918,2.979061407316128
2021-01-11,1.6040472,2.3113525723261477
2021-01-12,1.5079668,2.17676023169376
2021-01-13,2.2496924,1.5829401936424947
2021-01-14,2.7090418,2.2973317447782016
2021-01-15,3.3531675,2.9475771180953494
2021-01-16,3.0200462,2.9498506730644847
2021-01-17,2.9880533,3.040537451733825
2021-01-18,3.4413652,3.156138094139481
2021-01-19,2.893146,3.0690530630508683
2021-01-20,1.0267649,2.4572310136896593
2021-01-21,3.0364182,1.9634449983072326
2021-01-22,3.1276734,2.1520747401479174
2021-01-23,3.1938803,2.5725132635382986
2021-01-24,3.0646958,4.018975350077543
2021-01-25,4.2020645,3.41061828042976
2021-01-26,3.8255913,3.6425843080277014
2021-01-27,3.9771876,3.6351079586594874
2021-01-28,2.4296937,4.00926519549027
2021-01-29,3.1620793,2.97217415560526
2021-01-30,3.9870381,3.6182662008150586
2021-01-31,4.3777037,3.7723143174017366
2021-02-01,3.4207356,3.5518580730671165
2021-02-02,3.5289094,3.993721561548177
2021-02-03,3.701761,4.046621019291562
2021-02-04,3.9679465,3.6949359739960164
2021-02-05,4.211304,3.877885288324007
2021-02-06,4.361623,4.2982878103452125
2021-02-07,3.9588976,4.080108209110584
2021-02-08,4.2204943,3.986819460840504
2021-02-09,3.6379688,4.092571566462382
2021-02-10,4.023837,3.8118751778030506
2021-02-11,4.0204444,4.047882035120423
2021-02-12,2.2879236,3.9265695369678504
2021-02-13,2.19383,2.4244043994965434
2021-02-14,2.8564892,2.848147992242886
2021-02-15,2.6261725,3.0427220320668855
2021-02-16,2.4704971,3.1365849935465286
2021-02-17,3.7357957,2.912462298272898
2021-02-18,3.1895616,3.0337468825973457
2021-02-19,2.5145483,2.4718507075503595
2021-02-20,3.641627,2.760574741350621
2021-02-21,4.277607,4.06818658759919
2021-02-22,3.3211772,4.48642546287761
2021-02-23,4.275302,3.8282520413925627
2021-02-24,4.626514,3.874783255555562
2021-02-25,4.5029125,3.950144612969349
2021-02-26,4.672699,4.422804749427869
2021-02-27,4.9524503,4.8164435761874085
2021-02-28,5.0358524,4.995336101471636
2021-03-01,5.447248,5.575343699516073
2021-03-02,2.5349667,5.185133969181361
2021-03-03,4.4656453,3.757473776638946
2021-03-04,4.7319856,4.140454372627575
2021-03-05,5.110764,4.456373038900692
2021-03-06,4.9476433,5.072457482215083
2021-03-07,3.397368,4.499305733079089
2021-03-08,2.1037652,2.8848614001029125
2021-03-09,3.6996343,2.860298762025888
2021-03-10,5.1984167,4.109957085138539
2021-03-11,5.125751,5.595601327328307
2021-03-12,4.6365833,4.609420659950148
2021-03-13,4.3530903,4.447963842340806
2021-03-14,5.5784197,4.042157499756162
2021-03-15,5.049384,5.178720587456778
2021-03-16,5.921243,5.91004803519006
2021-03-17,6.682982,6.602695253765139
2021-03-18,5.888834,6.178292411561943
2021-03-19,5.2631607,4.776713354138712
2021-03-20,4.7183585,4.811420047340482
2021-03-21,4.996216,6.000094662406635
2021-03-22,6.0641065,5.793490380007951
2021-03-23,6.3725185,6.010378372470596
2021-03-24,7.428396,6.759260759865406
2021-03-25,6.705066,7.152682327382589
2021-03-26,6.103938,6.7969246074112615
2021-03-27,6.228641,6.19759508373318
2021-03-28,6.1101236,6.144788984956693
2021-03-29,3.78536,4.701116543396097
2021-03-30,6.0585394,5.25901820225645
2021-03-31,6.05838,5.955771316316392
2021-04-01,4.2620068,5.304434507157389
2021-04-02,2.2920275,4.587568553163778
2021-04-03,4.7997828,3.2581930375288772
2021-04-04,4.6738544,4.641269185699456
2021-04-05,5.9749603,4.657417959905169
2021-04-06,6.2255874,5.3181554182095105
2021-04-07,6.7080927,5.670643752090095
2021-04-08,6.736477,6.3463020581431
2021-04-09,7.3837295,6.976408361557814
2021-04-10,7.544823,7.5197662248778165
2021-04-11,6.5661874,7.72581991339286
2021-04-12,6.632687,7.590115279701327
2021-04-13,6.393017,6.899483845071221
2021-04-14,6.378918,6.587451583229726
2021-04-15,5.9649634,4.97986021238894
2021-04-16,6.7767677,6.020718740833589
2021-04-17,4.8704314,6.3834540878581985
2021-04-18,2.9127243,5.053133259686554
2021-04-19,4.098025,4.05128616674075
2021-04-20,5.731687,4.785879308549596
2021-04-21,4.120407,4.561288532251184
2021-04-22,5.5047975,4.550374853862466
2021-04-23,7.219696,6.561112462763372
2021-04-24,7.2000675,6.161877713544032
2021-04-25,6.7508245,6.789009150669393
2021-04-26,6.914268,6.05794219845288
2021-04-27,6.7225466,7.120979903458723
2021-04-28,7.204476,7.376307543723373
2021-04-29,7.0700865,7.564872138199335
2021-04-30,5.0248857,6.145918144527131
2021-05-01,3.7241447,5.267899908859814
2021-05-02,6.7385345,5.168170622155486
2021-05-03,7.8754954,6.136758323394105
2021-05-04,8.509129,7.881237169976531
2021-05-05,6.1285353,7.5568969554805
2021-05-06,5.855826,6.4858908809895475
2021-05-07,5.360612,6.027766372425438
2021-05-08,6.402139,6.024924110946881
2021-05-09,6.7700996,6.163551595177852
2021-05-10,6.139644,6.095214773672771
2021-05-11,5.031501,5.798698434984096
2021-05-12,3.557045,5.034433299341394
2021-05-13,5.1331005,4.216472442351241
2021-05-14,4.5772233,4.604976862305164
2021-05-15,5.447751,5.435912102560216
2021-05-16,5.6216364,5.58107488256284
2021-05-17,6.5263333,5.864757805707779
2021-05-18,5.9327264,6.112390569009527
2021-05-19,7.235385,6.489077968726708
2021-05-20,6.6203537,6.488472505728349
2021-05-21,6.53251,6.246502509888771
2021-05-22,5.6731143,6.382279223115735
2021-05-23,5.7667055,5.874125965843454
2021-05-24,6.158628,6.074085686241592
2021-05-25,5.8566127,6.294389603711049
2021-05-26,5.669858,5.55668680280174
2021-05-27,6.5778255,5.83407696070927
2021-05-28,6.9528193,6.63517322169073
2021-05-29,4.93254,5.954870833178519
2021-05-30,4.6327047,5.690689063222046
2021-05-31,5.3084884,4.980650955449135
2021-06-01,5.0030823,4.669139310771188
2021-06-02,4.209075,4.4208021472194785
2021-06-03,2.8233087,4.226307706581016
2021-06-04,4.258253,3.839137512492176
2021-06-05,5.833331,4.98221058426331
2021-06-06,6.7323546,5.977042199260813
2021-06-07,6.7210884,6.624214347428239
2021-06-08,6.4946575,6.441826677713812
2021-06-09,6.0607605,6.250014189306608
2021-06-10,5.558085,5.914014924298375
2021-06-11,6.074566,5.337531508484167
2021-06-12,4.8791656,6.33302510400665
2021-06-13,4.3301525,4.9067004177176035
2021-06-14,5.4097886,4.571270290053792
2021-06-15,5.7180223,5.37928967846258
2021-06-16,5.7249894,5.535554756757189
2021-06-17,5.247556,5.843028945350204
2021-06-18,5.01366,5.3331733817383755
2021-06-19,3.8405733,4.7404664887515775
2021-06-20,6.4378552,4.805931604302857
2021-06-21,6.3949676,5.788966152082468
2021-06-22,3.984652,5.2110435813111415
2021-06-23,5.1344166,5.104665873468284
2021-06-24,5.5050206,4.875655996046569
2021-06-25,5.41711,4.983724686587292
2021-06-26,5.635653,5.4515905473645745
2021-06-27,5.0421953,5.8203864169315
2021-06-28,4.037479,5.0450193322459125
2021-06-29,4.408581,4.262716670413453
2021-06-30,2.690615,3.808417853335116
2021-07-01,4.6695642,3.7701886951561763
2021-07-02,5.3098845,4.586864434513591
2021-07-03,5.1601415,5.088271107221499
2021-07-04,5.6716743,5.372603149864293
2021-07-05,5.1068635,5.536213682945604
2021-07-06,4.235779,4.640343444494463
2021-07-07,2.0633106,3.2057909775448135
2021-07-08,3.766008,3.393686263173331
2021-07-09,3.068271,3.7662062014364457
2021-07-10,4.575573,3.7849566680196705
2021-07-11,5.106761,4.705599619107445
2021-07-12,4.611449,4.908068160669151
2021-07-13,4.116805,4.582434046642457
2021-07-14,5.093793,4.207570519716307
2021-07-15,4.7063622,4.357890162780689
2021-07-16,4.837555,4.678586044243107
2021-07-17,5.3737354,5.144935703763565
2021-07-18,5.5306306,5.326853443206785
2021-07-19,5.7499623,5.780651895217881
2021-07-20,6.0941396,5.872164659923247
2021-07-21,5.5142636,5.924483346222583
2021-07-22,4.866756,5.239228067012969
2021-07-23,5.424094,5.056435608334736
2021-07-24,6.378088,5.115707059209273
2021-07-25,6.280013,5.496026522707934
2021-07-26,6.163249,6.171451335975652
2021-07-27,5.9771695,5.504149221011267
2021-07-28,5.5876775,5.9197024534297285
2021-07-29,5.122051,5.274552493937023
2021-07-30,5.2473373,5.988208472693858
2021-07-31,5.606863,5.916680188492725
2021-08-01,6.2933555,5.941934925012246
2021-08-02,5.928981,5.835881033673939
2021-08-03,5.439886,6.051717175965789
2021-08-04,4.801275,5.365263352350242
2021-08-05,5.5151105,5.226011315348051
2021-08-06,5.85091,5.670703396735586
2021-08-07,5.746983,5.675712978843993
2021-08-08,5.4160695,5.614138723581002
2021-08-09,5.5573654,5.232446815456906
2021-08-10,5.6063256,5.634733154718705
2021-08-11,5.854526,5.902418755916292
2021-08-12,6.0614657,5.933065802471228
2021-08-13,6.150223,5.6800569906325755
2021-08-14,6.018022,5.972254324610895
2021-08-15,5.7617173,5.903498258075523
2021-08-16,5.8307657,5.708281900350494
2021-08-17,5.9396048,6.087123095191139
2021-08-18,5.9633646,5.708697624408976
2021-08-19,5.920194,5.487919751327841
2021-08-20,5.235111,6.106363713585025
2021-08-21,3.411629,5.100512266905925
2021-08-22,4.2139792,4.467844483104052
2021-08-23,5.326129,4.050082532172252
2021-08-24,5.398423,5.301235280215604
2021-08-25,5.0773497,4.645594682458991
2021-08-26,5.2688036,5.1608071801881445
2021-08-27,5.7285166,5.650248429250968
2021-08-28,5.6369348,5.9277134062504295
2021-08-29,4.6022677,5.346688835306361
2021-08-30,5.258112,4.878902233188378
2021-08-31,5.2746544,5.344028236027166
2021-09-01,5.3146853,5.320333321364158
2021-09-02,4.954187,5.169506097580314
2021-09-03,4.334698,4.506671034258461
2021-09-04,4.1876216,4.280636995442084
2021-09-05,5.1989474,3.711206509711273
2021-09-06,5.0923867,4.91137163912385
2021-09-07,5.3040757,5.17484316439232
2021-09-08,5.0815015,5.781685332320291
2021-09-09,5.1023283,5.122282154669262
2021-09-10,5.346418,4.820986689946858
2021-09-11,4.4290957,5.145424964819076
2021-09-12,4.8956804,5.228820237242601
2021-09-13,4.3051157,4.822361008201772
2021-09-14,5.150858,4.3616575928628105
2021-09-15,4.825837,4.435806003430883
2021-09-16,3.5942829,4.335372235414952
2021-09-17,4.5197268,3.9839585649929994
2021-09-18,4.665502,4.595129617951585
2021-09-19,5.180363,4.888270692352339
2021-09-20,5.400476,5.097969481686487
2021-09-21,4.851352,5.410410916492988
2021-09-22,3.7540243,4.619984417134491
2021-09-23,4.3154216,4.442459042049929
2021-09-24,3.880536,4.282858406373129
2021-09-25,3.9549062,3.9739604239357056
2021-09-26,4.4863567,3.7796587971365425
2021-09-27,5.4448795,4.531835865893864
2021-09-28,5.0724525,5.3252072975581815
2021-09-29,4.3800716,5.117524377092155
2021-09-30,3.4771082,4.049628491332877
2021-10-01,4.146986,3.806691862483376
2021-10-02,1.9641067,3.284713380275333
2021-10-03,3.213315,2.774554856466993
2021-10-04,3.3130922,2.7884267156124474
2021-10-05,3.9134486,3.4187355904015844
2021-10-06,4.350066,3.2816230715695953
2021-10-07,4.541513,4.453324433734877
2021-10-08,4.6279297,4.219961348010356
2021-10-09,4.8190713,4.9468119181170165
2021-10-10,5.0579696,4.357138155891803
2021-10-11,4.7094297,5.048813984269789
2021-10-12,4.8477736,5.441308248423828
2021-10-13,4.188989,4.670362552995034
2021-10-14,4.0422983,4.150696195775542
2021-10-15,4.10518,4.111525830490094
2021-10-16,3.6222625,4.016781932565847
2021-10-17,3.57778,3.478350298276637
2021-10-18,4.178678,3.631063403593461
2021-10-19,4.294946,3.817567562183382
2021-10-20,4.309031,4.453293798189966
2021-10-21,3.921471,4.521164939069341
2021-10-22,3.894365,4.153113629196034
2021-10-23,4.208581,3.8503184090127793
2021-10-24,4.0444736,3.9464662087241833
2021-10-25,2.9152837,3.422619005910268
2021-10-26,4.5203915,3.3482858484271345
2021-10-27,5.0001674,4.518152984455886
2021-10-28,3.9483693,4.626991873193165
2021-10-29,3.6658604,3.894388807264683
