parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,ndre_max,ndre_mean,ndmi_mean,msi_mean,rendimiento,pred
15,0.784649740521895,0.53460343380208,0.676323520964124,0.485585293227038,2.56289239855117,1.2687408429419,0.491877143541198,0.298746847406337,0.564743111156701,0.358803373334916,0.0889675985059672,0.887605447134372,50,61.29054293282926
16,0.653471141251014,0.457563309673253,0.596158465782987,0.441478813711084,1.38958994358168,0.803474766003975,0.352036926088979,0.22236191020148,0.419247219417291,0.280802608150165,-0.0416901158269266,1.12142513251746,30,60.31522154197924
2,0.796460039871669,0.515383763491586,0.678979421894622,0.473634861054744,2.71766755308098,1.2607466642526,0.492250238686705,0.286786791376677,0.567933539099485,0.346337686939782,0.066460569972731,0.944313604833428,65,60.78114130778333
3,0.713524499426732,0.514107275811773,0.61050676480978,0.472190505887379,2.03670588319809,1.08193221046472,0.427125792905963,0.271843061462369,0.495219811076901,0.332381947415392,0.064085327639549,0.912312350087823,50,56.884020520421146
4,0.783366068946176,0.533963422641978,0.677123894207989,0.482381632109307,2.78510446184751,1.32177700685229,0.487030220847367,0.300365223442198,0.568395014600259,0.360148211977313,0.0616976170609953,0.955246600311029,65,67.48304924425436
5,0.779337333705219,0.541131417775853,0.679993041198148,0.501237509252208,2.69809050909894,1.3245491759289,0.481234005367466,0.295752376037258,0.567391795453269,0.366225616184769,0.0715485414872447,0.954790048126723,75,68.24075291227368
6,0.794706853435986,0.547816799838595,0.693483224562296,0.506431249520946,2.621129452968,1.32737884139627,0.490585529247674,0.302744803305019,0.570626855029642,0.369919150427052,0.0826662157225443,0.910230830571319,75,67.41220350901108
7,0.811294551840716,0.576749441229448,0.700784378336126,0.531808153355036,3.293242187057,1.61558100088216,0.530983407259223,0.331037911917569,0.617877220957281,0.405970617174363,0.121559358913393,0.856947217303134,75,72.12487976504792
8,0.81215192802535,0.545231381840744,0.707018309885947,0.502687735358972,2.9673158650437,1.32175891683094,0.507538350091096,0.297714439285867,0.591411554374588,0.366366822065358,0.0921465468620062,0.89863556100486,75,63.69769718893485
9,0.788007542040299,0.546152992601218,0.694342030419695,0.50318996122997,2.61902269055216,1.31046321127507,0.485979358026859,0.300519468771919,0.569299462169268,0.366128372285465,0.0883603224320713,0.892291779930881,75,64.56626303039934
10,0.787244155581115,0.626589823922068,0.680776520355313,0.553228990565275,2.63963866306602,1.69318787373252,0.489180830905107,0.36142176234548,0.57902005841994,0.429141021777481,0.164576577718281,0.76633408210914,65,72.19451361138587
11,0.801863587481576,0.633393448164245,0.692490102023754,0.55887655714744,3.11890662238984,1.87161343165624,0.516821860261635,0.374580529276025,0.608580675003139,0.445967128767163,0.188034850693736,0.734391684062046,40,72.66123627224377
13,0.722282728379346,0.550560708591582,0.622915767504597,0.489513878994165,2.01988683670945,1.17883872472642,0.42672360617355,0.293286724615115,0.510942023410322,0.355527541249389,0.0944416648700836,0.863536360334166,40,59.546242219249415
15,0.771430223981967,0.59359001306433,0.660662190046359,0.52444682894862,2.30513718175188,1.4239043287564,0.458972623102582,0.329909675542331,0.548176836123903,0.398629104046308,0.149474386992117,0.779084499092872,45,64.2800743393993
2,0.74495766590935,0.565799003704824,0.635269172020955,0.509663679068351,2.18131713244051,1.29641593707206,0.447810059093962,0.309752696447505,0.532161437052205,0.374137338204912,0.107879983421487,0.854987167331032,50,63.90853278151101
3,0.761786824668946,0.546875796658076,0.659093598088465,0.504053421877381,2.67960618239105,1.31080499249077,0.485679817049917,0.298150120783635,0.55871142929033,0.36473977858404,0.087252008723695,0.884698990909342,65,64.22273296574963
4,0.747664802699206,0.526161248316405,0.652928540214334,0.493976877599267,2.3825107366127,1.17370505834906,0.462233876452017,0.281808957962261,0.549697051519818,0.349965282608761,0.0632347911408064,0.928516146529966,65,64.30448659607941
5,0.821659938180422,0.578178487219103,0.719512212126287,0.53473456899168,3.44228009130369,1.58610064945753,0.542076783976398,0.32874030179303,0.639174312658148,0.401286925124168,0.118301554536793,0.836792029320817,65,71.14815658708991
7,0.79557420160825,0.617933211737733,0.691095092181727,0.552410038382882,2.87339391228452,1.68719820902188,0.505503856732369,0.356343103441835,0.600029049615598,0.428267242984049,0.156636854042516,0.78253093800754,65,73.64950362251842
8,0.828513435878699,0.602840939293264,0.725044910630077,0.545237087258358,3.59002957338592,1.81261426923616,0.549828891532011,0.353771474092851,0.649031948312824,0.427532752858144,0.157416816764286,0.778641226345706,65,71.82813471623446
9,0.746166528685083,0.511709385713281,0.662518083740672,0.480103562379264,2.51458102014512,1.31458578523549,0.467512987110492,0.283558869467514,0.566001097211386,0.355953676400134,0.0775986343568926,0.97124674495774,65,62.07804961377381
