Parcela,Fecha,dias,ndvi,gndvi,cire,ndre1,ndmi,msi,temp,dia_x,reconstruida_temp,ajustados_temp,srf,dia_y,reconstruida_srf,ajustados_srf,precip,precip_acum,et,dia,reconstruida_et,ajustados_et,et_acum,et_acum_ajustados,rh12,rh12_holtwin_predicts,kc,etc,etc_acum
13,2023-03-12,11.0,0.2476070852,0.2802148352,0.2997044378,0.1008575377,-0.1789443869,1.4273585339,302.25098,1167,301.8579734478439,297.4787071146121,22494990.0,1167,19752216.402418,19056487.223661527,0.02,0.48,5.4672537,1167,4.897803027880933,4.570362087501207,57.40847230000001,48.69086338960566,38.478863,42.51748275267012,0.45474814797999996,2.486223494611802,24.671332052334666
13,2023-03-13,12.0,0.2518003341,0.2830111709,0.3132478503,0.1037105022,-0.1754160296,1.4202722629,299.54407,1168,300.8706990952944,297.5609992494939,17208944.0,1168,18392255.55447529,19151334.221648365,3.69,4.17,4.528607,1168,4.731504850535332,4.599256563659016,61.93707930000001,53.29011995326468,45.267956,43.9610198696988,0.45957038421499996,2.081213658948738,26.752545711283403
13,2023-03-14,13.0,0.2559745666,0.2857951218,0.326726246,0.1065500479,-0.1719030197,1.4132162461,295.9736,1169,299.09394691648106,297.64377026125663,6827039.5,1169,16743130.375829984,19246383.06248308,4.49,8.66,2.0606134,1169,4.446382437680505,4.62815052007799,63.99769270000001,57.918270473342666,70.96336,49.09045178432402,0.46437075158999996,0.9568885932944251,27.70943430457783
13,2023-03-15,14.0,0.2601297827,0.2885666879,0.3401396249,0.1093761748,-0.1684053572,1.4061904835,297.6904,1170,296.86474341772134,297.7269953232316,10744675.0,1170,15148212.849816035,19341604.960569184,0.98,9.64,2.9246876,1170,4.095411735970959,4.657035287594019,66.92238030000001,62.575305760936686,46.067017,53.86360455967672,0.46914925010499997,1.3721149943313922,29.081549298909223
13,2023-03-16,15.0,0.2642659824,0.2913258692,0.353487987,0.1121888829,-0.1649230421,1.3991949751,300.90643,1171,294.67294060043906,297.8106494725605,22027600.0,1171,14007987.794803249,19436971.077899706,0.19,9.83,5.5446305,1171,3.7670439195407126,4.68590219979998,72.46701080000001,67.26120796073667,43.048042,48.72845187998072,0.47390587976,2.627632995046629,31.709182293955852
13,2023-03-17,16.0,0.2683831657,0.2940726657,0.3667713323,0.1149881722,-0.1614560743999999,1.3922297209,297.02664,1172,293.03152252406323,297.8947076176827,23611680.0,1172,13659673.73842293,19532452.532790788,0.07,9.9,5.5313168,1172,3.559742722429886,4.714742595645941,77.99832760000001,71.97595055638261,32.68412,43.40125182798654,0.478640640555,2.6475130162646328,34.35669531022049
13,2023-03-18,17.0,0.2724813326,0.2968070774,0.3799896608,0.1177740427,-0.1580044541,1.3852947209,292.144,1173,292.33560871941046,297.9791445458616,19160404.0,1173,14265248.806835111,19628020.408628527,0.01,9.91,5.071337,1173,3.550659154776949,4.743547822037779,83.06966460000001,76.7194983784204,29.919472,31.79007532343816,0.48335353249,2.451248653397239,36.807943963617724
13,2023-03-19,18.0,0.2765604831,0.2995291043,0.3931429725,0.1205464944,-0.1545681812,1.3783899751,286.2858,1174,292.752571491328,298.0639349307468,5438538.0,1174,15745621.652759198,19723645.76262639,1.22,11.13,2.1205022,1174,3.768612729715105,4.7723092364333946,85.19016680000001,81.4918076148538,55.24675,38.955561078521335,0.4880445555649999,1.0348995537736045,37.84284351739133
13,2023-03-20,19.0,0.2806206172,0.3022387464,0.4062312673999999,0.1233055273,-0.1511472556999999,1.3715154835,290.3227,1175,294.1766599563242,298.1490533399708,10809665.0,1175,17785844.507426042,19819299.634590544,1.22,12.35,2.2395587,1175,4.180757006446361,4.801018209435771,87.42972550000002,86.29282582428957,65.95381,60.59339946645247,0.49271370977999995,1.1034612753470738,38.9463047927384
13,2023-03-21,20.0,0.2846617349,0.3049360037,0.4192545454999999,0.1260511414,-0.1477416776,1.3646712461,297.48666,1176,296.2618515299891,298.234474242777,24409818.0,1176,19914308.87078864,19914953.055690475,0.04,12.39,5.365766,1176,4.698267317840656,4.829666127382081,92.79549150000001,91.12249195167163,38.147476,53.46991236828116,0.497360995135,2.668722717421548,41.61502751015995
13,2023-03-22,21.0,0.2886838362,0.3076208762,0.4322128068,0.1287833367,-0.1443514469,1.3578572629,300.10056,1177,298.522597914701,298.3201720176777,20991322.0,1177,21634701.68133032,20010577.057232216,0.65,13.04,4.992526,1177,5.200306553516357,4.85824439492808,97.78801750000001,95.98073634659973,46.698486,39.90959429156372,0.50198641163,2.5061802117094776,44.121207721869425
