Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Evapotranspiration,Kc,ETc,Dia,msi_mean_pred_1,msi_mean_pred_2,msi_mean_pred_3,msi_mean_pred_4,msi_mean_pred_5,msi_mean_pred_6,msi_mean_pred_7,msi_mean_pred_8,msi_mean_pred_9
11,2022-05-11,16,0.1597267260057679,0.1339155749636099,0.2213930348258706,-0.2715870167927248,-0.3138719167232405,-0.1539645881447267,1.7483876226431454,1.3639672429481349,1.91490765171504,0.2236881174798931,0.1875,0.2803129074315515,0.6634615187405185,0.4517133956386293,1.0523786641037962,5.555295,0.3536857349066331,1.9648285946981443,0,1.423823851151143,1.6452688233679913,1.69481722775271,1.7454958065930168,1.8208618496776847,0.010553690611291452,7.514191685583567e-06,4.639976994524389e-15,2.408537931824867e-19
12,2022-05-16,16,0.1661130562633379,0.1396468699839486,0.2369020501138952,-0.2614985727371337,-0.3110140708393983,-0.1119320280753601,1.71196941657705,1.2520798668885191,1.9028169014084504,0.2570198503223233,0.2188841201716738,0.3105712409717662,0.5311339832325327,0.41350531107739,0.723965763195435,7.015527,0.3610300147028386,2.532815815958161,5,1.414384357703648,1.6059948726602995,1.6418128968500134,1.670645653535468,1.704758491442434,0.5612104642206966,0.07021831305064122,4.282376043483193e-05,1.5004384393312666e-06
13,2022-05-21,16,0.1781503005881606,0.1198347107438016,0.2512886597938144,-0.2330061053488857,-0.3275717870086423,-0.1117266851338873,1.614315343468426,1.2515592515592515,1.9742951907131008,0.2412313016527738,0.1474530831099195,0.3175033921302578,0.6872697972599606,0.4483738553836438,1.678082191780822,7.0722632,0.3748728456763847,2.6511994311563747,10,1.4049448642561526,1.5677125460071988,1.590974038517769,1.6013306387828148,1.6038150294173983,0.9738728628146,0.2459046038760479,0.0006305484918536747,4.428777188901557e-05
14,2022-05-26,16,0.2171222762532864,0.1763740771123872,0.2876863611264494,-0.2171476006765153,-0.2856031128404669,-0.1091502014195281,1.5573088740180747,1.2450473729543496,1.7995642701525054,0.2574102532417217,0.1905564924114671,0.3318103940605368,1.241563446319783,0.7159047978843974,2.7441077441077444,5.6280923,0.4196906176912793,2.3620575338105327,15,1.3955053708086576,1.5304218434086898,1.5422621329147743,1.5372535389120001,1.516462031984021,1.2709807805847868,0.4848714722643656,0.0029377152212808648,0.000310210289842088
15,2022-05-31,16,0.2313772095486043,0.1631291691934505,0.3348314606741573,-0.2090126588104491,-0.3100841779762927,-0.1020408163265306,1.5344794849345935,1.2272727272727273,1.8989043824701195,0.2835268952755232,0.2131562302340291,0.347962382445141,0.8362301865317388,0.4990076552310746,1.5226666666666666,6.013163,0.4360837909808949,2.6222429168260506,20,1.3860658773611623,1.4941227648647721,1.4956386601998268,1.4781256111844623,1.4412336220122832,1.4725437084656723,0.7534719982482491,0.00853345095195173,0.0012042732656104532
16,2022-06-05,16,0.2906345386859965,0.1882845188284518,0.5049180327868853,-0.1922164271952549,-0.2869651412522716,-0.0435865504358655,1.4866070282393316,1.0911458333333333,1.804911955514365,0.3365190492666537,0.2554927809165097,0.4578059071729958,0.9370924849553948,0.493101108346528,1.9063338147307607,7.2417297,0.5042297194888959,3.6514953352454063,25,1.3766263839136672,1.4588153103754462,1.4510651005317243,1.423666593546134,1.376764287084059,1.5963025248519027,1.0255446576320746,0.01911690842528378,0.00338047110891644
17,2022-06-10,16,0.3469474619792064,0.1967435549525101,0.581115017579106,-0.1423694032019335,-0.2612050566409457,0.0338259441707717,1.346973650703141,0.934561626429479,1.707111111111111,0.374856083326145,0.2672782874617737,0.5177478580171359,1.0113950391536493,0.4590544533558463,1.8362164735756228,6.6546965,0.5689895812760873,3.786452975054444,30,1.367186890466172,1.4244994799407116,1.408502934069264,1.3736047046274427,1.3217856897164757,1.6578862124303049,1.2814290659645668,0.03630936481036614,0.007724084023045167
18,2022-06-20,16,0.4787375412961153,0.311816192560175,0.6224772457459438,0.0325545771661207,-0.112967671630948,0.1890951276102088,0.947571093873798,0.6819512195121952,1.2547092547092549,0.4152706795171623,0.3358862144420131,0.4996342355523043,2.3503813456204536,1.186511240632806,3.830385852090032,5.43286,0.7205481724905326,3.914637344396915,40,1.3483079035711816,1.3588426912350164,1.329258701396461,1.28562759089316,1.2356940937481478,1.6473894371638673,1.693118758547718,0.09571876012749679,0.027293880106722557
21,2022-07-10,16,0.5329060118929217,0.3563549160671463,0.6340023612750886,0.0447903088598987,-0.0807640246653632,0.1857273559011893,0.9207970445949024,0.6867283950617284,1.1757198952879582,0.490572220015724,0.3764019739793629,0.5600086188321483,1.451054462133149,1.0051406926406927,1.8744764032393184,6.9233246,0.78284191367686,5.419868678870081,60,1.310549929781201,1.2394286024787238,1.1932120815056546,1.1514218837780226,1.1316329133714993,1.3679833106881292,1.9809880819820513,0.32842516728771415,0.14215563552796873
25,2022-07-30,16,0.5106420231349921,0.3873417721518987,0.6229860365198711,-0.0235549944503077,-0.1143434343434343,0.096715659589911,1.0507494000311446,0.8236267372600926,1.2582116788321167,0.4643846668213238,0.4164408310749774,0.534010152284264,1.4096248882440054,0.8212560386473431,2.1561338289962824,5.497935,0.7572383266052409,4.163247099184385,80,1.2727919559912204,1.135880498595894,1.0850335306904504,1.061099683128691,1.0780501815115753,1.070814063617239,1.6639803910841806,0.6752717709451557,0.3951453020901618
