Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Evapotranspiration,Kc,ETc,Dia,msi_mean_pred_1,msi_mean_pred_2,msi_mean_pred_3,msi_mean_pred_4,msi_mean_pred_5,msi_mean_pred_6,msi_mean_pred_7,msi_mean_pred_8,msi_mean_pred_9
10,2022-05-06,15,0.138289378710382,0.0303468208092485,0.292894280762565,-0.1428185545532379,-0.2644471278247369,0.1840228245363766,1.3546974362509565,0.689156626506024,1.7190431519699811,0.1974278396521295,0.0065454545454545,0.3180212014134275,0.3063764148404707,-95.71428571428572,31.375,5.9410105,0.3290327855169392,1.954787233600384,0,1.260194773561158,1.4695408834370538,1.4327751158731405,1.4016606716059585,1.371264309527955,0.008716476516945773,5.631192886058332e-06,8.556486175024336e-15,4.25301533270673e-19
11,2022-05-16,15,0.2055165198690543,0.1440032089851584,0.4704412989175687,-0.1536727721847045,-0.2037354085603112,0.0054084827782522,1.365376674145579,0.9892412231030576,1.5117279124315872,0.3240875893140146,0.2755825734549139,0.4884112937210282,0.453219677375088,0.3000668672684721,1.2295973884657236,7.349682,0.4063439978494124,2.986499166801865,10,1.2322226956212772,1.3941252082420785,1.3737495072123813,1.362867127758002,1.3591724823611901,0.8424839936781767,0.20899091976135978,0.0007766316272265695,5.265739532159543e-05
12,2022-05-21,15,0.2166056154229175,0.1560747663551402,0.4557564224548049,-0.1551134765541685,-0.2304296145355748,-0.0079136690647482,1.369986948690586,1.0159535895576504,1.5988526037069726,0.3158237141330954,0.2586399108138238,0.4447592067988669,0.5220389654223259,0.3488372093023256,1.3666191155492156,7.3157825,0.4190964577363551,3.0660185313196164,15,1.2182366566513367,1.3576140533369707,1.3442576905286032,1.3410393758158077,1.34562595702901,1.0973221211825934,0.4081545326387459,0.003591729726692296,0.0003665008090232263
13,2022-05-26,15,0.2333806618247661,0.1626934337097448,0.4642700569925471,-0.1578632238691632,-0.2123827950587885,-0.0135853514471352,1.3767404935618843,1.0275449101796408,1.5393046107331825,0.3165624538353991,0.2590844738084001,0.4490238611713666,0.6670832962098278,0.4331353676018841,1.6648325734947336,5.7195063,0.438387761098481,2.507361561445657,20,1.2042506176813963,1.3219006868934495,1.314817685445548,1.3178106034562593,1.3279590473774652,1.2688009230721193,0.6276702630749073,0.010352858667534435,0.00141338463506066
14,2022-05-31,15,0.2439576870633896,0.1365719523373052,0.4336432797971259,-0.1016147977295625,-0.2656467315716272,0.196894848270995,1.235301803481207,0.6709905660377359,1.7234848484848484,0.3060323692972617,0.1596164692611393,0.4382716049382716,0.8900428288632801,-6.608527131782945,29.758064516129032,6.1670136,0.450551340122898,2.7785562420361374,25,1.1902645787114559,1.2869851089115152,1.2854578568404569,1.2933394437253982,1.306775078162477,1.3727467638858828,0.8448496448779599,0.02300464823580027,0.003939892049700369
15,2022-06-05,15,0.2880889992620256,0.1753479125248509,0.5783132530120482,-0.127225443700565,-0.2120399344360005,0.0441218331910048,1.2941318076025417,0.915485278080698,1.5381996974281391,0.3731213680006445,0.3037447988904299,0.532804011700794,0.6698227835438774,0.3617840526231349,1.5631542219120729,7.5889745,0.5013023491513294,3.804370744499536,30,1.1762785397415156,1.2528673193911677,1.2562065695905718,1.267779656349222,1.2826337824690157,1.423028286452922,1.0432442447551362,0.04331921128154615,0.008936479057306804
16,2022-06-10,15,0.3216942058711702,0.1920704845814978,0.5895765472312704,-0.1257955851083905,-0.2234098475556334,0.0597176981541802,1.2912186751818828,0.8872950819672131,1.5753610108303249,0.3968880219357794,0.3232273838630807,0.5573284704809665,0.7336852803169003,0.3784860557768924,1.5521254440769323,6.914571,0.5399483367518457,3.7335111108025454,35,1.1622925007715752,1.2195473183324066,1.227092188573134,1.241280127733688,1.2560527705712787,1.4317035827875368,1.2116919466514284,0.07270465351106244,0.0175677318379747
17,2022-06-20,15,0.359816977918875,0.1994572591587517,0.5487269534679543,-0.0538843348911503,-0.1555341983020983,0.0978683678232456,1.116851327477704,0.8217120181405896,1.368361153262519,0.3530216954763672,0.2608488316642823,0.4736842105263157,1.3793111729934395,0.6508264462809918,2.13711745597538,5.545442,0.5837895246067063,3.2373709489140627,45,1.1343204228316943,1.1553006815996447,1.1693876047445668,1.1860330258081597,1.1974402383669673,1.3642619428864293,1.435387045461077,0.16178105215753047,0.050693525171547855
18,2022-06-25,15,0.4449729896223274,0.2311827956989247,0.7302240512117055,-0.087380288011034,-0.2537070229753951,0.1440665154950869,1.1975748394404035,0.7481501057082452,1.6799126637554584,0.431501292565197,0.2961082910321489,0.6129582267689685,1.484078207301972,0.7176234979973297,2.3011527377521617,6.3322377,0.6817189380656765,4.316806360423442,50,1.1203343838617539,1.1243740459256437,1.14085413168792,1.1575588587098684,1.1662465442965217,1.3044605882064322,1.487304277277051,0.22157105546749603,0.07750293170163919
19,2022-06-30,15,0.4742128626935529,0.25,0.7034358047016275,-0.0587568209112224,-0.235254691689008,0.1394012700332627,1.1302653677192902,0.755307855626327,1.6152497808939528,0.4451286377029214,0.2954186413902053,0.5986423419601188,1.492060342534019,0.7571382739813924,2.1982895153626862,5.929358,0.7153447920975858,4.241535365782157,55,1.1063483448918134,1.0942451987132296,1.1125710243726865,1.1286917627956237,1.1342917242144124,1.2359423189675014,1.501260010269549,0.290612632410305,0.11237085895853335
