Fecha,RH12,Dia,Reconstruida,Ajustados
2022-09-26,60.63519,1000,55.245591061813585,53.37808405353358
2022-09-27,55.402718,1001,54.6692445060926,53.40938879050295
2022-09-28,61.248524,1002,53.50901172866973,53.43955427999106
2022-09-29,46.60641,1003,51.943005980337176,53.46857327965387
2022-09-30,42.870316,1004,50.40642430268029,53.49643882240475
2022-10-01,45.876408,1005,49.445909719533546,53.52314421808715
2022-10-02,50.50085,1006,49.515552988901696,53.54868305508083
2022-10-03,51.347404,1007,50.78570767875384,53.57304920184121
2022-10-04,59.86582,1008,53.03579675304827,53.59623680837148
2022-10-05,56.801395,1009,55.67710072491296,53.6182403076271
2022-10-06,62.096786,1010,57.908632263540554,53.63905441685237
2022-10-07,55.554985,1011,58.962648671360014,53.65867413884877
2022-10-08,58.496002,1012,58.36213273379161,53.67709476317471
2022-10-09,44.905933,1013,56.10320091609936,53.69431186727644
2022-10-10,54.885998,1014,52.69541258145619,53.710321317549855
2022-10-11,54.128593,1015,49.03697961737256,53.72511927033294
2022-10-12,45.801342,1016,46.156038381963626,53.73870217282854
2022-10-13,43.0027,1017,44.89548091583806,53.75106676395738
2022-10-14,46.759926,1018,45.6412950962795,53.762210075140985
2022-10-15,53.09258,1019,48.18436531672372,53.77212943101441
2022-10-16,49.75608,1020,51.765364548870345,53.780822450068555
2022-10-17,54.96717,1021,55.29420039166878,53.788287045221935
2022-10-18,69.283325,1022,57.67837264581126,53.794521424321765
2022-10-19,43.257576,1023,58.15766443167917,53.799524090574224
2022-10-20,48.16187,1024,56.53863476639742,53.80329384290381
2022-10-21,53.840576,1025,53.25341248966357,53.80582977624175
2022-10-22,51.13546,1026,49.22357783836501,53.80713128174322
2022-10-23,54.663128,1027,45.57305433118552,53.80719804693358
2022-10-24,59.456894,1028,43.28293612898043,53.80603005578337
2022-10-25,27.454142,1029,42.899571758162736,53.80362758871216
2022-10-26,41.158146,1030,44.38871661946425,53.79999122252124
2022-10-27,50.908653,1031,47.179294272283215,53.79512183025513
2022-10-28,57.261974,1032,50.37687287407374,53.78902058099193
2022-10-29,33.78614,1033,53.07084168491552,53.78168893956273
2022-10-30,47.28681,1034,54.629482809784164,53.77312866619983
2022-10-31,67.91155,1035,54.883697999868296,53.76334181611421
2022-11-01,58.40767,1036,54.140607733779575,53.75233073900203
2022-11-02,60.430458,1037,53.028451449617805,53.74009807848056
2022-11-03,56.96865,1038,52.23322728929049,53.72664677145342
2022-11-04,53.43327,1039,52.22479492700374,53.71198004740553
2022-11-05,35.314503,1040,53.07277474445411,53.69610142762771
2022-11-06,48.865467,1041,54.4196617541004,53.67901472437127
2022-11-07,59.29909,1042,55.6217146661174,53.66072403993277
2022-11-08,55.71047,1043,56.0073783136479,53.64123376566906
2022-11-09,58.95979,1044,55.15969554079405,53.620548580942994
2022-11-10,55.863575,1045,53.11874748933585,53.59867345200001
2022-11-11,58.271904,1046,50.426543827034365,53.575613630775734
2022-11-12,49.567223,1047,47.99099858987445,53.55137465363512
2022-11-13,39.082653,1048,46.808914132169704,53.52596234004319
2022-11-14,49.6183,1049,47.638231670720025,53.4993827911679
2022-11-15,42.32569,1050,50.72958284972564,53.4716423884153
2022-11-16,45.104454,1051,55.709341045851644,53.44274779189742
2022-11-17,76.86143,1052,61.65688619746472,53.41270593883332
2022-11-18,73.66685,1053,67.35455283458978,53.38152404188352
2022-11-19,60.507046,1054,71.63165694934044,53.34920958741835
2022-11-20,83.9545,1055,73.69344541767704,53.31577033372053
2022-11-21,71.347336,1056,73.33188560439386,53.28121430912254
2022-11-22,72.82893,1057,70.95536971899676,53.245549810079126
2022-11-23,59.516094,1058,67.43449557088036,53.20878539917542
2022-11-24,59.88319,1059,63.820403913252825,53.17092990307114
2022-11-25,64.26401,1060,61.03072833585464,53.1319924103815
2022-11-26,67.45382,1061,59.60369298207857,53.09198226949508
2022-11-27,56.717125,1062,59.59264726211466,53.05090908632941
2022-11-28,62.279026,1063,60.622364261718516,53.00878272202476
2022-11-29,57.68159,1064,62.07322604988486,52.96561329057655
2022-11-30,51.901646,1065,63.319214530043546,52.92141115640714
2022-12-01,80.86992,1066,63.933624707081485,52.876186931877484
2022-12-02,64.811615,1067,63.79531155003294,52.82995147473919
2022-12-03,58.25797,1068,63.06965645412351,52.78271588552776
2022-12-04,64.24497,1069,62.08617717591979,52.73449150489745
2022-12-05,56.980816,1070,61.17108071372229,52.685289910898575
2022-12-06,61.547966,1071,60.505251841831175,52.63512291619773
2022-12-07,61.489956,1072,60.0628164501024,52.584002565241775
2022-12-08,55.617207,1073,59.649571055458765,52.53194113136604
2022-12-09,56.539883,1074,59.01878308245507,52.47895111384771
2022-12-10,60.50338,1075,58.01055140907776,52.42504523490489
2022-12-11,61.91696,1076,56.65209605505578,52.37023643664217
2022-12-12,57.2848,1077,55.1731498814621,52.31453787794344
2022-12-13,57.978638,1078,53.926192444186526,52.257962931312505
2022-12-14,50.413242,1079,53.241438659529486,52.20052517966262
2022-12-15,37.40092,1080,53.27527553302549,52.14223841305535
2022-12-16,60.996567,1081,53.91655151829012,52.08311662538979
2022-12-17,50.43842,1082,54.79494417693572,52.02317401104277
2022-12-18,64.905716,1083,55.3967924311427,51.962424961461046
2022-12-19,62.577633,1084,55.250938550065456,51.900884061705995
2022-12-20,38.292206,1085,54.11688686059568,51.838566086952
2022-12-21,59.549046,1086,52.102192642474776,51.77548599893912
2022-12-22,54.70799,1087,49.65855319224438,51.71165894238092
2022-12-23,42.398407,1088,47.44914009904532,51.64710024132849
2022-12-24,41.28979,1089,46.127817130251366,51.58182539549129
2022-12-25,48.94393,1090,46.10612625029795,51.515850076515896
2022-12-26,49.0249,1091,47.39258570736425,51.4491901242234
2022-12-27,48.312943,1092,49.566642150314266,51.381861542806526
2022-12-28,52.432423,1093,51.90354788479743,51.313880496987196
2022-12-29,55.67396,1094,53.61250736929382,51.245263308135584
2022-12-30,50.458813,1095,54.1080519036109,51.176026450351635
2022-12-31,46.52677,1096,53.21953870623851,51.10618654650975
2023-01-01,58.797577,1097,51.262254257632854,51.03576036426789
2023-01-02,67.11782,1098,48.94017316332492,50.964764812041885
2023-01-03,34.831886,1099,47.10910438232231,50.89321693494594
2023-01-04,34.4678,1100,46.47913563422006,50.82113391070035
2023-01-05,48.424965,1101,47.35891263925747,50.748533045507266
2023-01-06,51.811035,1102,49.532370418466286,50.6754317698958
2023-01-07,54.72393,1103,52.3145020671446,50.601847634537116
2023-01-08,54.916145,1104,54.77145116012301,50.52779830603076
2023-01-09,58.344727,1105,56.03282279267252,50.45330156266312
2023-01-10,57.06607,1106,55.59074640464059,50.378375290139175
2023-01-11,58.03976,1107,53.48286817118232,50.30303747728824
2023-01-12,52.71409,1108,50.29465120412405,50.22730621174515
2023-01-13,30.44922,1109,46.97729061037417,50.15119967560765
2023-01-14,41.116062,1110,44.54039157837654,50.07473614107112
2023-01-15,45.338284,1111,43.72170569117881,49.99793396604159
2023-01-16,53.136963,1112,44.744767483633666,49.92081158972838
2023-01-17,56.993595,1113,47.24617945436231,49.84338752821693
2023-01-18,54.151268,1114,50.39742800154856,49.765680370023404
2023-01-19,37.10115,1115,53.18082643078389,49.68770877163183
2023-01-20,50.59626,1116,54.727625962740525,49.60949145301492
2023-01-21,54.84399,1117,54.605863897993544,49.531047193139585
2023-01-22,54.55158,1118,52.96280098153311,49.45239482545849
2023-01-23,65.01143,1119,50.47567261683604,49.37355323338822
2023-01-24,50.045055,1120,48.12820297386288,49.294541345775706
2023-01-25,29.271004,1121,46.88743077368843,49.215378132353635
2023-01-26,46.875587,1122,47.386997132555685,49.136082599186075
2023-01-27,61.23863,1123,49.719184615523886,49.05667378410533
2023-01-28,50.106003,1124,53.4007568553304,48.977170752141284
2023-01-29,52.253704,1125,57.520147194909796,48.897592590944015
2023-01-30,61.43895,1126,61.01522379970682,48.817958406201186
2023-01-31,58.128284,1127,62.990792403447614,48.73828731705098
2023-02-01,76.762344,1128,62.97556141006875,48.65859845149185
2023-02-02,72.737495,1129,61.04131782326307,48.578910941790156
2023-02-03,47.60813,1130,57.753677206886174,48.499243919886716
