Fecha,dias,ndvi,Temperature,Dia_x,Reconstruida_x,Ajustados_x,SRF,Dia_y,Reconstruida_y,Ajustados_y,Precipitation,acum,Evapotranspiration,Dia,Reconstruida,Ajustados,acum_ref,acum_ajustados,RH12,holtwinters_predicts
2022-02-15,1.0,0.11423186199999999,291.43967,777,292.1689637353284,295.01824091415835,20459898.0,777,18205346.708434112,16422495.768469552,0.0,0.0,3.724121,777,3.859330526458932,3.560562912947989,3.724121,3.560562912947989,40.99842,37.69671627299799
2022-02-16,2.0,0.12001195869999999,294.67877,778,292.41128095226435,295.0738489770658,20502460.0,778,18734869.828926448,16499546.246617155,0.0,0.0,4.2601523,778,3.9711701761557103,3.5830221908608983,7.9842733,7.143585103808888,47.063385,42.13246843142152
2022-02-17,3.0,0.1257677292,298.7448,779,293.0409496387417,295.1306027905705,20779374.0,779,19126013.523983307,16577602.79982331,0.0,0.0,4.8835597,779,4.059602163506408,3.6057139593450014,12.867833000000001,10.749299063153888,40.11452,35.93779119975127
2022-02-18,4.0,0.1314991735,294.2153,780,294.06099346074615,295.1884858382274,21101308.0,780,19349157.002111435,16656642.10866834,0.0,0.0,4.5385833,780,4.126409596858701,3.6286315411800647,17.4064163,14.377930604333953,26.675589,35.49202991140415
2022-02-19,5.0,0.1372062916,291.097,781,295.3131588371037,295.2474812749629,11808085.0,781,19356597.203603197,16736640.560134023,0.0,0.0,2.8716595,781,4.163148444354787,3.6517681926986114,20.2780758,18.029698797032566,32.352398,36.7933498270908
2022-02-20,6.0,0.1428890835,295.3048,782,296.5177880237032,295.3075719319768,15812804.0,782,19100662.025792837,16817574.25465797,0.0,0.0,3.7317474,782,4.154047174409475,3.6751171057702967,24.0098232,21.704815902802864,37.550144,35.170004023362274
2022-02-21,7.0,0.1485475492,296.75742,783,297.35768719793623,295.36874032173887,20970474.0,783,18563287.81620714,16899419.01327365,-0.0,0.0,4.235814,783,4.083834164495109,3.698671409805242,28.2456372,25.403487312608107,46.891373,36.60777834800083
2022-02-22,8.0,0.15418168869999999,298.32156,784,297.5803147011277,295.430968643078,21087240.0,784,17784607.664868932,16982150.384833843,0.0,0.0,4.2640853,784,3.947421725646058,3.722424173775768,32.5097225,29.125911486383874,45.69551,39.98861821053096
2022-02-23,9.0,0.159791502,298.95685,785,297.08575387843644,295.4942387863628,20792452.0,785,16876619.539011236,17065743.65331543,0.11,0.11,4.325427,785,3.757419639207314,3.746368408255896,36.8351495,32.87227989463977,45.199768,42.72332297146439
2022-02-24,10.0,0.16537698909999998,296.7573,786,295.9714332438001,295.5585323387718,18566840.0,786,16012154.891052917,17150173.84520332,0.37,0.48,4.096191,786,3.5459944344578034,3.770497067478035,40.9313405,36.6427769621178,49.802364,46.80500640576961
2022-02-25,11.0,0.17093815,293.7197,787,294.5174973314319,295.62383058965173,10748415.0,787,15388000.833230585,17235415.7369513,2.72,3.2,2.5210705,787,3.3594870477762937,3.794803051406255,43.452411,40.437580013524055,62.655693,48.26481727260112
2022-02-26,12.0,0.1764749847,293.2557,788,293.11511753958285,295.69011453596306,11582114.0,788,15171166.532680117,17321443.862517554,0.01,3.21,3.0149627,788,3.2468100178647186,3.8192792078255247,46.467373699999996,44.25685922134958,56.367058,52.68236209151034
2022-02-27,13.0,0.18198749320000002,291.22714,789,292.15805095333013,295.7573648878099,13286431.0,789,15445135.01673137,17408232.520972688,0.59,3.8,2.9721742,789,3.245046736841972,3.8439183344463017,49.439547899999994,48.10077755579588,51.00515,55.76540328310017
2022-02-28,14.0,0.1874756755,291.39877,790,291.92965078340035,295.82556207405395,17204806.0,790,16175279.65890386,17495755.784177847,0.01,3.8099999999999996,3.5259023,790,3.366992042011688,3.868713181023855,52.96545019999999,51.969490736819736,37.441628,53.19250104833928
2022-03-01,15.0,0.1929395316,292.10526,791,292.519471672829,295.89468624801,22065550.0,791,17208048.06499985,17583987.5045308,0.0,3.8099999999999996,3.959784,791,3.595082708170706,3.893656451491713,56.92523419999999,55.86314718831145,42.172478,48.05088647480258
2022-03-02,16.0,0.1983790615,294.73846,792,293.7949311927115,295.9647172932215,20675210.0,792,18308098.709633894,17672901.322777502,0.21,4.02,4.216826,792,3.88429500917148,3.91874080610858,61.14206019999999,59.78188799442003,46.497444,40.11317800394828
2022-03-03,17.0,0.2037942652,296.4035,793,295.436900975374,296.0356348293153,15807259.0,793,19224638.85141801,17762470.67588696,1.22,5.239999999999999,3.9077005,793,4.1737175630018175,3.9439588636181058,65.0497607,63.72584685803814,48.056274,38.51362188445796
2022-03-04,18.0,0.2091851427,296.69623,794,297.02881860127485,296.1074182179324,15502484.0,794,19767250.688489724,17852668.804986935,0.78,6.02,3.8956666,794,4.403592413108743,3.969303203420881,68.94542729999999,67.69515006145902,51.12071,40.45791312222832
2022-03-05,19.0,0.21455169400000002,298.0672,795,298.1729540616631,296.1800465687339,22183330.0,795,19866604.37583794,17943468.76335816,0.0,6.02,4.7596803,795,4.532654237971628,3.994766367757999,73.70510759999999,71.68991642921702,44.08388,52.24584068082485
2022-03-06,20.0,0.2198939191,299.16718,796,298.5997287336319,296.25349874548107,22058424.0,796,19598826.56354301,18034843.424484685,0.12,6.14,4.8890405,796,4.550288115280631,4.020340863905558,78.59414809999998,75.71025729312258,49.021,43.22929867901977
2022-03-07,21.0,0.225211818,297.512,797,298.2387029360674,296.32775337218595,21115618.0,797,19163288.529108558,18126765.490157943,0.08,6.22,4.7891393,797,4.479526073558343,4.046019166379446,83.38328739999999,79.75627645950203,46.252968,52.695857568644826
2022-03-08,22.0,0.23050539069999998,295.64542,798,297.2319351460411,296.40278883933223,17522294.0,798,18818812.981403213,18219207.49863208,0.03,6.25,3.849199,798,4.369756581752117,4.0717937191497775,87.23248639999998,83.82807017865181,45.873314,55.55468260137678
2022-03-09,23.0,0.2357746372,294.5044,799,295.88789691610816,296.47858331016414,13036992.0,799,18797694.05195089,18312141.83282816,0.89,7.14,3.412281,799,4.281306819748637,4.097656937864309,90.64476739999998,87.92572711651613,46.081024,46.2308807220635
2022-03-10,24.0,0.2410195575,297.36966,800,294.5914823574846,296.5551147270415,23046102.0,800,19225426.11477421,18405540.7285848,0.01,7.1499999999999995,4.6646285,800,4.26669134560206,4.123601212080185,95.30939589999998,92.04932832859632,46.37598,46.6750196140058
2022-03-11,25.0,0.2462401516,298.96405,801,293.6976125978265,296.6323608178584,23766014.0,801,20073402.38095227,18499376.28295268,0.04,7.1899999999999995,5.8994017,801,4.354422412022527,4.149618907503375,101.20879759999998,96.1989472360997,39.11882,43.92315290005911
2022-03-12,26.0,0.2514364195,289.2573,802,293.4391415916202,296.7102991025254,14513992.0,802,21161868.92603988,18593620.462530617,0.02,7.209999999999999,3.9244366,802,4.540469337564803,4.175702368235113,105.13323419999998,100.3746496043348,25.349024,39.605200418623255
2022-03-13,27.0,0.25660836119999997,290.2151,803,293.8737358636968,296.7889068995114,23770648.0,803,22214135.972862475,18688245.11184049,0.0,7.209999999999999,4.1817493,803,4.7899935346466895,4.20184391902471,109.31498349999998,104.57649352335952,36.991386,38.76913103987995
