Fecha,dias,ndvi,Temperature,Dia_x,Reconstruida_x,Ajustados_x,SRF,Dia_y,Reconstruida_y,Ajustados_y,Precipitation,acum,Evapotranspiration,Dia,Reconstruida,Ajustados,acum_ref,acum_ajustados,RH12,holtwinters_predicts
2022-05-10,35.0,0.29043016509999997,304.16904,861,303.7672697035625,301.67130862355515,17741494.0,861,23477302.4881076,23797286.9345168,2.04,56.6,4.719897,861,6.028322091105836,5.882872814779151,206.70466309999998,193.19629265964815,53.335327,46.73103056648519
2022-05-11,36.0,0.2944729091,303.0281,862,303.3148628200525,301.7435825149432,21986714.0,862,23578285.01638528,23865391.337866936,1.51,58.11,5.555295,862,6.024313613301169,5.900199219561799,212.25995809999998,199.09649187920996,55.483044,55.21442880816697
2022-05-12,37.0,0.29849367569999996,303.1389,863,303.00431828365305,301.815058766872,26271600.0,863,24193631.59795228,23932291.472801305,0.55,58.66,6.584034,863,6.142214074555389,5.917136806312474,218.84399209999998,205.01362868552243,45.48624,61.40128236431211
2022-05-13,38.0,0.3024924649,303.2972,864,302.8883686316383,301.88571659843274,26866374.0,864,25246020.21960159,23997967.34625497,0.3,58.959999999999994,7.0040317,864,6.375243329593952,5.9336806034855325,225.8480238,210.94730928900796,40.201073,49.73761101400587
2022-05-14,39.0,0.3064692767,302.60995,865,302.9584898825001,301.95553546666315,26354744.0,865,26500187.015345268,24062399.331032816,0.14,59.099999999999994,6.5503764,865,6.677512968973591,5.949825755121028,232.3984002,216.897135044129,41.879284,44.661706939592
2022-05-15,40.0,0.3104241111,302.98886,866,303.15569269905365,302.0244950725199,28114600.0,866,27631250.216094088,24125568.17167509,0.0,59.099999999999994,6.992403,866,6.976557130447092,5.9655675222700495,239.3908032,222.86270256639904,37.94788,37.615369986708565
2022-05-16,41.0,0.3143569681,303.20905,867,303.39557485159304,302.0925753667806,27788996.0,867,28324333.42938112,24187454.990211897,0.01,59.10999999999999,7.015527,867,7.194766766737342,5.980901284385697,246.40633019999999,228.84360385078475,39.70103,37.76770902799443
2022-05-17,42.0,0.3182678477,303.40234,868,303.5985192392379,302.1597565558725,28182482.0,868,28373550.43682867,24248041.291804902,-0.0,59.10999999999999,7.283208,868,7.273098972705369,5.995822540679311,253.6895382,234.83942639146406,33.692314,34.03481168363512
2022-05-18,43.0,0.3221567499,302.3645,869,303.7148775366624,302.2260191076276,25478058.0,869,27748273.73479564,24307308.97027445,0.01,59.11999999999999,6.6445413,869,7.1895213461346295,6.010326911441564,260.3340795,240.8497533029056,44.468624,38.30503767355004
2022-05-19,44.0,0.3260236747,303.69208,870,303.73732131154634,302.29134375696134,26296426.0,870,26605117.77748574,24365240.313510604,0.33,59.44999999999999,6.859203,870,6.966204502097769,6.024410139327981,267.19328249999995,246.8741634422336,44.074486,38.71820678428542
