Fecha,srf,srf_holtwin_predicts
2020-01-01,10238271.0,15645874.144330524
2020-01-02,12254388.0,10394331.619514026
2020-01-03,16704374.0,10274145.668773113
2020-01-04,15125868.0,17132368.87468559
2020-01-05,17282948.0,17229616.77000198
2020-01-06,17410808.0,16642817.04027041
2020-01-07,13370020.0,17031360.518790692
2020-01-08,16163037.0,11719860.841093102
2020-01-09,16417343.0,16752176.301070832
2020-01-10,16691510.0,12552966.78813264
2020-01-11,16170467.0,16852568.69162347
2020-01-12,15983941.0,11905633.109749956
2020-01-13,15341888.0,17105329.57941961
2020-01-14,10696524.0,18877705.021090016
2020-01-15,9283879.0,16316177.552780513
2020-01-16,10395962.0,13202352.608181039
2020-01-17,12834446.0,11963562.715064831
2020-01-18,13534610.0,11654273.074704083
2020-01-19,6153708.5,13092550.402118748
2020-01-20,4351176.0,7069489.403052067
2020-01-21,9343068.0,1399295.6415879335
2020-01-22,17495946.0,7693270.679687675
2020-01-23,11058994.0,10121176.59411041
2020-01-24,10719436.0,8920265.063782617
2020-01-25,8468070.0,17395423.55121892
2020-01-26,10188325.0,12236295.617267117
2020-01-27,17004024.0,8334744.812141811
2020-01-28,17596908.0,10520741.430174444
2020-01-29,12871446.0,14889623.601148045
2020-01-30,10744268.0,16438763.331992008
2020-01-31,11589759.0,17794669.113551244
2020-02-01,9926815.0,13322868.00483855
2020-02-02,10683942.0,6951808.875932875
2020-02-03,13851936.0,12502023.745694349
2020-02-04,16027143.0,14834573.580733558
2020-02-05,14277217.0,14658512.526011914
2020-02-06,17920394.0,15629843.8006631
2020-02-07,16015092.0,18426716.554137237
2020-02-08,12611347.0,13560823.946461232
2020-02-09,19450502.0,11316644.242489304
2020-02-10,17740560.0,17966243.837555952
2020-02-11,17686014.0,13915720.269834504
2020-02-12,16977764.0,18883163.2929297
2020-02-13,7693545.5,18258355.57976717
2020-02-14,10452891.0,11627174.00040181
2020-02-15,17145030.0,13247007.399349198
2020-02-16,19373224.0,16414339.507779445
2020-02-17,18986324.0,18401674.920421056
2020-02-18,20160894.0,19343118.348426413
