Fecha,srf,srf_holtwin_predicts
2020-01-01,10314964.0,15671306.997432541
2020-01-02,12312105.0,10469876.408586431
2020-01-03,16722125.0,10350647.10523023
2020-01-04,15158476.0,17147182.824164562
2020-01-05,17295990.0,17242928.024339966
2020-01-06,17423828.0,16662510.467599295
2020-01-07,13421807.0,17048872.94528535
2020-01-08,16189717.0,11787998.672609676
2020-01-09,16441630.0,16774321.791238086
2020-01-10,16715134.0,12614092.675892513
2020-01-11,16200176.0,16875917.73385655
2020-01-12,16015406.0,11976689.563626349
2020-01-13,15380578.0,17126797.161902975
2020-01-14,10780855.0,18884003.589802697
2020-01-15,9381506.0,16349052.25362452
2020-01-16,10484302.0,13263762.89503561
2020-01-17,12901016.0,12038087.325720537
2020-01-18,13595772.0,11733016.680790873
2020-01-19,6284341.0,13158998.033679293
2020-01-20,4499955.0,7192021.628206444
2020-01-21,9446044.0,1576728.996814737
2020-01-22,17523366.0,7812809.0770256985
2020-01-23,11148182.0,10219120.511776756
2020-01-24,10813001.0,9030728.477623593
2020-01-25,8584006.0,17427314.206228785
2020-01-26,10288515.0,12317933.497108337
2020-01-27,17041246.0,8453160.500914183
2020-01-28,17629730.0,10619975.96901257
2020-01-29,12949925.0,14949017.27081529
2020-01-30,10843214.0,16484801.305815868
2020-01-31,11681929.0,17828018.84215817
2020-02-01,10035817.0,13399708.931427842
2020-02-02,10786263.0,7089899.537057178
2020-02-03,13926802.0,12587973.49824554
2020-02-04,16082717.0,14901797.214753633
2020-02-05,14349706.0,14728344.133983208
2020-02-06,17959776.0,15690475.419466645
2020-02-07,16074032.0,18462367.845273957
2020-02-08,12703504.0,13644213.232939696
2020-02-09,19478732.0,11422244.50753781
2020-02-10,17785330.0,18009262.2775513
2020-02-11,17733660.0,13997106.914572295
2020-02-12,17032522.0,18921090.059522927
2020-02-13,7837314.0,18302012.750777125
2020-02-14,10571869.0,11735230.334867787
2020-02-15,17201464.0,13340925.129346408
2020-02-16,19410314.0,16478461.976540072
2020-02-17,19027500.0,18449153.16229836
2020-02-18,20193376.0,19381749.853571825
2020-02-19,18019562.0,19338075.170175284
2020-02-20,14966300.0,14005866.590764226
2020-02-21,6847597.0,19507393.901698317
2020-02-22,18437948.0,14928851.379327737
2020-02-23,20675284.0,13896052.999344807
2020-02-24,20353070.0,19593306.914059192
2020-02-25,17315074.0,19605348.252955254
2020-02-26,8592964.0,14334701.851142999
2020-02-27,19442250.0,12841337.621833969
2020-02-28,21855782.0,17351175.161049794
2020-02-29,15883427.0,21007752.77476734
2020-03-01,21077546.0,19504188.658734765
2020-03-02,21729050.0,15815054.087624606
2020-03-03,22319026.0,22676238.562717684
2020-03-04,22407954.0,22321556.419771362
2020-03-05,17198406.0,23898009.563591126
2020-03-06,21633952.0,20293186.407166205
2020-03-07,19841636.0,18289120.278639663
2020-03-08,12352206.0,15478824.45279442
2020-03-09,17445130.0,14573833.851005075
2020-03-10,15103781.0,22324662.413252123
2020-03-11,19196344.0,19082829.438171793
2020-03-12,22141672.0,14900140.208497098
2020-03-13,22836588.0,19619124.914609488
2020-03-14,18243668.0,19642341.208211496
2020-03-15,15399208.0,19527215.01442944
2020-03-16,15686664.0,21912846.529867694
2020-03-17,19798270.0,19399701.44105564
2020-03-18,17945816.0,17958184.427316673
2020-03-19,23118810.0,9782385.861753296
2020-03-20,16577995.0,19707123.728807278
2020-03-21,17558790.0,25086651.715789232
2020-03-22,19536530.0,20735232.339991316
2020-03-23,24492536.0,19702016.446264546
2020-03-24,24649014.0,23617454.999487355
2020-03-25,25224046.0,24524490.10383457
2020-03-26,25300904.0,24989771.496362977
2020-03-27,25040992.0,24918099.12621416
2020-03-28,24191310.0,20429407.009836335
2020-03-29,16832508.0,19323188.09721288
2020-03-30,18397074.0,23558772.458166793
2020-03-31,19228254.0,22546151.467220075
2020-04-01,21547174.0,14962853.984882519
2020-04-02,23665684.0,17782443.906516165
2020-04-03,16095026.0,25306147.04511051
2020-04-04,17760664.0,21197027.05940337
2020-04-05,11739026.0,20967933.8232001
2020-04-06,16081342.0,12496072.028626207
2020-04-07,17335692.0,12643942.785751047
2020-04-08,22780946.0,15550734.506578881
2020-04-09,24366178.0,19503563.430496812
2020-04-10,19577408.0,23272866.873424277
2020-04-11,22078280.0,23131813.51776871
2020-04-12,25520724.0,23047267.56820625
2020-04-13,26764400.0,26088333.27361346
2020-04-14,26036616.0,26285233.116178714
2020-04-15,7949669.5,24533339.223733023
2020-04-16,8902571.0,16650962.1572681
2020-04-17,24906824.0,6888077.767577345
2020-04-18,19923696.0,16454032.780998565
2020-04-19,26333056.0,19595253.49416243
2020-04-20,25104326.0,26075521.95748333
2020-04-21,26143956.0,21141404.103101257
