Parcela,Fecha,dias,ndvi,gndvi,cire,ndre1,ndre,ndmi,msi,temp,dia_x,reconstruida_temp,ajustados_temp,srf,dia_y,reconstruida_srf,ajustados_srf,precip,precip_acum,et,dia,reconstruida_et,ajustados_et,et_acum,et_acum_ajustados,rh12,rh12_holtwin_predicts,kc,etc,etc_acum
3,2020-10-03,1.0,0.2861379146,0.310834037,0.3668329503,0.1251028881999999,0.1781755194,-0.2225265349,1.5609247826,299.5126,277,298.231484679396,299.1631409248314,23944496.0,277,23467546.82006162,19373974.270166017,0.0,0.0,4.91746,277,4.952993955436073,4.173136792719061,4.91746,4.173136792719061,40.127457,36.413450943047046,0.49905860178999994,2.454100711958253,2.454100711958253
3,2020-10-04,2.0,0.2883065848,0.3122462873,0.3745461588,0.1266687509,0.1798177809,-0.2201111201999999,1.5554249927,300.03275,278,298.7161589475916,299.0774618787398,23864138.0,278,23607295.00177432,19280840.489963856,0.02,0.02,5.2216253,278,4.902579070418249,4.145802791615751,10.139085300000001,8.318939584334812,37.96681,41.46009208279212,0.50155257252,2.6189196019505165,5.07302031390877
3,2020-10-05,3.0,0.2904688618,0.3136543992,0.3822345907,0.1282296692,0.1814548602,-0.2177028717,1.5499420368,299.248,279,299.40818499219654,298.99169565742005,23935416.0,279,23470639.169884067,19187881.86280077,-0.0,0.02,4.9104543,279,4.900592230048854,4.118604369781452,15.049539600000001,12.437543954116263,38.67966,35.53251410944836,0.50403919107,2.4750614131582025,7.548081727066972
3,2020-10-06,4.0,0.2926247455999999,0.3150583727,0.389898246,0.1297856431,0.1830867573,-0.2153017894,1.5444759149,299.35022,280,300.20709765668687,298.90586799021014,20399866.0,280,23099422.545877647,19095126.547916595,-0.0,0.02,4.447401,280,4.942873692274595,4.091549689891512,19.496940600000002,16.529093644007776,40.461845,37.76517864770511,0.5065184574399999,2.252690694137113,9.800772421204085
3,2020-10-07,5.0,0.2947742362,0.3164582078,0.3975371247,0.1313366726,0.1847134722,-0.2129078733,1.539026627,300.4973,281,300.9979430070484,298.82000462488173,23387000.0,281,22591233.03629233,19002602.64296334,-0.0,0.02,5.1402946,281,5.012950973890532,4.064646871482047,24.637235200000003,20.593740515489824,39.124702,37.49605811580199,0.5089903716299999,2.6163604587416818,12.417132879945767
3,2020-10-08,6.0,0.2969173336,0.3178539045,0.4051512268,0.1328827577,0.1863350049,-0.2105211233999999,1.5335941731,301.85202,282,301.6653612551983,298.7341313199156,21989442.0,282,22054130.916990697,18910338.17549381,-0.0,0.02,5.286257,282,5.083379028368853,4.037903988513151,29.923492200000002,24.63164450400297,30.560246,38.86493322641905,0.5114549336399999,2.703682223138985,15.120815103084752
3,2020-10-09,7.0,0.2990540377999999,0.3192454628,0.4127405523,0.1344238984,0.1879513554,-0.2081415397,1.5281785532,302.29257,283,302.1096384672956,298.64827383677425,22697122.0,283,21564532.660864823,18818361.0944714,-0.0,0.02,5.21249,283,5.121163054439524,4.011329066945773,35.1359822,28.642973570948747,36.212677,29.558394553486394,0.5139121434699999,2.67876190871594,17.799577011800693
3,2020-10-10,8.0,0.3011843488,0.3206328827,0.4203051012,0.1359600947,0.1895625237,-0.2057691222,1.5227797673,302.7033,284,302.2635788187728,298.5624579321739,22420682.0,284,21144322.09956573,18726699.26180374,-0.0,0.02,5.546202,284,5.096365194850439,3.984930082332992,40.6821842,32.62790365328174,38.518467,42.44164086202817,0.51636200112,2.863847963335746,20.66342497513644
3,2020-10-11,9.0,0.3033082666,0.3220161642,0.4278448735,0.1374913466,0.1911685098,-0.2034038708999999,1.5173978154,301.89862,285,302.1073658810014,298.4767093503574,22690648.0,285,20764760.04042239,18635380.443902723,0.14,0.16,5.390073,285,4.99157719792678,3.958714957426431,46.0722572,36.58661861070817,46.80149,41.96862792732154,0.51880450659,2.796394163249081,23.45981913838552
3,2020-10-12,10.0,0.3054257911999999,0.3233953073,0.4353598692,0.1390176541,0.1927693137,-0.2010457858,1.5120326975,301.30423,286,301.67731335492243,298.3910538153711,20207784.0,286,20373730.80500213,18544432.30327341,1.69,1.85,4.5836544,286,4.809190097565694,3.9326915597985206,50.6559116,40.51931017050669,51.39544,38.53408902754607,0.5212396598799999,2.389182460463465,25.849001598848986
3,2020-10-13,11.0,0.3075369226,0.324770312,0.4428500883,0.1405390172,0.1943649354,-0.1986948669,1.5066844136000002,300.0325,287,301.0644309472704,298.305517023348,16136295.0,287,19933525.749274354,18453882.39013447,9.63,11.48,3.4246423,287,4.5736758938682245,3.906867699481309,54.080553900000005,44.426177869988,54.71561,47.52306866308404,0.5236674609899999,1.7933737380399537,27.64237533688894
3,2020-10-14,12.0,0.3096416608,0.3261411783,0.4503155308,0.1420554359,0.1959553749,-0.1963511141999999,1.5013529637,301.20947,288,300.4004768448622,298.2201246347989,19184678.0,288,19452232.42559476,18363758.134072576,0.29,11.77,4.1289296,288,4.327422818462504,3.881251126622548,58.209483500000005,48.30742899661056,56.010624,56.87348046047513,0.52608790992,2.1721799434708218,29.814555280359762
3,2020-10-15,13.0,0.3117400058,0.3275079062,0.4577561967,0.1435669102,0.1975406322,-0.1940145277,1.4960383478,301.71902,289,299.8323695145514,298.1349022669144,21062858.0,289,18994390.258627374,18274086.8357334,0.78,12.55,4.7529993,289,4.120657818907188,3.855849529159757,62.962482800000004,52.16327852577031,55.4377,55.56650666450122,0.52850100667,2.5119649147518053,32.32652019511157
3,2020-10-16,14.0,0.3138319576,0.3288704957,0.465172086,0.1450734401,0.1991207073,-0.1916851074,1.4907405659,298.26797,290,299.489561908404,298.04987548587985,14773167.0,290,18664870.567164022,18184895.658551607,3.11,15.659999999999998,3.7475898,290,3.997999966930887,3.8306705305129496,66.7100726,55.993949056283256,69.84545,54.37815290878846,0.53090675124,1.9896207256981613,34.31614092080973
3,2020-10-17,15.0,0.3159175161999999,0.3302289468,0.4725631987,0.1465750256,0.2006956002,-0.1893628533,1.485459618,298.88766,291,299.451953460934,297.9650697992061,19282454.0,291,18570778.09153921,18096211.62052248,0.02,15.679999999999998,4.1454735,291,3.985517215249808,3.805721687296721,70.8555461,59.79967074357998,47.730404,53.04487879737539,0.5333051436299999,2.2108023403318584,36.52694326114159
3,2020-10-18,16.0,0.3179966816,0.3315832595,0.4799295348,0.1480716667,0.2022653109,-0.1870477653999999,1.4801955041,300.09314,292,299.72694604379546,297.8805106480768,21604420.0,292,18775421.65943334,18008061.586017553,0.11,15.789999999999996,4.737678,292,4.082301293948144,3.781010487052391,75.5932241,63.58068123063237,49.048283,54.20583156333892,0.53569618384,2.5379560248627233,39.06489928600431
3,2020-10-19,17.0,0.3200694537999999,0.3329334338,0.4872710943,0.1495633633999999,0.2038298394,-0.1847398437,1.4749482242,300.5138,293,300.2427156987408,297.7962233997163,21120244.0,293,19262490.74557612,17920472.257646777,1.18,16.97,4.4814095,293,4.259408072247224,3.7565443460008816,80.0746336,67.33722557663326,50.969566,46.97317745087568,0.5380798718699998,2.411356249557,41.476255535561315
