Parcela,Fecha,dias,ndvi,gndvi,cire,ndre1,ndre,ndmi,msi,temp,dia_x,reconstruida_temp,ajustados_temp,srf,dia_y,reconstruida_srf,ajustados_srf,precip,precip_acum,et,dia,reconstruida_et,ajustados_et,et_acum,et_acum_ajustados,rh12,rh12_holtwin_predicts,kc,etc,etc_acum
8,2021-03-22,1.0,0.1716478438999999,0.3119021416,-0.0502939641,0.0274031254,0.0923037109,-0.2390207302,1.488537478,298.4548,447,298.3590528735743,297.8231517129553,24578508.0,447,24989644.707206264,19332032.15821396,0.0,0.0,5.692254,447,5.517533252143996,4.450245369390305,5.692254,4.450245369390305,38.876358,29.71779590189077,0.3673950204849999,2.091305774935823,2.091305774935823
8,2021-03-23,2.0,0.1761549228,0.3142236589,-0.0337733861,0.0307607355,0.09563586,-0.2356551369,1.4822710652,301.56277,448,299.38785003594177,297.908970598394,25184878.0,448,25418808.12137472,19427341.883299045,0.0,0.0,5.5832515,448,5.776524121243741,4.476601972961491,11.275505500000001,8.926847342351795,24.553926,28.089138916650096,0.37257816122,2.0801975774988066,4.171503352434629
8,2021-03-24,3.0,0.1806428157,0.3165353608,-0.0173283908999999,0.034103308,0.0989533563,-0.2323025348,1.4760285758,303.0851,449,300.361772122176,297.99516590341943,25371780.0,449,25549703.27223733,19522779.61840362,0.0,0.0,6.7325315,449,5.979286101332957,4.502928414386587,18.008037,13.429775756738383,29.157242,24.23692373140943,0.377739238055,2.543141318991286,6.714644671425916
8,2021-03-25,4.0,0.1851115226,0.3188372473,-0.0009589784999999,0.0374308429,0.1022561998,-0.2289629239,1.4698100098,300.936,450,300.9967070361101,298.0817117789616,25319518.0,450,25222724.5311142,19618316.470465552,0.0,0.0,5.994409,450,6.057810817580783,4.529216808723591,24.002446000000003,17.958992565461976,22.82387,30.105961176125817,0.38287825099,2.295128833638715,9.009773505064631
8,2021-03-26,5.0,0.1895610435,0.3211293184,0.0153348510999999,0.0407433402,0.1055443905,-0.2256363042,1.4636153672,299.64365,451,301.0916167969059,298.1685822708177,25224956.0,451,24359637.91093812,19713923.51641581,0.0,0.0,5.625158,451,5.97004823026104,4.555459282425855,29.627604,22.51445184788783,25.81178,23.22711570972786,0.387995200025,2.1825343033822286,11.19230780844686
8,2021-03-27,6.0,0.1939913784,0.3234115741,0.0315530979,0.0440407999,0.1088179284,-0.2223226757,1.457444648,300.70325,452,300.5805729318866,298.2557513274366,25283194.0,452,23000133.44562873,19809571.81193468,0.0,0.0,5.8616266,452,5.713444806540056,4.581647975700265,35.4892306,27.09609982358809,29.40334,28.65968714553511,0.39309008516,2.304147299370121,13.496455107816981
8,2021-03-28,7.0,0.1984025273,0.3256840144,0.0476957618999999,0.047323222,0.1120768135,-0.2190220384,1.4512978522,297.7152,453,299.54827003177587,298.3431928077299,19310060.0,453,21307761.81406056,19905232.40021444,0.13,0.13,5.1971297,453,5.327647035963565,4.6077750448612935,40.6863603,31.70387486844939,34.65282,33.57724863432002,0.39816290639499996,2.069304266263774,15.565759374080756
8,2021-03-29,8.0,0.2027944901999999,0.3279466393,0.0637628431,0.0505906065,0.1153210458,-0.2157343923,1.4451749798,295.53583,454,298.2063158615021,298.43088048891275,13804379.0,454,19541832.884652555,20000876.32072584,0.04,0.17,3.8787558,454,4.88552740630905,4.633832664680244,44.5651161,36.33770753312963,42.58603,40.34659162466733,0.4032136637299999,1.5639673368319866,17.129726710912742
8,2021-03-30,9.0,0.2071672671,0.3301994488,0.0797543415,0.0538429534,0.1185506253,-0.2124597374,1.4390760308,298.84467,455,296.838637132503,298.5187880743671,24640966.0,455,18002044.539046478,20096474.61798567,0.0,0.17,5.676515,455,4.475221065090846,4.659813030728949,50.2416311,40.99752056385858,33.407383,34.31063273794024,0.408242357165,2.3173938640824803,19.44712057499522
8,2021-03-31,10.0,0.2115208579999999,0.3324424428999999,0.0956702571,0.0570802626999999,0.121765552,-0.2091980737,1.4330010052,301.10358,456,295.7324153609368,298.60688920152774,23911980.0,456,16960911.6599733,20191998.350322805,0.55,0.7200000000000001,5.584555,456,4.178516128203249,4.685708361717258,55.8261861,45.68322892557584,40.153236,33.77197475214888,0.4132489866999999,2.3078116949204177,21.75493226991564
