Parcela,Fecha,dias,ndvi,gndvi,cire,ndre1,ndre,ndmi,msi,temp,dia_x,reconstruida_temp,ajustados_temp,srf,dia_y,reconstruida_srf,ajustados_srf,precip,precip_acum,et,dia,reconstruida_et,ajustados_et,et_acum,et_acum_ajustados,rh12,rh12_holtwin_predicts
13,2020-12-27,1.0,0.0441063998,0.1742792241,-0.3761689957,-0.049302249900000004,0.0029853906,-0.3653495049,1.8587380330999999,292.8224,362,292.0106218989541,294.1846012417354,16863208.0,362,16348315.494140014,14321424.743008267,0.0,0.0,3.018383,362,3.263058404017729,2.9553843957358303,3.018383,2.9553843957358303,42.895176,38.02758128879515
13,2020-12-28,2.0,0.0490402465,0.1772917025,-0.3570107582,-0.0455549882,0.0067586933,-0.3610354044,1.849803666,294.05353,363,291.79590272623324,294.17274462915566,16446013.0,363,15376109.64302799,14321199.441305889,0.17,0.17,3.0884943,363,3.0435848921443243,2.9607159277122133,6.1068773,5.916100323448044,50.96382,37.55561667934358
13,2020-12-29,3.0,0.053956756800000005,0.1802936913,-0.33792798069999996,-0.041821882500000004,0.0105179396,-0.3567359411,1.8408994456999999,294.0473,364,291.79392402762073,294.162383180116,16343316.0,364,14295379.41464038,14322638.79156651,0.06,0.23,3.278274,364,2.8226237588912744,2.9665385575553245,9.3851513,8.882638881003368,43.567146,44.04211579291125
13,2020-12-30,4.0,0.0588559307,0.1832851905,-0.3189206632,-0.0381029328,0.014263129499999999,-0.352451115,1.8320253722,295.33768,365,292.00078400606225,294.1535200024709,16670205.0,365,13405474.780089404,14325742.35788208,0.0,0.23,3.2734523,365,2.6596792992982023,2.9728505382792925,12.658603600000001,11.85548941928266,44.05009,37.70359766997708
13,2020-12-31,5.0,0.0637377682,0.1862662001,-0.29998880569999997,-0.0343981391,0.017994262999999996,-0.34818092609999995,1.8231814455,294.1765,366,292.3743487627111,294.14615775467735,15996825.0,366,12925305.532052564,14330509.20033574,0.13,0.36,3.4156601,366,2.594580690376483,2.9796499760764306,16.074263700000003,14.835139395359091,48.568897,47.80318067756228
13,2021-01-01,6.0,0.0686022693,0.1892367201,-0.28113240819999996,-0.0307075014,0.021711340099999997,-0.3439253744,1.8143676655999998,290.46432,367,292.8412897590732,294.1402986449974,7606145.5,367,12929998.85884929,14336937.875286492,1.0,1.3599999999999999,1.9286382,367,2.635726981213641,2.986934830885445,18.002901900000005,17.822074226244535,53.950626,49.202710133091365
13,2021-01-02,7.0,0.07344943400000001,0.1921967505,-0.2623514707,-0.027031019700000002,0.025414360799999997,-0.33968445989999996,1.8055840324999999,288.47418,368,293.3076712581198,294.135944430836,5618851.0,368,13334359.525821382,14345026.435806409,2.49,3.85,1.985123,368,2.7583671432786,2.994702917003525,19.988024900000006,20.81677714324806,38.48136,44.0965311025078
13,2021-01-03,8.0,0.0782792623,0.1951462913,-0.2436459932,-0.023368694000000002,0.0291033251,-0.3354581826,1.7968305461999998,291.67624,369,293.67175350615275,294.1330964182134,14856337.0,369,13927535.531042544,14354772.432270247,-0.0,3.85,2.8336954,369,2.913271160855244,3.002951903742118,22.821720300000006,23.81972904699018,44.276062,31.945210617576343
13,2021-01-04,9.0,0.0830917542,0.1980853425,-0.22501597569999998,-0.019720524300000007,0.032778233,-0.33124654249999996,1.7881072067,294.60477,370,293.83826076552816,294.13175546137404,17123684.0,370,14446786.774940848,14366172.91309734,0.0,3.85,2.9275193,370,3.042839660551231,3.0116793161262274,25.749239600000006,26.831408363116406,44.44727,39.56613678096392
13,2021-01-05,10.0,0.0878869097,0.2010139041,-0.2064614182,-0.016086510600000006,0.036439084499999996,-0.3270495396,1.7794140139999999,294.21698,371,293.73347058351555,294.1319219625299,15361040.0,371,14665803.628363471,14379224.425645463,0.13,3.98,2.7809002,371,3.0993868775922246,3.0208825356369795,28.530139800000008,29.852290898753385,45.4212,50.64251762332317
