Parcela,Fecha,dias,ndvi,gndvi,cire,ndre1,ndre,ndmi,msi,temp,dia_x,reconstruida_temp,ajustados_temp,srf,dia_y,reconstruida_srf,ajustados_srf,precip,precip_acum,et,dia,reconstruida_et,ajustados_et,et_acum,et_acum_ajustados,rh12,rh12_holtwin_predicts
9,2021-04-06,1.0,0.14341982069999998,0.2562169092,-0.1955094372,0.0136253292,0.06291311329999999,-0.2275963242,1.4554276839,299.7187,462,299.9056008637881,299.1380777230056,25661352.0,462,23147492.267881844,20761958.093950707,0.0,0.0,5.825137,462,5.56921423338329,4.83886236013229,5.825137,4.83886236013229,34.632206,35.902008861185635
9,2021-04-07,2.0,0.1486909245,0.25949517040000003,-0.173876429,0.0175440402,0.0670138235,-0.2239381761,1.4489366671,302.44177,463,301.49091851997287,299.2267916148581,24586580.0,463,24726931.60335572,20856152.50296947,0.11,0.11,5.99058,463,5.953218904222137,4.863947000513378,11.815717,9.702809360645668,30.648365,38.459465122125536
9,2021-04-08,3.0,0.1539389577,0.2627589798,-0.15234480499999997,0.021444898599999998,0.0710961351,-0.220294038,1.4424701585,303.11703,464,302.8912872750613,299.3154867255631,25114542.0,464,25945628.853632934,20950042.36025481,0.01,0.12,6.151853,464,6.256582922479966,4.888885466370288,17.96757,14.591694827015957,22.649294,33.05336177795749
9,2021-04-09,4.0,0.15916392029999998,0.2660083374,-0.1309145652,0.0253279044,0.0751600481,-0.2166639099,1.4360281581,304.94296,465,303.9893839634984,299.404136456385,25623196.0,465,26710953.88788314,21043599.24135305,0.05,0.16999999999999998,6.5041733,465,6.458574201688649,4.913670288468808,24.4717433,19.505365115484764,34.79106,31.654095108279613
9,2021-04-10,5.0,0.1643658123,0.2692432432,-0.1095857096,0.0291930576,0.07920556249999999,-0.2130477918,1.4296106658999999,305.7898,466,304.69994948147286,299.4927142221971,24739606.0,466,26976891.57444451,21136794.822616577,0.0,0.16999999999999998,6.7311344,466,6.54702264095346,4.938294043592049,31.202877700000002,24.443659159076812,23.299837,29.070926200731822
9,2021-04-11,6.0,0.1695446337,0.2724636972,-0.0883582382,0.033040358199999995,0.0832326783,-0.2094456837,1.4232176819,303.01416,467,304.96388232694466,299.58119345945414,25877982.0,467,26728427.4097539,21229600.88977864,0.0,0.16999999999999998,5.8687415,467,6.513689045617997,4.962749356763729,37.0716192,29.406408515840543,41.792698,24.39692308057642
9,2021-04-12,7.0,0.17470038449999997,0.2756696994,-0.06723215099999999,0.036869806199999994,0.0872413955,-0.2058575856,1.4168492061,302.59915,468,304.7484779362552,299.6695476341588,25182556.0,468,25974521.519866176,21321989.346494928,0.0,0.16999999999999998,6.02867,468,6.353455345712872,4.987028903457046,43.1002892,34.39343741929759,40.807888,28.47918132387787
9,2021-04-13,8.0,0.1798330647,0.2788612498,-0.046207447999999984,0.0406814016,0.0912317141,-0.2022834975,1.4105052384999999,303.4166,469,304.05706320173124,299.7577502498184,24989920.0,469,24755172.959236994,21413932.22284961,0.04,0.21,5.8823953,469,6.068490789904323,5.0111254117884005,48.9826845,39.40456283108599,42.299423,35.14111945020717
9,2021-04-14,9.0,0.1849426743,0.2820383484,-0.025284129200000005,0.0444751444,0.09520363409999999,-0.1987234194,1.4041857790999999,303.32498,470,302.94501948042284,299.8457748553915,25155226.0,470,23159570.945417576,21505401.68382297,0.01,0.22,5.9659624,470,5.675772628396691,5.035031664695396,54.9486469,44.439594495781385,40.693954,41.65895503742061
9,2021-04-15,10.0,0.1900292133,0.2852009952,-0.004462194599999997,0.048251034600000006,0.0991571555,-0.1951773513,1.3978908279,303.12186,471,301.53385568195324,299.9335950532198,21967280.0,471,21344598.7776705,21596370.03771829,0.45,0.67,5.580379,471,5.21408988596398,5.058740502098372,60.5290259,49.49833499787976,52.410618,49.70628908972207
9,2021-04-16,11.0,0.1950926817,0.2883491902,0.016258355799999985,0.05200907219999999,0.1030922783,-0.1916452932,1.3916203849,304.9887,472,300.0129924437622,300.0211845069449,25664076.0,472,19539479.90198153,21686809.744545218,0.03,0.7000000000000001,6.039774,472,4.745944830706147,5.08224482304492,66.5687999,54.58057982092468,41.36706,49.53325228561132
9,2021-04-17,12.0,0.20013307949999998,0.2914829334,0.036877521999999996,0.0557492572,0.1070090025,-0.1881272451,1.3853744501,297.6618,473,298.6214438422922,300.1085169494061,16277807.0,473,18025116.69267603,21776693.42435744,0.72,1.42,3.9833138,473,4.351039618748532,5.105537587836641,70.5521137,59.686117408761326,53.83557,48.30816255165187
9,2021-04-18,13.0,0.2051504067,0.2946022248,0.057395304000000036,0.0594715896,0.11090732810000001,-0.184623207,1.3791530235,292.61584,474,297.6080989429852,300.1955661905177,8444874.0,474,17085263.006159242,21865993.865541592,1.42,2.84,2.818433,474,4.110978409907508,5.128611820137599,73.3705467,64.81472922889893,47.65524,48.42974500041554
9,2021-04-19,14.0,0.21014466329999998,0.2977070644,0.07781170180000002,0.06317606939999999,0.11478725510000001,-0.1811331789,1.3729561050999999,295.87372,475,297.1776520573924,300.2823061251232,18256184.0,475,16938267.96979331,21954684.033055525,0.19,3.03,4.0316844,475,4.088417193901149,5.1514606090637765,77.40223110000001,69.9661898379627,43.3716,45.72721017465237
