Fecha,srf
2020-01-01,10417218.0
2020-01-02,12428916.0
2020-01-03,16870484.0
2020-01-04,15295437.0
2020-01-05,17449072.0
2020-01-06,17576704.0
2020-01-07,13546053.0
2020-01-08,16333000.0
2020-01-09,16586749.0
2020-01-10,16861648.0
2020-01-11,16341797.0
2020-01-12,16155680.0
2020-01-13,15515086.0
2020-01-14,10881237.0
2020-01-15,9471688.0
2020-01-16,10581383.0
2020-01-17,13014574.0
2020-01-18,13713254.0
2020-01-19,6348529.0
2020-01-20,4549997.5
2020-01-21,9530999.0
2020-01-22,17666060.0
2020-01-23,11243266.0
2020-01-24,10904503.0
2020-01-25,8658121.0
2020-01-26,10373374.0
2020-01-27,17174186.0
2020-01-28,17765820.0
2020-01-29,13050766.0
2020-01-30,10927018.0
2020-01-31,11770707.0
2020-02-01,10111457.0
2020-02-02,10865693.0
2020-02-03,14026845.0
2020-02-04,16197335.0
2020-02-05,14450012.0
2020-02-06,18085256.0
2020-02-07,16182947.0
2020-02-08,12786712.0
2020-02-09,19609644.0
2020-02-10,17902218.0
2020-02-11,17847894.0
2020-02-12,17139964.0
2020-02-13,7874910.5
2020-02-14,10628259.0
2020-02-15,17304498.0
2020-02-16,19526626.0
2020-02-17,19139344.0
2020-02-18,20311438.0
2020-02-19,18120098.0
2020-02-20,15041761.0
2020-02-21,6862198.5
2020-02-22,18534214.0
2020-02-23,20786178.0
2020-02-24,20458794.0
2020-02-25,17396972.0
2020-02-26,8608467.0
2020-02-27,19535154.0
2020-02-28,21963460.0
2020-02-29,15944751.0
2020-03-01,21175050.0
2020-03-02,21828482.0
2020-03-03,22419938.0
2020-03-04,22507294.0
2020-03-05,17256952.0
2020-03-06,21723148.0
2020-03-07,19914948.0
2020-03-08,12367565.0
2020-03-09,17495932.0
2020-03-10,15134697.0
2020-03-11,19254272.0
2020-03-12,22217706.0
2020-03-13,22916006.0
2020-03-14,18286248.0
2020-03-15,15418234.0
2020-03-16,15706105.0
2020-03-17,19844320.0
2020-03-18,17975542.0
2020-03-19,23182882.0
2020-03-20,16592709.0
2020-03-21,17577292.0
2020-03-22,19566628.0
2020-03-23,24556538.0
2020-03-24,24711336.0
2020-03-25,25287198.0
2020-03-26,25361796.0
2020-03-27,25097768.0
2020-03-28,24239072.0
2020-03-29,16823270.0
2020-03-30,18397018.0
2020-03-31,19231436.0
2020-04-01,21563898.0
2020-04-02,23694488.0
2020-04-03,16066966.0
2020-04-04,17741384.0
2020-04-05,11673034.0
2020-04-06,16044779.0
2020-04-07,17304910.0
2020-04-08,22788176.0
2020-04-09,24381602.0
2020-04-10,19554564.0
2020-04-11,22071444.0
2020-04-12,25536160.0
2020-04-13,26785540.0
2020-04-14,26050228.0
2020-04-15,7828624.0
2020-04-16,8786249.0
2020-04-17,24903798.0
2020-04-18,19882124.0
2020-04-19,26335384.0
2020-04-20,25095476.0
2020-04-21,26139322.0
2020-04-22,25741670.0
2020-04-23,25255706.0
2020-04-24,26409004.0
2020-04-25,24878896.0
2020-04-26,16701558.0
2020-04-27,24390484.0
2020-04-28,26931650.0
2020-04-29,24740890.0
2020-04-30,18999380.0
2020-05-01,26428354.0
2020-05-02,26768624.0
2020-05-03,25802514.0
2020-05-04,26077206.0
2020-05-05,21692046.0
2020-05-06,19322972.0
2020-05-07,24053402.0
2020-05-08,24561384.0
2020-05-09,20162994.0
2020-05-10,23223554.0
2020-05-11,20580778.0
2020-05-12,20602170.0
2020-05-13,19114466.0
2020-05-14,21699120.0
2020-05-15,24147792.0
2020-05-16,25606040.0
2020-05-17,25333706.0
2020-05-18,26414926.0
2020-05-19,27427384.0
2020-05-20,25636530.0
2020-05-21,20455164.0
2020-05-22,22311546.0
2020-05-23,22950034.0
2020-05-24,24145784.0
2020-05-25,24182194.0
2020-05-26,21878970.0
2020-05-27,19148738.0
2020-05-28,21356484.0
2020-05-29,15614111.0
2020-05-30,23340892.0
2020-05-31,24101028.0
2020-06-01,22071604.0
2020-06-02,22509076.0
2020-06-03,24366088.0
2020-06-04,24207248.0
2020-06-05,24523320.0
2020-06-06,23639682.0
2020-06-07,25694604.0
2020-06-08,26737074.0
2020-06-09,27138906.0
2020-06-10,21927588.0
2020-06-11,15770192.0
2020-06-12,26569172.0
2020-06-13,24521268.0
2020-06-14,22975988.0
2020-06-15,27480944.0
2020-06-16,24364130.0
2020-06-17,26185352.0
2020-06-18,24838578.0
2020-06-19,24667702.0
2020-06-20,24928394.0
2020-06-21,24721302.0
2020-06-22,21286380.0
2020-06-23,24594840.0
2020-06-24,18644230.0
2020-06-25,14417305.0
2020-06-26,17199006.0
2020-06-27,23445014.0
2020-06-28,24268498.0
2020-06-29,25889548.0
2020-06-30,25053874.0
2020-07-01,25034958.0
2020-07-02,26596832.0
2020-07-03,26790806.0
2020-07-04,28354416.0
2020-07-05,28363022.0
2020-07-06,25968158.0
2020-07-07,24977910.0
2020-07-08,24457538.0
