Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,ndre_mean,ndre_min,ndre_max,dia
104,2022-02-15,11,0.1888162228324912,0.1340361445783132,0.2469750889679715,-0.2459264124181894,-0.3377146491414034,-0.0969154955283811,1.6617134993819356,1.2146321746160065,2.019846350832266,0.3253095694050654,0.2507692307692307,0.4065454545454545,0.1839753005659328,0.104882459312839,0.4629468177855274,0.0349671997311963,0.0020283975659229,0.1636893911775428,0.1121316129432909,0.0347043701799485,0.1824220746039856,1
105,2022-03-02,11,0.1866666266544303,0.1417197452229299,0.2415856394913986,-0.2296721876943258,-0.2930360836589289,-0.1072826938136256,1.6000961771724451,1.2403508771929823,1.828998699609883,0.3122025868864542,0.2505042355788624,0.3774727492935002,0.1870720707355182,0.1207196749854904,0.3499267935578332,0.0446279555218029,0.0183150183150183,0.1344331344331344,0.1039814238515264,0.032294299354114,0.1826371826371826,16
106,2022-03-07,11,0.2246325004515806,0.1814842027920646,0.271889400921659,-0.1829179120412535,-0.2371575342465753,-0.0824781451919422,1.4504178482836,1.179784589892295,1.6217732884399552,0.2970879829933044,0.2388289676425269,0.3486884197056942,0.3037893706801819,0.2224953902888753,0.523335883703137,0.080823813560264,0.0550273696341112,0.161910868868227,0.1309563415590069,0.0790536641661858,0.185226952354102,21
107,2022-03-17,11,0.2831917201074649,0.2097976570820021,0.3538461538461538,-0.1356241957403664,-0.2138063279002876,-0.040551500405515,1.3168189358003948,1.084530853761623,1.5439024390243905,0.3521539720373537,0.2961719274680994,0.3988919667590028,0.3898272387209245,0.2465172622652938,0.6579150579150579,0.1160417007424427,0.0735129068462401,0.2018489984591679,0.1847743217419376,0.1234404035041146,0.2502453385672227,31
108,2022-03-22,11,0.3239829000351781,0.2217283950617284,0.4534199938099659,-0.0936412259454081,-0.1801557124751041,0.0031243490939387,1.2097971488818822,0.9937707641196012,1.439487632508834,0.4004806770272875,0.3302180685358255,0.4789272030651341,0.4800535186615173,0.2637681159420291,0.8172920065252856,0.143825802917121,0.0772715831865089,0.2325508607198748,0.22874222961397,0.1445574014381354,0.3329548680102185,36
109,2022-03-27,11,0.3442528266472317,0.2117527862208713,0.5003092145949288,-0.0898822970303181,-0.2023765317489788,0.0284060068753392,1.2018113638604722,0.9447572132301196,1.5074487895716946,0.4123913460984991,0.3271676300578034,0.5118685331710287,0.5531631170440532,0.2648119526017516,0.9321340964840557,0.1626517437422333,0.0763783510369246,0.2722404046414757,0.2376149287450333,0.1105698977106673,0.3392216395252553,41
112,2022-04-11,11,0.4604702953981647,0.2966233766233766,0.5593594699061292,0.007776898613218,-0.111676973444889,0.095847885137757,0.9886191431551944,0.8250708215297451,1.2514332514332511,0.4487247755490057,0.3574207893274041,0.5079452054794521,0.8465699954529208,0.4828209764918625,1.1398763523956723,0.2447920282703082,0.154696132596685,0.3014686248331108,0.3028818809093174,0.190929041697147,0.3706225680933852,56
113,2022-04-16,11,0.4602474445514285,0.3140866102538576,0.5474530831099196,-0.0078512722044336,-0.1215498028458769,0.0651411699575567,1.0192231433448269,0.8776853776853777,1.276736924277908,0.4556526489313535,0.3622291021671827,0.5142555438225976,0.9550642016697288,0.5560693641618497,1.3317498020585905,0.2532871073095658,0.1552734375,0.3233324403964639,0.317797758106647,0.2113475177304964,0.3912204534491075,61
114,2022-05-01,11,0.5084411056584035,0.3406193078324226,0.5949512335054504,0.0608475061312414,-0.0852645386969829,0.1552046540619156,0.8893650808623201,0.731294964028777,1.1864244741873804,0.4536367675825773,0.3594855305466238,0.5092230296254892,1.1387459747474242,0.6442857142857144,1.545372050816697,0.2968866180301638,0.1895803183791606,0.3616045845272206,0.351742589505734,0.2362247681396617,0.4322514167954662,76
115,2022-05-11,11,0.5256049399360281,0.3618171984856679,0.6167832167832168,0.0869796998950695,-0.0600292825768667,0.1804176651831564,0.843012848851275,0.6943155452436195,1.1277258566978192,0.4776345705944796,0.359966708281315,0.5578667846868777,1.2655156929280449,0.781267846944603,1.7245551601423488,0.3121483751072315,0.2115341293084028,0.3887317815966934,0.377961357301479,0.2367250850117708,0.4587843463780183,86
116,2022-05-16,11,0.5809905909526498,0.399228543876567,0.6867695184665732,0.1331898230792268,-0.0147682906127991,0.2391269199676637,0.7683426473643937,0.6140396659707724,1.0299793246037217,0.5282101432857671,0.4019323671497584,0.6085599643334819,1.536568410460632,0.854679802955665,2.195729537366548,0.3500559727835816,0.2317880794701986,0.4353177593569455,0.4360676551687067,0.2821075740944017,0.5331066213242649,91
117,2022-05-21,11,0.5843508074354006,0.4123076923076923,0.6687960687960688,0.1466103397001577,-0.030031710501772,0.2454646427249167,0.7478653188523933,0.6058263971462544,1.061923076923077,0.5138674292822861,0.3936279547790339,0.5775984812529663,1.5115630828646012,0.8955223880597014,2.027472527472528,0.3540950068862803,0.25,0.4217046580773043,0.4240303449804159,0.2834224598930481,0.5098743267504489,96
119,2022-05-31,11,0.5684057404688226,0.1953743152769324,0.7192546583850932,0.1499860508829445,-0.0704923839886645,0.2810257975881545,0.7445086841811439,0.5612488083889419,1.1516768292682926,0.4975606656558839,0.20935960591133,0.6149358226371062,1.4577367372556056,0.3732244318181819,2.342925659472422,0.3393708393543867,0.1169392162912681,0.4499449944994499,0.4119611720039468,0.1466666666666666,0.540664586010648,106
120,2022-06-05,11,0.6842215748679044,0.4167073766487543,0.7775760326827054,0.2007373107254498,0.0185423168716724,0.3153274814314652,0.6697709717915237,0.5205338809034907,0.9635904830569576,0.5921506110109125,0.4494556765163297,0.6713856713856714,2.0997374210647703,1.1329350261389095,3.06269592476489,0.4245404503166352,0.2977329974811083,0.5124476213951196,0.5062493152379977,0.3488937515195721,0.6056047805481146,111
121,2022-06-10,11,0.6965780829188248,0.4644986449864499,0.8003502626970228,0.2062282794762175,0.0254491017964071,0.3309597022171872,0.6622210201586025,0.5026750972762646,0.9503649635036496,0.6029871961202087,0.4554759467758444,0.6859368593685937,2.006287370457694,1.1349095966620304,2.888229475766568,0.4225261636449666,0.2897011607804396,0.5101522842639594,0.494945303374277,0.3362594489148988,0.6053093890298653,116
122,2022-06-25,11,0.7256554308226668,0.4885343968095713,0.8095238095238095,0.2272340820482321,0.037886687521724,0.3433744592212786,0.6334777370249448,0.4887881679389313,0.926992632283992,0.6167451399345,0.4781736076266934,0.6983240223463687,2.4043486973469124,1.4897476340694005,3.431578947368421,0.4560096042857259,0.3476877905554196,0.5376003893891458,0.5345390423054291,0.3827274832137068,0.6304939712174251,131
124,2022-07-05,11,0.7076797039581986,0.5234375,0.7918713711478339,0.2445186733468644,0.0882455528426927,0.3540179956562209,0.609960223365814,0.4770852428964253,0.8378205128205128,0.6030661991403156,0.5,0.6811229834485648,2.3020482385620937,1.5287099179716628,3.249738766980146,0.4431273376501241,0.3529700540009818,0.518005540166205,0.524571854848891,0.4120458891013384,0.6148118333668746,141
125,2022-07-10,11,0.7220643942534851,0.540253164556962,0.802791123312743,0.2498681298205905,0.1055576277508392,0.3612807393959399,0.6030305835800949,0.4692046556741028,0.8090418353576249,0.622914403532753,0.4926315789473684,0.7043941411451398,2.2611789573941907,1.491092176607281,3.2045209903121634,0.4450360676515139,0.3424190800681431,0.5250511247443763,0.5176824575572259,0.3973885193397388,0.6104005032501573,146
