Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,grndvi_mean,grndvi_min,grndvi_max,dia
104,2022-04-06,13,0.154045973261989,0.1311198649409116,0.18830242510699,-0.1627526886145657,-0.2364709740898655,-0.0443603330809992,1.3912185992227408,1.0928390367553866,1.6194158075601377,0.2268669844577823,0.1771084337349397,0.3023255813953488,0.6869599549989833,0.4158415841584159,1.5753424657534243,-0.2268669844577823,-0.3023255813953488,-0.1771084337349397,0.1472377200197448,0.1146809460062472,0.2728266812465829,0.0355887815418978,0.0216548894460907,0.0708661417322834,5800.768022923985,4678.575129533679,7444.767985611511,1
105,2022-04-11,13,0.1438434382898391,0.1113881961762261,0.1724543849323131,-0.1813189834467081,-0.2556808015745214,-0.046793760831889,1.448949856309591,1.098181818181818,1.6870192307692309,0.2797655929401237,0.2243589743589743,0.3203592814371258,0.2823094913430211,0.2217520764770412,0.3627135429561773,-0.2797655929401237,-0.3203592814371258,-0.2243589743589743,0.1210666981161129,0.065110565110565,0.2478920741989883,0.0231844992450121,-0.0027088976870181,0.0717453691625358,5739.976182192307,4146.735807860262,8242.720132743363,6
106,2022-04-16,13,0.170874625751922,0.1328545780969479,0.203775680177679,-0.1782979449848425,-0.2465145754119138,-0.0588235294117647,1.43735132921762,1.125,1.654331370899916,0.2873948624956058,0.2303206997084548,0.3406940063091482,0.3997011263466509,0.2810597923379878,0.5789085545722714,-0.2873948624956058,-0.3406940063091482,-0.2303206997084548,0.1941480777665158,0.123502994011976,0.2924267551133221,0.0439301790697502,0.0201686835350201,0.080091533180778,5802.595051465041,4416.770938446014,7892.762471655329,11
107,2022-05-01,13,0.2361795477197776,0.169995129079396,0.3172731932342388,-0.1159489981794213,-0.2077747989276139,-0.0148911798396334,1.2654223479025648,1.0302325581395348,1.5245346869712353,0.315786343662999,0.2506459948320413,0.3797418850215096,0.665785676037946,0.3765219692959237,1.1727616645649432,-0.315786343662999,-0.3797418850215096,-0.2506459948320413,0.322267430877809,0.1742118027485852,0.485665137614679,0.0951107553139003,0.0431307243963363,0.1438979963570127,5823.85175456569,4996.849397590362,7714.822799097065,26
108,2022-05-16,13,0.2942412465863349,0.1661157024793388,0.4228971962616822,-0.1258440260715485,-0.2433484750162232,-0.0390532544378698,1.2928079113573228,1.08128078817734,1.6432246998284734,0.3435463880444365,0.2572497661365762,0.4174950298210735,0.8909647453936289,0.3852279514234521,1.681013868962219,-0.3435463880444365,-0.4174950298210735,-0.2572497661365762,0.4504765071167935,0.1999074502545117,0.7924528301886793,0.1319646350831685,0.0534526267492544,0.2242352242352242,5014.7353467565645,4254.939980638916,6596.726395589249,41
109,2022-05-21,13,0.2958582979711177,0.166824644549763,0.4094117647058823,-0.0998981610407779,-0.2228443449048152,0.0566411080880534,1.229441361268544,0.8927902621722846,1.5734870317002885,0.3211013504511864,0.2271139063591893,0.3923273657289002,1.0570025157305796,0.3985507246376811,1.909967845659164,-0.3211013504511864,-0.3923273657289002,-0.2271139063591893,0.4438659754107837,0.1761706073249884,0.7008608321377332,0.1365866843511055,0.0436710263799601,0.2098214285714285,4604.624502191674,3700.777911164466,5964.717674062739,46
110,2022-05-26,13,0.3197325439494101,0.201058201058201,0.4392405063291139,-0.0258462513627181,-0.1712727956382778,0.1674796747967479,1.0660751535410526,0.713091922005571,1.4133393829401089,0.3017761393312913,0.2225352112676056,0.3701948393891522,2.523262901887064,0.7623718234507357,22.98507462686567,-0.3017761393312913,-0.3701948393891522,-0.2225352112676056,0.5414609348605538,0.2959582790091264,0.8582866293034428,0.1583707799000693,0.0797840431913617,0.2433234421364985,4421.817403083023,3722.864678899082,5360.846586345382,51
111,2022-05-31,13,0.3424019828440308,0.2210184182015168,0.4512123004139562,-0.0772738792485451,-0.185595567867036,0.021594684385382,1.1739538389583604,0.9577235772357724,1.45578231292517,0.3221194027174736,0.2566059894304169,0.3955647240845796,1.599307029015823,0.6884913938575767,2.982787573467674,-0.3221194027174736,-0.3955647240845796,-0.2566059894304169,0.4892307010348541,0.2749599572877736,0.7384515289525049,0.1573276332724788,0.0886398369842078,0.22643391521197,4647.55865579332,4064.882291666667,5690.88558692422,56
112,2022-06-05,13,0.3308264552405691,0.1731266149870801,0.4629913221031138,-0.0967915034604882,-0.2061302681992337,0.0062202707647274,1.2209226354264633,0.9876363636363636,1.5193050193050193,0.331018667686822,0.2389853137516689,0.4153086419753086,1.071531915594959,0.4313304721030043,1.747357293868922,-0.331018667686822,-0.4153086419753086,-0.2389853137516689,0.4626942705959836,0.211025756891098,0.7135862913096696,0.1438566684929607,0.0542735042735042,0.21263958184842,5185.043726372052,4434.983636363637,6742.724696356276,61
113,2022-06-10,13,0.3355241577227033,0.182911654914973,0.483743842364532,-0.0853133198077732,-0.1798968214345148,0.0097217566208514,1.1916577180536096,0.9807436918990704,1.4387175324675323,0.3371660150556999,0.2378873854212134,0.4425287356321839,0.9950642875952386,0.481651376146789,1.495952129531855,-0.3371660150556999,-0.4425287356321839,-0.2378873854212134,0.4685661123751468,0.2127476313522824,0.8108441158348736,0.1521928465764222,0.0593477820538788,0.2428271518544436,5359.856860219297,4702.175717610551,6834.752794214333,66
