Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,dia
101,2022-03-17,4,0.2039098425525211,0.1873168132160937,0.2263099219620958,-0.1100531189048141,-0.1384364820846905,-0.0294443214522913,1.2475711033606234,1.0606751824817515,1.3213610586011342,0.3874504103594423,0.3672905799324946,0.4063694267515924,0.3376292654789574,0.3077561177934467,0.3867771744307897,-0.3874504103594423,-0.4063694267515924,-0.3672905799324946,0.1671127857463399,0.1132612407512805,0.2775583482944344,0.0327288613601744,0.0214424951267056,0.0549123387363546,1
102,2022-03-22,4,0.2067457135960591,0.1904266389177939,0.2256706996317727,-0.0735478131430895,-0.1031503529659677,0.0118791718520194,1.1591474080382165,0.976520572450805,1.2300281954887218,0.3960265916388133,0.3652924256951103,0.4132257063023906,0.329942423160902,0.3027545702704938,0.3700971884762235,-0.3960265916388133,-0.4132257063023906,-0.3652924256951103,0.1743613411756338,0.1557422969187674,0.2534513274336283,0.0369861704617728,0.0202946900194606,0.070570817568679,6
106,2022-04-11,4,0.2094437905806459,0.1609322974472808,0.2563347083087802,-0.3547412487889906,-0.419502430654847,-0.2589686098654709,2.1032131851818665,1.6989409984871406,2.445320197044335,0.2892406245450102,0.2531328320802005,0.3236009732360097,0.6009501790766819,0.3683943089430894,0.8895446880269814,-0.2892406245450102,-0.3236009732360097,-0.2531328320802005,0.2390705380056787,0.1350649350649351,0.3544973544973544,0.0628765709052927,0.0283490828237909,0.1067152524726704,26
107,2022-04-16,4,0.2265431476931991,0.1694094869312681,0.2830188679245283,-0.308860726673078,-0.3798994974874372,-0.2476926914442504,1.8970534706651472,1.6584880636604775,2.2252836304700163,0.270390157592455,0.2358393408856848,0.3023255813953488,1.2502855224661584,0.625986322987901,2.568493150684932,-0.270390157592455,-0.3023255813953488,-0.2358393408856848,0.3217668178670879,0.2163225172074729,0.55826859045505,0.0866965724266245,0.0347457627118644,0.1322001888574126,31
109,2022-05-01,4,0.2608453394437863,0.1550032701111837,0.32574679943101,-0.1780041070543436,-0.2567414457285293,-0.0354815351194786,1.4389050003585686,1.0735735735735736,1.6908536585365854,0.2429028774498283,0.1940500338066261,0.2818532818532818,3.8384691611742334,-261.875,318.75,-0.2429028774498283,-0.2818532818532818,-0.1940500338066261,0.3938073282791941,0.2250149611011369,0.5349829351535835,0.1277407017478876,0.088379705400982,0.1821353803210048,46
110,2022-05-11,4,0.2871887244059013,0.1873455264458724,0.3705275924802911,-0.1426627181471415,-0.2430886558627264,0.0283388132143416,1.340823672653916,0.944884287454324,1.6423173803526447,0.2892666792354442,0.2215384615384615,0.3619233268356075,5.153552870382443,-507.5,2770.0,-0.2892666792354442,-0.3619233268356075,-0.2215384615384615,0.4279942640383866,0.2548717948717949,0.6033357505438723,0.1342760593393709,0.0940766550522648,0.1893603546548448,56
111,2022-05-16,4,0.3258963649996743,0.2223618090452261,0.4254110612855007,-0.1506127608250493,-0.2419847328244274,-0.0662801932367149,1.3587952072076186,1.1419701986754969,1.6384692849949647,0.3380245478983861,0.2742671009771987,0.4044182621502209,1.2960647362412578,0.7599684168969602,1.833946400420389,-0.3380245478983861,-0.4044182621502209,-0.2742671009771987,0.4970305068768076,0.2838370565045991,0.7143939393939394,0.1508628514707662,0.0764563106796116,0.2128801431127012,61
112,2022-05-21,4,0.3357410860843962,0.2262521588946459,0.4504084014002333,-0.1338177053526026,-0.2412451361867704,-0.0351251698039976,1.314058243995312,1.0728077232502011,1.635897435897436,0.3289810035032398,0.2470725995316159,0.4100964265456608,1.4874344046732422,0.8343079922027291,2.328258447827701,-0.3289810035032398,-0.4100964265456608,-0.2470725995316159,0.5284344588886374,0.2798816568047337,0.8124531132783195,0.1656597307965225,0.0939557151406343,0.2312572087658592,66
113,2022-05-26,4,0.3572921263527185,0.216887417218543,0.4896093100581878,-0.0788351102205243,-0.2202455524931095,0.1697430329352153,1.1834496777130423,0.7097772277227723,1.5649100257069408,0.3137485633704427,0.1547075902115305,0.4202020202020202,1.4440250889805233,-211.0,72.65625,-0.3137485633704427,-0.4202020202020202,-0.1547075902115305,0.6660228493377025,0.3707787732598209,1.0243183492999264,0.1918188569659595,0.1095428045412703,0.2735332464146023,71
114,2022-05-31,4,0.4292838052892854,0.2977921378567582,0.5404595404595405,-0.0605615572230021,-0.1740721380031364,0.0488012242815847,1.1353730467546874,0.9069390402075228,1.4215189873417722,0.391779712983466,0.3098434004474273,0.4645522388059701,2.082695998375432,1.1716101694915255,3.1396713615023475,-0.391779712983466,-0.4645522388059701,-0.3098434004474273,0.7802882591140933,0.4540540540540541,1.0947441217150762,0.2326101670301545,0.1448382126348228,0.3026444662095984,76
115,2022-06-05,4,0.5138961804013723,0.3618890719384953,0.6405114063675107,-0.0300146391563129,-0.1462946817785527,0.0923206751054852,1.0676614127779536,0.830964153275649,1.3427287581699343,0.464928044033736,0.3770127706829539,0.5463137996219282,1.8018498652656056,1.1202866936740417,2.5051953449709057,-0.464928044033736,-0.5463137996219282,-0.3770127706829539,1.039974479516033,0.6316133246244284,1.4460822342901474,0.2822233240129578,0.1956921460467559,0.359257400903161,81
116,2022-06-10,4,0.4679185003617145,0.3298153034300791,0.5647766867279063,-0.0611047881262533,-0.1930073234112922,0.0336713995943204,1.1360711481204568,0.934850863422292,1.4783372365339578,0.4276986959374632,0.3302180685358255,0.4959247648902821,1.4621668572726367,0.9289392378990732,1.946428571428572,-0.4276986959374632,-0.4959247648902821,-0.3302180685358255,0.8537708999523709,0.5,1.1952085181898848,0.2501588064850368,0.1624680540343191,0.3223090799759471,86
118,2022-06-25,4,0.5454041307510036,0.3845169545745361,0.6331149493746278,0.0093061279627615,-0.1246673490276356,0.1016472478907191,0.986372662899961,0.8154631655725748,1.284845650140318,0.4581738458595733,0.3783192752264917,0.5195729537366548,2.300896212471882,1.3196099674972914,2.975265017667845,-0.4581738458595733,-0.5195729537366548,-0.3783192752264917,1.1369096163047012,0.6455026455026456,1.5188172043010757,0.3031738429089117,0.1986674742580254,0.3692875390292364,101
119,2022-06-30,4,0.5559031346156442,0.3523255813953488,0.6542523624235687,0.0313331843352185,-0.0801248699271592,0.1159019716233646,0.9435494135565282,0.7922721268163805,1.17420814479638,0.4728445287837957,0.3674309229864785,0.5391776570985259,1.9661021213218648,1.00631019594819,2.5055629728526925,-0.4728445287837957,-0.5391776570985259,-0.3674309229864785,1.1778545908978857,0.7124047124047124,1.54855195911414,0.3187787344965882,0.2110442864953526,0.3809400155803687,106
120,2022-07-05,4,0.5555813077931502,0.3776867963152507,0.6409284699194695,0.0724413561345345,-0.0380918476326094,0.1622641509433962,0.8684813640088236,0.7207792207792207,1.07920059215396,0.4714261658317056,0.3750636132315522,0.5391459074733096,2.6252817644208464,1.3447521865889212,3.402820355610055,-0.4714261658317056,-0.5391459074733096,-0.3750636132315522,1.275559560001199,0.828870019595036,1.6622670807453417,0.3204357063556972,0.2331580265464563,0.3832082551594746,111
121,2022-07-10,4,0.5588785308021313,0.3609022556390977,0.652562417871222,0.0658993578840656,-0.0365140205769618,0.1497764530551416,0.8797819806071303,0.7394685677252106,1.0757956448911223,0.4867440341130014,0.3876221498371335,0.5487743871935968,1.7500420611297227,0.986784140969163,2.208132045088567,-0.4867440341130014,-0.5487743871935968,-0.3876221498371335,1.1768078019071058,0.7476572958500669,1.587704918032787,0.3156959470125774,0.2289032258064516,0.3844626458178208,116
125,2022-07-30,4,0.6025153530688033,0.442643391521197,0.6829661472326706,0.1229856740452087,0.0028316270964931,0.2134831460674157,0.784086514522033,0.6481481481481481,0.9943527367506516,0.4968864039587406,0.4205033763044812,0.5528011898859693,1.9109467355056875,1.345146379044684,2.423593537083901,-0.4968864039587406,-0.5528011898859693,-0.4205033763044812,1.1931378932435253,0.8293539325842696,1.590686274509804,0.3237672745532085,0.2454466608846487,0.3904382470119522,136
126,2022-08-04,4,0.577977471106661,0.4599246906939214,0.6534329752452125,0.1172077691062264,0.0098146128680479,0.2127476313522825,0.7931459630371295,0.6491477272727273,0.980561555075594,0.4863853960360618,0.4126582278481012,0.538866930171278,2.4565135933865205,1.7797552836484984,3.1415478615071284,-0.4863853960360618,-0.538866930171278,-0.4126582278481012,1.2579984056893194,0.905466237942122,1.641691394658754,0.3195039343758337,0.2503740648379052,0.3777982921763212,141
127,2022-08-09,4,0.6012681577422883,0.4835886214442013,0.7124802527646129,0.097596767738048,-0.0027899561578318,0.2127540555659146,0.8254608984131627,0.6491389913899139,1.0055955235811351,0.5205318791443456,0.4574712643678161,0.5972495088408645,1.6827445937273586,1.2335355927186622,2.1471312917986625,-0.5205318791443456,-0.5972495088408645,-0.4574712643678161,1.230412445213166,0.717056856187291,1.8774805867126831,0.324902125890925,0.2219620088472547,0.4202101050525262,146
130,2022-08-19,4,0.6310156924173358,0.5079365079365079,0.7227621483375959,0.1282325376255899,0.0080872672559714,0.2394366197183098,0.77605577529493,0.6136363636363636,0.983955223880597,0.5330511766560345,0.4567674915979224,0.595639246778989,2.2212170545502925,1.518634622082898,2.790771175726928,-0.5330511766560345,-0.595639246778989,-0.4567674915979224,1.4919996839173235,1.011686143572621,2.090569561157797,0.3676813243018572,0.2724177071509648,0.4466546112115732,156
129,2022-08-19,4,0.6344303538223455,0.5088576664630422,0.7259713701431493,0.1285783971118199,0.0,0.2422924153584263,0.7755470278665517,0.6099269183922046,1.0,0.5363836654192365,0.4602203182374541,0.5992073321773594,2.1813716922786783,1.4737021857923496,2.763022441836525,-0.5363836654192365,-0.5992073321773594,-0.4602203182374541,1.503954791225474,1.0066833751044275,2.1116322701688555,0.3695132358902956,0.2701394819242812,0.4493801652892562,156
131,2022-08-24,4,0.640656976715238,0.519910263600673,0.7410207939508506,0.1503942478801401,0.0305845915602013,0.2708407871198569,0.7421122428301495,0.5737612612612613,0.9406461307287752,0.5495181084950879,0.4764281752634498,0.6175783076203833,2.331520240675476,1.719685628742515,3.033615178387296,-0.5495181084950879,-0.6175783076203833,-0.4764281752634498,1.6384141202856732,1.1365030674846626,2.3966323666978484,0.3738083861766763,0.2857142857142857,0.4629490077869882,161
133,2022-09-13,4,0.6771637193234176,0.4002890173410404,0.7958354494667343,0.1702357254875955,-0.1384752167148255,0.3318267419962335,0.7217842248719901,0.5016968325791855,1.321465428276574,0.5761457158117055,0.4033309196234612,0.6770215793217927,2.559068351803514,1.1335993918662106,3.225722468107264,-0.5761457158117055,-0.6770215793217927,-0.4033309196234612,1.9246715299942816,0.662771285475793,3.0236220472440944,0.4059392832488441,0.2,0.5173724212812161,181
134,2022-09-23,4,0.7242481747376611,0.4588235294117647,0.8208955223880597,0.2196239970274508,-0.1119068934646374,0.3675460787856884,0.6509792942644831,0.4624735729386892,1.252016129032258,0.6165907325233497,0.4455373406193078,0.6971314209472982,2.8847058495593743,1.5465223399355137,3.4772662281955964,-0.6165907325233497,-0.6971314209472982,-0.4455373406193078,2.470884241958419,0.916370106761566,3.563245823389021,0.4606076998488697,0.2456375838926174,0.552547770700637,191
135,2022-10-03,4,0.7400562586030124,0.4729729729729729,0.837183224938327,0.2528336262316321,-0.0901502504173622,0.4017796030116358,0.6073785703913845,0.4267578125,1.198165137614679,0.6369836505949401,0.4504324683965403,0.7217318200924758,2.750874616569619,1.551418439716312,3.3095854922279795,-0.6369836505949401,-0.7217318200924758,-0.4504324683965403,2.590654726968539,0.9974468085106384,3.927710843373494,0.4708467700614669,0.2651657285803627,0.5732647814910026,201
136,2022-10-13,4,0.7566910065122834,0.4924137931034483,0.8430472693896283,0.2553831316993279,-0.0843989769820971,0.391304347826087,0.6036614750663598,0.4375,1.1843575418994414,0.6572868049622782,0.4731109598366235,0.7366922234392114,2.5753500750787395,1.4189189189189189,3.0527456647398843,-0.6572868049622782,-0.7366922234392114,-0.4731109598366235,2.785104461847506,1.113035551504102,4.104140526976161,0.486976800462814,0.2815979043876883,0.5798629414865577,211
137,2022-10-28,4,0.762880842817262,0.5743707093821511,0.8262125902992776,0.3009854476781237,0.0463878326996197,0.407979813909478,0.542675882545837,0.4204749103942652,0.9113372093023256,0.650622667578723,0.5223880597014925,0.7094017094017094,2.5981381301110864,1.6157064692629546,3.030357788218287,-0.650622667578723,-0.7094017094017094,-0.5223880597014925,2.6076280212811938,1.302211302211302,3.453648915187377,0.4870302208473673,0.3352540597171294,0.5521201413427562,226
139,2022-11-27,4,0.7833660689461757,0.612629022465088,0.8555555555555555,0.3159561366796855,0.0832819247378161,0.420547458229648,0.5255844380296096,0.4079079079079079,0.8462414578587699,0.6771238942079885,0.5668257756563246,0.7364620938628159,2.159474596607274,1.366877971473851,2.544802867383513,-0.6771238942079885,-0.7364620938628159,-0.5668257756563246,2.5753445526186125,1.3032145960034751,3.5330296127562644,0.485884114148521,0.340967649584884,0.5638644918444166,256
140,2022-12-22,4,0.7677760178570198,0.5773195876288659,0.8360037700282752,0.3266665725756697,0.1015505568901506,0.4227123901430294,0.5131484975385959,0.405765503875969,0.8156225218080888,0.646096859475344,0.5283687943262412,0.7111913357400722,2.6701443765246182,1.6419198895027622,3.2793800274671376,-0.646096859475344,-0.7111913357400722,-0.5283687943262412,2.479159324857693,1.3013435700575815,3.29445727482679,0.4744719635748378,0.3301975540921919,0.5424700364773319,281
141,2022-12-27,4,0.7656592853652459,0.5364963503649635,0.8406905055487053,0.3125299468309,0.0703306939916162,0.4156198798470781,0.5305771366707217,0.4128086419753086,0.8685813751087903,0.652380388492753,0.5189416716776909,0.7266993693062369,2.0040557221905586,1.255,2.417009602194788,-0.652380388492753,-0.7266993693062369,-0.5189416716776909,2.167183465145764,1.0565022421524666,2.9874141876430205,0.4495663363003111,0.293598233995585,0.5331196581196581,286
143,2023-01-16,4,0.7528920119777802,0.5724137931034483,0.8341744772891132,0.3103480856546217,0.0760845868759537,0.4201357051164496,0.5328530984518253,0.4083161157024793,0.8585899513776337,0.6439466291762859,0.5363881401617251,0.7196935556557008,1.9197595865398225,1.242611153945001,2.306788331259505,-0.6439466291762859,-0.7196935556557008,-0.5363881401617251,2.007503461096326,1.0461811722912966,2.8966666666666665,0.4333887134480123,0.2929356357927786,0.5153473344103393,306
144,2023-02-05,4,0.6277604078075506,0.4267291910902696,0.7012750455373407,0.2686019498784318,0.0578048209688743,0.3758812615955473,0.5825321722583099,0.45361380798274,0.8907079646017699,0.526651771829158,0.3988505747126437,0.5852193995381062,3.054720327255437,1.6821631878557874,4.125461254612547,-0.526651771829158,-0.5852193995381062,-0.3988505747126437,1.5160469960216592,0.9622950819672133,1.986462093862816,0.3650760632442086,0.2762717027109351,0.4261880687563195,326
