parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,ndre_max,ndre_mean,ndmi_mean,msi_mean,lluvia_acum,etc_acum,rendimiento,pred
1,0.6512525625,0.497295015833333,0.5667661228,0.474493820266667,1.5270857154,1.0396701337,0.368123682,0.257175124266667,0.4275598631,0.3210277644,-0.0046570701333332,1.06770365116667,653.77,1155.53779247926,60,49.28980994618061
10,0.7965685909,0.629578321533333,0.6600610961,0.5682260822,2.5858456834,1.78172892095,0.4991195364,0.36583675325,0.5789106444,0.4441754819,0.17911959395,0.739835725166667,658.18,1416.69398940101,75,78.00837083812053
11,0.8109556015,0.6410295244,0.6749039001,0.571797406683333,2.7319613357,1.88613820345,0.5113111201,0.376820118783333,0.5956966976,0.45562673275,0.199270314216667,0.710449983266667,658.18,1440.54271596961,75,80.45406494532408
13,0.6673009887,0.5330805696,0.5558404663,0.47366437205,1.3487218845,1.02690625375,0.3558612818,0.2734028801,0.4119276417,0.32673406575,0.06872670675,0.89737732925,650.7,1062.85012345549,50,43.24334536148699
14,0.702393661,0.53956151625,0.6035515392,0.49983567775,1.895898854,1.3308196804,0.4132874718,0.29926022555,0.4848140103,0.36535006905,0.0854472288499999,0.8963524354,657.65,1309.51407507601,65,62.699172276918944
15,0.7526896384,0.5938866281,0.6183222841,0.52181216755,2.0395822439,1.49268546983333,0.4497215014,0.339724348933333,0.5197748704,0.403409662733333,0.149974955816667,0.780777043,599.52,1139.88011961922,50,63.06584886123477
16,0.6080801851,0.493257906,0.5470376403,0.466808726966667,1.164440696,0.891223027466667,0.3176156079,0.245579343033333,0.3799245903,0.304587600433333,-0.0211438472,1.06824786703333,610.53,996.351545628944,30,38.04105380385681
2,0.7814160199,0.614988901416667,0.6464411501,0.5393527472,2.2300227027,1.61553031696667,0.4731859887,0.355094550283333,0.5450876632,0.4201102133,0.14820976605,0.789692480966667,606.51,1174.83998308477,65,61.62972538949495
3,0.6760044499,0.563202465966667,0.5737940207,0.505541435366667,1.6482823351,1.2442699943,0.3879977081,0.3046661365,0.4506676276,0.367181348933333,0.0974600730333333,0.8473571705,654.37,1293.89852976897,50,51.84751133069227
4,0.7428678641,0.5756661116,0.6309486826,0.5122323565,2.2829568271,1.52477644485,0.4569679957,0.3322555961,0.5329992777,0.39567894575,0.1080566787,0.87313835125,648.12,1184.09670007223,65,59.39741969801955
5,0.7758504254,0.60003814515,0.6563320036,0.540478332016667,2.2607091228,1.5451610533,0.4713631518,0.33852426425,0.5460087351,0.410854742516667,0.128622683583333,0.831373026216667,712.72,1445.50880411428,75,65.83750636664033
6,0.7595438129,0.59846779815,0.6498465371,0.5418927561,2.1959588177,1.53629281435,0.4537377939,0.3376667491,0.5317152713,0.40853258365,0.1368180234,0.81590174685,657.21,1197.99497836839,75,69.41917594461196
7,0.7961441643,0.613678494433333,0.6673902325,0.555524835166667,2.6522001386,1.79256931386667,0.4999610426,0.3588689926,0.5816532423,0.435801620233333,0.1609980866,0.7854714486,665.44,1432.11933865557,75,77.19281449993075
8,0.7497140971,0.58688256435,0.6442860628,0.5317693952,2.2020109543,1.5071299676,0.4464650022,0.3286497826,0.5279887833,0.4008198607,0.13626322845,0.82218212,657.21,1179.0527954228,75,71.0115363053128
9,0.7653320659,0.59118879985,0.6581450295,0.53673637525,2.2551884611,1.49886251435,0.4601426509,0.33237605545,0.5412418211,0.40279760405,0.13271968775,0.8088699112,657.21,1181.50411417322,75,66.96905002098237
