Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Evapotranspiration,Kc,ETc,Dia,ndmi_mean_pred_1,ndmi_mean_pred_2,ndmi_mean_pred_3,ndmi_mean_pred_4,ndmi_mean_pred_5,ndmi_mean_pred_6,ndmi_mean_pred_7,ndmi_mean_pred_8,ndmi_mean_pred_9
14,2022-05-21,8,0.1831817573965225,0.1541964866623292,0.2281303602058319,-0.2650448336981059,-0.3176419779745195,-0.1842325037581426,1.724529163149891,1.4516789516789517,1.931012658227848,0.2702303441858987,0.2269170579029734,0.3176206509539843,0.55325483213712,0.4174299921486522,0.8470149253731343,6.268201,0.3806590210060009,2.386047256128836,0,-0.12005982443061787,-0.31098872414008094,-0.2660188717920272,-0.1857721512410287,-0.14715381162691932,-0.0015581106142313038,-4.912072278353996e-07,2.1002211644192603e-16,2.1569796767339897e-20
15,2022-05-26,8,0.2007056074955631,0.0756013745704467,0.358609794628752,-0.1198636358652287,-0.2470156106519742,0.0726447219069239,1.281597905650089,0.8645502645502645,1.6560975609756097,0.2373630636693509,0.140728476821192,0.3085385018334206,1.647478795784051,-421.6666666666666,830.0,5.0353475,0.4008114486198976,2.01822492577958,5,-0.11391541504682419,-0.2816034989257357,-0.24560571326935532,-0.19001483108278902,-0.16803532660061932,-0.08435152925037588,-0.00688475795517653,1.8466504889463283e-06,1.5702323627469903e-07
16,2022-06-05,8,0.2129425020379189,0.1651053864168618,0.2825112107623318,-0.230983510118787,-0.2982328292949535,-0.162109375,1.6031236320033229,1.386946386946387,1.849948078920041,0.3161292950919951,0.2669220945083014,0.3764705882352941,0.5170557076508211,0.3719870943252989,0.7517291590826356,6.74893,0.4148838773436067,2.800022246320588,15,-0.10162659627923683,-0.22502061241011231,-0.20501780896476515,-0.1882340339044418,-0.18895379527837616,-0.1825835255446154,-0.045791415536632324,0.00013549663373479533,3.3201084583130365e-05
17,2022-06-10,8,0.224770049031678,0.1586206896551724,0.3126272912423625,-0.2322180347992223,-0.3040946314831665,-0.1620900674721481,1.6086571523952609,1.3868913857677905,1.8739539748953973,0.3278708060261437,0.2780082987551867,0.3873015873015873,0.4986565126908018,0.350561175003464,0.7512541294506302,6.6018114,0.4284855563864297,2.8287808308872746,20,-0.09548218689544315,-0.19782295110883416,-0.18488213076045734,-0.1827659343486307,-0.19041200503211947,-0.2047481218779161,-0.06950832577640018,0.0004076635631758779,0.00013043491338814118
18,2022-06-25,8,0.326706796524649,0.1827751196172248,0.4840731070496084,-0.136270171590302,-0.4185502727981294,0.0594130279169649,1.331675010167512,0.8878378378378379,2.439678284182305,0.3265382431392188,0.1703703703703703,0.4561224489795918,-1.1496407583079646,-425.0,66.57894736842105,5.834705,0.5457128160033463,3.1840732960988047,35,-0.07704895874406209,-0.12060509503113401,-0.1253425974051464,-0.15121113289997387,-0.16651335794113198,-0.19692393908314207,-0.1253714991316699,0.003286566654186959,0.0017234824846491545
20,2022-07-05,8,0.3751738287482636,0.2441430332922318,0.5096391497775581,-0.1378460506758889,-0.2574366507528461,-0.0263032042085126,1.327793580828042,1.0540275049115913,1.6933728981206726,0.3826983630937579,0.2935897435897436,0.4696823869104908,1.3982715358130793,0.8452168746286394,2.144997694790226,5.821026,0.6014499030605032,3.5010555234126683,45,-0.06476013997647473,-0.0727724641677791,-0.08656783077100222,-0.12001898890147716,-0.1327374479163837,-0.1518789625813174,-0.1359045155887072,0.008089916389484883,0.00520805469937215
21,2022-07-10,8,0.3920108540697251,0.2351097178683385,0.5532994923857868,-0.1245177561069081,-0.2511516491615994,-0.0021196804174139,1.2922349544030471,1.004248366013072,1.670767716535433,0.3994785403533853,0.2926509186351706,0.5059055118110236,1.13968167648677,0.6397134083930399,1.7240484429065743,6.6173306,0.6208124821801838,4.108121435192885,50,-0.05861573059268105,-0.04994993069263524,-0.06751452550116485,-0.10207418585278642,-0.11203040089411528,-0.12269896471677588,-0.13152974167074283,0.011688792173299437,0.008163362296688955
23,2022-07-20,8,0.4527339546098418,0.2998160637645616,0.5890263582571275,-0.0612359372534877,-0.1987720644666155,0.0544351240406924,1.1373047205129103,0.8967501692620176,1.496168582375479,0.4323558285775859,0.3276983094928478,0.5335927367055772,1.5059660540622868,0.9482606392371534,2.3162845385067605,6.577692,0.690644047801318,4.542843828070347,60,-0.046326911825093686,-0.006492427655414549,-0.030173739999986127,-0.0625684832807399,-0.06520633433721562,-0.057619924075957285,-0.10428874021665324,0.021726492344542957,0.017328115182800734
24,2022-07-25,8,0.4313911699203724,0.3134479271991911,0.5278276481149012,0.0316554321865237,-0.0857142857142857,0.1262200165425971,0.94173130652712,0.7758519388954171,1.1875,0.3987916122030048,0.319755600814664,0.4770017035775127,2.230719066990394,1.493601462522852,3.2587228439763,5.2912865,0.6660998454084283,3.524525119661704,65,-0.040182502441300005,0.014142541906662205,-0.011925327346255232,-0.041415563764150266,-0.03988718839896029,-0.023785570203794015,-0.08243811813193824,0.028295142629844262,0.023828151721122216
25,2022-07-30,8,0.5385090802656354,0.3774343122102009,0.6934731934731935,0.004942918274197,-0.1438735177865612,0.1240201005025125,0.9953030044438348,0.7793276108726752,1.3361034164358263,0.49543269640444,0.3884615384615384,0.6092184368737475,1.6444648787195848,1.0845466578424885,2.358303606817281,5.3640223,0.7892854423054807,4.233744713591962,70,-0.034038093057506325,0.034048323497716644,0.0060157201911630875,-0.019587604185626297,-0.013778859026848007,0.009816502016413597,-0.05603830893712214,0.0359521235472628,0.03175954009812317
