Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Evapotranspiration,Kc,ETc,Dia,ndmi_mean_pred_1,ndmi_mean_pred_2,ndmi_mean_pred_3,ndmi_mean_pred_4,ndmi_mean_pred_5,ndmi_mean_pred_6,ndmi_mean_pred_7,ndmi_mean_pred_8,ndmi_mean_pred_9
3,2022-03-07,3,0.2682695502953463,0.1030042918454935,0.5450716090985678,-0.0084136826729185,-0.3024645257654966,0.3020944266950657,1.078177315939209,0.5359869138495092,1.8672376873661671,0.2645900193226681,0.1094287680660702,0.5015015015015015,16.87395797383096,-85.68181818181819,3465.0,5.421426,0.4785099828396483,2.594206462226423,0,-0.03286530698374139,-0.11235557162306681,-0.07859784644901302,-0.07369040658422993,-0.07052299258104133,-0.0005963973322874882,-1.1499832240916615e-07,1.0883086534594911e-16,5.271562886257223e-21
4,2022-03-17,3,0.2799245007328691,0.1448450347881087,0.5937038858829317,-0.1187467007179103,-0.3013941698352345,0.1544628540887226,1.320882218173162,0.7324074074074074,1.862844702467344,0.3457853314317316,0.2517289073305671,0.5196998123827392,0.678255811524653,0.3455745822158035,1.6731355697255337,6.4403524,0.4919131758427995,3.168094202630796,10,-0.02557457095287527,-0.08801803787476459,-0.06833986419170286,-0.06649253248523421,-0.066093264252671,-0.05613755588908598,-0.004882665255825097,1.534443928908251e-05,1.1963985489251829e-06
5,2022-03-22,3,0.3033488642349384,0.1772501380452788,0.5519956557154494,-0.0324113701451086,-0.2287438288535381,0.2177485620377978,1.0978297621643138,0.6423751686909581,1.593172119487909,0.3779875737221652,0.2728358208955224,0.4977261243052046,0.6386996923156544,0.3819604233778187,1.328237292565007,6.455727,0.5188511938701792,3.3495616612499504,15,-0.021929202937442212,-0.076251722659138,-0.06275022945340336,-0.06210023838531046,-0.06260339368217874,-0.06888374712605749,-0.009254126422633473,7.307363851010953e-05,8.551100015946774e-06
6,2022-03-27,3,0.3125784419491628,0.1506849315068493,0.6216216216216216,-0.096306458952792,-0.290766674578685,0.2007155635062611,1.264169039859176,0.665673420738975,1.819946452476573,0.3860491089182424,0.2661122661122661,0.5405095249024559,0.6443491471575087,0.3067307692307692,1.4437343072357909,5.671845,0.5294652082415372,3.003044594038722,20,-0.018283834922009152,-0.0647537085491944,-0.05687752153992908,-0.0572249917327993,-0.05836508931503318,-0.07411928625836268,-0.013719621049405321,0.00021722961712974465,3.390318849477105e-05
7,2022-04-01,3,0.3092817039763518,0.1590214067278287,0.5805799055967633,-0.0892101092980981,-0.2338916256157635,0.1512770137524558,1.2275736846797896,0.7372013651877133,1.61059670781893,0.3550123554281157,0.243214475784992,0.5065616797900262,0.734178775890668,0.3610540725530459,1.5284023668639055,5.590019,0.5256739595728046,2.9385274218172097,25,-0.014638466906576095,-0.05352399554493381,-0.05073975737472115,-0.0519006082837544,-0.05345012570957229,-0.07343697676576727,-0.017649316294822345,0.0004986759386556963,9.728546468326156e-05
9,2022-04-11,3,0.3599235176121031,0.2174316179879462,0.5717884130982368,-0.0736989090423565,-0.1807521229276182,0.1126961483594864,1.1782463743225935,0.7974358974358975,1.441263573543929,0.3880345182616077,0.2850194552529183,0.5028901734104047,0.9251016775271113,0.4805327868852459,1.5865946261682242,7.1499596,0.5839120452539186,4.17494753351889,35,-0.0073477308757099735,-0.03186947285346166,-0.037741127982868924,-0.040037100601403044,-0.04186037604241784,-0.059660837978147474,-0.0222393424999488,0.0016916673706723218,0.0004616002661819563
10,2022-04-16,3,0.3848444320214681,0.256198347107438,0.5716046339659847,-0.0646019243938957,-0.1675296475697344,0.1174202593760953,1.1535274831206797,0.7898368883312421,1.4024879614767256,0.3968375279012666,0.3090909090909091,0.5116168800379327,1.2523902129610989,0.6856868856389354,2.1424544258598006,6.278408,0.6125710968246884,3.845971274872898,40,-0.003702362860276913,-0.021444663166250093,-0.030916296603106873,-0.033563014461329026,-0.03531248335761751,-0.048771088134178506,-0.022420254300490716,0.0027101714016634095,0.000844332965891694
11,2022-05-01,3,0.4636403595194245,0.3507779349363508,0.5811271297509829,0.0597847545835256,-0.0742584975102836,0.2912391475927388,0.899610332064841,0.5488997555012225,1.1604303086997194,0.3953546640021866,0.2794376098418277,0.5054168629298162,2.263346783456674,-82.8,12.99418604651163,4.4133306,0.7031864134473382,3.1033941159713896,55,0.007233741186022262,0.008219959261286594,-0.009355938809770592,-0.012350763045633427,-0.013352563469377174,-0.009903010228952985,-0.013829509915889326,0.008003389146795586,0.003410129425208757
12,2022-05-06,3,0.4696319602087719,0.3728963684676705,0.5721476510067114,0.0665055444698792,-0.0574918081620494,0.2398279854449222,0.8851493521120003,0.6131270010672358,1.1219974715549936,0.3914861791464098,0.3197797543413808,0.4709576138147566,14.920370159760486,-316.0,1296.25,5.765691,0.7100767542400876,4.094083151231286,60,0.010879109201455323,0.017571564525766126,-0.0018672547387789118,-0.004785693753256309,-0.005436486203998459,0.0032112829665296994,-0.008163807795710465,0.010627921026064475,0.0049267825470220615
13,2022-05-11,3,0.4708891104243902,0.3903381642512077,0.5639237563923757,0.051726508252799,-0.0485984408691325,0.197366079373554,0.908841455838192,0.670332936979786,1.1021617852161785,0.4128719058255022,0.3449477351916376,0.4957759004001779,3.278263238803454,1.950179533213645,5.919871794871795,5.5266824,0.7115224769880487,3.932358750774254,65,0.014524477216888383,0.02665486868456268,0.005742350196417376,0.0029766589031245926,0.0026966900380787848,0.015747095382587062,-0.0013369819660985494,0.01372032082112875,0.0068682634244376485
15,2022-05-21,3,0.5062403524510817,0.3620137299771167,0.6406181015452539,0.075626209133849,-0.04,0.2366056572379367,0.867156697541394,0.6173304628632938,1.0833333333333333,0.4559963369473789,0.3752310536044362,0.5574182732606874,2.067276202567246,1.0780973149788742,2.9121677740863787,7.010074,0.752176405318744,5.272812262338389,75,0.021815213247754504,0.04401657368510674,0.02125225496565912,0.018977142583357403,0.01943867876629664,0.038195521606951444,0.01504205048658891,0.021344045526324917,0.012228647521908787
16,2022-05-26,3,0.4943738299086285,0.3374503749448611,0.6586620926243568,0.0586165048182572,-0.0636588380716934,0.237364043506078,0.8984575101641095,0.6163391933815926,1.135973597359736,0.4487457023037055,0.3494840735755944,0.5659919028340081,2.083646007660461,1.0944206008583692,3.250954841608627,5.5792437,0.7385299043949227,4.120438316356975,80,0.025460581263187565,0.05229497452685425,0.029116520952822335,0.027158534454376576,0.02796593026284525,0.047864444200429124,0.024193891803552692,0.025874326423813845,0.015733656587965505
17,2022-06-05,3,0.5064305319828766,0.3505572441742654,0.7221238938053097,0.0487957635571351,-0.0934221482098251,0.2749517063747585,0.921257849592606,0.5686868686868687,1.206098457016899,0.4621110271898424,0.3703319502074689,0.6117216117216118,1.5369931742937375,0.9316101238556812,2.4745018044876823,7.2012568,0.752395111780308,5.418190414994704,90,0.032751317294053686,0.0680468728933003,0.04497359551502775,0.04374566050445101,0.045146847785118564,0.06397094063135578,0.04344499475689867,0.03631901201211558,0.02454734471843731
