Fecha,rh12,dia,reconstruida_rh12,ajustados_rh12
2020-01-01,66.83522,1,54.20045801373005,42.34734419990632
2020-01-02,67.10795,2,50.499250275781435,42.32921272077633
2020-01-03,41.48878,3,47.52403211900449,42.31244376828931
2020-01-04,33.920467,4,45.142654036038564,42.29704142937866
2020-01-05,38.91755,5,43.0729347396245,42.283009457906374
2020-01-06,42.927982,6,41.08845483260319,42.27035127374817
2020-01-07,33.454,7,39.18421045953,42.25906996195994
2020-01-08,42.158688,8,37.63268987989239,42.249168272025884
2020-01-09,48.561974,9,36.90534791120169,42.24064861718844
2020-01-10,51.043488,10,37.48821819274951,42.23351307386007
2020-01-11,20.401815,11,39.66316645033405,42.22776338111722
2020-01-12,35.27708,12,43.34191866321565,42.223400940276505
2020-01-13,45.046143,13,48.022528266710935,42.22042681455311
2020-01-14,55.63531,14,52.89372665150381,42.218841728801735
2020-01-15,63.66509,15,57.057911779470594,42.21864606933988
2020-01-16,65.624504,16,59.798559039183985,42.21983988385372
2020-01-17,64.33706,17,60.79925804744654,42.22242288138648
2020-01-18,57.15089,18,60.23644292955278,42.22639443240933
2020-01-19,57.739162,19,58.71107012202111,42.23175356897484
2020-01-20,46.770164,20,57.040601437068574,42.238498984952855
2020-01-21,57.41192,21,55.98159920978148,42.24662903634887
2020-01-22,52.153915,22,55.97756760763432,42.25614174170466
2020-01-23,62.378757,23,57.01778886976536,42.26703478258123
2020-01-24,51.967056,24,58.654104194470904,42.27930550412385
2020-01-25,70.444756,25,60.16776838477975,42.29295091570911
2020-01-26,83.40924,26,60.827068891540264,42.307967691673795
2020-01-27,47.205868,27,60.14627651609375,42.32435217212539
2020-01-28,57.137657,28,58.05780772223635,42.34210036383411
2020-01-29,29.3097,29,54.94110161367623,42.361207941206104
2020-01-30,50.841576,30,51.50192189925506,42.3816702473377
2020-01-31,54.567726,31,48.54666414137847,42.403482295150376
2020-02-01,52.59675,32,46.730160800983114,42.42663876860623
2020-02-02,56.07748,33,46.36131708166341,42.45113402400359
2020-02-03,57.598793,34,47.327772166113874,42.47696209135252
2020-02-04,51.499344,35,49.157908569591754,42.50411667582978
2020-02-05,38.423077,36,51.19165903724793,42.53259115931306
2020-02-06,38.173706,37,52.797069259395634,42.56237860199391
2020-02-07,55.739983,38,53.55867564162087,42.59347174406916
2020-02-08,54.41266,39,53.37876961422022,42.625863007510205
2020-02-09,50.28534,40,52.46661685673467,42.65954449790998
2020-02-10,55.78217,41,51.23049696813141,42.69450800640698
2020-02-11,60.257298,42,50.11867594820437,42.73074501168592
2020-02-12,56.156418,43,49.467839978479276,42.76824668205455
2020-02-13,40.406673,44,49.408348603588834,42.80700387759611
2020-02-14,51.236446,45,49.85016778953463,42.84700715239694
2020-02-15,43.55067,46,50.542292905225615,42.8882467568486
2020-02-16,50.64654,47,51.17376034189638,42.93071264002409
2020-02-17,49.815018,48,51.47444392906262,42.97439445212743
2020-02-18,52.160244,49,51.280832625977254,43.019281547016135
2020-02-19,49.005993,50,50.55128515723458,43.06536298479588
2020-02-20,52.11377,51,49.337848515283675,43.1126275344868
2020-02-21,51.326077,52,47.73808780874212,43.161063676760676
2020-02-22,43.46004,53,45.85433843959498,43.21065960674846
2020-02-23,47.97519,54,43.778866290571564,43.26140323691732
2020-02-24,53.028805,55,41.60668408414262,43.31328220001666
2020-02-25,37.998077,56,39.46146215964168,43.36628385209223
2020-02-26,22.944721,57,37.5118375879603,43.42039527556777
2020-02-27,19.399843,58,35.95935330093293,43.47560328239321
2020-02-28,34.047367,59,34.993587252003756,43.53189441725892
2020-02-29,44.45656,60,34.728244436619775,43.589254960875024
2020-03-01,48.40198,61,35.14550073629776,43.647670933315084
2020-03-02,45.28659,62,36.0777964674098,43.70712809742325
2020-03-03,45.361813,63,37.24446709538991,43.76761196228419
2020-03-04,21.780083,64,38.338945454549915,43.829107786754804
2020-03-05,33.210835,65,39.13933141299748,43.89160058305691
2020-03-06,28.01828,66,39.600784518962286,43.95507512043013
2020-03-07,41.442497,67,39.88956485724416,44.019515928843866
2020-03-08,47.653244,68,40.33678315377401,44.08490730276772
2020-03-09,42.202553,69,41.319298158702324,44.151233304999195
2020-03-10,49.64917,70,43.10493734045339,44.21847777054798
2020-03-11,47.094883,71,45.71746408973198,44.28662431057562
2020-03-12,50.395496,72,48.87520877261667,44.35565631638983
2020-03-13,45.57107,73,52.0348731579807,44.42555696349241
2020-03-14,55.88385,74,54.535608981375525,44.496309215679645
2020-03-15,59.052986,75,55.80086117389779,44.56789582919443
2020-03-16,52.510612,76,55.53079212749349,44.6402993569289
2020-03-17,45.854298,77,53.816513758579,44.71350215267664
2020-03-18,47.901653,78,51.13092340488103,44.78748637543343
2020-03-19,46.828514,79,48.19244303463098,44.86223399374547
2020-03-20,54.4329,80,45.743104714691725,44.93772679010398
2020-03-21,57.102573,81,44.31483670788067,45.01394636538521
2020-03-22,45.69561,82,44.0650248582699,45.09087414333466
2020-03-23,39.100647,83,44.74069338733665,45.16849137509449
2020-03-24,41.195637,84,45.78665829170629,45.246779143773004
2020-03-25,42.410316,85,46.5618497813148,45.32571836905507
2020-03-26,41.933342,86,46.587959545695504,45.405289811852384
2020-03-27,43.2795,87,45.740545931362654,45.48547407899244
2020-03-28,42.99916,88,44.310701945477874,45.566251627945014
2020-03-29,51.76053,89,42.90994880985878,45.647602771585085
2020-03-30,52.6509,90,42.24697857781332,45.729507682991
2020-03-31,44.62228,91,42.85247730923685,45.81194640027666
2020-04-01,44.417023,92,44.85017840781975,45.89489883145668
2020-04-02,35.72722,93,47.85989559303552,45.978344759343194
2020-04-03,53.424103,94,51.07494866548433,46.06226384647317
