Fecha,rh12,dia,reconstruida_rh12,ajustados_rh12
2020-01-01,67.580284,1,58.669925117033436,46.98188710558907
2020-01-02,67.84901,2,55.21312319727085,46.901977082070694
2020-01-03,43.002438,3,51.61080564887156,46.82260334110128
2020-01-04,35.675102,4,47.898193681381,46.74378828269023
2020-01-05,40.526485,5,44.23379377272485,46.665554149181546
2020-01-06,44.422684,6,40.93345314827714,46.58792301897678
2020-01-07,35.23704,7,38.4302004904367,46.51091680030435
2020-01-08,43.684826,8,37.16829568534553,46.43455722503682
2020-01-09,49.902107,9,37.465638401533745,46.35886584255794
2020-01-10,52.313377,10,39.39249011796754,46.28386401368124
2020-01-11,22.602865,11,42.71139174513632,46.2095729046218
2020-01-12,37.03615,12,46.904160595179114,46.13601348102294
2020-01-13,46.518257,13,51.283397030254896,46.063206502039534
2020-01-14,56.794,14,55.15773236341483,45.991172514479544
2020-01-15,64.58712,15,58.001694091673336,45.919931847005586
2020-01-16,66.49382,16,59.57874986398266,45.84950460439793
2020-01-17,65.24917,17,59.98056140213703,45.77991066188077
2020-01-18,58.2748,18,59.57184981644166,45.71116965951326
2020-01-19,58.849613,19,58.85976908334433,45.643300996646886
2020-01-20,48.215664,20,58.32965307949149,45.5763238264508
2020-01-21,58.542416,21,58.29815422173927,45.510257050506624
2020-01-22,53.446304,22,58.82756138969855,45.44511931347421
2020-01-23,63.370518,23,59.72433360864612,45.380928997830004
2020-01-24,53.267365,24,60.61777284183728,45.31770421867928
2020-01-25,71.19503,25,61.09021351535431,45.25546281864394
2020-01-26,83.77485,26,60.81581307151001,45.19422236282711
2020-01-27,48.655476,27,59.664961706175696,45.13400013385615
2020-01-28,58.293556,28,57.74464592337906,45.07481312700531
2020-01-29,31.304445,29,55.366692255222574,45.016678045399495
2020-01-30,52.18863,30,52.958261018577154,44.95961129530052
2020-01-31,55.8072,31,50.94511457758444,44.90362898147709
2020-02-01,53.8916,32,49.64352025288475,44.84874690265988
2020-02-02,57.272118,33,49.190526540999585,44.79498054708301
2020-02-03,58.74593,34,49.527894208182396,44.74234508811307
2020-02-04,52.833607,35,50.43765729247945,44.69085537996712
2020-02-05,40.145805,36,51.61290863256382,44.640525953520644
2020-02-06,39.909966,37,52.74004135520006,44.59137101220683
2020-02-07,56.94563,38,53.569553598184015,44.543404428008195
2020-02-08,55.656242,39,53.95994527813867,44.496639737541834
2020-02-09,51.656902,40,53.88959464146501,44.4510901382392
2020-02-10,56.98512,41,53.44084960500572,44.406768484621715
2020-02-11,61.324154,42,52.76611407981652,44.36368728467307
2020-02-12,57.342533,43,52.04667828451579,44.321858696309384
2020-02-13,42.069366,44,51.45262015146433,44.28129452394811
2020-02-14,52.572445,45,51.108580534411075,44.242006215176716
2020-02-15,45.113453,46,51.06775097889709,44.20400485752208
2020-02-16,51.99462,47,51.29600763722731,44.16730117532148
2020-02-17,51.1843,48,51.66921308521774,44.13190552669608
2020-02-18,53.457314,49,51.987559566540355,44.0978279006278
2020-02-19,50.39393,50,52.009548789350525,44.06507791414028
2020-02-20,53.406624,51,51.50387079501031,44.033664809584934
2020-02-21,52.638813,52,50.31083193244231,44.0035974520326
2020-02-22,45.00684,53,48.39850832683288,43.97488432677179
2020-02-23,49.38282,54,45.895646495602406,43.94753353691405
2020-02-24,54.28299,55,43.086047222540486,43.92155280110717
2020-02-25,39.69143,56,40.35834626145885,43.8969494513569
2020-02-26,25.087706,57,38.118717969927346,43.87373043095784
2020-02-27,21.647282,58,36.68779343418597,43.85190229253393
2020-02-28,35.85173,59,36.211840088703866,43.831471196189256
2020-02-29,45.93892,60,36.61788399661135,43.812442907769615
2020-03-01,49.762264,61,37.631681224223726,43.79482279723533
2020-03-02,46.738445,62,38.85868254409267,43.778615837145786
2020-03-03,46.80162,63,39.907070942860344,43.76382660125618
2020-03-04,23.925322,64,40.515790773745564,43.75045926322669
2020-03-05,35.009483,65,40.645460396437066,43.73851759544469
2020-03-06,29.96288,66,40.4990377233017,43.72800496796012
2020-03-07,42.982586,67,40.46024099038218,43.71892434753441
2020-03-08,48.997257,68,40.96469472311248,43.71127829680329
2020-03-09,43.70631,69,42.342676256647884,43.70506897355353
2020-03-10,50.91978,70,44.684678695893155,43.70029813011401
2020-03-11,48.432316,71,47.77671685435985,43.6969671128612
2020-03-12,51.63206,72,51.13177690115424,43.69507686183924
2020-03-13,46.942547,73,54.1131077812123,43.69462791049456
2020-03-14,56.936214,74,56.1141117043981,43.695620385525416
2020-03-15,60.008423,75,56.7389734198982,43.69805400684612
2020-03-16,53.65249,76,55.925410116145414,43.70192808766604
2020-03-17,47.186024,77,53.96777053719417,43.70724153468347
2020-03-18,49.16218,78,51.43024768393096,43.71399284839414
2020-03-19,48.11936,79,48.97603646163,43.72218012351442
2020-03-20,55.48587,80,47.16676850302674,43.73180104951895
2020-03-21,58.065678,81,46.29755837472805,43.74285291129276
2020-03-22,46.99106,82,46.322231081325036,43.75533258989746
2020-03-23,40.584106,83,46.89382390496949,43.76923656345145
2020-03-24,42.608334,84,47.50681524483503,43.784560908123815
2020-03-25,43.77679,85,47.692678105346225,43.80130129924167
2020-03-26,43.304333,86,47.20127853851085,43.819453012510635
2020-03-27,44.600315,87,46.104233799874606,43.83901092534807
2020-03-28,44.32046,88,44.78191789951915,43.8599695183287
2020-03-29,52.809254,89,43.79513389665573,43.88232287674226
2020-03-30,53.663128,90,43.68246205385863,43.906064692262696
2020-03-31,45.86739,91,44.75133047721573,43.93118826472841
2020-04-01,45.658497,92,46.93544733501907,43.95768650403311
2020-04-02,37.21954,93,49.77130751962011,43.98555193212673
2020-04-03,54.36978,94,52.508214097226514,44.01477668512577
2020-04-04,48.634502,95,54.322092482745916,44.045352515532564
2020-04-05,53.617474,96,54.56794977764462,44.07727079456284
2020-04-06,56.647892,97,52.991053457484064,44.1105225145808
2020-04-07,51.913643,98,49.82795759117252,44.14509829164117
2020-04-08,46.566517,99,45.76207943083738,44.18098836813743
