parcela,rh12
1,49.178555031674215
10,51.22782077375566
11,49.529402171945705
13,50.95831485972851
14,48.3540314479638
15,52.03636501809955
16,51.89988344343892
2,48.3540314479638
3,48.71387447963801
4,44.463014289592756
5,50.555451719457004
6,47.3817406244344
7,50.99450895475113
8,50.63113185067873
9,50.365249167420814
