parcela,rh12
1,53.12764162983426
10,51.117108182320436
11,51.117108182320436
13,53.953775839779006
14,51.47197060220994
15,53.64519030939227
16,53.5981587403315
2,53.69265851933703
3,52.7846092044199
4,53.12764162983426
5,53.81626509392265
6,54.311374701657456
7,51.05536820441989
8,54.311374701657456
9,54.311374701657456
