parcela,rh12
1,52.71447657918552
10,53.50981170588236
11,53.50981170588236
13,53.28957414720813
14,53.27905241176472
15,51.793413090909084
16,50.77373426732674
2,52.325737459893055
3,55.107110330316736
4,53.482212985507246
5,53.01307586877827
6,50.939293502262444
7,53.17828112217195
8,50.939293502262444
9,50.939293502262444
