Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Evapotranspiration,Kc,ETc,Dia,evi_mean_pred_1,evi_mean_pred_2,evi_mean_pred_3,evi_mean_pred_4,evi_mean_pred_5,evi_mean_pred_6,evi_mean_pred_7,evi_mean_pred_8,evi_mean_pred_9
14,2022-05-21,9,0.1663230690062916,0.1343523732904263,0.229987293519695,-0.2406924641853508,-0.3188740193816336,-0.1332818532818532,1.639053662346564,1.3075552387740557,1.936314363143632,0.2523507819264367,0.1909385113268608,0.315625,0.5356659809973164,0.3552758954501451,0.9333333333333332,6.268201,0.3612715293572353,2.264522561588552,0,1.34540828062802,0.9861680568332297,0.41857664184182536,0.9584868907724036,1.3919048864423433,0.00403870293640041,2.67898769006061e-06,8.481120161682764e-15,3.7510814396599463e-19
15,2022-05-26,9,0.1951284539356456,0.1099928109273903,0.3130493576741041,-0.1056145164572755,-0.2147577092511013,0.0262929789078301,1.2405699071751288,0.9487612612612611,1.546984572230014,0.2261802286989969,0.170223841749089,0.2943692088382038,1.7632587364038232,-278.0,211.5625,5.0353475,0.3943977220259924,1.985929583609276,5,1.358358075524767,1.041394951987394,0.5911851144164669,0.9716710187920634,1.2309546466656858,0.2414773608217811,0.03597519219876111,8.181148248702881e-05,2.8562506060358005e-06
16,2022-06-05,9,0.2024638993996164,0.1521610420367081,0.2848258706467662,-0.2104645279587275,-0.2781954887218045,-0.1444338725023786,1.5351437339807228,1.3376334519572954,1.7708333333333333,0.2972323066022528,0.2491649966599866,0.3645970937912813,0.533871234109981,0.3686471009305655,0.7673194972230342,6.74893,0.4028334843095588,2.71869498726131,15,1.3842576653182612,1.1478714345552072,0.9051480214418197,1.0304126510759237,1.049194008684409,0.6411579919654107,0.27105824650324534,0.005654954038614182,0.000593956417689727
17,2022-06-10,9,0.2279187452572613,0.1409062693978895,0.3564493758668516,-0.2117015820534819,-0.2870164067247316,-0.1252684323550465,1.5404516662448386,1.286415711947627,1.8051136363636364,0.3202500072459037,0.2537517053206002,0.4163649529326575,0.5309311415030769,0.3230437903804738,0.8449270444519851,6.6018114,0.4321065570458504,2.852685994320045,20,1.3972074602150082,1.1991210219688562,1.0470745246095694,1.0735240543488145,1.0169648396952153,0.8105219772912585,0.44111280873813524,0.0164920026757541,0.002312821026769072
18,2022-06-20,9,0.2583604257925563,0.1726618705035971,0.3949143746756616,-0.0776387072247241,-0.147393984681487,0.0107447202667654,1.1706252074156551,0.9787390029325512,1.345749342681858,0.2747098492442598,0.2101020956475013,0.3749360613810741,1.1727409849772965,0.7444061962134252,1.8546365914786969,5.137292,0.4671144896614397,2.3997035308217973,30,1.4231070500085024,1.2976428890556382,1.3022478020478119,1.1814645450964878,1.043994155946405,1.1027577847175536,0.8300217862453946,0.07077051443420854,0.014930059810587348
19,2022-06-30,9,0.3454951607604974,0.1783545002760905,0.5396155649320207,-0.0998533958289987,-0.2273444347063979,0.0578192945723949,1.2274096871586606,0.8906820950060901,1.588475499092559,0.3404815920850698,0.2331002331002331,0.4779477947794779,1.486016554828917,0.7501161170459824,2.485136741973841,5.2296433,0.567319434874572,2.966878281551592,40,1.4490066398019963,1.390861679155066,1.5210883366798402,1.3112244806839124,1.1626469972382965,1.3477210888513294,1.2304333357699835,0.18830342344182202,0.05312751515189983
20,2022-07-05,9,0.3673835909087513,0.2067039106145251,0.5514456889815056,-0.1199184543074622,-0.2545454545454545,0.0439964943032427,1.2786118862237104,0.9157152451309604,1.6829268292682926,0.377992855266478,0.2697583278902678,0.5174522292993631,1.3919193402192525,0.8204675782973092,2.2578125,5.821026,0.592491129545064,3.448906269851185,45,1.4619564346987435,1.4354824203345224,1.6175989113398221,1.3817860712156138,1.2461907813767172,1.456722380747298,1.4205475158839032,0.27598409299785026,0.08773638109922313
21,2022-07-10,9,0.3884513215839753,0.205596107055961,0.5506198347107438,-0.1028557381560603,-0.2467924528301887,0.0127516778523489,1.234918111042756,0.9748177601060304,1.655310621242485,0.3937380177183845,0.2656943563728599,0.5347648261758691,1.1359760623765278,0.5932741116751269,1.7050691244239633,6.6173306,0.6167190198215715,4.081033641467291,50,1.4749062295954904,1.4787773922671401,1.7058844033738083,1.4548955233764849,1.341105316459851,1.5584092826648674,1.5987792321956724,0.3841251740822248,0.13590158353795312
23,2022-07-20,9,0.4435952704566954,0.2404900064474532,0.5872278664731495,-0.0455696961366266,-0.2368939692550256,0.0699300699300699,1.1022448553614708,0.869281045751634,1.6208677685950412,0.4230967513557262,0.2869565217391304,0.5391800726517904,1.544705112895884,0.7656308498689629,2.248031496062992,6.577692,0.6801345610251996,4.473715660978967,60,1.5008058193889844,1.5613900283918598,1.8589242769978704,1.6053197619318582,1.5525299495812421,1.743357941217027,1.9101795901119099,0.6600640041585072,0.2811671171870175
25,2022-07-30,9,0.5745798285533467,0.3338150289017341,0.6995614035087719,0.051064138738024,-0.2083617359690979,0.1847888400535066,0.9097192887381372,0.6880645161290323,1.526406429391504,0.5149344111233384,0.3724907063197026,0.6142433234421365,1.7802595317385033,0.9484575589193333,2.534334763948498,5.3640223,0.8307668028363486,4.456251656513878,70,1.5267054091824785,1.6386995875292254,1.982496232420181,1.7560897115999383,1.7747336989409885,1.9075356444426754,2.153651174056451,1.0042457039503387,0.5008045477197057
27,2022-08-09,9,0.6901925868588901,0.4707740916271722,0.806387719732607,0.1404591206575485,-0.1164887307236061,0.2802841918294849,0.7615560881113467,0.5621531631520533,1.2636949516648766,0.5845114892888119,0.4483845547675334,0.6888888888888889,2.180933270144517,1.4058048433048431,2.754746222394421,5.821786,0.9637214748877236,5.610580190400701,80,1.5526049989759727,1.7107060696792369,2.078888544508893,1.9015483141228864,1.9898544165330954,2.053163578309011,2.328070328645376,1.3930987064461242,0.796795920406332
29,2022-08-24,9,0.6787429392758327,0.510148849797023,0.7677001388246182,0.1906078968266832,0.0329096291137036,0.3014037985136251,0.6831894227993791,0.5368020304568528,0.9362778152393796,0.5798007810429081,0.4645669291338583,0.6549295774647887,2.684855840822224,1.7533269309919055,3.403152218996267,5.9032273,0.9505543801672076,5.611338567137639,95,1.5914543836662136,1.808772523552965,2.177520782665554,2.099249379766946,2.26994006272249,2.236920430709228,2.47313817305114,1.9898230141571682,1.3587592837897213
30,2022-09-13,9,0.7269602962640838,0.5958605664488017,0.8141613737944013,0.226247143875593,0.0762758368392171,0.3279466010890567,0.6335130495719945,0.5060846560846561,0.8582596872875595,0.6166719652968974,0.5212876427829699,0.6942003514938488,2.538726595559918,1.8517930815614088,3.1287707390648567,4.602117,1.0060043407036965,4.629749678426272,115,1.643253563253202,1.9209670259288634,2.2352589139762804,2.3047584946208644,2.5190783518981297,2.409486628308512,2.5015612280895425,2.6294977266995416,2.1875541257370728
31,2022-09-23,9,0.7319175081543866,0.6411730879815987,0.8053915275994865,0.2231053875340377,0.0807692307692307,0.3348197696023783,0.6374807189641089,0.4983296213808463,0.8505338078291815,0.6241781426217119,0.5531972789115647,0.6928135274776891,2.67545700103794,2.0511025551277564,3.216266173752311,4.214055,1.0117051343775445,4.2633810800493634,125,1.6691531530466959,1.9691096616357813,2.23766023255721,2.376430749373533,2.5808115119174317,2.460238638029243,2.4695722905156003,2.8176059357613825,2.5535010370213023
33,2022-10-13,9,0.7274395987394192,0.60250569476082,0.8223938223938224,0.2233792128990634,0.0735427637552206,0.3462194428652643,0.637462039642839,0.4856418918918919,0.8629905277401895,0.6496635776998305,0.5797958087049974,0.7192982456140351,2.2793479279719246,1.628105590062112,2.935549777117385,4.4506645,1.006555538550332,4.479841002704344,145,1.720952332633684,2.0494857020875545,2.200968749910974,2.449962090778091,2.5786888903897225,2.4830082552738197,2.359110805846427,2.861993089148878,3.005585346799954
38,2022-11-27,9,0.7856039860499959,0.6275780789628757,0.8654205607476636,0.3105730040772779,0.1500375093773443,0.4242480851858771,0.5291955019934651,0.4042497376705141,0.7390737116764514,0.6935241241670884,0.5941853422168383,0.7616345062429057,2.034537374355657,1.3952854612345007,2.59840098400984,2.9512036,1.073444583957495,3.167953520575862,190,1.8375004867044074,2.1527742921639907,1.9997941297593567,2.2843022873013603,2.1277717000750798,2.174791332474097,2.0556482308915633,1.8601631586075311,2.2646105692275
37,2022-12-22,9,0.7670752148621016,0.6157635467980296,0.8407699037620298,0.3083442800717869,0.1024811218985976,0.4187393526405451,0.5321877949441679,0.4097022094140249,0.8140900195694716,0.6640065382291834,0.5804071997639422,0.7250101999184007,2.459727000000904,1.67000668002672,2.9236276849642007,2.6765351,1.0521364970914169,2.8160802644562253,215,1.9022494611881426,2.163754918567107,1.8771291638203156,2.0500480478998835,1.8031778090960344,1.8863336632547458,1.8846892805937614,1.4797934864955977,1.5276134517645232
39,2022-12-27,9,0.7582335747638241,0.5970651177010089,0.8349429323968394,0.2918546718134849,0.0962962962962963,0.4102564102564102,0.551688410589557,0.4181818181818181,0.8243243243243243,0.6666577937332946,0.57865342848278,0.726605504587156,1.8901345799948712,1.2710084033613445,2.330010224948875,2.6593611,1.0419686109783977,2.770970791456984,220,1.9151992560848896,2.1619737361072144,1.855952289889407,1.9983397263810816,1.7476190280930552,1.830724725720998,1.8508345524899141,1.4716564452476846,1.4459723713838457
42,2023-01-16,9,0.6697666725465526,0.5194727381665668,0.776039119804401,0.203551561927232,0.0543897216274089,0.3466814979606971,0.6653629121908485,0.4851321585903084,0.8968318440292445,0.6115112554255298,0.5320665083135392,0.6914408371344245,1.5745147420250367,1.0806431509410446,2.1535757739624173,3.1169145,0.9402316734285356,2.930621736268668,240,1.9669984356718777,2.14159131379926,1.791966336972754,1.7990362883337865,1.588356553122651,1.6493002456184342,1.726692255469061,1.6602402185352247,1.4657811730521644
43,2023-02-05,9,0.6552461064009311,0.526075022872827,0.7466307277628033,0.2129857841580475,0.0508920187793427,0.3338235294117647,0.6520531174561287,0.4994487320837927,0.9031451036454612,0.5841030329948173,0.5227135069654755,0.6382880809940175,1.7179950508738522,1.184193672345331,2.2623997623997623,3.3240013,0.9235330223610708,3.069824966921128,260,2.018797615258866,2.0999965835418886,1.7748645017561895,1.6538189399249028,1.5643776455921312,1.5814335851924568,1.6531416854172676,2.0004956812676227,1.910474380028063
45,2023-03-02,9,0.6020761530022246,0.4676494676494676,0.6706349206349206,0.1765322957938555,0.0229035166816952,0.2692589875275128,0.7024948864095345,0.5757225433526012,0.9552186177715092,0.5411734403428102,0.4740882917466411,0.5844032334759867,1.9767064688034404,1.3450062814070352,2.472861085556578,6.0360613,0.8623875759525583,5.205424272808048,285,2.083546589742601,2.0181733626663068,1.8473063482068603,1.6497513714852052,1.7587309870468886,1.7297384315446607,1.728203615856728,1.9895145557069773,2.096144114432718
46,2023-03-07,9,0.6225207703635128,0.4884221863220248,0.6852300242130751,0.1858721085721023,0.0356764394206993,0.2715894868585732,0.6889108714198614,0.5728346456692913,0.9311050477489768,0.5507563825598879,0.4761649705409748,0.595903165735568,1.6340698425751918,1.041487532244196,2.0030349013657056,4.690739,0.8858988859180398,4.1555204542323,290,2.096496384639348,1.9978314107506756,1.877164279811705,1.6846395086424228,1.826237713716111,1.7933983563036833,1.7759778223135072,1.8777358082523998,1.9590567593122614
48,2023-03-12,9,0.5829763893732586,0.4575398867730313,0.6517509727626459,0.1525388539678998,-0.0101363159734358,0.243074665199046,0.7379731212295235,0.608913813459268,1.0204802259887005,0.5246818472518932,0.4596273291925465,0.5709507883420927,1.9800086579639984,1.255827094222348,2.673732517482517,4.9784517,0.8404228477792474,4.184004555245435,295,2.109446179536095,1.976163689588205,1.9128128123579948,1.734538738816403,1.9019213092032885,1.8677670936760933,1.836466833357008,1.7329841243883044,1.7516331581236955
47,2023-03-17,9,0.6339943176104624,0.5026288117770767,0.7030273906775588,0.1697429894756459,0.019621833749554,0.2584883125746459,0.7119817628302573,0.5892082429501084,0.9615115465360392,0.5591986950387111,0.4903660886319846,0.6032461677186655,1.6816315850027688,1.0517051705170517,2.055276381909548,5.026175,0.8990934652520318,4.519001097713131,300,2.122395974432842,1.953170199178896,1.954537980204254,1.800875955062255,1.9848123718694524,1.9520416240347203,1.9099437082786608,1.566517228087338,1.4838540433538583
49,2023-03-27,9,0.5301198672232744,0.4391927774827403,0.5894428152492669,0.1018391894689013,-0.0093978419770274,0.1693834160170092,0.8167461823813082,0.7103030303030303,1.0189739985945183,0.4951646782339408,0.4445628997867804,0.5365853658536586,1.533391305309614,1.1122697254084115,1.962251871135698,5.1545553,0.7796378473067656,4.018686397915679,310,2.148295564226336,1.9032059106197632,2.057362359230755,1.9888064262688954,2.1672798594430276,2.1454609089300334,2.094899964729848,1.2518134233708975,0.8775489084946457
50,2023-04-21,9,0.5118961761240365,0.4590952839268527,0.5610226724553786,0.0738340707613761,0.0062893081761006,0.1211637395777896,0.8632533796847766,0.7838607594936708,0.9875,0.4545163138920651,0.4096958174904943,0.4923433874709977,2.7194119131253385,2.0838852097130243,4.129734085414988,5.3039637,0.7586806025426419,4.0240143757803,335,2.2130445387100712,1.7550942274022554,2.440786829642782,2.8552084431365627,2.63878758786322,2.6763596819575923,2.7022963064546275,2.748411567300054,2.742866320466419
