Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,Evapotranspiration,Kc,ETc,Dia,evi_mean_pred_1,evi_mean_pred_2,evi_mean_pred_3,evi_mean_pred_4,evi_mean_pred_5,evi_mean_pred_6,evi_mean_pred_7,evi_mean_pred_8,evi_mean_pred_9
1,2022-02-15,7,0.2012178487730743,0.1745602165087956,0.2572178477690289,-0.2688764434095148,-0.3284928492849285,-0.1877661633759194,1.7375284767990746,1.4623450905624404,1.9783748361730007,0.3353077826274785,0.2892956625547155,0.3987206823027718,0.4586506524992285,0.3704646721833227,0.6539398862713242,3.724121,0.4014005260890354,1.4948641286192246,0,1.1767719921905884,0.17180319567041352,0.020828499205555906,0.22339963481005054,0.4014954585068976,0.0011730171677831248,7.289280856815221e-11,4.1521657312898836e-15,1.4651950653707326e-19
2,2022-03-02,7,0.2052847417352412,0.1683731513083048,0.2726106478511866,-0.2290638329145422,-0.2915509718365728,-0.1654676258992805,1.596130451735181,1.396551724137931,1.8230683090705488,0.3234513639614604,0.2800555941626129,0.3695792880258899,0.4373971042461992,0.3451525503592885,0.6378600823045267,4.216826,0.4060774529955273,1.7123579618053175,15,1.23772424858819,0.5081621031960156,0.4335542958983909,0.4907175993571203,0.48628444053352166,0.31241016085557766,0.028791865620615604,0.0035771976792113754,0.0003382894779776347
3,2022-03-07,7,0.2333276098089569,0.1964179104477612,0.2937062937062937,-0.2072295863687254,-0.2605166051660517,-0.142597638510445,1.5239540045326947,1.3326271186440677,1.7045908183632734,0.307167373784487,0.2733037412809131,0.3428408442669709,0.7531786027277013,0.5614742297725309,1.226241569589209,4.7891393,0.4383267512803004,2.0992078707978123,20,1.2580416673873909,0.6151205527005383,0.5619985130376639,0.5838884998288983,0.545844553383124,0.4261075272226879,0.06366849531034169,0.01054048516768705,0.0013301319864511708
4,2022-03-17,7,0.2635225548726111,0.2071611253196931,0.3606729758149316,-0.1702193295595455,-0.2421127259836937,-0.1084376524142415,1.41163389659199,1.2432530999270606,1.638914873713751,0.3461146587154694,0.3036585365853658,0.4049331963001027,0.6795937765555603,0.4901960784313725,1.0417615793470008,6.025213,0.4730509381035027,2.85023266192342,30,1.298676504985792,0.8212956722035667,0.8055476187246721,0.7738802879730537,0.6992977250584289,0.6613215405338502,0.18647330155060549,0.046228859465013976,0.008764510603238282
5,2022-03-22,7,0.2874274668210779,0.2251889168765743,0.4147754707870594,-0.131626762441378,-0.1968744691693562,-0.0579686209744013,1.3046727871742665,1.1230715287517532,1.4902707275803722,0.3724127473005817,0.3243243243243243,0.4618144541260892,0.668114478334812,0.4967457886676876,1.0057370331342934,5.8426514,0.5005415868442395,2.9244900031337178,35,1.3189939237849926,0.9205123422020726,0.9207715886210633,0.8699356324930676,0.7894513863016653,0.7808036778564247,0.27539611108272666,0.07956850098756799,0.017613439286924815
6,2022-03-27,7,0.2971335622360687,0.2063157894736842,0.4464726196349284,-0.1304936563452758,-0.2243654822335025,-0.0388460908047861,1.3024107034022194,1.080832196452933,1.5785340314136125,0.3801196688687911,0.3111353711790393,0.4694090080708148,0.7004415787530112,0.4509736932012299,1.2123241795043536,5.480632,0.511703596571479,2.8044591058847383,40,1.3393113425841932,1.017148419031906,1.031707890785151,0.9662108440635334,0.8862750650107943,0.9003277897940941,0.3818842742607537,0.12594378212385335,0.03188681437031131
7,2022-04-01,7,0.3147583450401369,0.2110726643598615,0.447635881573133,-0.1056852121669164,-0.1645491168267741,-0.0276046304541406,1.238036763835314,1.0567765567765568,1.3939169139465877,0.3590760845037617,0.2597200622083981,0.4670846394984326,0.936858936902313,0.5191489361702127,2.5869845360824746,5.224958,0.5319720967961574,2.779531862931857,45,1.3596287613833937,1.1112039026930673,1.1384160658912628,1.0623590443883748,0.9882109039524845,1.0190928283770953,0.5045073946226698,0.18692049816893072,0.05328195380819204
9,2022-04-11,7,0.3295300479060444,0.2365315546434069,0.4482417038137692,-0.1176076847841675,-0.2041568890378813,-0.0338870431893687,1.2685366204732402,1.0701513067400277,1.5130581297388377,0.3758519734274679,0.310494834148994,0.4554504728720757,0.924007818740595,0.6197902662005915,1.4116050220563283,6.4632335,0.548959555091951,3.5480537866153936,55,1.400263598981795,1.2915730905093727,1.3393861976268726,1.2529586846770895,1.2017746045972402,1.2515338045878481,0.7900482926366816,0.35654036627869873,0.12440549668171454
10,2022-04-16,7,0.3511788713913836,0.2566201251805489,0.4875373878364905,-0.1175167660223781,-0.204147764095917,-0.0164575525501059,1.2686911597747963,1.0334658714380385,1.513029315960912,0.3881661625208458,0.3175965665236051,0.4801587301587302,1.1223816335057557,0.717217787913341,1.9550466497031385,5.9641294,0.5738557021000911,3.422549664252795,60,1.4205810177809957,1.3778867946645168,1.4337672356050268,1.3467881546090206,1.3108627091950211,1.3639883670888977,0.9480877019607865,0.46579518095069217,0.17743199462142922
11,2022-05-01,7,0.4621955579932793,0.3383873190902826,0.5897862892034416,-0.0276053894283603,-0.1479881791316208,0.1170046801872074,1.0610970363673544,0.7905027932960894,1.347385272145144,0.4255250287992673,0.337615988579586,0.5112071293545773,2.085026187909951,1.1722222222222225,3.255711775043937,4.557532,0.7015248916922713,3.197222142684061,75,1.4815332741785974,1.6213443481179155,1.6932087260728275,1.6189648469163413,1.634362908387243,1.6803849108867344,1.4506311378822465,0.8837860078627892,0.42166846106942246
