parcela,real_mean,model_mean,real_pos,model_pos,real_pos_date,model_pos_date,real_min,model_min,sos_modelo,sos_real,eos_modelo,eos_real,season_length_modelo,season_length_real
1,0.2389125768505554,0.2564981054666667,0.5567041130242559,0.6827350478,2024-02-05,2024-04-10,0.0650691836336332,0.1130699882,2023-10-27,2023-04-11,2024-04-10,2024-04-10,166,365
10,0.4291410217774812,0.43862873086666665,0.5790200584199396,0.5525277216,2023-10-18,2023-10-19,0.0855277362612377,0.1112231502,2023-03-27,2023-04-21,2024-03-16,2024-03-16,355,330
11,0.4459671287671634,0.4541849843333334,0.6085806750031391,0.5867404921999999,2023-10-18,2023-10-12,0.0831345866684694,0.084623369,2023-03-30,2023-04-21,2024-03-16,2024-03-16,352,330
13,0.35552754124938873,0.3649545568333333,0.5109420234103219,0.4649570863,2023-10-18,2023-10-14,0.0876227118856449,0.1123468465,2023-04-02,2024-04-15,2024-04-15,2024-04-15,379,0
14,0.28413233960972345,0.2863490899833333,0.632949564395576,0.7125590309000001,2024-07-14,2024-07-14,0.043376576595022,0.0309046744,2023-10-13,2023-12-17,2024-07-14,2024-07-14,275,210
15,0.39862910404630825,0.41747028768333333,0.5481768361239034,0.5285111800000001,2023-12-17,2023-11-03,0.0940472014936294,0.1028462636,2023-04-10,2023-04-26,2024-04-10,2024-04-10,366,350
16,0.23629081177949668,0.23462338809999997,0.4512891060637358,0.4445728210999999,2024-02-20,2024-04-15,0.0902495900785026,0.0535363971,2023-09-17,2024-04-15,2024-04-15,2024-04-15,211,0
2,0.37413733820491246,0.3866022689,0.5321614370522054,0.4886905679,2023-10-18,2023-10-28,0.080505952192722,0.0846567209,2023-04-17,2023-05-01,2024-03-06,2024-03-06,324,310
3,0.3647397785840399,0.3751328182666666,0.5587114292903297,0.5007022169999998,2023-10-18,2023-09-24,0.1123238664245564,0.0940044716,2023-03-31,2024-03-16,2024-03-31,2024-03-31,366,15
4,0.3499652826087609,0.36644827499999993,0.5496970515198175,0.467383352,2023-10-18,2023-10-19,0.1255052028426802,0.087454679,2023-03-27,2023-04-11,2024-04-10,2024-04-10,380,365
5,0.4012869251241675,0.4485996105000001,0.6391743126581475,0.5969254993,2023-10-18,2023-11-14,0.1205069160037265,0.0534039965,2023-05-30,2023-06-25,2024-04-10,2024-04-10,316,290
6,0.2882870338348317,0.32883964205,0.5684736466945427,0.6184856028,2024-04-05,2024-07-14,0.0347325696897753,0.0239646213,2023-09-06,2023-10-13,2024-07-14,2024-07-14,312,275
7,0.4282672429840494,0.4380605096,0.600029049615598,0.5555991587,2023-10-18,2023-10-31,0.1047730839852758,0.1043374181,2023-03-30,2023-04-21,2024-04-10,2024-04-10,377,355
8,0.4275327528581436,0.4603785794833333,0.649031948312824,0.6172672755,2023-10-18,2023-11-18,0.0999098513793306,0.0424319374,2023-06-09,2023-07-05,2024-04-10,2024-04-10,306,280
9,0.3559536764001339,0.38400045,0.5660010972113857,0.5206296218,2024-04-05,2024-03-07,0.0881428817181611,-0.023004543,2023-10-01,2023-10-03,2024-06-14,2024-06-14,257,255
