parcela,real_mean,model_mean,real_pos,model_pos,real_pos_date,model_pos_date,real_min,model_min,sos_modelo,sos_real,eos_modelo,eos_real,season_length_modelo,season_length_real
1,0.17144938289698586,0.18838903035,0.4585278727275992,0.5845085591000001,2024-02-05,2024-04-10,0.0149618297035995,0.0552323271,2023-12-03,2023-03-17,2024-04-10,2024-04-10,129,390
10,0.3614217623454798,0.3701323309666667,0.4891808309051071,0.4799057273000001,2023-10-18,2023-10-15,0.0336536338053961,0.0597153343,2023-04-13,2023-04-21,2024-03-16,2024-03-16,338,330
11,0.37458052927602503,0.38021863989999993,0.5168218602616351,0.5066676148,2023-09-18,2023-10-09,0.0309543121917806,0.0330248569,2023-04-15,2023-04-21,2024-03-16,2024-03-16,336,330
13,0.2932867246151145,0.30140309726666664,0.4267236061735495,0.4006274097999999,2023-10-18,2023-10-11,0.0371029845034747,0.0590680325999999,2023-04-23,2024-04-10,2024-04-15,2024-04-15,358,5
14,0.21478796712393425,0.21597558693333332,0.546487396096386,0.5945988071,2024-07-14,2024-07-14,0.0064485457896432,-0.0091824459,2023-12-03,2023-12-17,2024-07-14,2024-07-14,224,210
15,0.3299096755423308,0.34744174806666667,0.4589726231025824,0.4551327399999999,2023-12-17,2023-10-30,0.0327105567612047,0.0485054584,2023-04-30,2023-05-11,2024-04-10,2024-04-10,346,335
16,0.17453494362582878,0.17277747029999996,0.378455312325152,0.3583160052999999,2024-02-20,2024-04-15,0.0408512291961489,-0.0067264387,2023-11-12,2024-04-15,2024-04-15,2024-04-15,155,0
2,0.309752696447505,0.31991370849999995,0.447810059093962,0.4183915728999999,2023-10-18,2023-10-26,0.023703144355317,0.0295647505,2023-05-09,2023-05-11,2024-03-06,2024-03-06,302,300
3,0.29815012078363506,0.31025569653333335,0.4856798170499166,0.4325055784000001,2023-10-28,2023-09-21,0.0569511411160422,0.0475076742,2023-04-17,2024-02-05,2024-03-31,2024-03-31,349,55
4,0.28180895796226074,0.2987613228,0.4622338764520171,0.4000325442,2023-10-18,2023-10-15,0.0470371843213409,0.0240020058,2024-04-09,2024-04-05,2024-04-10,2024-04-10,1,5
5,0.32874030179303,0.37332821674999994,0.5420767839763981,0.5155700676999999,2023-10-18,2023-11-10,0.0511973871363007,0.0045211409999999,2024-04-10,2023-06-15,2024-04-10,2024-04-10,0,300
6,0.21996666370357038,0.25639722419999994,0.4745445721902142,0.5262901177,2024-07-14,2024-07-14,0.03104944323442,-0.0102421883,2023-10-26,2023-12-17,2024-07-14,2024-07-14,262,210
7,0.35634310344183484,0.36560285150000005,0.5055038567323692,0.4810641305000001,2023-10-18,2023-10-26,0.0513377120340662,0.0447954935,2023-04-18,2023-04-21,2024-04-10,2024-04-10,358,355
8,0.3537714740928507,0.3842226151999998,0.5498288915320108,0.5335234121999998,2023-10-18,2023-11-15,0.0385292384765827,-0.0033591858,2023-06-20,2023-06-30,2024-04-10,2024-04-10,295,285
9,0.28355886946751413,0.31345315015,0.4675129871104916,0.4373430085000001,2024-04-05,2024-03-03,0.030650399655559,-0.0556583531,2023-10-15,2024-06-09,2024-06-14,2024-06-14,243,5
