parcela,real_mean,model_mean,real_pos,model_pos,real_pos_date,model_pos_date,real_min,model_min,sos_modelo,sos_real,eos_modelo,eos_real,season_length_modelo,season_length_real
1,0.2699663242334488,0.26902388369999997,0.4378860576560152,0.3587782727,2021-07-20,2021-08-27,0.1021037764525436,0.0197051746999999,2022-03-02,2022-01-31,2022-03-07,2022-03-07,5,35
10,0.3422628373661631,0.35197696165,0.4959652224317137,0.4835769841,2021-10-18,2021-10-05,0.0375265961761078,-0.0288136601,2021-03-10,2021-03-22,2022-01-16,2022-01-16,312,300
11,0.33425484230115227,0.3507093391,0.501269355315775,0.4738256397,2021-06-20,2021-09-29,0.0289406833704458,-0.0036855548999999,2021-02-10,2021-02-25,2022-01-16,2022-01-16,340,325
13,0.3087160472563674,0.3158323001833333,0.4693584068860602,0.4485452205999999,2021-10-18,2021-09-18,0.0234947418328088,-0.0493022499,2021-03-15,2021-04-21,2022-03-27,2022-03-27,377,340
14,0.3306349037890047,0.3397987838666667,0.5020936637877298,0.4474177766,2021-07-20,2021-10-07,0.0869554827010619,0.0233019062,2021-02-02,2021-04-06,2022-02-15,2022-02-15,378,315
15,0.334710454418922,0.3358941055333333,0.5187056589739223,0.4710462086999999,2021-10-03,2021-10-08,0.0377000054856735,-0.0361869523,2021-03-29,2021-05-01,2022-04-16,2022-04-16,383,350
16,0.26635089656110134,0.2759930833,0.4321542471447132,0.3833980383,2021-06-10,2021-09-18,0.053602880248331,0.0477976303,2021-04-09,2022-02-15,2022-04-16,2022-04-16,372,60
2,0.30489968907198817,0.3106081702833333,0.5243931434212834,0.4349721411,2021-10-18,2021-10-21,0.0483218004800908,-0.0605815903,2021-03-03,2021-03-17,2022-04-16,2022-04-16,409,395
3,0.304235786982776,0.3109639298666667,0.4331593722768556,0.3738361457000001,2021-06-05,2021-08-16,0.0529640289180252,0.1251028881999999,2020-11-25,2020-11-17,2022-02-15,2022-02-15,447,455
4,0.2729643943635488,0.30679624504999997,0.5213611728700697,0.4366618489999999,2021-07-20,2021-09-30,0.0287386163971483,-0.0539968012,2020-10-03,2021-04-06,2022-03-02,2022-03-02,515,330
5,0.3286891195415591,0.3336534473499999,0.4978702610485043,0.4517456005999999,2021-10-18,2021-11-02,0.0735324498338639,-0.0099137954,2021-05-24,2021-06-10,2022-03-17,2022-03-17,297,280
6,0.33011510569537617,0.3366388896,0.4593081108280497,0.4268777501,2021-09-23,2021-11-18,0.0618974107611151,0.1277234401,2021-06-01,2021-05-31,2022-05-11,2022-05-11,344,345
7,0.31512163850469804,0.3094343946,0.5345996270643786,0.4712202434,2021-10-18,2022-01-15,0.0432983338071718,-0.0148242479,2021-03-31,2021-07-20,2022-01-16,2022-01-16,291,180
8,0.2907442872532204,0.29350554515,0.4390308044980726,0.4039286902,2021-10-18,2021-11-01,0.0428512116523917,0.0274031254,2022-04-14,2022-04-16,2022-05-11,2022-05-11,27,25
9,0.3047981723522907,0.3224883691999999,0.4953747456973915,0.4456726151999999,2021-10-18,2021-11-12,0.0499273151418678,0.0136253292,2021-05-31,2022-04-11,2022-05-11,2022-05-11,345,30
