parcela,real_mean,model_mean,real_pos,model_pos,real_pos_date,model_pos_date,real_min,model_min,sos_modelo,sos_real,eos_modelo,eos_real,season_length_modelo,season_length_real
1,0.45352028347687834,0.47449382026666653,0.6415140638992733,0.5667661227999999,2022-09-08,2022-10-15,0.1800072087370245,0.2098521236,2022-03-17,2022-04-06,2023-03-02,2023-03-02,350,330
10,0.540662608090686,0.5682260821999999,0.6779808779930456,0.6600610961,2022-10-13,2022-10-04,0.3265378016218543,0.2975021147,2022-02-15,2022-03-07,2023-02-15,2023-02-15,365,345
11,0.5427180514368306,0.5717974066833333,0.6895790323956769,0.6749039001000001,2022-10-13,2022-09-30,0.2970879829933044,0.2707572996,2022-02-15,2022-03-07,2023-02-15,2023-02-15,365,345
13,0.4409532156029603,0.47366437204999995,0.5823489118720562,0.5558404663,2022-11-27,2022-11-24,0.2268669844577823,0.2370796583,2022-04-06,2022-04-06,2023-02-15,2023-02-15,315,315
14,0.4517439655332106,0.49983567775000004,0.7032788379882742,0.6035515391999999,2022-11-27,2022-11-30,0.2018077499248918,0.1987771965,2022-03-03,2022-04-06,2023-03-12,2023-03-12,374,340
15,0.48558529322703814,0.5218121675499999,0.676323520964124,0.6183222840999999,2022-11-27,2022-11-26,0.1970928597512042,0.2341702513,2022-05-06,2022-05-31,2023-03-07,2023-03-07,305,280
16,0.4414788137110835,0.46680872696666664,0.5961584657829866,0.5470376403,2022-11-27,2022-11-21,0.2212192926004507,0.2369313563,2022-05-11,2022-05-11,2023-03-27,2023-03-27,320,320
2,0.473634861054744,0.5393527472,0.678979421894622,0.6464411501,2022-11-27,2022-11-19,0.2228144570635891,0.2202763567,2022-05-01,2022-05-01,2023-03-02,2023-03-02,305,305
3,0.472190505887379,0.5055414353666666,0.6105067648097802,0.5737940206999999,2022-11-27,2022-10-19,0.2636449284963418,0.3020746112,2022-03-02,2022-03-07,2023-02-15,2023-02-15,350,345
4,0.4823816321093074,0.5122323565,0.6771238942079885,0.6309486825999999,2022-11-27,2023-01-19,0.2429028774498283,0.256156049,2022-03-17,2022-05-01,2023-02-05,2023-02-05,325,280
5,0.5012375092522082,0.5404783320166666,0.6799930411981482,0.6563320035999999,2022-11-27,2022-11-08,0.1641462890064461,0.2206617300999999,2022-03-22,2022-04-11,2023-04-21,2023-04-21,395,375
6,0.5064312495209458,0.5418927561,0.6934832245622956,0.6498465371,2022-11-27,2022-12-07,0.266644247367784,0.2475987171,2022-05-21,2022-05-26,2023-05-01,2023-05-01,345,340
7,0.5318081533550362,0.5555248351666667,0.7007843783361264,0.6673902325000001,2022-10-13,2022-10-13,0.3067689207289676,0.2216953165,2022-01-31,2022-03-07,2023-02-15,2023-02-15,380,345
8,0.5026877353589716,0.5317693952,0.7070183098859465,0.6442860628,2022-11-27,2022-12-04,0.2370422951728673,0.2313632672,2022-05-21,2022-05-26,2023-05-01,2023-05-01,345,340
9,0.5031899612299701,0.5367363752500001,0.6943420304196949,0.6581450295,2022-11-27,2022-12-08,0.2496942637487785,0.2040650249999999,2022-05-21,2022-05-21,2023-05-01,2023-05-01,345,345
