parcela,real_mean,model_mean,real_pos,model_pos,real_pos_date,model_pos_date,real_min,model_min,sos_modelo,sos_real,eos_modelo,eos_real,season_length_modelo,season_length_real
1,0.3371018998397375,0.3368836311499999,0.5083446734126618,0.4242634501999999,2021-07-20,2021-08-31,0.1647268715406142,0.0905275069,2021-01-16,2021-04-06,2022-03-07,2022-03-07,415,335
10,0.4182523075330045,0.4286215275,0.5802823652457608,0.5599002465,2021-11-07,2021-10-09,0.1137349396640024,0.0527650465,2021-02-11,2021-02-20,2022-01-16,2022-01-16,339,330
11,0.4017940708316243,0.41846874700000003,0.5728164527051297,0.5478875121,2021-11-07,2021-10-09,0.0837987304369278,0.0542918465,2021-01-17,2021-01-31,2022-01-16,2022-01-16,364,350
13,0.37057991537683926,0.37747333018333334,0.5437428327344372,0.5113268224999998,2021-10-18,2021-09-22,0.0681875659473168,0.0029853906,2021-02-24,2021-04-16,2022-03-27,2022-03-27,396,345
14,0.40829548393109255,0.4170339622666666,0.5913659875160847,0.5284582816,2021-07-20,2021-10-13,0.1638547889652333,0.0922848406,2020-12-31,2021-01-26,2022-02-15,2022-02-15,411,385
15,0.40367545567526886,0.4031923449166667,0.5782185261237399,0.5421011743999999,2021-10-03,2021-10-12,0.0761260256978456,0.0141703554999999,2021-03-10,2021-03-17,2022-04-16,2022-04-16,402,395
16,0.32869856968007855,0.3381186459,0.4940761917199027,0.4409766138,2021-06-10,2021-09-26,0.1182871285887141,0.1004714274,2021-03-19,2021-04-06,2022-04-16,2022-04-16,393,375
2,0.3686233845792144,0.3754978682833333,0.6085814845893729,0.5050907420000001,2021-10-18,2021-11-04,0.0945186225807614,-0.0109401668,2021-02-07,2021-03-27,2022-04-16,2022-04-16,433,385
3,0.3665556152632291,0.3732477443999999,0.4958467964098824,0.4392167456999999,2021-06-05,2021-08-16,0.0950057198285207,0.1781755194,2020-10-17,2020-11-07,2022-02-15,2022-02-15,486,465
4,0.3318374645961749,0.36920704569999996,0.6078647731950103,0.5111481889,2021-07-20,2021-10-12,0.073165924885144,-0.0165024443,2020-08-28,2020-11-02,2022-03-02,2022-03-02,551,485
5,0.40064250812669716,0.4045104961499999,0.5804332735761218,0.5257211614,2021-10-18,2021-11-07,0.1517163670290626,0.0471802938999999,2021-05-06,2021-05-16,2022-03-17,2022-03-17,315,305
6,0.3989916621498084,0.40616838819999995,0.5382841451778995,0.5030182781999999,2021-10-18,2021-11-22,0.0948241939252466,0.1721245182,2021-05-15,2021-05-31,2022-05-11,2022-05-11,361,345
7,0.3876184495062186,0.37999435359999995,0.6169139174114933,0.5619064216,2021-10-18,2022-01-16,0.1247135324189431,0.0743779515999999,2021-02-22,2021-03-17,2022-01-16,2022-01-16,328,305
8,0.3601376544778804,0.36414172115,0.5183514793210356,0.4728485473,2021-10-18,2021-11-05,0.1185620056720766,0.0923037109,2021-04-26,2021-05-16,2022-05-11,2022-05-11,380,360
9,0.3737104215196076,0.39365239330000007,0.5839816812350408,0.5219509421000001,2021-11-07,2021-11-15,0.1193685356858632,0.0629131132999999,2021-05-13,2021-05-21,2022-05-11,2022-05-11,363,355
