Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,cire_mean,cire_min,cire_max,ndre1_mean,ndre1_min,ndre1_max,grndvi_mean,grndvi_min,grndvi_max,dia,ndvi_mean_pred_1,ndvi_mean_pred_2,ndvi_mean_pred_3,ndvi_mean_pred_4,ndvi_mean_pred_5,ndvi_mean_pred_6
65,2021-04-06,9,0.2178549301005999,0.1718661372660238,0.428317798490901,-0.1287547477086162,-0.2022616294011822,0.005540974044911,1.2996000937262846,0.9889791183294664,1.5070876288659794,0.3736242655713826,0.3424416042309387,0.4685786587937579,0.3839488182659127,0.2807375150560549,0.9130475043985554,-0.3736242655713826,-0.4685786587937579,-0.3424416042309387,0.2156986711759016,0.1525114155251141,0.6489817792068595,0.0499273151418678,0.0212703535279448,0.1946482520500647,7741.270110926537,5727.220012430081,9314.825396825396,1,0.35687854456477053,0.14341982073770926,0.15033583198116665,0.18338300916067898,0.1805906064643804,0.014720969121259411
66,2021-04-11,9,0.2223542124166935,0.1924482338611449,0.4004879749041478,-0.1483376962169348,-0.2044745616865655,-0.0229419703103913,1.3519541552940335,1.0469613259668509,1.5140616549486208,0.3490825701601329,0.26125,0.4505415162454874,0.506192218645108,0.3755555555555556,1.391962725684333,-0.3490825701601329,-0.4505415162454874,-0.26125,0.2520752616065752,0.1859594383775351,0.662719298245614,0.0590778407770694,0.033328306439451,0.184557099043839,8420.501538002785,6733.118994413408,9188.846766635426,6,0.3622208146433313,0.16954463337419695,0.17523871136548844,0.19926201031421104,0.19760060086999606,0.07839374763571803
67,2021-04-21,9,0.2363246970927678,0.2046711739397664,0.3974358974358974,-0.1146439018582391,-0.1662113889472578,-0.0295451759225205,1.2612365453135856,1.06088933804952,1.3986895161290325,0.3336949055033461,0.2595520421607378,0.4419970631424376,0.6251981167922034,0.4002205071664829,1.1980033277870217,-0.3336949055033461,-0.4419970631424376,-0.2595520421607378,0.3034232398710341,0.2308176100628931,0.6509890109890111,0.0812431018737907,0.0539937527889335,0.1848799713364385,8234.070560860357,6633.081550028919,8804.905328258801,16,0.37290535480045284,0.22006396149208338,0.22355288059753714,0.23272749827801653,0.23269907429042472,0.18172582011196894
68,2021-04-26,9,0.2318397327493408,0.2047499100395826,0.3232675183894696,-0.1172268887802848,-0.1586863875658059,-0.0389094007384265,1.266901398165183,1.08096926713948,1.3772348033373063,0.3210472663097522,0.3001941747572815,0.3509881422924901,0.6288100061741618,0.4896238651102464,1.1417797888386123,-0.3210472663097522,-0.3509881422924901,-0.3001941747572815,0.326145073264569,0.2649786019971469,0.5376540392514833,0.088485089271408,0.06843853820598,0.1574697173620457,7431.423851779044,6544.975881261596,7806.828698553949,21,0.3782476248790136,0.2444584769734821,0.24695995387719255,0.25017700736505405,0.25069565762276774,0.22342004260907414
69,2021-05-01,9,0.2138770551870967,0.135575221238938,0.279543020349875,-0.0798896372520037,-0.1760996847320222,0.002131590166264,1.175837678535839,0.995745887691435,1.4274781341107872,0.2437765865183591,0.1690094802222948,0.3437771975630983,6.316599285959835,-247.0833333333333,3185.0,-0.2437765865183591,-0.3437771975630983,-0.1690094802222948,0.3311065029800635,0.2081005586592179,0.4255319148936169,0.0925732338176287,0.0632737276478679,0.1127098321342925,7211.97241262905,5868.824314306894,8900.571740316422,26,0.38358989495757434,0.2682762267365178,0.2698642085538876,0.2680160134539486,0.26892990275830164,0.2596711896137132
70,2021-05-06,9,0.2270169197303685,0.1347842688048873,0.3026415094339623,-0.1773057097627657,-0.2181996086105675,0.0143540669856459,1.4342831094943898,0.9716981132075472,1.55819774718398,0.2441430663250875,0.1497098646034816,0.2972566704246523,3.467639928336292,-324.16666666666663,1107.5,-0.2441430663250875,-0.2972566704246523,-0.1497098646034816,0.330300636458471,0.2521568627450981,0.4688566552901023,0.0998599270089431,0.0761378136962994,0.1404473780711404,7190.328609831567,5920.695719844358,8072.711451247165,31,0.3889321650361351,0.29151721078119053,0.2922635363435866,0.2861804858039691,0.28735695914615705,0.29127632933317876
71,2021-05-11,9,0.2185984822045031,0.1250421300977418,0.4540428472702142,-0.0786814778146375,-0.1602285714285714,-0.0164012929486412,1.1723571293469832,1.0333495618305746,1.381600435492651,0.2499853525167139,0.1502659574468085,0.4612748457847841,-0.3854855891447437,-951.6666666666669,62.29166666666667,-0.2499853525167139,-0.4612748457847841,-0.1502659574468085,0.3431254633209311,0.1716666666666666,0.9593345656192236,0.0955950096694999,0.0500316656111462,0.2470424495476687,8096.66424863781,6609.043220840735,8838.521031968592,36,0.39427443511469584,0.3141814291075003,0.3141558289622536,0.304608176922739,0.305932481781897,0.318953000445981
72,2021-05-16,9,0.318542790918091,0.2269412269412269,0.5253666746814138,-0.1512192465029406,-0.3309367731021357,0.0424242424242424,1.364367711640792,0.9186046511627908,1.9892541087231352,0.3917761910574615,0.3242662848962062,0.4962264150943396,0.702744626602711,0.4900129328926569,1.4384122220706588,-0.3917761910574615,-0.4962264150943396,-0.3242662848962062,0.4714007170318068,0.2875346260387812,1.0248447204968945,0.1440595435143386,0.0853905301497369,0.2858551010349926,5425.671261008374,3041.929931972789,6273.0082539682535,41,0.39961670519325665,0.33626888171544694,0.3355389781258531,0.32323862256623676,0.3246126682243419,0.3433438176306146
73,2021-05-21,9,0.3562570198285248,0.2339916217833632,0.5515577007459412,-0.1467205179014438,-0.2875893005482638,0.0199089874857792,1.348924398366539,0.9609592861126603,1.8073694029850744,0.4088497795467307,0.3055859802847754,0.5118043844856661,0.9016801028927652,0.6622054928202983,1.7398945518453426,-0.4088497795467307,-0.5118043844856661,-0.3055859802847754,0.5784250344997274,0.322524609148813,1.1594475831763966,0.1667844150860152,0.087450462351387,0.2976483762597984,6053.495864581904,4428.851600387972,6541.104866743917,46,0.4049589752718174,0.3577795686050307,0.35641087555034917,0.3420131417387952,0.3433542956123953,0.365020956043047
74,2021-05-31,9,0.4337832791231167,0.3213213213213213,0.6394389438943895,-0.0253735926441749,-0.122874671340929,0.1867181467181467,1.0558489679693277,0.6853201457574181,1.28017585931255,0.409898407590322,0.3092454835281615,0.5526007039499413,1.8678509192878168,1.2023305084745763,5.071748878923766,-0.409898407590322,-0.5526007039499413,-0.3092454835281615,0.8587921909072637,0.5154211150652432,1.5762362637362637,0.2332771632219092,0.1491294473883421,0.3587315569257873,5688.7001862965735,3691.0129171151775,6285.215218625781,56,0.4156435154289389,0.3990706452291092,0.396612482045888,0.37976859293020004,0.3808521017823087,0.4021967590685141
75,2021-06-05,9,0.4729888299645283,0.3340111845449924,0.6823358873472769,-0.0339695993438879,-0.1508289526890416,0.1753972925250147,1.074569786621815,0.7015523284927391,1.3552380952380951,0.4535142063110026,0.3723849372384937,0.6048992493085736,1.2882385070406737,0.7934782608695652,2.140233949945593,-0.4535142063110026,-0.6048992493085736,-0.3723849372384937,0.8433328470448449,0.4265927977839334,2.0249266862170088,0.2437744035097657,0.1301204819277108,0.4297658862876254,5451.034985046733,3203.1857304643263,6071.285714285714,61,0.42098578550749965,0.4188510349636039,0.41593797454885933,0.39864107919948605,0.3995250658938199,0.4185262419603295
76,2021-06-10,9,0.474498442233803,0.3383194016717993,0.7360799510503773,-0.0601540411114387,-0.1861793260993718,0.1888268156424581,1.1355386697303298,0.6823308270676691,1.4575438596491228,0.4558611168537385,0.3566229985443959,0.6441954800077265,1.3818731487626252,0.853185595567867,2.580030487804878,-0.4558611168537385,-0.6441954800077265,-0.3566229985443959,0.8961714811442738,0.473244968090329,2.2469733656174333,0.245508518050828,0.1377777777777777,0.4461332141260617,5821.18723703595,4559.1612903225805,6169.245164960183,66,0.42632805558606046,0.43805465897973567,0.43474378217658416,0.41744074749871196,0.4180931156438926,0.43381180423352533
77,2021-06-15,9,0.4797323819521719,0.3232547799021787,0.7187628865979382,-0.0492742565970382,-0.1716526285216381,0.1825790892325152,1.1105790290964683,0.6912188099808061,1.4144460028050492,0.4549019941405383,0.3700954400848356,0.6332288401253918,1.3026530607580824,0.8030487131337678,2.277733011012624,-0.4549019941405383,-0.6332288401253918,-0.3700954400848356,0.855269713257137,0.4569471624266144,2.2517214996174446,0.2465483571420567,0.1384615384615384,0.4601990049751244,5772.550221293777,4488.164758789861,6205.250845546787,71,0.4316703256646212,0.4566815172775044,0.4530277966450268,0.4361178330739845,0.43651648132422716,0.4483364537989787
78,2021-06-20,9,0.4969025985983494,0.3306010928961748,0.7668404588112617,-0.0484753366776556,-0.1804034582132564,0.2170408750719631,1.109739704015306,0.6433301797540208,1.440225035161744,0.4533140944940643,0.3656062701705855,0.6559812353401094,1.4460219917245745,0.8976009362200117,2.492997198879552,-0.4533140944940643,-0.6559812353401094,-0.3656062701705855,0.9725165803115294,0.5462354724608387,2.6037414965986394,0.2608325073128859,0.1559000861326442,0.4843236132427099,5693.856226485964,4604.246382330541,6107.287156477846,76,0.43701259574318196,0.4747316098569102,0.4707879096701515,0.45462435441976495,0.4547561949075597,0.46233712383310194
79,2021-06-25,9,0.5099374374363717,0.3714028776978417,0.7227187694865932,-0.0254670043092847,-0.1428155481147183,0.2009853644399362,1.0579358122329017,0.6652992277992278,1.333220108695652,0.4686034549397996,0.3914623069936421,0.6234076433121019,1.5283768709060592,0.9972232282989256,2.5346260387811634,-0.4686034549397996,-0.6234076433121019,-0.3914623069936421,0.9776613591992588,0.5805795627859685,2.2737909516380657,0.2718710927825042,0.1705671515918195,0.455979535280324,5674.387663958035,4570.294402985075,6049.341557017544,81,0.4423548658217427,0.4922049367179529,0.48802201296792236,0.47291411327886934,0.47277412706448735,0.47600830989637816
80,2021-07-20,9,0.5293945024135507,0.4178258629572385,0.7432527575686458,-0.036642681574941,-0.1623848763936015,0.2054973821989529,1.0833719307041871,0.6590662323561346,1.3877314814814814,0.4867374396330411,0.4167517875383044,0.6293402777777778,1.58996728769968,1.1777519604995643,2.5918161998993794,-0.4867374396330411,-0.6293402777777778,-0.4167517875383044,1.037275401121626,0.7107992678462478,2.156064461407973,0.2750125440715588,0.2020175205734005,0.4418934911242603,5057.872411656235,3896.4424460431655,5381.273893521488,106,0.4690662162145465,0.5709200852477219,0.5662285936052188,0.559619358657644,0.5582659128942479,0.5436915483183308
81,2021-07-25,9,0.5218525622834769,0.4284294234592445,0.6636493568365889,-0.0214095567377692,-0.1372924648786717,0.1266794625719769,1.0478563123921627,0.7751277683134583,1.318282753515914,0.4843894874794464,0.4227722772277227,0.5883556970661815,1.507383244968843,1.1652653704676823,2.077151335311573,-0.4843894874794464,-0.5883556970661815,-0.4227722772277227,0.9685065056206668,0.6908740359897172,1.5177923021060278,0.2699523371476218,0.2099517644072099,0.3706581352833638,5140.253680560001,4551.409503843466,5429.347534996957,111,0.4744084862931073,0.5849328177985864,0.5802623645741163,0.5757382411036941,0.5742040717755227,0.5575215028473541
82,2021-07-30,9,0.5165331479603523,0.4189071986123157,0.6801361122926415,-0.0289006900955032,-0.1398380677919583,0.1366582135812905,1.0639259558805951,0.7595438770451165,1.3251435864709635,0.474810068131444,0.4176776429809358,0.5774760383386581,1.7102578760888796,1.3379835129993658,2.6392487046632125,-0.474810068131444,-0.5774760383386581,-0.4176776429809358,1.0536308978053428,0.7336740488358886,1.648844884488449,0.2726321996443333,0.2022650056625141,0.3717603151565415,5912.580189680339,5153.388367729831,6255.267036011081,116,0.4797507563716681,0.5983687846310882,0.5937553678274096,0.5913669042167127,0.5896801368780246,0.5714752862709986
83,2021-08-09,9,0.5535901579595355,0.4473806212331943,0.6806959793087233,-0.0141761018346637,-0.1389741341516878,0.121007371007371,1.0330658892702538,0.7841095890410958,1.3228105906313643,0.5191445941863485,0.456973293768546,0.6015796401930671,1.7523876237010911,1.302294197031039,2.514494108846082,-0.5191445941863485,-0.6015796401930671,-0.456973293768546,1.2082248071964992,0.8252788104089219,1.7788906009244991,0.2988721679797418,0.2217936354869816,0.3838120104438642,5346.289697372812,4914.4465865992415,5683.332159624413,126,0.4904352965287896,0.623510421141003,0.6191106380510408,0.6210276266106259,0.619126809032813,0.5996248079323485
85,2021-08-24,9,0.5516571563672247,0.4647246244879381,0.6498924731182796,0.0618148077604756,-0.0392464678178963,0.1766250820748522,0.8855988589476617,0.6997767857142857,1.0816993464052287,0.4921060152293063,0.4257864421798848,0.5624750499001996,2.024628463847914,1.4882541377469298,3.3638380476982803,-0.4921060152293063,-0.5624750499001996,-0.4257864421798848,1.1956526423828098,0.95852534562212,1.59300064808814,0.3061960113929879,0.2622582096266306,0.3726367147794267,5759.467810840915,5157.314379084967,6243.353375527426,141,0.5064621067644719,0.6568971330181522,0.6530350784185628,0.661101714016635,0.659117797859544,0.6416206343210433
