Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,dia,ndvi_mean_pred_1,ndvi_mean_pred_2,ndvi_mean_pred_3,ndvi_mean_pred_4,ndvi_mean_pred_5,ndvi_mean_pred_6
200,2020-12-22,7,0.2241674891653676,0.1982434127979924,0.3005181347150259,-0.1638369032966347,-0.2002592352559948,0.0217529576389772,1.394157838811564,0.9574203187250996,1.5008103727714748,0.3956375681386102,0.3696665471495159,0.4524412296564195,0.3926311542791974,0.3372911631816749,0.5372235729998842,-0.3956375681386102,-0.4524412296564195,-0.3696665471495159,0,0.21041983627084038,0.15042426667841582,0.24500634039249408,0.21529831986057713,0.20984873570279625,0.0008653760401908276
57,2020-12-27,7,0.2449972916968697,0.2157123834886817,0.3048368953880765,-0.1347831725274353,-0.2095145899598949,-0.0229604298974108,1.3138279513124955,1.047,1.5300909727081875,0.4125738253016638,0.38004402054292,0.446267432321575,0.4105555712126711,0.3484283431006926,0.5369881109643329,-0.4125738253016638,-0.446267432321575,-0.38004402054292,5,0.21872766517786765,0.16436105642340737,0.24184437850629886,0.22220747986024902,0.21975382090493423,0.06140470138723665
199,2021-01-06,7,0.2200335470077061,0.1935483870967742,0.3459755583649389,-0.1775771549532488,-0.2633908809207614,-0.033989266547406,1.4335836462871154,1.0703703703703704,1.7151442307692308,0.400500562321489,0.3762057877813505,0.4627539503386004,0.3554536027014333,0.2994852597098736,0.6279899764598679,-0.400500562321489,-0.4627539503386004,-0.3762057877813505,15,0.2353433229919222,0.19178563307194882,0.23833107009107526,0.23487543138268396,0.23667125442833856,0.15701717198221968
198,2021-01-16,7,0.2256005528806376,0.2007540056550424,0.2602495543672014,-0.0894222637173986,-0.1352793994995829,-0.0116420503909643,1.1972205075367892,1.0235583684950773,1.312885802469136,0.3548327344665835,0.3316557624559638,0.3862745098039216,0.4543837947963657,0.3762095428762095,0.5622690502346949,-0.3548327344665835,-0.3862745098039216,-0.3316557624559638,25,0.2519589808059768,0.21861153926523466,0.2383779006760568,0.24639729725349943,0.2505267202421539,0.22433344187421583
197,2021-01-26,7,0.2279466674584166,0.1945360339142722,0.31068439192516,-0.2476430976656792,-0.3055742108797851,-0.1252803588593399,1.6606468001279109,1.2864468864468863,1.880077369439072,0.3691542565326032,0.3365959760739532,0.4308176100628931,0.414993320395782,0.3373080692584123,0.5924018029620091,-0.3691542565326032,-0.4308176100628931,-0.3365959760739532,35,0.2685746386200313,0.24483877500326495,0.24176005249002294,0.25720452529228727,0.26218933505205344,0.26942180710670005
55,2021-01-31,7,0.2349236787848107,0.2027809965237543,0.3537889353788935,-0.2510421452510943,-0.2965452555885571,-0.0635150345714745,1.6736617807208756,1.1356456043956045,1.8431111111111111,0.3715408380275825,0.3406727828746177,0.4422981674096087,0.4611204867451706,0.384160756501182,0.7478380503144654,-0.3715408380275825,-0.4422981674096087,-0.3406727828746177,40,0.2768824675270586,0.2577278914515592,0.2446316183043687,0.26246440289281875,0.2674440858506236,0.28531333023027905
56,2021-02-05,7,0.2455709266650841,0.2069288389513108,0.2884864165588616,-0.1784346894400121,-0.2273262661955241,-0.0904425914047466,1.4357778476483267,1.1988716502115655,1.5884146341463414,0.2991514655356437,0.2571115973741794,0.343599615014437,0.8784400400865316,0.6457695027103465,1.5775681341719077,-0.2991514655356437,-0.343599615014437,-0.2571115973741794,45,0.2851902964340859,0.27046734028603964,0.24825270776175287,0.26768989021976086,0.2724340457465266,0.29757506019034197
196,2021-02-10,7,0.2730485556326689,0.2310660877954655,0.3640469738030714,-0.20860125280226,-0.2437490861237023,-0.055805003207184,1.5294524241470346,1.1182065217391304,1.6446249033255993,0.333397492830512,0.2941176470588235,0.396208969024503,0.8888512991546358,0.6657150272514923,1.4095837705491432,-0.333397492830512,-0.396208969024503,-0.2941176470588235,50,0.29349812534111314,0.2830571215067061,0.2525952186407729,0.2729240414415031,0.27724189041317593,0.3067562780888117
62,2021-02-25,7,0.2663214419571519,0.1973094170403587,0.3505959720509659,-0.1939845160094597,-0.2921810699588477,-0.0419825072886297,1.4847627790046278,1.087644552647596,1.825581395348837,0.3887691603978163,0.3115492957746479,0.4559149313247674,0.4998292721177986,0.3739075592395711,0.681640794380366,-0.3887691603978163,-0.4559149313247674,-0.3115492957746479,65,0.318421612062195,0.3199284594858222,0.26967025759362184,0.28907276412922506,0.29131775963573747,0.32069220073892946
63,2021-03-12,7,0.3107758083366271,0.2232204561161022,0.4062806673209028,-0.1398459106346966,-0.2423865755127408,0.1503351420363868,1.3390119249581542,0.7386237513873474,1.6398687448728466,0.3400257756698697,0.2200716845878136,0.4214729370008873,1.4296423125418571,0.8699934340118187,7.604562737642585,-0.3400257756698697,-0.4214729370008873,-0.2200716845878136,80,0.3433450987832768,0.3554527889406132,0.2922264093707001,0.3066173733388928,0.3062153505540441,0.32284534874636633
64,2021-03-17,7,0.3438121256526841,0.2395264116575592,0.4399357171554841,-0.1344080872668672,-0.2228537241998205,-0.0370877241001779,1.314095914337111,1.0770324047754405,1.573518090839107,0.4325858702423679,0.353544776119403,0.4916943521594684,0.7254606718186082,0.522551162328631,0.9942794878779624,-0.4325858702423679,-0.4916943521594684,-0.353544776119403,85,0.3516529276903041,0.3669948968645825,0.30083200800189835,0.3129146547700247,0.31161479440455647,0.3225304460104881
