Fecha,Temperature,arima_predicts
2020-04-14,301.30923,304.8765886416029
2020-04-15,292.5844,300.95578016682674
2020-04-16,294.97,291.7753609940092
2020-04-17,302.05917,295.1912127288087
2020-04-18,302.47525,302.71653696876615
2020-04-19,305.8563,302.513832407865
2020-04-20,305.79807,306.16981915523917
2020-04-21,304.6276,305.7926704287397
2020-04-22,306.01703,304.5190642594363
2020-04-23,305.70242,306.14586953797306
2020-04-24,305.8092,305.67324673683333
2020-04-25,303.90662,305.81910153218564
2020-04-26,301.66635,303.7301969141613
2020-04-27,302.02057,301.4586134808987
2020-04-28,302.74744,302.05341623272915
2020-04-29,302.39423,302.8148414487714
2020-04-30,300.16165,302.36147742289467
2020-05-01,301.68112,299.95462656183616
2020-05-02,302.16937,301.822017931356
2020-05-03,302.96075,302.21464461219017
2020-05-04,303.30612,303.0341333540093
2020-05-05,303.71188,303.33814558691677
2020-05-06,301.0489,303.7495054513923
2020-05-07,301.36185,300.80196628413694
2020-05-08,301.88654,301.3908693341217
2020-05-09,300.9312,301.9351936329136
2020-05-10,301.58444,300.8426129073021
2020-05-11,301.11783,301.6450138610693
2020-05-12,302.36917,301.07456202909566
2020-05-13,302.80588,302.4852046814501
2020-05-14,303.66943,302.846375393527
2020-05-15,304.333,303.7495055583345
2020-05-16,304.74283,304.3945317448255
2020-05-17,304.31342,304.78083285573763
2020-05-18,304.57886,304.27360152335774
2020-05-19,304.69592,304.60347381067027
2020-05-20,304.55927,304.7067747795248
2020-05-21,303.9854,304.5465986722872
2020-05-22,303.0857,303.9321859873066
2020-05-23,303.32504,303.0022723121608
2020-05-24,303.78647,303.3472336009864
2020-05-25,303.58386,303.8292576381012
2020-05-26,302.97287,303.56507231095577
2020-05-27,302.876,302.9162139113117
2020-05-28,303.3127,302.86701740566747
2020-05-29,298.78326,303.3531944662436
2020-05-30,299.99194,298.3632525459527
2020-05-31,300.65958,300.10401889044954
2020-06-01,300.956,300.7214891491708
2020-06-02,302.17905,300.98348653465524
2020-06-03,303.0282,302.29246139670084
2020-06-04,302.75604,303.10694027023305
2020-06-05,303.09372,302.73080305488236
2020-06-06,304.0177,303.1250325059793
2020-06-07,304.93762,304.1033791319436
2020-06-08,305.0278,305.02292265488165
2020-06-09,306.5705,305.03616224173544
2020-06-10,303.94733,306.713552010703
2020-06-11,299.87158,303.70408779936747
2020-06-12,302.2289,299.4936424666994
2020-06-13,301.79175,302.4474903713428
2020-06-14,301.8702,301.7512138060032
2020-06-15,303.36273,301.87747453830275
2020-06-16,302.17285,303.5011298298662
2020-06-17,303.1381,302.06251440234956
2020-06-18,303.23715,303.22760603055104
2020-06-19,302.6969,303.2463347421145
2020-06-20,303.15686,302.64680351411016
2020-06-21,303.47247,303.1995113274408
2020-06-22,303.80246,303.5017359915071
2020-06-23,302.98376,303.8330594250417
2020-06-24,300.33994,302.9078433077315
2020-06-25,299.2119,300.0947829591387
2020-06-26,299.66565,299.10729872291864
2020-06-27,301.28937,299.7077254844471
2020-06-28,302.41962,301.4399348608406
2020-06-29,302.93518,302.5244262067136
2020-06-30,303.44672,302.9829870231659
2020-07-01,303.46185,303.4941542552376
2020-07-02,303.14218,303.46325297978996
2020-07-03,303.34436,303.112537531431
2020-07-04,303.43576,303.36310781585786
2020-07-05,303.5451,303.4442353703107
2020-07-06,303.719,303.55523891673704
2020-07-07,303.2034,303.73512545839196
2020-07-08,302.88858,303.15558926770046
2020-07-09,303.23917,302.8593872638818
2020-07-10,303.80487,303.2716796288536
2020-07-11,304.1411,303.85732642215254
2020-07-12,304.8512,304.1722780498857
2020-07-13,304.20013,304.9170463945033
2020-07-14,304.05576,304.1397573594293
2020-07-15,303.8028,304.04237280949945
2020-07-16,303.26514,303.7793434390177
2020-07-17,303.02798,303.2152836805117
2020-07-18,302.46973,303.00598854679566
2020-07-19,302.9942,302.4179644039833
2020-07-20,303.49802,303.0428332326787
2020-07-21,303.70285,303.54473839244986
2020-07-22,304.6913,303.72184354595987
2020-07-23,304.8357,304.78295732804787
2020-07-24,305.5767,304.8490899723507
2020-07-25,304.44098,305.645411700221
2020-07-26,301.36667,304.33566656926456
2020-07-27,297.9665,301.0815943358887
2020-07-28,298.84152,297.65120787889276
2020-07-29,297.54083,298.92265915239864
2020-07-30,301.14706,297.4202191749522
2020-07-31,302.1602,301.48145972292576
2020-08-01,301.96283,302.25414679077176
2020-08-02,301.1571,301.94452820745937
2020-08-03,302.46933,301.08238599430626
2020-08-04,303.30313,302.59101091009586
2020-08-05,303.03766,303.3804468902082
2020-08-06,302.69452,303.01304340747953
2020-08-07,302.27435,302.6627011972823
2020-08-08,300.45807,302.2353883332229
2020-08-09,298.9346,300.28964936993606
2020-08-10,300.21036,298.79333115528243
2020-08-11,301.51227,300.3286591075222
2020-08-12,301.92737,301.6329939536231
2020-08-13,302.16165,301.9658615340914
2020-08-14,302.3602,302.18337439558405
2020-08-15,301.77365,302.37861121198233
2020-08-16,301.10193,301.7192601919505
2020-08-17,301.30048,301.03964251920047
2020-08-18,301.79663,301.3188912119823
2020-08-19,302.23233,301.84263716607916
2020-08-20,303.16162,302.2727317379032
2020-08-21,303.37045,303.247791519431
2020-08-22,302.86234,303.38981445932137
2020-08-23,301.12228,302.8152238029699
2020-08-24,301.90717,300.9609271240397
2020-08-25,300.9405,301.97995154708025
2020-08-26,302.79776,300.8508622952056
2020-08-27,302.52057,302.9699806374527
2020-08-28,303.20377,302.4948666313303
2020-08-29,303.15744,303.2671220021471
2020-08-30,303.73752,303.15314389599024
2020-08-31,304.35742,303.7913098556872
2020-09-01,304.8845,304.41490229820107
2020-09-02,303.9075,304.93337525364706
2020-09-03,303.34158,303.8169044114495
2020-09-04,301.2495,303.2891031776126
2020-09-05,297.96677,301.0555048936595
2020-09-06,299.26724,297.6623678951869
2020-09-07,301.13486,299.387830424813
2020-09-08,301.0756,301.30804130305904
2020-09-09,301.66858,301.07010491854913
2020-09-10,298.92688,301.7235660512781
2020-09-11,298.91922,298.6726467091823
2020-09-12,301.83237,298.9185097009127
2020-09-13,302.69974,302.10250156477576
2020-09-14,301.74597,302.78016978059475
2020-09-15,301.27426,301.6575284907965
2020-09-16,301.67764,301.23051911455974
2020-09-17,300.9301,301.71504475794217
2020-09-18,301.28333,300.8607818564329
2020-09-19,301.07205,301.31608443167215
2020-09-20,300.92886,301.05245835624464
2020-09-21,301.32596,300.9155822289411
2020-09-22,301.8545,301.3627824239646
2020-09-23,302.4681,301.903510637024
2020-09-24,302.7168,302.5249981096567
2020-09-25,301.7851,302.7398615382523
2020-09-26,302.02753,301.69870500526866
2020-09-27,302.74023,302.05001013155817
2020-09-28,301.80713,302.80631748818826
2020-09-29,298.72656,301.7206051855921
2020-09-30,296.88602,298.440903856478
2020-10-01,297.54092,296.7153497803984
2020-10-02,298.06946,297.6016477901144
2020-10-03,299.76578,298.118470637024
2020-10-04,300.30722,299.9230769383521
2020-10-05,299.49527,300.3574268326149
2020-10-06,299.60364,299.4199792240291
2020-10-07,300.7947,299.61368897024687
2020-10-08,302.1997,300.9051450170921
2020-10-09,302.65866,302.3299833182328
2020-10-10,303.0867,302.70121859910046
2020-10-11,302.2541,303.1263914388159
2020-10-12,301.64062,302.17689438380023
2020-10-13,300.32742,301.5837330177442
2020-10-14,301.54944,300.205649143414
2020-10-15,302.07654,301.66275588651024
2020-10-16,298.50507,302.1254171082139
2020-10-17,299.14963,298.1738935141858
2020-10-18,300.4,299.2093989790748
2020-10-19,300.83832,300.51594473495993
2020-10-20,300.83466,300.87896468615503
2020-10-21,301.54114,300.8343206142742
2020-10-22,301.8325,301.6066507179111
2020-10-23,301.88928,301.85951732925287
2020-10-24,301.73096,301.8945451151667
2020-10-25,301.49643,301.71627924915117
2020-10-26,299.99615,301.47468242233083
2020-10-27,298.48703,299.85703152549587
2020-10-28,295.50192,298.3470918069669
2020-10-29,295.2055,295.2251157038506
2020-10-30,294.30478,295.17801346534475
2020-10-31,295.31024,294.22125772925364
2020-11-01,296.509,295.4034746371177
2020-11-02,295.95886,296.620159025313
2020-11-03,294.74875,295.9078464308238
2020-11-04,295.88425,294.63653850802365
2020-11-05,297.0149,295.9895430305006
2020-11-06,297.2278,297.1197432980498
2020-11-07,296.9623,297.24754186366675
2020-11-08,298.36108,296.93768062562935
2020-11-09,298.55334,298.4907865479557
2020-11-10,299.50467,298.5711679507213
2020-11-11,300.2936,299.59288525205295
2020-11-12,300.2653,300.3667561695754
2020-11-13,299.7976,300.2626757879673
2020-11-14,299.86615,299.7542309552046
2020-11-15,299.7657,299.872506527733
2020-11-16,296.83356,299.7563854382089
2020-11-17,297.39297,296.56166752404044
2020-11-18,296.00903,297.44484316089154
2020-11-19,296.71286,295.8806995406156
2020-11-20,297.81256,296.77812498780906
2020-11-21,296.20657,297.91453335591507
2020-11-22,297.91467,296.0576492126344
2020-11-23,297.06143,298.07305927820175
2020-11-24,297.28204,296.9823104708548
2020-11-25,298.20642,297.3024967991711
2020-11-26,299.41553,298.2921362232797
2020-11-27,299.23804,299.5276487636359
2020-11-28,299.33347,299.2215816468661
2020-11-29,295.38672,299.34231906552236
2020-11-30,290.24933,295.02074442260835
2020-12-01,290.58194,289.7729483514192
2020-12-02,294.28787,290.6127823732935
2020-12-03,291.0836,294.6315147384616
2020-12-04,287.86414,290.7864733607731
2020-12-05,289.9703,287.56560481728275
2020-12-06,288.24203,290.1656007213731
2020-12-07,290.55444,288.0817703911728
2020-12-08,291.53812,290.76886594157634
2020-12-09,292.21243,291.62933501386425
2020-12-10,293.44214,292.2749576472011
2020-12-11,295.6879,293.5561689674477
2020-12-12,296.40344,295.89614559769007
2020-12-13,298.41824,296.4697908366749
2020-12-14,291.708,298.60506906019606
2020-12-15,293.03195,291.0857705812538
2020-12-16,292.44824,293.1547176862451
2020-12-17,290.4003,292.3941135404372
2020-12-18,294.00937,290.2103979226038
2020-12-19,296.36447,294.3440330714124
2020-12-20,294.9352,296.5828545144271
2020-12-21,294.44427,294.8026661649462
2020-12-22,296.14978,294.3987468758576
2020-12-23,297.42215,296.3079291118002
2020-12-24,290.17307,297.5401347584483
2020-12-25,288.31073,289.5008748423238
2020-12-26,289.50204,288.13803830257814
2020-12-27,292.8224,289.61250819917717
2020-12-28,294.05353,293.13029147226155
2020-12-29,294.0473,294.1676906416911
2020-12-30,295.33768,294.04672230243943
2020-12-31,294.1765,295.4573347958585
2021-01-01,290.46432,294.06882570571844
2021-01-02,288.47418,290.12009570941103
2021-01-03,291.67624,288.2896376206777
2021-01-04,294.60477,291.9731617095947
2021-01-05,294.21698,294.87632772665074
2021-01-06,296.82724,294.1810208768843
2021-01-07,292.58292,297.0692850777583
2021-01-08,291.8316,292.18935125036165
2021-01-09,290.83136,291.7619313433063
2021-01-10,292.53827,290.7386094048191
2021-01-11,284.01196,292.6965489314767
2021-01-12,284.94,283.22132942414123
2021-01-13,288.99393,285.02605560900554
2021-01-14,291.83508,289.3698442009135
2021-01-15,291.36078,292.09853512426844
2021-01-16,289.4752,291.3167989481581
2021-01-17,292.931,289.30035329594773
2021-01-18,294.71634,293.2514505986825
2021-01-19,295.99496,294.8818916152126
2021-01-20,294.0166,296.11352431057566
2021-01-21,296.10095,293.83314996052735
2021-01-22,296.42206,296.2942283162694
2021-01-23,297.39276,296.45183599737913
2021-01-24,296.80643,297.48277140000613
2021-01-25,299.87042,296.75206059218544
2021-01-26,298.23856,300.15453870763855
2021-01-27,295.0434,298.0872403304688
2021-01-28,293.2712,294.7471181159539
2021-01-29,294.70596,293.10686683517997
2021-01-30,297.11627,294.8390029136425
2021-01-31,297.60236,297.3397740460994
2021-02-01,293.52036,297.6474343189749
2021-02-02,292.13596,293.141842914572
2021-02-03,293.41748,292.00758688557903
2021-02-04,295.84213,293.5363132227628
2021-02-05,297.09753,296.0669637705005
2021-02-06,298.22296,297.21394115851206
2021-02-07,296.046,298.327319256113
2021-02-08,296.87234,295.844134112128
2021-02-09,298.31335,296.94896513678896
2021-02-10,298.84692,298.4469724657699
2021-02-11,297.29272,298.89639706057613
2021-02-12,288.15402,297.1486016133826
2021-02-13,287.6991,287.30660351577643
2021-02-14,288.4739,287.6569160233947
2021-02-15,281.93372,288.5457459181258
2021-02-16,285.50034,281.32725996281863
2021-02-17,290.43698,285.83106675336336
2021-02-18,286.83078,290.89474643424967
2021-02-19,284.25024,286.49638305892444
2021-02-20,287.48688,284.0109508085178
2021-02-21,292.2998,287.787008255605
2021-02-22,295.18585,292.746094083978
2021-02-23,296.3691,295.4534686267515
2021-02-24,297.23407,296.4788208087537
2021-02-25,298.61322,297.3142772325778
2021-02-26,299.50912,298.74110629063404
2021-02-27,299.91895,299.5921953201457
2021-02-28,300.7427,299.9569528557376
2021-03-01,298.92667,300.8190849703874
2021-03-02,291.4584,298.75827255202114
2021-03-03,294.59195,290.76587971739605
2021-03-04,296.50873,294.8825188909953
2021-03-05,298.3478,296.6864698282721
2021-03-06,295.96463,298.5183339089412
2021-03-07,294.29153,295.74364260105847
2021-03-08,294.34192,294.13638621371155
2021-03-09,296.83206,294.3465925810717
2021-03-10,297.90186,297.06296654951194
2021-03-11,298.7668,298.0010607785377
2021-03-12,299.74524,298.8470044507276
2021-03-13,299.26566,299.83596911736066
2021-03-14,301.3872,299.221189342521
2021-03-15,301.07263,301.5839268832481
2021-03-16,302.36038,301.0434604459669
2021-03-17,302.36807,302.47979092032335
2021-03-18,297.93915,302.3687830809375
2021-03-19,296.03027,297.5284635987276
2021-03-20,295.1176,295.8532627256169
2021-03-21,295.86774,295.0329696255861
2021-03-22,298.58475,295.9372992372521
2021-03-23,301.75955,298.83669382809376
2021-03-24,303.30994,302.05394393503593
2021-03-25,301.11237,303.45370509164053
2021-03-26,299.78723,300.9085929810328
2021-03-27,300.86874,299.6643519670299
2021-03-28,297.8098,300.96902662740354
2021-03-29,295.58133,297.52614957048036
2021-03-30,298.95828,295.3746876753151
2021-03-31,301.2614,299.2714189690436
2021-04-01,293.34088,301.47496449529416
2021-04-02,292.65506,292.6064233254596
2021-04-03,295.77423,292.5914650496011
2021-04-04,296.6481,296.06346545746067
2021-04-05,298.31332,296.7291325148072
2021-04-06,299.82794,298.46773308696623
2021-04-07,302.60544,299.9683881989052
2021-04-08,303.29105,302.8629929654033
2021-04-09,305.15482,303.35462547744737
2021-04-10,306.01578,305.32764429894854
2021-04-11,303.17484,306.0956153919329
2021-04-12,302.74536,302.91140434868305
2021-04-13,303.5794,302.7055350323739
2021-04-14,303.48135,303.6567391450099
2021-04-15,303.26843,303.4722579862258
2021-04-16,305.1749,303.2486862817665
2021-04-17,297.68198,305.35168379908276
2021-04-18,292.5209,296.98717396380573
2021-04-19,295.84488,292.0423216170356
2021-04-20,299.26715,296.15310714885373
2021-04-21,298.7346,299.5844914174296
2021-04-22,299.7811,298.6852175223311
2021-04-23,303.35663,299.87814020820684
2021-04-24,303.8876,303.6881829628761
2021-04-25,302.84976,303.9368359668912
2021-04-26,302.6795,302.75352281922085
2021-04-27,303.55334,302.66371207276705
2021-04-28,304.6707,303.63436973295694
2021-04-29,304.44885,304.77431093840613
2021-04-30,302.37363,304.42827821768685
2021-05-01,299.70795,302.18119829347825
2021-05-02,304.2281,299.4607659176179
2021-05-03,297.09607,304.64724600776515
2021-05-04,306.69357,296.4347286945652
2021-05-05,303.48138,307.5835302467896
2021-05-06,302.96945,303.1835189523173
2021-05-07,301.5954,302.92197958070966
2021-05-08,302.27957,301.46798662390194
2021-05-09,303.59827,302.34301194863724
2021-05-10,303.70505,303.7205508624581
2021-05-11,302.5022,303.71495153218575
2021-05-12,298.35428,302.39066171577485
2021-05-13,298.67758,297.9696502623742
2021-05-14,299.86707,298.70755907244455
2021-05-15,301.2256,299.9773694335977
2021-05-16,302.25006,301.35157423225536
2021-05-17,303.94885,302.3450564755849
2021-05-18,304.21027,304.1063759773528
2021-05-19,303.52707,304.23451104274193
2021-05-20,302.1696,303.4637179978529
2021-05-21,303.24966,302.0437240597854
2021-05-22,301.87155,303.34981217130996
2021-05-23,302.05453,301.74376014684003
2021-05-24,302.74762,302.0714974317226
2021-05-25,303.00278,302.8118890854334
2021-05-26,303.28482,303.02644056333116
2021-05-27,304.11743,303.31097310112057
2021-05-28,304.09277,304.19463654348317
2021-05-29,301.94128,304.09048331912624
2021-05-30,300.495,301.7417759029575
2021-05-31,301.86865,300.36088885587634
2021-06-01,300.6802,301.9960262847619
2021-06-02,299.42987,300.5699970038763
2021-06-03,298.03375,299.3139289741736
2021-06-04,299.94504,297.9042901094298
2021-06-05,302.6323,300.1222707496834
2021-06-06,303.9908,302.88148515996744
2021-06-07,304.27548,304.11677145040517
2021-06-08,304.40143,304.30187790393916
2021-06-09,303.69763,304.41310913447074
2021-06-10,301.56937,303.6323677940411
2021-06-11,301.8025,301.3720199823045
2021-06-12,300.99554,301.8241177579926
2021-06-13,299.36227,300.9207119384476
2021-06-14,301.80206,299.21081958350885
2021-06-15,302.80853,302.0282976775738
2021-06-16,301.91913,302.9018582927415
2021-06-17,300.38895,301.83665741406674
2021-06-18,301.1789,300.24705894811854
2021-06-19,301.61823,301.2521507524826
2021-06-20,304.33643,301.6589683417788
2021-06-21,305.53885,304.5884841748188
2021-06-22,300.89456,305.6503484110388
2021-06-23,302.04947,300.4639026960602
2021-06-24,302.10727,302.15656288758737
2021-06-25,301.7423,302.11262969807393
2021-06-26,301.71765,301.7084569376118
2021-06-27,300.439,301.71536424640965
2021-06-28,299.29922,300.3204329075741
2021-06-29,299.66638,299.19353009220254
2021-06-30,298.63522,299.70042613745363
2021-07-01,300.28104,298.5396022445346
2021-07-02,301.35828,300.43365415716295
2021-07-03,301.45108,301.4581706773901
2021-07-04,302.36475,301.45968518998717
2021-07-05,301.7962,302.4494731027543
2021-07-06,300.0082,301.7434793020774
2021-07-07,298.17133,299.8424017274019
2021-07-08,300.42957,298.00100009340764
2021-07-09,298.41333,300.638972847378
2021-07-10,300.04257,298.22636741099376
2021-07-11,300.89697,300.19364672127944
2021-07-12,300.96512,300.97619709402
2021-07-13,299.2829,300.97143943639685
2021-07-14,300.49826,299.12691053124723
2021-07-15,300.74573,300.6109583157633
2021-07-16,300.9671,300.7686774823936
2021-07-17,301.74936,300.98762727270974
2021-07-18,301.7906,301.82189767154506
2021-07-19,302.12946,301.7944241167572
2021-07-20,302.5611,302.1608819254209
2021-07-21,301.7141,302.6011252608413
2021-07-22,300.7434,301.6355590956988
2021-07-23,301.6597,300.6533885999939
2021-07-24,302.68054,301.74466697828944
2021-07-25,302.44196,302.7752007989927
2021-07-26,302.7705,302.4198368725523
2021-07-27,302.89282,302.8009649689482
2021-07-28,301.58585,302.90416253059516
2021-07-29,301.05853,301.46465684097456
2021-07-30,301.37677,301.00963249155126
2021-07-31,301.94104,301.4062798670423
2021-08-01,302.91296,301.99336382062575
2021-08-02,302.78778,303.0030845285814
2021-08-03,301.81708,302.77617226635135
2021-08-04,301.665,301.72706859999386
2021-08-05,302.63287,301.6508978739952
2021-08-06,302.04773,302.72261897880287
2021-08-07,302.46765,301.9934709389105
2021-08-08,301.9547,302.50658848469203
2021-08-09,301.83984,301.9071349978025
2021-08-10,301.91464,301.829189222824
2021-08-11,302.1696,301.9215760798604
2021-08-12,301.63602,302.19324201766307
2021-08-13,302.0717,301.58654201214046
2021-08-14,303.1,302.11209988333644
2021-08-15,302.80362,303.195352552412
2021-08-16,303.02133,302.77613717447844
2021-08-17,303.1849,303.0415178869839
2021-08-18,303.0741,303.20006757463585
2021-08-19,303.33307,303.06382569988597
2021-08-20,301.20117,303.35708385830804
2021-08-21,298.6348,301.00348245114554
2021-08-22,298.8849,298.39682476910093
2021-08-23,301.21246,298.90809135792887
2021-08-24,301.3079,301.4282907759331
2021-08-25,300.97913,301.3167499928058
2021-08-26,300.8477,300.94864370353355
2021-08-27,300.7973,300.8355127142239
2021-08-28,301.15942,300.7926264916449
2021-08-29,300.46088,301.19299878661815
2021-08-30,301.24982,300.3961055451115
2021-08-31,301.8608,301.3229770968588
2021-09-01,301.7795,301.91745516140486
2021-09-02,300.8114,301.7719611859272
2021-09-03,301.12338,300.7216296936789
2021-09-04,300.87708,301.15230938763153
2021-09-05,301.75476,300.85424100976456
2021-09-06,301.8749,301.836145809784
2021-09-07,302.24728,301.8860403828132
2021-09-08,301.7845,302.2818101793904
2021-09-09,302.17892,301.7415871786393
2021-09-10,302.1223,302.2154939120124
2021-09-11,299.76215,302.1170497213677
2021-09-12,301.01248,299.543297207454
2021-09-13,301.50238,301.12842102582636
2021-09-14,303.02966,301.5478076139518
2021-09-15,302.3956,303.17128213969437
2021-09-16,301.15054,302.33680466849916
2021-09-17,300.71863,301.0350876525274
2021-09-18,301.6829,300.67857970250685
2021-09-19,302.2217,301.7723151567775
2021-09-20,302.6188,302.27166202979635
2021-09-21,302.33127,302.6556224239646
2021-09-22,298.67587,302.30460782029076
2021-09-23,299.4828,298.3369108245778
2021-09-24,299.56024,299.5576252797022
2021-09-25,300.90195,299.567420882679
2021-09-26,301.26953,301.0263645415702
2021-09-27,301.87286,301.3036150833566
2021-09-28,301.6472,301.928805789601
2021-09-29,301.41528,301.62627492271
2021-09-30,300.3558,301.39377444329926
2021-10-01,299.47427,300.257556177935
2021-10-02,298.62363,299.3925271861055
2021-10-03,299.18307,298.5447515645398
2021-10-04,299.66266,299.2349459427417
2021-10-05,299.24512,299.70713158476246
2021-10-06,299.6912,299.20640220875805
2021-10-07,300.1192,299.73256425807637
2021-10-08,300.13474,300.1588877296823
2021-10-09,300.90045,300.13618099840954
2021-10-10,301.22537,300.97145301751175
2021-10-11,302.18958,301.25549929235603
2021-10-12,302.40875,302.27898959307703
2021-10-13,302.38306,302.4290732703609
2021-10-14,302.66815,302.3806778089357
2021-10-15,301.8588,302.69458592255876
2021-10-16,296.59073,301.78375031771407
2021-10-17,296.4015,296.10223061189845
2021-10-18,297.0873,296.38395301615003
2021-10-19,298.37888,297.1508930958321
2021-10-20,299.97214,298.498646069867
2021-10-21,300.46347,300.1198803555926
2021-10-22,299.4891,300.5090302154785
2021-10-23,300.12073,299.3987482869847
2021-10-24,300.51785,300.1793000016337
2021-10-25,300.277,300.5546742785314
2021-10-26,301.86765,300.25466637921966
2021-10-27,303.22372,302.01514833462426
2021-10-28,299.19855,303.34946612053807
2021-10-29,297.34772,298.8253026661558
2021-10-30,297.6803,297.1760956057759
2021-10-31,297.79007,297.7111395914433
2021-11-01,298.52747,297.80024878992344
2021-11-02,298.2723,298.5958478781956
2021-11-03,297.96964,298.2486385093854
2021-11-04,294.21255,297.94157484050083
2021-11-05,294.36844,293.86416127964463
2021-11-06,295.28253,294.38289542098175
2021-11-07,296.12445,295.36729204865725
2021-11-08,296.91077,296.2025198443321
2021-11-09,297.14432,296.983684148607
2021-11-10,297.5119,297.1659767038956
2021-11-11,298.2982,297.54598508335664
2021-11-12,298.9118,298.3711122940402
2021-11-13,295.6766,298.9686981096567
2021-11-14,296.51852,295.37660527320514
2021-11-15,296.47366,296.5965898443321
2021-11-16,295.75446,296.4695002066506
2021-11-17,295.88486,295.68776977759927
2021-11-18,294.79446,295.8969517755855
2021-11-19,293.77142,294.6933490176505
2021-11-20,296.59943,293.67655519865843
2021-11-21,298.23535,296.86166667387585
2021-11-22,295.78378,298.38704614659315
2021-11-23,295.79047,295.5564499825765
2021-11-24,296.948,295.79109035259717
2021-11-25,297.2305,297.0553358358391
2021-11-26,291.5348,297.2566957561571
2021-11-27,294.53812,291.0066471917021
2021-11-28,293.80377,294.8166128792277
2021-11-29,294.3323,293.7356749432425
2021-11-30,294.4484,294.3813097097406
2021-12-01,295.83826,294.459165760318
