Fecha,temp,temp_arima
2020-01-01,292.87558,0.0
2020-01-02,294.4194,292.8756879759568
2020-01-03,294.31995,294.56178719849225
2020-01-04,291.22223,294.3107776827023
2020-01-05,289.93158,290.93652592016707
2020-01-06,290.46692,289.81254278209843
2020-01-07,290.53845,290.5162946439634
2020-01-08,292.00208,290.54504724340177
2020-01-09,294.85764,292.1370712394817
2020-01-10,295.87823,295.1210095563869
2020-01-11,294.2845,295.9723594651672
2020-01-12,293.07364,294.13750958022223
2020-01-13,296.59567,292.961961848938
2020-01-14,296.4458,296.92050837799985
2020-01-15,297.19247,296.43197742389737
2020-01-16,295.85098,297.261335702933
2020-01-17,296.4065,295.7272537865086
2020-01-18,296.1144,296.45773585425064
2020-01-19,290.8069,296.08745948835934
2020-01-20,288.51694,290.3173869375802
2020-01-21,290.21262,288.305735980703
2020-01-22,293.46225,290.3690133131765
2020-01-23,294.4819,293.76196480603505
2020-01-24,294.25034,294.57594276855326
2020-01-25,294.34167,294.2289831192211
2020-01-26,294.77518,294.3500934061217
2020-01-27,296.07736,294.8151628182175
2020-01-28,296.46133,296.1974606348793
2020-01-29,292.59723,296.4967437222001
2020-01-30,291.87033,292.24084235525277
2020-01-31,291.9617,291.8032876928737
2020-02-01,290.64038,291.9701270953393
2020-02-02,290.79135,290.51851407449146
2020-02-03,293.0728,290.8052740295871
2020-02-04,296.97833,293.28321913824914
2020-02-05,296.3725,297.33853875189305
2020-02-06,289.2997,296.31662403229285
2020-02-07,291.18674,288.64737254114317
2020-02-08,295.20322,291.36078253025124
2020-02-09,297.5337,295.5736617192553
2020-02-10,298.12863,297.74864119674197
2020-02-11,297.23166,298.1835006559068
2020-02-12,296.26257,297.1489320618749
2020-02-13,293.2558,296.17319040251334
2020-02-14,291.9042,292.9784842787204
2020-02-15,294.77954,291.77954133675615
2020-02-16,296.0612,295.044733874498
2020-02-17,297.47342,296.1794080662423
2020-02-18,298.1001,297.60366967254083
2020-02-19,297.59518,298.1578989723895
2020-02-20,294.2554,297.5486110060336
2020-02-21,288.24118,293.9473706197629
2020-02-22,291.81326,287.68648584074117
2020-02-23,295.4454,292.1427145115419
2020-02-24,298.05893,295.7803938717922
2020-02-25,298.26035,298.299977022897
2020-02-26,290.49094,298.27892705530525
2020-02-27,289.21918,289.7743638940566
2020-02-28,291.02545,289.10188501511766
2020-02-29,293.06384,291.1920430775802
2020-03-01,296.4538,293.25184160740577
2020-03-02,298.9664,296.7664575037363
2020-03-03,301.0452,299.19813820454755
2020-03-04,301.90152,301.23692863950225
2020-03-05,295.78693,301.9804987707228
2020-03-06,293.83908,295.2229786714383
2020-03-07,294.0814,293.65942893666806
2020-03-08,294.76675,294.1037492803176
2020-03-09,297.46048,294.8299601323277
2020-03-10,297.6826,297.7089239042171
2020-03-11,298.5505,297.7030862254215
2020-03-12,298.2167,298.63054679922266
2020-03-13,299.4978,298.1859134789947
2020-03-14,299.87036,299.61595641719566
2020-03-15,299.0532,299.9047213728752
2020-03-16,297.84195,298.97783297332325
2020-03-17,299.41522,297.73023587906624
2020-03-18,299.83917,299.56032338496715
2020-03-19,301.16022,299.87827109520737
2020-03-20,300.7764,301.2820610232896
2020-03-21,298.60617,300.74100011236595
2020-03-22,299.4539,298.40600873133207
2020-03-23,300.06808,299.53208651123975
2020-03-24,301.70285,300.1247260918845
2020-03-25,302.87253,301.8536255570517
2020-03-26,302.82224,302.98041010152633
2020-03-27,302.80075,302.81760173115237
2020-03-28,303.70898,302.79876796783583
2020-03-29,301.17554,303.79274645288393
2020-03-30,302.16306,300.94187971307457
2020-03-31,300.7001,302.2541394045032
2020-04-01,301.224,300.5651705549133
2020-04-02,302.56522,301.27231952772524
2020-04-03,301.61633,302.6889213112725
2020-04-04,302.87683,301.5288134574094
2020-04-05,298.50787,302.99308647012344
2020-04-06,300.96857,298.1049188951127
2020-04-07,301.87595,301.19552144469077
2020-04-08,303.0763,301.9596380570096
2020-04-09,304.68994,303.18700880913343
2020-04-10,303.57922,304.83876672784606
2020-04-11,303.6082,303.47677780523964
2020-04-12,307.50317,303.6108728381628
2020-04-13,304.92935,307.8624047984424
2020-04-14,301.2047,304.6919654478912
2020-04-15,292.66843,300.8611738901664
2020-04-16,295.00803,291.8811260585319
2020-04-17,301.9494,295.2238123383584
2020-04-18,302.3618,302.58960561207516
2020-04-19,305.67154,302.3998358336207
2020-04-20,305.61978,305.97679877780746
2020-04-21,304.4788,305.61500615240493
2020-04-22,305.8406,304.37356691211306
2020-04-23,305.53708,305.96619941373586
2020-04-24,305.64676,305.50908621673
2020-04-25,303.78937,305.656875834703
2020-04-26,301.59933,303.6180621023066
2020-04-27,301.9512,301.3973416463077
2020-04-28,302.6668,301.9836531250633
2020-04-29,302.32333,302.7328001031498
2020-04-30,300.14304,302.291651610636
2020-05-01,301.6351,299.9419508931016
2020-05-02,302.1181,301.77271335090234
2020-05-03,302.89468,302.1626473027129
2020-05-04,303.23697,302.96630431540535
2020-05-05,303.63925,303.2685395574443
2020-05-06,301.03555,303.67635246156385
2020-05-07,301.34705,300.7954096023321
2020-05-08,301.86176,301.37577978218445
2020-05-09,300.93213,301.909231929978
2020-05-10,301.5766,300.8463898156915
2020-05-11,301.12213,301.63603975192416
2020-05-12,302.35184,301.0802140317517
2020-05-13,302.7844,302.4652566948635
2020-05-14,303.6316,302.8242951992992
2020-05-15,304.28613,303.70973762910637
2020-05-16,304.68936,304.3464975901546
2020-05-17,304.27435,304.7265500804823
2020-05-18,304.5363,304.2360734449299
2020-05-19,304.65604,304.5604597638626
2020-05-20,304.5245,304.6670836729335
2020-05-21,303.9682,304.51236800786984
2020-05-22,303.08994,303.91689220600585
2020-05-23,303.33026,303.00893769341485
2020-05-24,303.78394,303.3524248194368
2020-05-25,303.5909,303.8257831062004
2020-05-26,302.99518,303.5730958357853
2020-05-27,302.90344,302.9402364820453
2020-05-28,303.336,302.8949787793977
2020-05-29,298.90594,303.3758951992992
2020-05-30,300.09476,298.49735361520425
2020-05-31,300.75024,300.2044053921556
2020-06-01,301.04248,300.810695209073
2020-06-02,302.2423,301.06943342390235
2020-06-03,303.07846,302.352959927
2020-06-04,302.8152,303.15557940504436
2020-06-05,303.1478,302.7909194142605
2020-06-06,304.055,303.17847584447685
2020-06-07,304.96124,304.13867145553036
2020-06-08,305.05167,305.04482291430753
2020-06-09,306.5643,305.0600103987253
2020-06-10,304.00046,306.7038105310613
2020-06-11,300.01437,303.7639959076864
2020-06-12,302.32413,299.64673116382835
2020-06-13,301.8994,302.5371601820169
2020-06-14,301.97922,301.8602269650492
2020-06-15,303.4419,301.98658183375267
2020-06-16,302.28058,303.57680362056334
2020-06-17,303.22815,302.17347094495534
2020-06-18,303.32816,303.3155447984093
2020-06-19,302.8025,303.33738396634436
2020-06-20,303.25565,302.75401814669965
2020-06-21,303.56754,303.29744422406696
2020-06-22,303.89044,303.5963057520562
2020-06-23,303.09235,303.92022120920495
2020-06-24,300.5083,303.01874180782164
2020-06-25,299.40753,300.26997193048595
2020-06-26,299.85153,299.3060054981216
2020-06-27,301.44434,299.89248031553734
2020-06-28,302.55334,301.59124556777255
2020-06-29,303.05786,302.6556235584029
2020-06-30,303.56146,303.1043921017903
2020-07-01,303.58017,303.60790724978517
2020-07-02,303.26736,303.5818956315399
2020-07-03,303.46826,303.23850939593865
2020-07-04,303.55853,303.48678909547624
2020-07-05,303.6686,303.5668556418549
2020-07-06,303.83963,303.6787518045748
2020-07-07,303.3351,303.8554041722215
2020-07-08,303.03094,303.2885669759053
2020-07-09,303.37402,303.0028871892481
2020-07-10,303.92844,303.4056624194922
2020-07-11,304.26053,303.97957440076624
2020-07-12,304.9562,304.29115880695224
2020-07-13,304.32,305.02036195047265
2020-07-14,304.1787,304.2613229938179
2020-07-15,303.9351,304.1656678387716
2020-07-16,303.40985,303.91263266471867
2020-07-17,303.1778,303.36140596118025
2020-07-18,302.6324,303.1563979263053
2020-07-19,303.14645,302.5820975178062
2020-07-20,303.64035,303.1938610578873
2020-07-21,303.84164,303.6859026145133
2020-07-22,304.80978,303.860205065348
2020-07-23,304.95105,304.89907197856826
2020-07-24,305.677,304.9640793943152
2020-07-25,304.56656,305.74395468820796
2020-07-26,301.5591,304.4641436297629
2020-07-27,298.2297,301.28172063971647
2020-07-28,299.08682,297.92262797173424
2020-07-29,297.81494,299.1658725550751
2020-07-30,301.3455,297.6976339474648
2020-07-31,302.33472,301.6711251036565
2020-08-01,302.14246,302.4259561962519
2020-08-02,301.3549,302.12472777552887
2020-08-03,302.63678,301.28226299435903
2020-08-04,303.45355,302.7550083569392
2020-08-05,303.1916,303.528881056805
2020-08-06,302.85757,303.1674402361374
2020-08-07,302.44427,302.8267622659934
2020-08-08,300.66782,302.40615115898294
2020-08-09,299.17487,300.5039772341525
2020-08-10,300.425,299.03717456400574
2020-08-11,301.69678,300.5403000404565
2020-08-12,302.1008,301.8140768294911
2020-08-13,302.3318,302.13806294253015
2020-08-14,302.5239,302.35310523173223
2020-08-15,301.94864,302.54161746760076
2020-08-16,301.2922,301.8955835168559
2020-08-17,301.4843,301.2316562497042
2020-08-18,301.96854,301.50201746760075
2020-08-19,302.3927,302.01320166845903
2020-08-20,303.30072,302.4318204635998
2020-08-21,303.50293,303.38446708449146
2020-08-22,303.00745,303.52157991735317
2020-08-23,301.30255,302.9617516613909
2020-08-24,302.0693,301.1453063221631
2020-08-25,301.12122,302.14001769017625
2020-08-26,302.93732,301.0337781640661
2020-08-27,302.66476,303.1048197028093
2020-08-28,303.33112,302.6396216711647
2020-08-29,303.28143,303.3925786762645
2020-08-30,303.8469,303.27684706941653
2020-08-31,304.45218,303.89905354713267
2020-09-01,304.96667,304.50800524096496
2020-09-02,304.00845,305.0141216392811
2020-09-03,303.45337,303.92007294740046
2020-09-04,301.4049,303.4021747271431
2020-09-05,298.1874,301.21596870975503
2020-09-06,299.45865,297.89064855801496
2020-09-07,301.28488,299.5758979473577
2020-09-08,301.22473,301.4533139971706
2020-09-09,301.80066,301.21918233901
2020-09-10,299.1165,301.8537782775392
2020-09-11,299.1068,298.86893874109757
2020-09-12,301.95306,299.10590536472813
2020-09-13,302.80054,302.21557181329115
2020-09-14,301.86288,302.87870345362967
2020-09-15,301.39914,301.77639920525513
2020-09-16,301.79254,301.3563690555692
2020-09-17,301.05673,301.8288234552531
2020-09-18,301.40018,300.98886591964975
2020-09-19,301.1891,301.43185654475514
2020-09-20,301.04767,301.1696319986405
2020-09-21,301.43192,301.0346258488143
2020-09-22,301.94693,301.46735954672346
2020-09-23,302.54303,301.9944295991101
2020-09-24,302.78506,302.59800856552204
2020-09-25,301.86816,302.80738253348983
2020-09-26,302.10104,301.7835939091978
2020-09-27,302.79712,302.1225186249602
2020-09-28,301.8797,302.86131976495324
2020-09-29,298.8631,301.7950859493688
2020-09-30,297.0577,298.58487765349116
2020-10-01,297.69418,296.89118716290295
2020-10-02,298.2092,297.7528828307054
2020-10-03,299.86478,298.25670052141453
2020-10-04,300.39026,300.0174748725164
2020-10-05,299.59354,300.4387252518211
2020-10-06,299.69525,299.520058163525
2020-10-07,300.8564,299.704630758093
2020-10-08,302.2291,300.96349337586975
2020-10-09,302.67386,302.35570472553627
