Fecha,temp,temp_arima
2020-01-01,292.68048,0.0
2020-01-02,294.203,292.6805848961044
2020-01-03,294.1035,294.34335576280245
2020-01-04,291.0485,294.0943274450262
2020-01-05,289.7754,290.76687029703425
2020-01-06,290.30212,289.65803738957595
2020-01-07,290.37244,290.3506764638776
2020-01-08,291.81467,290.37892255342473
2020-01-09,294.63083,291.9476241101499
2020-01-10,295.6359,294.8904418835691
2020-01-11,294.06293,295.72855386761364
2020-01-12,292.86877,293.91792342917387
2020-01-13,296.34103,292.7586845904768
2020-01-14,296.19174,296.66112543450714
2020-01-15,296.92813,296.17797748007996
2020-01-16,295.60394,296.9960152035898
2020-01-17,296.15057,295.481867582203
2020-01-18,295.8613,296.20096189673717
2020-01-19,290.62698,295.83463321630876
2020-01-20,288.36737,290.14444645275717
2020-01-21,290.03848,288.159064503071
2020-01-22,293.24207,290.1925337521842
2020-01-23,294.24646,293.5373976923481
2020-01-24,294.01688,294.33905118080577
2020-01-25,294.10574,293.9957158274282
2020-01-26,294.5323,294.1139316908038
2020-01-27,295.8153,294.5716230658256
2020-01-28,296.19278,295.9335752565973
2020-01-29,292.38077,296.22757855328166
2020-01-30,291.66293,292.02935420818267
2020-01-31,291.75183,291.59675485565407
2020-02-01,290.4475,291.76002537826304
2020-02-02,290.59543,290.3272584057384
2020-02-03,292.843,290.60906714630437
2020-02-04,296.69345,293.05019557168396
2020-02-05,296.095,297.0484094401911
2020-02-06,289.11853,296.0398309997579
2020-02-07,290.97736,288.4753937728811
2020-02-08,294.93726,291.1487189986132
2020-02-09,297.23462,295.3023092506623
2020-02-10,297.82037,297.44640553663015
2020-02-11,296.93335,297.8743682319189
2020-02-12,295.97665,296.8515787466041
2020-02-13,293.0092,295.88845519252794
2020-02-14,291.675,292.73564122354657
2020-02-15,294.50974,291.55200479551667
2020-02-16,295.7715,294.77106470840744
2020-02-17,297.1633,295.8878172157165
2020-02-18,297.7789,297.29160514585516
2020-02-19,297.28,297.83564999841104
2020-02-20,293.9841,297.23400816405575
2020-02-21,288.05185,293.6802625734847
2020-02-22,291.5725,287.50497674127087
2020-02-23,295.15356,291.8970563383783
2020-02-24,297.72888,295.483685323765
2020-02-25,297.92657,297.9662896912083
2020-02-26,290.2621,297.9447943456561
2020-02-27,289.0069,289.55553947316247
2020-02-28,290.7861,288.8911875276064
2020-02-29,292.79422,290.9501181890397
2020-03-01,296.13644,292.9793415185333
2020-03-02,298.61224,296.4445475043685
2020-03-03,300.66016,298.8404752925048
2020-03-04,301.50397,300.8489505405229
2020-03-05,295.4715,301.5817578755022
2020-03-06,293.54956,294.91538781202985
2020-03-07,293.78635,293.3723831124983
2020-03-08,294.46033,293.80817883710813
2020-03-09,297.11594,294.52246184523887
2020-03-10,297.3328,297.36075134386004
2020-03-11,298.18658,297.3527915605189
2020-03-12,297.85547,298.2652869747293
2020-03-13,299.11792,297.82494613389565
2020-03-14,299.4834,299.2343008243892
