Id,Fecha,Parcela,ndvi_mean,ndvi_min,ndvi_max,ndmi_mean,ndmi_min,ndmi_max,msi_mean,msi_min,msi_max,gndvi_mean,gndvi_min,gndvi_max,evi_mean,evi_min,evi_max,ndwi_mean,ndwi_min,ndwi_max,dia,msi_mean_pred_1,msi_mean_pred_2,msi_mean_pred_3,msi_mean_pred_4,msi_mean_pred_5,msi_mean_pred_6
46,2020-12-12,10,0.410309743230993,0.2310756972111553,0.7269960196675251,0.0018794342437922,-0.2075471698113207,0.3192537838789159,1.0588400804999727,0.516008537886873,1.5238095238095235,0.4405003648188245,0.3220689655172414,0.6164803857111549,1.2971007343494616,0.4047012505789717,3.4937481826112244,-0.4405003648188245,-0.6164803857111549,-0.3220689655172414,0,1.371261293632337,1.480383255571941,1.2856960397843542,1.0661973106926421,0.9206018182796152,0.0054206069997590235
45,2020-12-22,10,0.2322984224416671,0.0953380932381352,0.3997113997113997,-0.0624755035758167,-0.2928838951310861,0.2331804281345565,1.1434173901633888,0.6218226906385617,1.8283898305084745,0.3309839733355396,0.1050767414403778,0.4139807450816241,1.0514487440983893,-342.72727272727275,611.4285714285714,-0.3309839733355396,-0.4139807450816241,-0.1050767414403778,10,1.3450310386330648,1.4346719860824144,1.3033732365648534,1.193509176499906,1.1534122322355567,0.7150468257238275
59,2020-12-27,10,0.2287155681097652,0.2036563071297989,0.2681105302464526,-0.1459304040934853,-0.2001110956811554,-0.0298620585114445,1.3426957326979845,1.0615625,1.5003472222222225,0.3993693853032448,0.3715617715617715,0.4333057166528583,0.3809254571689164,0.3328950513985178,0.4788361722348125,-0.3993693853032448,-0.4333057166528583,-0.3715617715617715,15,1.3319159111334289,1.4122087980887799,1.309404941001025,1.2444476627781764,1.2418350146077943,0.9735610594055434
58,2021-01-01,10,0.2052775600987076,0.0931358587297066,0.3494860499265785,0.0375786799941273,-0.0716911764705882,0.1390067382081357,0.9302470481608504,0.7559158632778264,1.1544554455445544,0.2376437378017596,0.1326751745725981,0.388235294117647,3.0679075615404496,-328.5,3530.0,-0.2376437378017596,-0.388235294117647,-0.1326751745725981,20,1.3188007836337927,1.3900072412625644,1.3136418390318647,1.2875298660135668,1.3137005096729664,1.1779501936225518
56,2021-01-06,10,0.2044613245212501,0.1699636657246669,0.2899795501022494,-0.1408770410771347,-0.214366515837104,-0.0517448856799037,1.329008942660111,1.1091370558375635,1.5457163426925846,0.382865812405582,0.3485078401618614,0.4271099744245524,0.3330155266912616,0.2750735053903952,0.5302123840861501,-0.382865812405582,-0.4271099744245524,-0.3485078401618614,25,1.3056856561341568,1.368067315603768,1.3161412728304138,1.3232086775899194,1.3704843731287315,1.3350156303328524
57,2021-01-16,10,0.2053629353505758,0.1751412429378531,0.2613538988860325,-0.0791109508900231,-0.1451921404973048,0.0205792682926829,1.172625394900974,0.9596713965646004,1.339707078925956,0.3420377837856903,0.3101673101673101,0.3846863468634686,0.398101877142232,0.3281911675741077,0.5340605062770117,-0.3420377837856903,-0.3846863468634686,-0.3101673101673101,35,1.2794554011348847,1.3249723577884325,1.3161571164228019,1.374113212714155,1.4443321607013684,1.5315737465441175
55,2021-01-26,10,0.2119988623200235,0.171665603063178,0.3131081854607899,-0.2635221117972791,-0.3222902412675549,-0.1564678543764523,1.717113477750487,1.3709825528007349,1.951115834218916,0.3476007245806813,0.3110647181628392,0.394518016630736,0.3887849363101787,0.2948358505923849,0.635307781649245,-0.3476007245806813,-0.394518016630736,-0.3110647181628392,45,1.2532251461356128,1.2829239246427733,1.3099112091625138,1.4005664848747277,1.4736983480984012,1.6068217141936816
54,2021-01-31,10,0.2210780170665172,0.1726535341830822,0.3510815307820299,-0.2615476100129773,-0.3133201509976631,-0.1472988729109988,1.7100283176424829,1.3454876937101186,1.912565445026178,0.3458322284005356,0.3013333333333333,0.4218796323747406,0.4487839435066859,0.3233733045016709,0.8324566017885324,-0.3458322284005356,-0.4218796323747406,-0.3013333333333333,50,1.2401100186359766,1.2622921548210724,1.3045834543952175,1.4056403588064617,1.4746160066561727,1.6104421580252026
68,2021-02-05,10,0.2405252475401958,0.1849427168576104,0.3184878301398239,-0.2224708835154017,-0.2701499917586946,-0.1157365871164543,1.5741171825378142,1.2617694805194806,1.7402890695573623,0.3346747213844064,0.2882562277580071,0.3978494623655914,0.5590472952059344,0.3966332295630116,0.8771929824561403,-0.3346747213844064,-0.3978494623655914,-0.2882562277580071,55,1.2269948911363406,1.2419220161667903,1.2978622884338737,1.4057993793179768,1.4677756327976417,1.5966320017663609
69,2021-02-10,10,0.2672064882704135,0.1942446043165467,0.358037055583375,-0.2129368796488236,-0.260379596678529,-0.103862660944206,1.5426209420436074,1.2318007662835249,1.7040898155573376,0.3227622236636078,0.2604395604395604,0.376984126984127,0.917883561111966,0.6102150537634409,1.5684068406840683,-0.3227622236636078,-0.376984126984127,-0.2604395604395604,60,1.2138797636367045,1.2218135086799278,1.2898050534515229,1.4014201677717042,1.4541597001539548,1.5688103610690305
64,2021-02-20,10,0.29638106265464,0.2203975799481417,0.4163934426229508,-0.1580693273891943,-0.2378048780487804,-0.0196146502343343,1.3782593111098027,1.040014164305949,1.624,0.3969635063378043,0.3350559862187769,0.4787286063569682,0.6318748737090014,0.4204737732656515,1.0487200660611065,-0.3969635063378043,-0.4787286063569682,-0.3350559862187769,70,1.1876495086374326,1.1823813872084594,1.2699117451159638,1.380499055368804,1.410216871726034,1.482944926951814
