parcela,ndvi_max,ndvi_mean,gndvi_max,gndvi_mean,cire_max,cire_mean,ndre1_max,ndre1_mean,ndre_max,ndre_mean,ndmi_mean,msi_mean,lluvia_acum,etc_acum,rendimiento,pred
10,0.7940925934,0.641291275733333,0.659580619,0.561637318333333,2.3084224136,1.70972003953333,0.4799057273,0.370132330966667,0.5525277216,0.438628730866667,0.1769495787,0.736183948966667,455.78,1487.0008257624,65,55.37662763569324
11,0.8083343841,0.6443836641,0.6727001753,0.566477998833333,2.677409407,1.89038162183333,0.5066676148,0.3802186399,0.5867404922,0.454184984333333,0.202777122066667,0.7061839732,455.78,1493.21687553583,40,47.62795152922831
13,0.7056171003,0.561275850766667,0.5924352803,0.4959814345,1.6991796571,1.22408924596667,0.4006274098,0.301403097266667,0.4649570863,0.364954556833333,0.103942089033333,0.847179704,465.05,1555.5425343356,40,42.24658461921433
15,0.7686351407,0.61718374595,0.6356424074,0.539752436566667,2.0731595781,1.51661206218333,0.45513274,0.347441748066667,0.52851118,0.417470287683333,0.171917533483333,0.739609619233333,464.33,1686.1511488691,45,39.0948843835057
2,0.7270021028,0.5829627439,0.6037011328,0.5190651404,1.7844776034,1.3332280334,0.4183915729,0.3199137085,0.4886905679,0.3866022689,0.1213005859,0.8214270829,453.04,1442.35329835972,50,51.65356534116552
3,0.7178747975,0.559710545516667,0.6148128932,0.5117861337,2.0640527948,1.39828032565,0.4325055784,0.310255696533333,0.500702217,0.375132818266667,0.0993028893166666,0.867251601916667,464.37,1492.40110708219,65,61.41793608568992
4,0.6893198536,0.5502408098,0.5949437046,0.5072959416,1.7453034192,1.2471197818,0.4000325442,0.2987613228,0.467383352,0.366448275,0.0833445041999999,0.886897718,467.61,1563.30180273969,65,65.29541295617753
5,0.808524343,0.6351411468,0.6864122278,0.5724940354,2.8600038245,1.89199106445,0.5155700677,0.37332821675,0.5969254993,0.4485996105,0.17131751505,0.7430689941,401.49,1305.38113266836,65,66.89400432841
7,0.7913550018,0.63614387415,0.6590419346,0.5630539007,2.385317732,1.7141387905,0.4810641305,0.3656028515,0.5555991587,0.4380605096,0.17740022905,0.7417321514,464.79,1587.65503681523,65,58.04947805582185
8,0.8351579488,0.64600757225,0.7085613884,0.575700765766667,2.968222996,1.98337338531667,0.5335234122,0.3842226152,0.6172672755,0.460378579483333,0.191666778983333,0.7166787808,396.2,1264.65266851767,65,59.51292410143708
9,0.7057903226,0.546431584433333,0.6061596667,0.4954140303,2.1370339551,1.47261856408333,0.4373430085,0.31345315015,0.5206296218,0.38400045,0.0948474860166667,0.92211364315,257.67,1033.74075296241,65,64.13811878647778
