Fecha,temp,dia,reconstruida_temp,ajustados_temp
2020-01-01,292.9391,1,292.410088501742,293.9732447101977
2020-01-02,294.51678,2,292.6270328155635,293.9768030448973
2020-01-03,294.41913,3,292.56784919589165,293.981821843083
2020-01-04,291.25348,4,292.25184238799636,293.9882996455962
2020-01-05,289.93765,5,291.8091008010434,293.9962345690894
2020-01-06,290.4856,6,291.4426889590063,294.0056243065737
2020-01-07,290.56183,7,291.3643798689168,294.01646612808946
2020-01-08,292.05844,8,291.72390609874327,294.0287568815002
2020-01-09,294.97662,9,292.5541878529779,294.042492993409
2020-01-10,296.0236,10,293.75031458706883,294.0576704701972
2020-01-11,294.3958,11,295.08972716972954,294.0742848991858
2020-01-12,293.1584,12,296.2883838452296,294.09233144991816
2020-01-13,296.75858,13,297.0767046450221,294.11180487556464
2020-01-14,296.60938,14,297.27317482442027,294.1326995144478
2020-01-15,297.37244,15,296.8343666421532,294.15500929168854
2020-01-16,296.00244,16,295.8673556278911,294.17872772097263
2020-01-17,296.57098,17,294.6016613527406,294.2038479064359
2020-01-18,296.2734,18,293.32942691854754,294.23036254466973
2020-01-19,290.8495,19,292.33110479799115,294.25826392684405
2020-01-20,288.5102,20,291.8070950746761,294.2875439409488
2020-01-21,290.24396,21,291.83300759144396,294.3181940741524
2020-01-22,293.56573,22,292.34872652121567,294.35020541527655
2020-01-23,294.60864,23,293.18176490719134,294.38356865738734
2020-01-24,294.3729,24,294.0964322513239,294.4182741005009
2020-01-25,294.46713,25,294.8545077917055,294.45431165440374
2020-01-26,294.9079,26,295.2716468051027,294.4916708415862
2020-01-27,296.23953,27,295.2564871409506,294.5303408002888
2020-01-28,296.6328,28,294.8250621544238,294.57031028766016
2020-01-29,292.68488,29,294.08977497382097,294.6115676830256
2020-01-30,291.93982,30,293.22802487064644,294.65410099126586
2020-01-31,292.03406,31,292.43935139252216,294.69789784630456
2020-02-01,290.68466,32,291.90122530207555,294.74294551470337
2020-02-02,290.83673,33,291.7326332518146,294.7892308993641
2020-02-03,293.16998,34,291.97207047270115,294.83674054333676
2020-02-04,297.16205,35,292.57325935989536,294.88546063373184
2020-02-05,296.5407,36,293.4184892359396,294.9353770057362
2020-02-06,289.3137,37,294.34634101092746,294.9864751467314
2020-02-07,291.24075,38,295.1879956615032,295.0387402005132
2020-02-08,295.34622,39,295.80459615232604,295.09215697161056
2020-02-09,297.7256,40,296.11757616849724,295.14670992970383
2020-02-10,298.33136,41,296.12483455880135,295.20238321413996
2020-02-11,297.4165,42,295.89829627466,295.25916063854345
2020-02-12,296.42392,43,295.5625336897713,295.31702569552294
2020-02-13,293.34988,44,295.2589670539968,295.37596156147004
2020-02-14,291.96954,45,295.10449400917713,295.435951101451
2020-02-15,294.90573,46,295.1558288410692,295.49697687418814
2020-02-16,296.21414,47,295.39028196488044,295.55902113713097
2020-02-17,297.65512,48,295.7098710248551,295.6220658516145
2020-02-18,298.2973,49,295.96926122388834,295.68609268810377
2020-02-19,297.7791,50,296.0207875708559,295.7510830315231
2020-02-20,294.36475,51,295.76394256211904,295.8170179866681
2020-02-21,288.2164,52,295.18426580520827,295.8838783836991
2020-02-22,291.8655,53,294.36868099739314,295.9516447837148
2020-02-23,295.57507,54,293.4907192509952,296.020297484404
2020-02-24,298.2446,55,292.76802349539633,296.08981652577336
2020-02-25,298.4482,56,292.40333266967707,296.1601816959509
2020-02-26,290.50705,57,292.52593631890414,296.23137253706244
2020-02-27,289.20517,58,293.15132220172876,296.30336835117913
2020-02-28,291.04974,59,294.17191757410245,296.3761482063356
2020-02-29,293.13153,60,295.38275798874855,296.44969094261523
2020-03-01,296.5936,61,296.53536135301414,296.52397517830246
2020-03-02,299.15997,62,297.4043754214576,296.5989793160993
2020-03-03,301.28302,63,297.8475244109098,296.6746815494042
2020-03-04,302.1528,64,297.84135780970877,296.75105986865253
2020-03-05,295.90277,65,297.4827105899513,296.828092067715
2020-03-06,293.91,66,296.956258745514,296.90575575035444
2020-03-07,294.15628,67,296.4787439953939,296.98402833673697
2020-03-08,294.85223,68,296.23711561004836,297.06288706999675
2020-03-09,297.6028,69,296.33895940046614,297.1423090228526
2020-03-10,297.82846,70,296.78897189956876,297.2222711042734
2020-03-11,298.71408,71,297.4965849578646,297.30275006619183
2020-03-12,298.36853,72,298.31010358657244,297.3837225102637
2020-03-13,299.6755,73,299.06506532856804,297.46516489467007
2020-03-14,300.0518,74,299.6312880187355,297.5470535409625
2020-03-15,299.21536,75,299.9449709723455,297.6293646409468
2020-03-16,297.9753,76,300.0182176211469,297.7120742636053
2020-03-17,299.57867,77,299.92611909995384,297.7951583620543
2020-03-18,300.0106,78,299.7783353469608,297.8785927805355
2020-03-19,301.35617,79,299.68577406148347,297.9623532614391
2020-03-20,300.9617,80,299.73264618050314,298.0464154523563
2020-03-21,298.73944,81,299.9605251058946,298.13075491315954
2020-03-22,299.60443,82,300.36584843695255,298.2153471231082
2020-03-23,300.22675,83,300.9077284632121,298.3001674879778
2020-03-24,301.89603,84,301.52062791483155,298.3851913472102
2020-03-25,303.08694,85,302.1269358119703,298.47039398108376
2020-03-26,303.03418,86,302.6470194209452,298.5557506179001
2020-03-27,303.0069,87,303.0073504123417,298.6412364411863
2020-03-28,303.93375,88,303.14911217076894,298.72682659690975
2020-03-29,301.34027,89,303.0392652629791,298.8124962007046
2020-03-30,302.34415,90,302.6835100377187,298.89822034510615
2020-03-31,300.84775,91,302.1372080644791,298.9839741067928
2020-04-01,301.3787,92,301.5079833122944,299.069732553832
2020-04-02,302.7449,93,300.9440637527735,299.15547075292903
2020-04-03,301.77298,94,300.6060542872727,299.24116377667593
2020-04-04,303.0567,95,300.6259065682314,299.32678671079907
2020-04-05,298.59058,96,301.0632365258031,299.41231466140255
2020-04-06,301.0999,97,301.87315165592486,299.49772276220585
2020-04-07,302.02274,98,302.8992053144272,299.5829861817734
2020-04-08,303.2472,99,303.8992845038912,299.668080130734
2020-04-09,304.89178,100,304.6024125602864,299.7529798689882
2020-04-10,303.7523,101,304.78359258167416,299.8376607129011
2020-04-11,303.77652,102,304.3357225453859,299.92209804247875
2020-04-12,307.7556,103,303.31554936341644,300.00626730852645
2020-04-13,305.1209,104,301.9460833126431,300.0901440397856
2020-04-14,301.30923,105,300.5698478933843,300.1737038500491
2020-04-15,292.5844,106,299.56239873669347,300.2569224452508
2020-04-16,294.97,107,299.2289329607526,300.339775630529
2020-04-17,302.05917,108,299.7139307661553,300.42223931726085
2020-04-18,302.47525,109,300.9518101489734,300.50428953006576
2020-04-19,305.8563,110,302.67558246681546,300.58590241377595
2020-04-20,305.79807,111,304.48353187050816,300.6670542403722
2020-04-21,304.6276,112,305.9461971956789,300.7477214158822
2020-04-22,306.01703,113,306.7230853887517,300.82788048724075
2020-04-23,305.70242,114,306.65487105681996,300.9075081491079
2020-04-24,305.8092,115,305.80375435980824,300.9865812506451
2020-04-25,303.90662,116,304.4301674921068,301.0650768022459
2020-04-26,301.66635,117,302.9133236930593,301.14297198221993
2020-04-27,302.02057,118,301.6400954139127,301.2202441434281
2020-04-28,302.74744,119,300.8960009657047,301.2968708198668
2020-04-29,302.39423,120,300.79076165564334,301.3728297332
2020-04-30,300.16165,121,301.23948747531483,301.448098799236
2020-05-01,301.68112,122,302.0028296627989,301.52265613434855
2020-05-02,302.16937,123,302.7711585202146,301.59648006183903
2020-05-03,302.96075,124,303.2648150432157,301.66954911823865
2020-05-04,303.30612,125,303.3187395741265,301.741842059549
2020-05-05,303.71188,126,302.9261882113322,301.81333786741817
2020-05-06,301.0489,127,302.2303772463554,301.8840157552518
2020-05-07,301.36185,128,301.4698920894581,301.95385517425655
2020-05-08,301.88654,129,300.8979569774135,302.0228358194143
2020-05-09,300.9312,130,300.70270923239275,302.0909376353856
2020-05-10,301.58444,131,300.9535431403049,302.15814082234084
2020-05-11,301.11783,132,301.5885575801395,302.22442584171637
2020-05-12,302.36917,133,302.44389016956035,302.28977342189546
2020-05-13,302.80588,134,303.31217246068644,302.35416456381114
2020-05-14,303.66943,135,304.0089059994938,302.41758054647
2020-05-15,304.333,136,304.4246856804372,302.48000293239517
2020-05-16,304.74283,137,304.5476586595096,302.5414135729866
2020-05-17,304.31342,138,304.45173804770684,302.6017946137979
2020-05-18,304.57886,139,304.257835726622,302.661128499727
2020-05-19,304.69592,140,304.0837573649829,302.7193979801203
2020-05-20,304.55927,141,304.00085702411684,302.7765861137879
2020-05-21,303.9854,142,304.01171653095656,302.83267627392934
2020-05-22,303.0857,143,304.0547955272354,302.8876521529674
2020-05-23,303.32504,144,304.0323739535729,302.94149776728943
2020-05-24,303.78647,145,303.8505429742897,302.9941974618945
2020-05-25,303.58386,146,303.4568638547252,303.0457359149447
2020-05-26,302.97287,147,302.8632516826846,303.09609814222006
2020-05-27,302.876,148,302.14750307357383,303.14526950147473
2020-05-28,303.3127,149,301.434302138137,303.19323569669444
2020-05-29,298.78326,150,300.8628637802659,303.23998278225247
2020-05-30,299.99194,151,300.551649657507,303.28549716696443
2020-05-31,300.65958,152,300.57015876595733,303.32976561803986
2020-06-01,300.956,153,300.9243616921341,303.37277526492915
2020-06-02,302.17905,154,301.55755665002664,303.41451360306587
2020-06-03,303.0282,155,302.36411311021794,303.454968497502
2020-06-04,302.75604,156,303.2110474819877,303.4941281864365
